perm_android_permission_CHANGE_WIFI_STATE,suspicious_system_bin_su,n_urls,suspicious_setWifiEnabled,n_permissions,perm_android_permission_ACCESS_COARSE_LOCATION,perm_android_permission_READ_EXTERNAL_STORAGE,perm_android_permission_ACCESS_FINE_LOCATION,perm_android_permission_ACCESS_WIFI_STATE,intent_android_intent_action_ACTION_BOOT_COMPLETED,n_activities,suspicious_getDeviceId,n_providers,intent_android_intent_action_QUICKBOOT_POWERON,intent_android_intent_action_MY_PACKAGE_REPLACED,intent_com_google_firebase_INSTANCE_ID_EVENT,intent_com_google_firebase_MESSAGING_EVENT,suspicious_Ljava_lang_System___load,suspicious_Ljava_lang_System___loadLibrary,intent_com_android_vending_INSTALL_REFERRER,perm_android_permission_CAMERA,n_services,n_api_calls,n_receivers,perm_android_permission_WRITE_EXTERNAL_STORAGE,perm_me_everything_badger_permission_BADGE_COUNT_WRITE,perm_me_everything_badger_permission_BADGE_COUNT_READ,perm_com_huawei_android_launcher_permission_CHANGE_BADGE,n_used_permissions,suspicious_Ldalvik_system_DexClassLoader_,label
0,0,30,0,27,1,1,1,0,1,5,1,0,1,1,0,0,0,0,0,0,9,21,5,1,1,1,1,9,1,0
0,0,30,0,27,1,1,1,0,1,5,1,0,1,1,0,0,0,0,0,0,9,21,5,1,1,1,1,9,1,0
0,0,30,0,27,1,1,1,0,1,5,1,0,1,1,0,0,0,0,0,0,9,21,5,1,1,1,1,9,1,0
0,0,30,0,25,0,1,0,0,1,5,1,0,1,1,0,0,0,0,0,0,9,21,5,1,1,1,1,9,1,0
0,0,29,0,26,0,0,1,0,1,5,1,0,1,1,0,0,0,0,1,0,9,20,6,1,1,1,1,9,1,0
0,0,31,0,25,0,0,1,0,1,6,1,0,1,1,0,0,0,0,1,0,9,20,6,1,1,1,1,8,1,0
0,0,31,0,25,0,1,0,0,1,6,1,1,1,1,1,1,0,0,0,0,10,20,5,1,1,1,1,9,1,0
1,1,32,1,29,1,1,1,1,1,5,1,0,1,1,0,0,0,0,0,0,9,21,5,1,1,1,1,9,1,0
0,0,30,0,28,1,1,1,0,0,4,1,1,1,1,1,1,0,0,0,0,9,21,5,1,1,1,1,11,1,0
0,0,28,0,28,1,1,1,0,0,4,1,1,1,1,1,1,0,0,0,0,9,21,5,1,1,1,1,9,1,0
0,0,30,0,26,0,0,1,0,1,5,1,0,1,1,0,0,0,0,1,0,9,19,6,1,1,1,1,7,1,0
0,0,29,0,26,0,0,1,0,1,4,1,0,1,1,0,0,0,0,1,0,9,19,6,1,1,1,1,7,1,0
0,0,28,0,27,0,0,1,0,1,5,1,0,1,1,0,0,0,0,1,0,9,19,6,1,1,1,1,7,1,0
0,0,32,1,28,0,0,0,0,1,6,0,1,1,1,0,0,0,0,0,1,7,20,5,1,1,1,1,10,1,0
0,0,30,0,27,0,1,0,0,0,7,1,1,1,1,1,1,0,0,1,0,11,19,7,1,1,1,1,9,1,0
0,0,29,0,23,0,0,0,0,1,5,1,0,1,1,0,0,0,0,0,0,8,21,4,0,1,1,1,9,1,0
0,0,30,0,26,0,1,0,0,1,9,1,0,1,1,0,0,1,1,0,0,10,19,6,1,1,1,1,8,1,0
0,0,28,0,27,0,0,1,0,0,5,1,0,1,1,0,0,0,0,1,1,7,19,6,1,1,1,1,7,1,0
0,0,28,0,27,0,0,0,1,1,9,1,0,1,1,0,0,1,1,0,0,7,21,4,1,1,1,1,8,1,0
0,0,27,0,26,0,0,0,0,1,7,1,0,1,1,0,0,0,0,0,0,6,20,4,1,1,1,1,9,1,0
0,0,28,0,27,0,0,0,1,1,9,1,0,1,1,0,0,1,1,0,0,7,21,4,1,1,1,1,8,1,0
0,0,33,0,26,0,0,1,0,1,5,1,0,1,1,0,0,0,0,1,0,8,19,6,1,1,1,1,7,1,0
0,0,29,0,28,0,0,0,1,1,9,1,0,1,1,0,0,0,0,0,0,7,22,4,1,1,1,1,11,1,0
0,0,29,0,28,0,0,0,1,1,9,1,0,1,1,0,0,0,0,0,0,7,22,4,1,1,1,1,11,1,0
0,0,29,0,24,0,0,0,1,1,6,1,1,1,1,1,0,0,0,1,0,10,19,7,0,1,1,1,9,1,0
0,0,28,0,29,1,0,1,0,1,5,0,1,1,1,1,1,0,0,0,0,11,19,6,0,1,1,1,9,1,0
0,1,29,0,26,0,0,0,0,0,4,1,1,1,1,0,0,1,1,0,0,6,21,4,1,1,1,1,9,0,0
0,0,30,0,27,1,1,1,0,1,11,1,0,1,1,0,0,0,0,1,0,8,22,5,1,1,1,1,9,1,0
0,0,29,0,23,0,0,0,0,1,7,1,1,1,1,1,1,0,0,0,0,9,20,5,0,1,1,1,11,1,0
0,0,30,0,29,0,0,0,1,1,9,1,0,1,1,0,0,1,1,0,0,7,20,4,1,1,1,1,9,1,0
0,0,29,0,26,0,0,0,0,1,4,0,1,1,1,0,0,0,0,1,0,10,19,8,1,1,1,1,9,1,0
0,0,33,0,27,0,0,0,1,1,4,1,0,1,1,0,0,0,0,1,0,10,19,7,0,1,1,1,9,1,0
0,0,32,0,23,0,0,0,0,1,6,1,1,1,1,1,1,0,0,0,0,9,19,5,0,1,1,1,10,1,0
0,0,30,0,26,0,0,0,0,1,4,0,0,1,1,0,0,0,0,1,0,11,19,8,0,1,1,1,9,1,0
0,0,28,0,26,0,0,0,1,0,10,1,1,1,1,0,0,1,1,0,1,8,21,4,1,1,1,1,9,1,0
0,0,28,0,26,0,1,0,0,1,7,1,1,1,1,1,1,1,1,0,0,12,19,6,0,1,1,1,7,1,0
0,0,26,0,25,0,1,0,0,1,7,1,1,1,1,0,0,0,0,0,0,7,19,4,1,1,1,1,9,1,0
0,0,26,0,27,0,1,1,1,0,5,1,1,1,1,0,0,0,0,0,0,7,23,4,1,1,1,1,11,1,0
0,0,35,0,27,0,1,0,1,1,6,1,0,1,1,0,0,1,1,0,0,9,20,4,1,1,1,1,9,1,0
0,0,33,0,24,0,0,0,0,1,6,0,1,1,1,1,1,1,1,0,0,10,19,5,0,1,1,1,8,1,0
0,0,35,0,27,0,1,0,1,1,6,1,0,1,1,0,0,1,1,0,0,9,22,4,1,1,1,1,9,1,0
0,0,31,0,26,0,0,1,0,1,4,1,2,1,1,1,1,0,0,1,0,12,23,7,1,1,1,1,9,1,1
0,0,27,0,25,0,0,0,0,1,4,1,0,1,1,0,0,0,0,1,0,10,19,7,0,1,1,1,9,1,0
0,0,32,0,24,0,0,0,1,1,9,1,0,1,1,0,0,1,1,0,0,7,21,4,0,1,1,1,8,1,0
0,0,32,1,31,0,0,0,0,1,6,1,1,1,1,0,0,0,0,0,1,9,20,5,1,1,1,1,10,1,0
0,0,27,0,23,0,0,0,0,1,8,1,0,1,1,0,0,0,0,0,0,8,20,5,0,1,1,1,9,1,0
0,0,25,0,26,0,1,0,0,1,7,1,1,1,1,1,1,0,0,0,0,9,19,5,1,1,1,1,9,1,1
0,0,33,0,23,0,0,0,0,1,4,1,0,1,1,0,0,0,0,0,0,9,21,5,0,1,1,1,11,1,1
0,0,32,0,24,0,0,0,1,1,7,1,0,1,1,0,0,0,0,0,0,7,18,5,0,1,1,1,7,1,0
0,0,31,0,23,0,0,0,0,0,8,1,2,1,1,1,1,0,0,0,0,10,19,5,0,1,1,1,9,1,1
0,0,28,0,25,0,0,0,0,1,8,1,2,1,1,0,1,1,1,0,0,9,24,5,1,1,1,1,11,1,0
0,0,31,0,25,0,0,0,1,0,5,1,2,1,1,1,1,0,0,1,0,12,21,7,0,1,1,1,11,1,0
0,0,31,0,25,0,0,0,1,0,5,1,2,1,1,1,1,0,0,1,0,12,21,7,0,1,1,1,11,1,1
0,0,28,0,23,0,0,0,0,0,6,1,1,1,1,1,1,0,0,1,0,11,22,7,0,1,1,1,9,1,0
0,0,27,0,23,0,0,0,1,1,4,1,1,1,1,1,1,0,0,0,0,9,21,5,0,1,1,1,9,1,1
0,0,27,0,27,1,1,1,1,0,8,1,3,1,1,1,0,0,0,1,0,8,19,7,0,1,1,1,8,0,0
0,0,27,0,23,0,0,0,0,1,4,1,1,1,1,1,1,0,0,0,0,9,22,6,0,1,1,1,10,1,0
0,0,27,0,23,0,0,0,0,1,7,1,0,1,1,0,0,0,0,0,0,7,19,4,0,1,1,1,9,1,0
0,0,27,0,28,1,0,1,0,0,4,0,2,1,1,1,1,0,0,0,0,11,19,7,1,1,1,1,9,1,0
0,0,30,0,26,0,1,0,1,0,7,1,0,1,1,0,0,1,1,0,0,5,18,4,1,1,1,1,7,1,0
0,0,30,0,27,0,0,0,1,1,10,1,0,1,1,0,0,1,1,0,0,7,24,4,1,1,1,1,10,1,0
0,0,29,0,27,0,0,0,1,1,10,1,1,1,1,1,1,1,1,0,0,10,24,5,1,1,1,1,10,1,0
0,0,29,0,27,0,0,0,1,1,10,1,1,1,1,1,1,1,1,0,0,10,24,5,1,1,1,1,10,1,0
0,0,29,0,27,0,0,0,1,1,10,1,1,1,1,1,1,1,1,0,0,10,24,5,1,1,1,1,10,1,0
0,0,29,0,27,0,0,0,1,1,10,1,1,1,1,1,1,1,1,0,0,10,24,5,1,1,1,1,10,1,0
0,0,28,0,23,0,0,0,0,1,5,1,1,1,1,1,1,0,0,0,0,10,22,5,0,1,1,1,12,1,0
0,0,29,0,27,0,0,0,1,1,10,1,1,1,1,1,1,1,1,0,0,10,24,5,1,1,1,1,10,1,1
0,0,31,0,23,0,0,0,0,0,5,1,1,1,1,1,1,0,0,0,0,11,21,5,0,1,1,1,12,1,0
0,0,29,0,27,0,0,0,1,1,10,1,1,1,1,1,1,1,1,0,0,10,24,5,1,1,1,1,10,1,0
0,0,29,0,27,0,0,0,1,1,10,1,1,1,1,1,1,1,1,0,0,10,24,5,1,1,1,1,10,1,1
0,0,31,0,27,0,1,0,1,0,7,1,0,1,1,0,0,1,1,0,0,5,18,4,1,1,1,1,7,1,0
0,0,29,0,27,0,0,0,1,1,10,1,1,1,1,1,1,1,1,0,0,10,24,5,1,1,1,1,10,1,0
0,0,29,0,27,0,0,0,1,1,10,1,1,1,1,1,1,1,1,0,0,10,24,5,1,1,1,1,10,1,0
0,0,29,0,27,0,0,0,1,1,10,1,1,1,1,1,1,1,1,0,0,10,24,5,1,1,1,1,10,1,0
0,0,29,0,27,0,0,0,1,1,10,1,1,1,1,1,1,1,1,0,0,10,24,5,1,1,1,1,10,1,0
0,0,29,0,27,0,0,0,1,1,10,1,1,1,1,1,1,1,1,0,0,10,24,5,1,1,1,1,10,1,0
0,0,29,0,27,0,0,0,1,1,10,1,1,1,1,1,1,1,1,0,0,10,24,5,1,1,1,1,10,1,0
0,0,29,0,27,0,0,0,1,1,10,1,1,1,1,1,1,1,1,0,0,10,24,5,1,1,1,1,10,1,0
0,0,29,0,27,0,0,0,1,1,10,1,1,1,1,1,1,1,1,0,0,10,24,5,1,1,1,1,10,1,0
0,0,29,0,27,0,0,0,1,1,10,1,1,1,1,1,1,1,1,0,0,10,24,5,1,1,1,1,10,1,0
0,0,29,0,27,0,0,0,1,1,10,1,1,1,1,1,1,1,1,0,0,10,24,5,1,1,1,1,10,1,0
0,0,29,0,27,0,0,0,1,1,10,1,1,1,1,1,1,1,1,0,0,10,24,5,1,1,1,1,10,1,0
0,0,31,0,27,0,1,0,1,0,7,1,0,1,1,0,0,1,1,0,0,5,18,4,1,1,1,1,7,1,0
0,0,29,0,27,0,0,0,1,1,10,1,1,1,1,1,1,1,1,0,0,10,24,5,1,1,1,1,10,1,1
0,0,29,0,27,0,0,0,1,1,10,1,1,1,1,1,1,1,1,0,0,10,24,5,1,1,1,1,10,1,1
0,0,29,0,27,0,0,0,1,1,10,1,1,1,1,1,1,1,1,0,0,10,24,5,1,1,1,1,10,1,0
0,0,29,0,27,0,0,0,1,1,10,1,1,1,1,1,1,1,1,0,0,10,24,5,1,1,1,1,10,1,0
0,0,29,0,27,0,0,0,1,1,10,1,1,1,1,1,1,1,1,0,0,10,24,5,1,1,1,1,10,1,0
0,0,31,0,23,0,0,0,0,0,5,1,1,1,1,1,1,0,0,0,0,11,21,5,0,1,1,1,12,1,1
0,0,29,0,27,0,0,0,1,1,10,1,1,1,1,1,1,1,1,0,0,10,24,5,1,1,1,1,10,1,0
0,0,29,0,27,0,0,0,1,1,10,1,1,1,1,1,1,1,1,0,0,10,24,5,1,1,1,1,10,1,0
0,0,29,0,27,0,0,0,1,1,10,1,1,1,1,1,1,1,1,0,0,10,24,5,1,1,1,1,10,1,0
0,0,29,0,27,0,0,0,1,1,10,1,1,1,1,1,1,1,1,0,0,10,24,5,1,1,1,1,10,1,0
0,0,29,0,27,0,0,0,1,1,10,1,1,1,1,1,1,1,1,0,0,10,24,5,1,1,1,1,10,1,1
0,0,29,0,27,0,0,0,1,1,10,1,1,1,1,1,1,1,1,0,0,10,24,5,1,1,1,1,10,1,0
0,0,31,0,27,0,1,0,1,0,7,1,0,1,1,0,0,1,1,0,0,5,18,4,1,1,1,1,7,1,0
0,0,29,0,27,0,0,0,1,1,10,1,1,1,1,1,1,1,1,0,0,10,24,5,1,1,1,1,10,1,1
0,0,29,0,27,0,0,0,1,1,10,1,1,1,1,1,1,1,1,0,0,10,24,5,1,1,1,1,10,1,0
0,0,29,0,27,0,0,0,1,1,10,1,1,1,1,1,1,1,1,0,0,10,24,5,1,1,1,1,10,1,0
0,0,29,0,27,0,0,0,1,1,10,1,1,1,1,1,1,1,1,0,0,10,24,5,1,1,1,1,10,1,0
0,0,29,0,27,0,0,0,1,1,10,1,1,1,1,1,1,1,1,0,0,10,24,5,1,1,1,1,10,1,0
0,0,29,0,27,0,0,0,1,1,10,1,1,1,1,1,1,1,1,0,0,10,24,5,1,1,1,1,10,1,0
0,0,29,0,27,0,0,0,1,1,10,1,1,1,1,1,1,1,1,0,0,10,24,5,1,1,1,1,10,1,1
0,0,27,0,23,0,0,0,0,1,8,1,0,1,1,0,0,0,0,0,0,7,22,4,0,1,1,1,10,1,1
0,0,29,0,27,0,0,0,1,1,10,1,1,1,1,1,1,1,1,0,0,10,24,5,1,1,1,1,10,1,0
0,0,29,0,27,0,0,0,1,1,10,1,1,1,1,1,1,1,1,0,0,10,24,5,1,1,1,1,10,1,1
0,0,30,0,24,0,0,0,0,0,5,1,0,1,1,0,0,0,0,1,0,5,19,6,1,1,1,1,7,1,0
0,0,30,0,26,0,0,0,0,0,8,1,1,1,1,1,0,0,0,1,0,5,22,8,1,1,1,1,9,1,0
0,1,29,1,26,0,0,0,0,0,4,0,2,0,0,1,1,1,1,1,1,6,20,5,1,1,1,1,9,0,0
0,0,32,0,26,0,1,0,0,1,7,1,2,1,1,1,1,1,1,1,0,13,22,7,1,1,1,1,10,1,0
0,0,28,0,27,0,0,0,1,1,11,1,0,1,1,0,0,1,1,0,0,8,21,4,1,1,1,1,10,1,0
0,0,27,0,27,0,0,0,0,1,4,0,3,1,1,1,1,0,0,0,0,11,20,7,1,1,1,1,9,1,0
0,0,34,0,25,0,0,0,0,0,7,1,2,1,1,1,1,0,0,1,0,11,22,7,1,1,1,1,9,1,0
0,0,28,0,27,0,0,0,1,1,11,1,0,1,1,0,0,1,1,0,0,8,20,4,1,1,1,1,8,1,0
0,0,28,0,27,0,0,0,1,1,11,1,0,1,1,0,0,1,1,0,0,8,20,4,1,1,1,1,8,1,0
0,0,30,0,27,0,0,0,1,0,11,1,0,1,1,0,0,1,1,0,0,8,23,4,1,1,1,1,10,1,0
0,0,27,0,27,0,0,0,0,1,4,0,3,1,1,1,1,0,0,0,0,11,20,7,1,1,1,1,9,1,1
0,0,27,0,27,0,0,0,0,1,4,0,3,1,1,1,1,0,0,0,0,11,20,7,1,1,1,1,9,1,0
0,0,27,0,27,0,0,0,0,1,4,0,3,1,1,1,1,0,0,0,0,11,20,7,1,1,1,1,9,1,1
0,0,27,0,27,0,0,0,0,1,4,0,3,1,1,1,1,0,0,0,0,11,20,7,1,1,1,1,9,1,0
0,0,28,0,27,0,0,0,1,1,11,1,0,1,1,0,0,1,1,0,0,8,20,4,1,1,1,1,8,1,0
0,0,27,0,27,0,0,0,0,1,4,0,3,1,1,1,1,0,0,0,0,11,20,7,1,1,1,1,9,1,0
0,0,28,0,27,0,0,0,1,1,11,1,0,1,1,0,0,1,1,0,0,8,20,4,1,1,1,1,8,1,0
0,0,27,0,27,0,0,0,0,1,4,0,3,1,1,1,1,0,0,0,0,11,20,7,1,1,1,1,9,1,0
0,0,27,0,27,0,0,0,0,1,4,0,3,1,1,1,1,0,0,0,0,11,20,7,1,1,1,1,9,1,0
0,0,27,0,27,0,0,0,0,1,4,0,3,1,1,1,1,0,0,0,0,11,20,7,1,1,1,1,9,1,0
0,0,27,0,27,0,0,0,0,1,4,0,3,1,1,1,1,0,0,0,0,11,20,7,1,1,1,1,9,1,1
0,0,28,0,27,0,0,0,1,1,11,1,0,1,1,0,0,1,1,0,0,8,20,4,1,1,1,1,8,1,0
0,0,27,0,27,0,0,0,0,1,4,0,3,1,1,1,1,0,0,0,0,11,20,7,1,1,1,1,9,1,0
0,0,28,0,27,0,0,0,1,1,11,1,0,1,1,0,0,1,1,0,0,8,20,4,1,1,1,1,8,1,0
0,0,27,0,27,0,0,0,0,1,4,0,3,1,1,1,1,0,0,0,0,11,20,7,1,1,1,1,9,1,0
0,0,27,0,27,0,0,0,0,1,4,0,3,1,1,1,1,0,0,0,0,11,20,7,1,1,1,1,9,1,0
0,0,28,0,27,0,0,0,1,1,11,1,0,1,1,0,0,1,1,0,0,8,20,4,1,1,1,1,8,1,0
0,0,31,0,27,0,0,0,1,1,11,1,0,1,1,0,0,1,1,0,0,8,23,4,1,1,1,1,10,1,0
0,0,27,0,27,0,0,0,0,1,4,0,3,1,1,1,1,0,0,0,0,11,20,7,1,1,1,1,9,1,0
0,0,27,0,27,0,0,0,0,1,4,0,3,1,1,1,1,0,0,0,0,11,20,7,1,1,1,1,9,1,0
0,0,27,0,27,0,0,0,0,0,4,0,3,1,1,1,1,0,0,0,0,11,20,7,1,1,1,1,9,1,0
0,0,27,0,28,0,0,0,0,0,10,1,2,1,1,1,1,0,0,0,0,9,21,6,0,1,1,1,10,1,1
0,0,27,0,27,0,0,0,0,0,4,0,3,1,1,1,1,0,0,0,0,11,20,7,1,1,1,1,9,1,0
0,0,27,0,27,0,0,0,0,0,4,0,3,1,1,1,1,0,0,0,0,11,20,7,1,1,1,1,9,1,0
0,0,27,0,27,0,0,0,0,0,4,0,3,1,1,1,1,0,0,0,0,11,20,7,1,1,1,1,9,1,0
0,0,27,0,27,0,0,0,0,0,4,0,3,1,1,1,1,0,0,0,0,11,20,7,1,1,1,1,9,1,0
0,0,28,0,28,0,0,0,1,1,10,1,0,1,1,0,0,0,0,0,0,7,24,4,1,1,1,1,10,1,0
0,0,27,0,27,0,0,0,0,0,4,0,3,1,1,1,1,0,0,0,0,11,20,7,1,1,1,1,9,1,0
0,0,27,0,27,0,0,0,0,0,4,0,3,1,1,1,1,0,0,0,0,11,20,7,1,1,1,1,9,1,0
0,0,27,0,27,0,0,0,0,0,4,0,3,1,1,1,1,0,0,0,0,11,20,7,1,1,1,1,9,1,0
0,0,27,0,27,0,0,0,0,0,4,0,3,1,1,1,1,0,0,0,0,11,20,7,1,1,1,1,9,1,0
0,0,27,0,27,0,0,0,0,0,4,0,3,1,1,1,1,0,0,0,0,11,20,7,1,1,1,1,9,1,0
0,0,27,0,27,0,0,0,0,0,4,0,3,1,1,1,1,0,0,0,0,11,20,7,1,1,1,1,9,1,0
0,0,27,0,27,0,0,0,0,0,4,0,3,1,1,1,1,0,0,0,0,11,20,7,1,1,1,1,9,1,0
0,0,27,0,27,0,0,0,0,0,4,0,3,1,1,1,1,0,0,0,0,11,20,7,1,1,1,1,9,1,0
0,0,28,0,28,0,0,0,1,1,10,1,0,1,1,0,0,0,0,0,0,7,24,4,1,1,1,1,10,1,0
0,0,27,0,27,0,0,0,0,0,4,0,3,1,1,1,1,0,0,0,0,11,20,7,1,1,1,1,9,1,0
0,0,28,0,28,0,0,1,1,0,8,1,2,1,0,1,1,1,1,1,0,11,21,8,1,1,1,1,10,0,0
0,0,27,0,27,0,0,0,0,0,4,0,3,1,1,1,1,0,0,0,0,11,20,7,1,1,1,1,9,1,0
0,0,27,0,26,0,0,0,0,0,4,0,3,1,1,1,1,0,0,0,0,11,20,7,1,1,1,1,9,1,0
0,0,27,0,27,0,0,0,0,0,4,0,3,1,1,1,1,0,0,0,0,11,20,7,1,1,1,1,9,1,0
0,0,27,0,27,0,0,0,0,0,4,0,3,1,1,1,1,0,0,0,0,11,20,7,1,1,1,1,9,1,0
0,0,27,0,27,0,0,0,0,0,4,0,3,1,1,1,1,0,0,0,0,11,20,7,1,1,1,1,9,1,0
0,0,27,0,27,0,0,0,0,0,4,0,3,1,1,1,1,0,0,0,0,11,20,7,1,1,1,1,9,1,0
0,0,34,0,24,0,0,0,0,0,6,1,1,1,1,1,1,1,1,0,0,9,20,6,0,1,1,1,11,1,0
0,0,27,0,27,0,0,0,0,0,4,0,3,1,1,1,1,0,0,0,0,11,20,7,1,1,1,1,9,1,0
0,0,27,0,27,0,0,0,0,0,4,0,3,1,1,1,1,0,0,0,0,11,20,7,1,1,1,1,9,1,0
0,0,27,0,27,0,0,0,0,0,4,0,3,1,1,1,1,0,0,0,0,11,20,7,1,1,1,1,9,1,0
0,0,26,0,23,0,0,0,0,1,7,1,0,1,1,0,0,0,0,0,0,7,20,5,0,1,1,1,10,1,0
0,0,27,0,27,0,0,0,0,0,4,0,3,1,1,1,1,0,0,0,0,11,20,7,1,1,1,1,9,1,1
0,0,26,0,23,0,0,0,0,1,6,0,1,1,1,1,1,1,1,0,0,9,22,5,0,1,1,1,10,1,0
0,0,26,0,29,0,0,0,0,0,4,1,1,1,1,0,0,0,0,0,0,6,21,5,1,1,1,1,9,1,0
0,0,30,0,24,0,0,0,0,1,6,1,2,1,1,1,1,0,0,0,0,9,17,5,1,1,1,1,6,0,0
0,0,31,0,26,0,0,0,0,1,4,1,1,1,1,1,1,0,0,1,0,13,21,8,0,1,1,1,10,1,0
0,0,28,0,27,0,0,0,1,0,11,1,0,1,1,0,0,1,1,0,0,7,21,4,1,1,1,1,10,1,0
0,0,31,0,26,0,0,0,0,1,4,1,1,1,1,1,1,0,0,1,0,13,21,8,0,1,1,1,10,1,0
0,0,33,0,25,0,0,0,0,1,5,1,1,1,1,1,1,0,0,1,0,12,24,7,1,1,1,1,10,1,0
0,0,34,0,23,0,0,0,0,1,5,1,0,1,1,0,0,1,1,0,0,7,22,4,0,1,1,1,9,1,0
0,0,29,0,29,1,1,0,0,0,5,1,1,1,1,1,1,1,1,0,0,9,26,5,1,1,1,1,11,1,0
0,0,29,0,27,0,0,0,1,1,10,1,1,1,1,1,1,1,1,1,0,12,20,7,1,1,1,1,8,1,1
0,0,28,0,23,0,0,0,0,0,4,1,1,0,0,1,1,1,1,1,0,7,20,5,0,1,1,1,9,1,0
0,0,24,0,27,0,0,1,0,0,5,1,0,1,1,0,0,0,0,1,0,9,20,6,1,1,1,1,9,1,0
0,0,29,0,27,0,0,0,1,1,10,1,1,1,1,1,1,1,1,1,0,12,20,7,1,1,1,1,8,1,1
0,0,33,0,27,0,0,0,1,1,5,1,1,1,1,1,1,0,0,1,0,12,19,8,0,1,1,1,9,1,0
0,0,33,0,24,0,0,0,0,1,4,1,0,1,1,0,0,0,0,1,0,10,25,6,1,1,1,1,10,1,0
0,0,31,0,26,0,1,0,0,0,4,1,5,1,1,0,1,1,1,0,0,11,21,6,1,1,1,1,9,0,0
0,0,29,0,23,0,0,0,0,1,8,0,0,1,1,0,0,1,1,0,0,7,23,4,0,1,1,1,12,1,1
0,0,28,0,26,0,0,0,0,0,4,1,3,1,1,1,1,0,0,0,0,11,20,7,1,1,1,1,12,1,1
0,0,33,0,28,0,1,0,0,0,5,1,1,1,1,1,1,1,1,1,0,12,19,8,1,1,1,1,10,1,0
0,0,28,0,23,0,0,0,0,1,8,0,2,1,1,1,1,1,1,0,0,10,23,5,0,1,1,1,11,1,0
0,0,28,0,26,0,0,0,0,0,4,1,3,1,1,1,1,0,0,0,0,11,20,7,1,1,1,1,12,1,0
0,0,34,0,25,0,0,0,0,1,8,0,1,1,1,1,1,1,1,0,0,10,18,5,0,1,1,1,9,1,0
0,0,29,0,27,0,0,0,1,1,11,1,0,1,1,0,0,1,1,0,0,8,24,4,1,1,1,1,10,1,0
0,0,26,0,25,1,0,1,0,0,4,1,2,0,0,1,1,0,0,1,0,6,20,5,1,1,1,1,9,1,0
0,0,26,0,25,1,0,1,0,0,4,1,2,0,0,1,1,0,0,1,0,6,20,5,1,1,1,1,9,1,0
0,0,26,0,25,1,0,1,0,0,4,1,2,0,0,1,1,0,0,1,0,6,20,5,1,1,1,1,9,1,0
0,0,26,0,25,1,0,1,0,0,4,1,2,0,0,1,1,0,0,1,0,6,20,5,1,1,1,1,9,1,0
0,0,26,0,25,1,0,1,0,0,4,1,2,0,0,1,1,0,0,1,0,6,20,5,1,1,1,1,9,1,0
0,0,33,0,26,0,0,1,0,0,4,1,1,1,1,1,1,0,0,1,0,13,21,7,1,1,1,1,11,1,0
0,0,33,0,26,0,0,1,0,0,4,1,1,1,1,1,1,0,0,1,0,13,21,7,1,1,1,1,11,1,0
0,0,27,0,24,0,0,0,0,1,10,1,0,1,1,0,0,1,1,0,0,7,21,5,0,1,1,1,10,1,0
0,0,32,0,26,0,0,0,0,1,4,1,1,1,1,1,1,0,0,1,0,13,22,8,0,1,1,1,10,1,0
