suspicious_getSubscriberId,perm_android_permission_GET_TASKS,perm_android_permission_READ_PHONE_STATE,perm_android_permission_SYSTEM_ALERT_WINDOW,intent_android_net_conn_CONNECTIVITY_CHANGE,perm_android_permission_ACCESS_WIFI_STATE,suspicious_Ljava_lang_Runtime___exec,perm_com_android_browser_permission_WRITE_HISTORY_BOOKMARKS,intent_android_intent_action_PACKAGE_ADDED,perm_com_android_launcher_permission_INSTALL_SHORTCUT,suspicious_getCellLocation,perm_com_android_launcher_permission_UNINSTALL_SHORTCUT,intent_android_intent_action_SCREEN_OFF,n_permissions,suspicious_Ldalvik_system_PathClassLoader_,suspicious_Ljava_lang_System___loadLibrary,suspicious_Ljava_lang_System___load,intent_android_intent_action_SCREEN_ON,intent_com_google_android_c2dm_intent_RECEIVE,perm_com_google_android_c2dm_permission_RECEIVE,perm_android_permission_KILL_BACKGROUND_PROCESSES,intent_com_android_vending_INSTALL_REFERRER,intent_android_intent_action_DOWNLOAD_NOTIFICATION_CLICKED,intent_android_intent_action_USER_PRESENT,intent_android_intent_action_DOWNLOAD_COMPLETE,perm_android_permission_MOUNT_UNMOUNT_FILESYSTEMS,perm_android_permission_VIBRATE,n_api_calls,suspicious_Base64,suspicious_Cipher,label
0,0,0,0,0,1,0,0,0,0,0,0,0,10,1,1,1,0,1,1,0,1,0,0,0,0,0,21,1,1,0
1,0,1,0,0,1,0,0,0,0,0,0,0,8,0,0,0,0,1,1,0,0,0,0,0,0,0,24,1,1,0
0,0,0,0,0,1,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,1,0,0,0,0,0,26,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,1,1,0,1,1,0,1,0,0,0,0,0,22,1,1,1
0,0,0,0,0,1,0,0,0,0,0,0,0,10,1,0,0,0,1,1,0,1,0,0,0,0,0,20,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,0,1,1,0,1,0,0,0,0,0,20,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,1,1,0,0,0,0,0,0,1,22,1,1,0
0,0,0,0,0,1,0,0,0,0,0,0,0,9,1,0,0,0,1,1,0,1,0,0,0,0,1,23,1,1,0
0,0,0,0,0,1,0,0,0,0,0,0,0,9,1,0,0,0,1,1,0,1,0,0,0,0,1,23,1,1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,8,1,0,0,0,1,1,0,1,0,0,0,0,0,27,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,1,1,0,1,1,0,1,0,0,0,0,1,20,1,1,0
0,0,0,0,0,1,0,0,0,0,0,0,0,6,1,0,0,0,1,1,0,1,0,0,0,0,0,22,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1,1,0,1,1,0,0,0,0,0,0,0,20,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,1,0,1,1,0,1,0,0,0,0,1,23,1,1,0
0,0,0,0,0,1,0,0,0,0,0,0,0,8,1,1,1,0,1,1,0,1,0,0,0,0,0,24,1,1,0
0,0,0,0,0,1,0,0,0,0,0,0,0,9,1,0,0,0,1,1,0,1,0,0,0,0,1,23,1,1,0
0,0,0,0,0,1,0,0,0,0,0,0,0,9,1,0,0,0,1,1,0,1,0,0,0,0,1,23,1,1,0
0,0,1,0,0,0,0,0,0,0,0,0,0,10,1,1,1,0,0,0,0,1,0,0,0,0,0,23,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1,1,0,1,1,0,1,0,0,0,0,0,19,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,1,1,0,1,0,0,0,0,0,23,1,1,0
0,0,0,1,0,0,0,0,0,0,0,0,0,11,1,0,0,0,1,1,0,1,0,0,0,0,1,19,1,1,0
0,0,0,0,0,1,0,0,0,0,0,0,0,10,1,1,1,0,1,1,0,1,0,0,0,0,0,22,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,1,1,0,1,0,0,0,0,0,20,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,1,1,0,1,0,0,0,0,1,20,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,1,1,0,1,0,0,0,0,1,20,1,1,0
0,1,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,1,1,0,1,0,0,0,0,1,19,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,1,1,0,1,0,0,0,0,0,24,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,1,1,0,1,0,0,0,0,0,19,1,1,1
0,0,1,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,1,1,0,0,0,0,0,0,1,24,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1,1,0,1,1,0,0,0,0,0,0,0,22,1,1,0
0,0,1,0,0,0,0,0,0,0,0,0,0,8,0,1,1,0,1,1,0,0,0,0,0,0,1,21,1,1,0
0,0,1,0,0,1,0,0,0,0,0,0,0,12,1,1,1,0,1,1,0,0,0,0,0,0,1,20,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,1,1,0,0,0,0,0,0,0,20,1,1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,9,0,0,0,0,1,1,0,0,0,0,0,0,0,21,1,1,0
0,0,0,0,0,1,1,0,0,0,0,0,0,10,0,0,0,0,1,1,0,1,0,0,0,0,1,20,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,1,1,0,1,0,0,0,0,1,20,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,1,1,0,1,0,0,0,0,1,20,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,1,1,0,1,1,0,1,0,0,0,0,1,24,1,1,0
0,0,1,0,0,1,0,0,0,0,0,0,0,8,1,0,0,0,1,1,0,1,0,0,0,0,0,19,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,1,1,0,1,0,0,0,0,1,20,1,1,0
0,1,0,1,0,1,0,0,0,0,0,0,0,10,0,0,0,0,0,1,0,0,0,0,0,0,1,22,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,1,1,0,1,0,0,0,0,1,20,1,1,0
0,0,0,0,0,1,0,0,0,0,0,0,0,9,1,0,0,0,1,1,0,1,0,0,0,0,1,23,1,1,0
0,1,0,1,1,0,0,0,1,0,0,0,0,10,1,0,0,0,0,1,0,0,0,0,0,0,0,27,1,1,0
0,0,1,0,0,1,1,0,0,0,0,0,0,13,1,0,0,0,1,1,0,1,0,0,0,0,0,20,1,1,0
0,0,0,0,0,1,0,0,0,0,0,0,0,8,1,1,1,0,1,1,0,1,0,0,0,0,0,20,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,1,1,0,1,0,0,0,0,0,24,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,1,1,0,1,1,0,1,0,0,0,0,1,20,1,1,0
0,0,1,0,0,1,0,0,0,0,0,0,0,9,1,0,0,0,1,1,0,1,0,0,0,0,0,21,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,1,1,0,1,1,0,1,0,0,0,0,1,18,1,1,0
0,0,1,0,0,1,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,1,24,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,1,1,0,1,1,0,1,0,0,0,0,1,20,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,1,1,0,1,0,0,0,0,0,26,1,1,0
0,1,0,0,0,0,1,0,1,1,0,0,0,11,1,0,0,0,0,0,1,0,0,0,0,0,0,21,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,1,1,0,1,1,0,1,0,0,0,0,0,23,1,1,0
0,0,0,0,0,1,1,0,0,0,0,0,0,9,1,1,1,0,1,1,0,1,0,0,0,0,0,21,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,1,1,0,1,0,0,0,0,0,26,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,1,1,0,1,0,0,0,0,0,24,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,1,1,0,1,1,0,1,0,0,1,0,0,21,1,1,0
0,0,0,0,0,1,0,0,0,0,0,0,0,9,1,0,0,0,1,1,0,1,0,0,0,0,0,25,1,1,0
0,0,0,0,0,1,0,0,0,0,0,0,0,8,1,1,1,0,0,1,0,1,0,0,0,0,1,22,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,1,1,0,1,1,0,1,0,0,0,0,1,20,1,1,0
0,0,1,0,0,1,0,0,0,0,0,0,0,11,1,0,0,0,1,1,0,1,0,0,0,0,0,19,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,1,1,0,1,0,0,0,0,0,18,1,1,0
0,0,1,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,1,1,0,1,0,0,0,0,0,19,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,1,1,0,0,0,0,1,0,1,24,1,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,15,1,0,0,0,1,1,0,1,0,0,0,0,1,23,1,1,0
0,0,1,0,0,0,0,0,0,0,0,0,0,12,1,1,1,0,1,1,0,1,0,0,0,0,0,21,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,1,1,0,0,0,1,0,0,1,28,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,1,1,0,1,0,0,0,0,0,22,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,1,1,0,1,0,0,0,0,0,22,1,1,0
1,1,1,0,0,1,1,0,0,0,1,0,0,9,0,1,1,0,0,0,0,0,0,0,0,0,0,23,1,1,0
0,0,0,0,0,1,0,0,0,0,1,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,21,1,1,0
0,0,0,0,0,0,0,0,0,1,0,0,0,8,1,0,0,0,1,1,0,1,0,0,0,0,0,19,1,1,0
0,0,1,0,0,1,1,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,22,1,1,0
0,0,1,0,0,1,0,0,0,0,0,0,0,9,1,1,1,0,0,0,0,0,0,0,0,0,1,22,1,1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,7,1,0,0,0,1,1,0,1,0,0,0,0,1,23,1,1,1
0,0,0,0,0,0,1,0,0,0,0,0,0,9,1,1,1,0,0,0,0,0,0,0,0,0,0,21,1,1,0
0,0,1,0,1,0,0,0,0,0,0,0,0,10,0,0,0,0,1,1,0,0,0,0,0,0,0,19,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,1,1,0,1,0,0,0,0,0,18,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,1,1,0,1,1,0,1,0,0,0,0,0,25,1,1,0
0,0,0,0,1,0,0,0,0,0,0,0,0,8,1,0,0,0,1,1,0,1,0,0,0,0,0,18,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,1,1,0,1,1,0,1,0,0,0,0,1,20,1,1,0
0,1,1,0,0,1,1,0,1,0,0,0,0,8,0,1,1,0,0,0,0,0,0,0,0,0,0,21,1,1,0
0,0,1,1,0,0,0,0,0,0,0,0,0,8,1,0,0,0,1,1,0,1,0,0,0,0,0,22,1,1,0
0,0,1,0,0,1,0,0,0,0,0,0,0,9,0,1,1,0,0,0,0,1,0,0,0,0,1,21,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,1,1,0,1,1,0,1,0,0,0,0,0,25,1,1,0
0,0,1,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,1,1,0,1,0,0,0,0,1,19,1,1,0
0,0,0,0,0,1,0,0,0,0,0,0,0,8,1,0,0,0,1,1,0,1,0,0,0,0,1,21,1,1,0
0,0,0,0,0,1,0,0,0,0,0,0,0,8,1,0,0,0,1,1,0,1,0,0,0,0,1,21,1,1,1
0,0,0,0,0,1,0,0,0,0,0,0,0,8,1,0,0,0,1,1,0,1,0,0,0,0,1,21,1,1,0
0,0,0,0,0,1,0,0,0,0,0,0,0,8,1,0,0,0,1,1,0,1,0,0,0,0,1,21,1,1,0
0,0,1,0,0,1,0,0,0,0,0,0,0,11,1,1,1,0,1,1,0,1,0,0,0,0,0,20,1,1,0
0,0,1,0,0,1,0,0,0,0,0,0,0,8,1,0,0,0,1,1,0,1,0,0,0,0,0,21,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,1,1,0,1,0,0,0,0,0,19,1,1,0
0,0,0,0,0,0,1,0,0,0,1,0,0,9,1,1,1,0,1,1,0,1,0,0,0,1,0,25,1,1,0
0,0,0,0,0,1,0,0,0,0,0,0,0,8,1,0,0,0,1,1,0,1,0,0,0,0,1,21,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,1,1,0,1,0,0,0,0,0,22,1,1,0
0,0,0,0,0,1,0,0,0,0,0,0,0,8,1,0,0,0,1,1,0,1,0,0,0,0,1,21,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,1,1,0,1,0,0,0,0,0,22,1,1,0
0,0,0,0,0,1,0,0,0,0,0,0,0,8,1,0,0,0,1,1,0,1,0,0,0,0,1,21,1,1,0
0,0,0,0,0,1,0,0,0,0,0,0,0,8,1,0,0,0,1,1,0,1,0,0,0,0,1,21,1,1,0
0,0,0,0,0,1,0,0,0,0,0,0,0,8,1,0,0,0,1,1,0,1,0,0,0,0,1,21,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,1,1,0,1,0,0,0,0,0,22,1,1,0
0,0,1,0,0,0,1,0,0,0,0,0,0,12,1,0,0,0,1,1,0,1,0,0,0,0,1,23,1,1,0
0,0,0,0,0,1,0,0,0,0,0,0,0,7,1,0,0,0,1,1,0,1,0,0,0,0,0,19,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,1,1,0,1,0,0,0,0,0,24,1,1,0
0,0,1,0,0,0,1,0,0,0,0,0,0,12,1,0,0,0,1,1,0,1,0,0,0,0,1,23,1,1,0
0,0,1,0,0,0,1,0,0,0,0,0,0,10,1,0,0,0,1,1,0,1,0,0,0,0,0,21,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,1,1,0,1,0,0,0,0,0,20,1,1,0
0,0,1,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,1,1,0,1,0,0,0,0,1,19,1,1,0
0,0,1,0,0,1,0,0,0,0,0,0,0,8,1,1,1,0,1,1,0,1,0,0,0,0,0,19,1,1,0
0,0,1,0,1,0,0,0,0,0,0,0,0,9,1,0,0,0,1,1,0,0,0,0,0,0,0,21,1,1,0
0,0,1,0,1,0,0,0,0,0,0,0,0,9,1,0,0,0,1,1,0,0,0,0,0,0,0,21,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,1,1,0,1,0,0,0,0,0,22,1,1,0
0,0,1,0,0,0,0,0,0,1,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,1,24,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,1,1,0,1,1,0,1,0,0,0,0,1,26,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,1,0,0,0,0,0,0,1,19,1,1,0
0,1,0,1,0,0,1,0,0,0,0,0,0,13,1,0,1,0,1,1,0,1,0,0,0,0,1,21,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,0,1,1,0,1,0,0,0,0,1,20,1,1,1
1,0,0,0,0,1,0,0,0,0,0,0,0,8,0,1,1,0,0,0,0,0,0,0,0,0,0,22,1,1,0
0,1,1,1,0,1,0,0,0,0,0,0,0,13,1,0,0,0,0,0,0,1,0,0,0,1,1,22,1,1,0
1,0,0,0,0,1,0,0,0,0,0,0,0,8,0,1,1,0,0,0,0,0,0,0,0,0,0,22,1,1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,8,1,1,1,0,1,1,0,1,0,0,0,0,0,24,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,1,1,0,1,0,0,0,0,1,21,1,1,1
1,0,0,0,0,0,0,0,0,0,1,0,0,8,1,1,1,0,1,1,0,0,0,0,0,0,1,23,1,1,0
0,0,1,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,1,1,0,1,0,0,0,0,0,24,1,1,0
0,0,1,0,0,1,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1,1,0
0,0,0,0,0,1,0,0,0,0,0,0,0,12,1,0,0,0,1,1,0,1,0,0,0,0,1,22,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,1,0,0,0,0,0,0,0,0,0,0,23,1,1,0
0,0,0,0,0,1,1,0,0,0,0,0,0,6,1,1,1,0,1,1,0,1,0,0,0,0,0,21,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,1,1,0,1,0,0,0,0,0,19,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,1,0,0,0,0,0,0,0,0,0,0,23,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,1,0,0,0,0,0,0,0,0,0,0,23,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,1,0,0,0,0,0,0,0,0,0,0,23,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,1,0,0,0,0,0,0,0,0,0,0,23,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,1,0,0,0,0,0,0,0,0,0,0,23,1,1,0
0,0,1,0,0,0,0,0,0,0,0,0,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,23,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,1,0,0,0,0,0,0,0,0,0,0,23,1,1,0
0,0,0,0,1,0,1,0,0,0,0,0,0,10,1,1,1,0,1,1,0,1,0,0,0,0,0,22,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,1,1,0,1,0,0,0,0,0,22,1,1,0
0,0,0,0,1,0,1,0,0,0,0,0,0,10,1,1,1,0,1,1,0,1,0,0,0,0,0,22,1,1,0
0,0,0,0,1,0,1,0,0,0,0,0,0,10,1,1,1,0,1,1,0,1,0,0,0,0,0,22,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,1,1,0,1,1,0,1,0,0,0,0,0,21,1,1,0
0,0,0,0,1,0,1,0,0,0,0,0,0,10,1,1,1,0,1,1,0,1,0,0,0,0,0,22,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,1,1,0,1,0,0,0,0,0,19,1,1,0
0,0,0,0,1,0,1,0,0,0,0,0,0,10,1,1,1,0,1,1,0,1,0,0,0,0,0,22,1,1,0
0,0,0,0,1,0,1,0,0,0,0,0,0,10,1,1,1,0,1,1,0,1,0,0,0,0,0,22,1,1,0
0,0,1,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,1,1,0,1,0,0,0,0,0,18,1,1,0
0,0,0,0,1,0,1,0,0,0,0,0,0,10,1,1,1,0,1,1,0,1,0,0,0,0,0,22,1,1,1
0,0,0,0,1,0,1,0,0,0,0,0,0,10,1,1,1,0,1,1,0,1,0,0,0,0,0,22,1,1,0
0,1,0,0,0,0,0,0,0,0,0,0,0,15,1,0,0,0,1,1,0,1,0,0,0,0,1,19,1,1,0
0,0,0,0,1,0,1,0,0,0,0,0,0,10,1,1,1,0,1,1,0,1,0,0,0,0,0,22,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,1,1,0,1,0,0,0,0,0,20,1,1,0
0,0,0,0,1,0,1,0,0,0,0,0,0,10,1,1,1,0,1,1,0,1,0,0,0,0,0,22,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,1,1,0,1,0,0,0,0,0,21,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,1,0,1,1,0,1,0,0,0,0,0,19,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,1,1,0,1,1,0,1,0,0,0,0,0,18,1,1,1
1,0,0,0,0,0,0,0,0,0,1,0,0,9,0,1,1,0,1,1,0,0,0,0,0,0,1,21,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,1,0,0,0,0,0,0,0,0,0,0,23,1,1,0
0,0,0,0,0,1,0,0,0,0,0,0,0,10,1,0,0,0,1,1,0,0,0,0,0,0,1,24,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,1,1,0,1,0,0,0,0,0,23,1,1,0
0,0,0,0,0,1,1,0,0,0,0,0,0,8,1,1,1,0,1,1,0,1,0,0,0,0,0,22,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,1,1,0,1,0,0,0,0,0,18,1,1,0
0,0,1,0,1,0,0,0,0,0,0,0,0,14,1,0,0,0,1,1,0,1,0,0,0,0,1,21,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,1,1,0,0,0,0,0,0,0,0,0,0,21,1,1,0
0,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,1,1,0,0,0,0,0,0,1,19,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,1,1,0,1,0,0,0,0,0,20,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,1,0,1,1,0,1,0,0,0,0,0,20,1,1,0
0,1,0,1,0,1,0,0,0,0,0,0,0,10,0,0,0,0,0,1,0,0,0,0,0,0,1,19,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,1,1,0,0,0,0,0,0,0,0,0,0,22,1,1,0
1,0,1,0,0,1,1,0,0,0,0,0,0,12,1,1,1,0,1,1,0,1,0,0,0,0,1,21,1,1,0
0,0,0,0,0,1,0,0,0,0,0,0,0,8,1,0,0,0,1,1,0,1,0,0,0,0,0,28,1,1,0
0,0,0,0,0,1,0,0,0,0,0,0,0,10,1,0,0,0,1,1,0,1,0,0,0,0,0,23,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,1,1,0,1,0,0,0,0,0,21,1,1,0
0,1,0,1,0,1,0,0,0,0,0,0,0,10,0,0,0,0,0,1,0,0,0,0,0,0,1,19,1,1,0
0,1,0,0,0,0,1,0,0,0,0,0,0,8,1,0,0,0,1,1,0,1,0,0,0,0,1,20,1,1,0
0,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,1,1,0,0,0,0,0,0,1,19,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,1,1,0,1,0,0,0,0,0,24,1,1,0
0,1,0,1,0,1,0,0,0,0,0,0,0,10,0,0,0,0,0,1,0,0,0,0,0,0,1,19,1,1,1
0,1,0,1,0,1,0,0,0,0,0,0,0,10,0,0,0,0,0,1,0,0,0,0,0,0,1,19,1,1,0
0,0,1,0,0,0,0,0,0,0,0,0,0,12,0,1,1,0,0,0,0,0,0,0,0,1,0,24,1,1,0
1,0,0,0,0,0,1,0,0,0,1,0,0,11,1,0,0,0,1,1,0,1,0,0,0,0,1,19,1,1,0
0,0,1,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,1,1,0,1,0,0,0,0,0,20,1,1,0
0,1,1,1,1,0,0,0,0,0,0,0,0,9,1,1,1,0,0,0,0,0,0,0,0,0,0,25,1,1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,11,1,1,1,0,1,1,0,1,0,1,0,0,1,19,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,1,0,0,0,0,0,0,1,19,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,1,1,0,1,0,0,0,0,1,22,1,1,0
0,0,0,0,0,1,0,0,0,0,0,0,0,9,1,1,1,0,1,1,0,1,0,0,0,0,1,18,1,1,0
