cluster_id,anchor_index,n_samples,class_0,class_1,base_entropy,n_selected_features,mean_reduction_ratio,mean_conditional_entropy
88,6573,250,243,7,0.18426059333965514,1,0.005156548451450907,0.18331044466240615
89,41903,250,243,7,0.18426059333965514,30,0.004427761361474092,0.18344473140402354
90,7045,250,249,1,0.037622360322278434,4,0.013002618594992103,0.03713317112036448
91,14973,250,242,8,0.2043246709802796,30,0.00704292509502185,0.20288562762750048
92,42607,250,249,1,0.037622360322278434,18,0.027553356880409215,0.03658573800163535
93,40813,250,250,0,-0.0,30,0.0,0.0
94,32554,250,244,6,0.16334554318340233,30,0.007207367043054354,0.16216825189883247
95,20759,250,79,171,0.8999784480561683,30,0.0013225393095570852,0.8987881911808602
96,7281,250,248,2,0.06722154475830686,2,0.003751207766923704,0.0669693827775049
97,6676,250,250,0,-0.0,30,0.0,0.0
98,61023,250,249,1,0.037622360322278434,30,0.0031008642135324036,0.03750569849152646
99,64231,250,235,15,0.32744491915447627,30,0.00632025086821084,0.32537538511989894
100,43054,250,247,3,0.09377790984777166,30,0.007057779684562646,0.09311604602078728
101,25420,250,230,20,0.4021791902022728,7,0.014788514351201999,0.3962315574762117
102,72652,250,232,18,0.3733433210798535,30,0.008857494207845673,0.37003643477585085
103,52823,250,250,0,-0.0,30,0.0,0.0
104,37262,250,246,4,0.11835001140827503,30,0.012499099903850803,0.1168707427920611
105,22006,250,246,4,0.11835001140827503,30,0.002207864552514134,0.11808871061329702
106,53762,250,250,0,-0.0,30,0.0,0.0
107,551,250,242,8,0.2043246709802796,30,0.0037225682537259494,0.20356405844663536
108,33180,250,243,7,0.18426059333965514,5,0.025259260575195425,0.1796063069987487
109,57503,250,245,5,0.14144054254182067,30,0.0029039650934457456,0.14102980414348115
110,12091,250,243,7,0.18426059333965514,30,0.0071982604595534514,0.18293423759636449
111,64066,250,246,4,0.11835001140827503,30,0.004997777851108148,0.11775852434258033
112,30758,250,250,0,-0.0,30,0.0,0.0
113,62829,250,249,1,0.037622360322278434,2,0.007193554358314664,0.037351721828212024
114,49802,250,250,0,-0.0,30,0.0,0.0
115,71972,250,193,57,0.7745085286615678,30,0.004770884530858941,0.7708134379031578
116,31332,250,248,2,0.06722154475830686,30,0.0035387637302558383,0.0669836635938244
117,50155,250,249,1,0.037622360322278434,4,0.009806172929285909,0.03725342895095027
118,35296,250,36,214,0.5946193440950123,30,0.0008191910464644994,0.5941322372522749
119,41501,250,248,2,0.06722154475830686,3,0.011363092480008267,0.06645770012856922
120,39386,250,247,3,0.09377790984777166,30,0.010209002535172283,0.09282053092839257
121,52168,250,249,1,0.037622360322278434,5,0.009758091647124227,0.03725523788227251
122,63959,250,248,2,0.06722154475830686,1,0.004546332129182173,0.06691593328959893
123,11549,250,250,0,-0.0,30,0.0,0.0
124,69061,250,240,10,0.24229218908241482,30,0.004113217016953971,0.24129558872720608
125,27239,250,250,0,-0.0,30,0.0,0.0
126,50078,250,248,2,0.06722154475830686,30,0.0071327242799822405,0.06674207201387138
127,33697,250,250,0,-0.0,30,0.0,0.0
128,48963,250,243,7,0.18426059333965514,30,0.005399349336045975,0.1832657060273473
129,20712,250,239,11,0.26034062501245037,19,0.03378753752935607,0.25154435637442624
130,16990,250,234,16,0.3431229071320203,30,0.005590928926544039,0.34120453134517603
131,70411,250,236,14,0.31135737042928313,30,0.0055161523449373745,0.309639875740276
132,33358,250,243,7,0.18426059333965514,30,0.007181377258711198,0.18293734850496912
133,51133,250,238,12,0.2778395739583094,30,0.004557146724382669,0.27657341825394144
134,1702,250,250,0,-0.0,30,0.0,0.0
135,59566,250,226,24,0.4561861025695263,30,0.006491399054480743,0.45322481653463914
136,24080,250,249,1,0.037622360322278434,30,0.004555849702329049,0.03745095850320327
137,56736,250,248,2,0.06722154475830686,1,0.009789842395407956,0.06656345642954718
138,69344,250,197,53,0.7452883145630642,30,0.007487855693821499,0.7397077032133246
139,58485,250,153,97,0.9634967421655787,3,0.003563144817977718,0.9600636637415928
140,12032,250,250,0,-0.0,30,0.0,0.0
141,58480,250,241,9,0.22364166448448083,30,0.011717609079019005,0.22102111888627057
142,41754,250,233,17,0.3584153246392747,30,0.008828096585889816,0.3552511995354961
143,51117,250,221,29,0.5177526267252631,30,0.012067216842777936,0.5115047935076515
144,37436,250,246,4,0.11835001140827503,30,0.0034658822308575826,0.11793982420671327
145,17942,250,240,10,0.24229218908241482,1,0.01037567625451978,0.23977824376949686
146,50741,250,250,0,-0.0,30,0.0,0.0
147,61565,250,248,2,0.06722154475830686,5,0.006670265980080623,0.06677315917517707
148,72142,250,215,35,0.584238811642856,30,0.004657565680099393,0.581517681004766
149,30111,250,250,0,-0.0,30,0.0,0.0
150,6429,250,243,7,0.18426059333965514,30,0.003595225245709317,0.18359813500269107
151,8580,250,71,179,0.8608440062015498,2,0.05379107771865201,0.8145382793603264
152,72431,250,250,0,-0.0,30,0.0,0.0
153,2791,250,249,1,0.037622360322278434,4,0.00463041695019313,0.03744815310733588
154,56943,250,243,7,0.18426059333965514,30,0.005567648356125052,0.18323469515004903
155,8850,250,250,0,-0.0,30,0.0,0.0
156,60289,250,36,214,0.5946193440950123,30,0.0008191910464644994,0.5941322372522749
157,52212,250,244,6,0.16334554318340233,30,0.003457163889107785,0.162780830870062
158,63036,250,244,6,0.16334554318340233,5,0.009818523273372936,0.16174173116605436
159,37568,250,250,0,-0.0,30,0.0,0.0
160,57845,250,249,1,0.037622360322278434,8,0.019447020261346565,0.0368907175188114
161,37164,250,250,0,-0.0,30,0.0,0.0
162,59573,250,240,10,0.24229218908241482,30,0.0075875846967677855,0.2404537765763868
163,35324,250,247,3,0.09377790984777166,30,0.0040022229669821234,0.09340258974318331
164,18391,250,185,65,0.8267463724926178,30,0.011110962563893339,0.8175604244980178
165,67527,250,250,0,-0.0,30,0.0,0.0
166,5934,250,248,2,0.06722154475830686,30,0.002930836887301492,0.06702452937530784
167,32829,250,193,57,0.7745085286615678,30,0.005006704466919929,0.7706307933514501
168,74395,250,249,1,0.037622360322278434,1,0.004488429069359311,0.03745349502655001
169,42269,250,249,1,0.037622360322278434,30,0.004986466399194827,0.037434757686672995
170,33708,250,247,3,0.09377790984777166,30,0.002686509969371839,0.09352597455805875
171,67262,250,187,63,0.8144326879441559,2,0.012932630522360097,0.8038999309056415
172,62372,250,177,73,0.8712907840103599,30,0.01246989474867697,0.8604258796382582
173,73647,250,250,0,-0.0,30,0.0,0.0
174,34935,250,250,0,-0.0,30,0.0,0.0
175,57319,250,250,0,-0.0,30,0.0,0.0
176,4775,250,247,3,0.09377790984777166,3,0.007446380716285605,0.09307960382826763
177,42350,250,247,3,0.09377790984777166,30,0.004192824137433734,0.0933847155638038
178,11420,250,245,5,0.14144054254182067,30,0.0036074009929282264,0.14093030978821497
179,13658,250,242,8,0.2043246709802796,30,0.005770643376627481,0.20314558617100562
180,30464,250,245,5,0.14144054254182067,2,0.01444657001072258,0.13939721184163564
181,32734,250,67,183,0.8385800999954849,30,0.008794114603308378,0.8312055304920706
182,9585,250,248,2,0.06722154475830686,30,0.004045607806113919,0.06694959275209363
183,53678,250,62,188,0.8080927832245586,30,0.008785536358093388,0.8009932546968265
184,47266,250,237,13,0.2948328193632007,30,0.004125489304764571,0.2936164897202243
185,25693,250,242,8,0.2043246709802796,30,0.005496946189786565,0.2032015092586551
186,47159,250,247,3,0.09377790984777166,1,0.015232114388390519,0.0923494739978662
187,51271,250,145,105,0.9814538950336537,30,0.011894446318866879,0.9697800443647333
188,22776,250,240,10,0.24229218908241482,30,0.010493926590269313,0.23974959263678836
189,58262,250,243,7,0.18426059333965514,30,0.007067356848496157,0.1829583579734082
190,27133,250,250,0,-0.0,30,0.0,0.0
191,56879,250,144,106,0.9832692110965187,10,0.01464458823036785,0.9688696383804113
192,28572,250,187,63,0.8144326879441559,30,0.004841369159960438,0.8104897186458793
193,61583,250,216,34,0.5736665363828041,30,0.004827519349411061,0.5708971500783063
194,14569,250,225,25,0.4689955935892812,1,0.0027850389694358516,0.4676894225846414
195,62327,250,250,0,-0.0,30,0.0,0.0
196,2309,250,245,5,0.14144054254182067,30,0.0018598326566895515,0.1411774868018215
197,47692,250,248,2,0.06722154475830686,2,0.0037554085275000944,0.0669691003958898
198,70336,250,227,23,0.44311055824469103,30,0.010581195072366892,0.4384219189892786
199,9727,250,235,15,0.32744491915447627,11,0.029261349634690542,0.3178634388889941
