n_api_calls,suspicious_getExternalStorageDirectory,n_activities,suspicious_getDeviceId,n_permissions,intent_android_intent_action_PACKAGE_ADDED,perm_android_permission_SYSTEM_ALERT_WINDOW,perm_android_permission_GET_TASKS,suspicious_getSubscriberId,perm_android_permission_WRITE_EXTERNAL_STORAGE,n_used_permissions,intent_android_net_wifi_WIFI_STATE_CHANGED,intent_android_net_conn_CONNECTIVITY_CHANGE,suspicious_Ljava_lang_System___load,n_providers,suspicious_Ldalvik_system_PathClassLoader_,n_receivers,n_services,intent_com_android_vending_INSTALL_REFERRER,intent_com_google_android_c2dm_intent_REGISTRATION,intent_com_google_android_c2dm_intent_RECEIVE,suspicious_Ljava_lang_System___loadLibrary,perm_android_permission_VIBRATE,intent_com_google_firebase_INSTANCE_ID_EVENT,perm_com_google_android_c2dm_permission_RECEIVE,perm_com_android_vending_BILLING,n_urls,intent_android_intent_action_DATE_CHANGED,suspicious_sendTextMessage,perm_com_android_launcher_permission_INSTALL_SHORTCUT,label
5,1,3,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0
5,1,3,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0
5,1,3,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0
5,1,3,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0
5,1,2,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0
6,1,3,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0
5,1,3,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0
5,1,2,0,2,0,0,0,0,0,4,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,16,0,0,0,0
5,1,4,1,2,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0
5,1,3,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0
6,1,3,0,2,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,16,0,0,0,0
5,1,4,1,3,0,0,0,0,0,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0
6,1,3,0,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0
5,1,4,1,3,0,0,0,0,0,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0
5,1,4,1,3,0,0,0,0,0,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0
5,1,4,1,3,0,0,0,0,0,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0
6,1,3,0,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0
5,1,4,1,3,0,0,0,0,0,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0
5,1,4,1,3,0,0,0,0,0,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0
5,1,4,1,3,0,0,0,0,0,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0
5,1,4,1,3,0,0,0,0,0,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0
5,1,5,1,2,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0
5,1,4,0,2,0,0,0,0,0,3,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,18,0,0,0,0
5,1,2,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0
5,1,4,1,2,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0
4,1,4,1,3,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0
5,1,4,1,3,0,0,0,0,0,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0
6,1,3,0,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0
4,1,4,1,2,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,14,0,0,0,0
4,0,5,1,2,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0
4,0,5,1,2,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0
5,1,4,1,2,0,0,0,0,0,4,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,19,0,0,0,1
8,1,4,1,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0
6,1,3,0,3,0,0,0,0,0,3,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,17,0,0,0,0
3,1,3,0,5,0,0,0,0,1,3,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,18,0,0,0,0
3,1,3,0,5,0,0,0,0,1,3,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,18,0,0,0,0
3,1,3,0,5,0,0,0,0,1,3,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,18,0,0,0,0
3,1,3,0,5,0,0,0,0,1,3,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,18,0,0,0,0
3,1,3,0,5,0,0,0,0,1,3,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,18,0,0,0,0
5,0,2,1,3,1,0,0,0,0,3,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,14,0,0,0,0
6,1,3,1,2,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,19,0,0,0,0
3,1,6,0,3,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0
6,1,3,1,3,0,0,0,0,0,5,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,19,0,0,0,0
4,1,6,0,5,0,0,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0
4,1,5,0,3,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,20,0,0,0,0
3,1,6,0,3,0,0,0,0,1,2,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,14,0,0,0,0
4,1,6,1,4,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0
6,1,2,0,2,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0
6,1,2,0,2,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0
4,1,4,1,5,0,0,0,0,1,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,13,0,0,0,0
4,1,5,0,2,0,0,0,0,0,3,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,20,0,0,0,0
4,1,5,0,2,0,0,0,0,0,3,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,20,0,0,0,0
4,1,5,0,2,0,0,0,0,0,3,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,20,0,0,0,0
4,1,4,1,2,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0
5,1,4,1,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0
6,1,4,1,3,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0
5,0,2,0,3,0,0,0,0,0,4,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,12,0,0,0,0
3,0,1,1,3,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,20,0,0,0,0
5,1,2,0,3,0,0,0,0,0,4,1,1,0,0,1,2,1,0,0,0,0,0,0,0,0,20,0,0,0,1
6,1,2,0,5,0,0,0,0,1,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,19,0,0,0,0
5,1,3,1,2,0,0,0,0,0,4,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,21,0,0,0,0
6,1,5,1,5,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0
3,0,3,1,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0
4,1,8,0,4,0,0,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0
1,0,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0
3,0,3,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
3,0,3,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
3,0,3,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
3,0,3,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
3,0,3,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
5,1,6,1,2,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0
5,1,5,1,7,0,0,0,0,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0
6,1,4,1,2,0,0,0,0,0,5,0,0,0,1,1,0,3,0,0,0,0,0,0,0,0,20,0,0,0,0
1,0,2,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0
3,0,2,1,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0
6,1,7,1,3,0,0,0,0,0,5,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,19,0,0,0,0
1,0,2,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0
6,1,5,1,2,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0
5,1,7,0,6,0,0,0,0,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0
5,1,4,0,5,0,0,0,0,0,4,0,0,0,1,0,3,2,0,1,1,0,0,1,1,0,13,0,0,0,0
6,1,5,1,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,0,0,0,0
6,1,2,1,3,0,0,0,0,0,5,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,21,0,0,0,0
3,1,8,0,4,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0
7,1,6,0,5,0,0,0,0,1,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0
6,1,8,1,2,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0
8,1,6,1,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0
7,1,5,1,4,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0
5,1,7,0,2,0,0,0,0,0,4,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,21,0,0,0,0
8,1,3,1,3,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,11,0,0,0,0
5,0,2,0,6,0,0,0,0,0,4,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,12,0,0,0,0
3,0,3,1,5,0,0,0,0,0,3,0,0,0,2,1,3,4,1,0,1,0,0,1,1,0,16,0,0,0,0
7,1,7,1,3,0,0,0,0,1,4,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,18,0,0,0,0
4,1,8,1,4,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0
8,1,1,1,5,0,0,0,0,1,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19,0,0,0,1
7,1,6,1,6,0,0,0,0,1,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0
4,0,2,1,4,0,0,0,0,0,4,0,0,0,1,0,1,2,0,0,0,0,1,0,0,0,10,0,0,0,0
6,1,4,1,5,0,0,0,0,0,5,0,0,0,1,1,4,2,1,1,1,0,0,1,1,0,18,0,0,0,0
6,1,5,1,4,0,0,0,0,1,5,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,21,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,1
8,1,6,1,2,0,0,0,0,0,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,11,0,0,0,0
8,1,2,1,3,0,0,0,0,0,5,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,11,0,0,0,0
6,1,5,1,2,0,0,0,0,0,5,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,22,0,0,0,0
6,1,8,1,2,0,0,0,0,0,5,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,20,0,0,0,0
5,1,2,1,2,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,23,0,0,0,0
5,1,4,0,2,0,0,0,0,0,3,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,23,0,0,0,0
7,1,4,1,7,0,0,0,0,1,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0
5,1,5,0,2,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,0,0,0,0
7,1,4,1,1,0,0,0,0,0,5,0,0,1,1,0,3,1,0,0,0,1,0,0,0,1,11,0,0,0,0
10,1,1,1,2,0,0,0,0,1,5,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,18,0,0,0,0
6,1,7,0,7,0,0,0,0,1,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0
8,1,2,1,4,0,0,0,0,1,5,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,11,0,0,0,0
3,1,4,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0
11,0,2,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0
11,0,2,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0
4,1,6,1,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0
4,0,3,1,6,0,0,0,0,0,4,0,0,0,0,0,3,5,1,1,1,0,1,0,1,0,16,0,0,0,0
11,1,4,0,2,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,13,0,0,0,0
6,1,4,1,6,0,0,0,0,0,5,0,0,0,1,1,4,2,1,1,1,0,0,1,1,0,19,0,0,0,0
9,1,3,0,5,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0
8,0,3,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,1
8,0,3,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0
8,0,3,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,1
8,1,2,1,3,0,0,0,0,0,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0
8,0,3,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,1
8,0,3,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,1
8,1,2,1,3,0,0,0,0,0,5,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,10,0,0,0,0
8,1,4,1,8,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0
8,0,3,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,1
8,0,3,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,1
8,0,3,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,1
8,0,3,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,1
6,1,5,1,3,0,0,0,0,0,5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0
8,1,8,0,3,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,12,0,0,0,0
4,1,8,1,5,0,0,0,0,0,4,0,0,1,1,1,3,3,1,0,1,1,0,1,1,0,15,0,0,0,0
6,1,4,0,3,0,0,0,0,0,5,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0
5,1,3,1,9,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0
8,1,1,1,2,0,0,0,0,1,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
3,1,4,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
8,1,2,1,4,0,0,0,0,0,7,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,21,0,0,0,0
5,1,11,1,2,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0
9,1,3,1,5,0,1,0,0,0,7,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,19,0,0,0,0
3,0,4,1,5,0,0,0,0,0,3,0,0,0,1,0,3,6,0,1,1,0,0,1,1,0,14,0,0,0,0
3,0,4,1,5,0,0,0,0,0,3,0,0,0,1,0,3,6,0,1,1,0,0,1,1,0,14,0,0,0,0
11,1,5,0,3,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0
11,1,4,0,4,0,0,0,0,1,4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,19,0,0,0,0
3,0,4,1,5,0,0,0,0,0,3,0,0,0,1,0,3,6,0,1,1,0,0,1,1,0,14,0,0,0,0
3,0,4,1,5,0,0,0,0,0,3,0,0,0,1,0,3,6,0,1,1,0,0,1,1,0,14,0,0,0,0
5,1,5,0,5,0,0,0,0,1,4,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,23,0,0,0,0
4,1,5,0,2,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,0,0,0,0
4,1,5,1,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
4,1,5,1,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
9,0,2,1,5,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,1
4,1,5,1,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
7,1,2,1,5,0,0,0,0,0,6,0,0,0,1,1,3,3,1,0,1,0,0,1,1,0,20,0,0,0,0
4,1,5,1,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
4,1,5,1,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
4,1,5,0,2,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,0,0,0,0
7,1,6,0,2,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,0,0,0,0
4,1,5,0,2,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,0,0,0,0
11,1,3,1,5,0,0,0,0,1,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0
12,1,4,0,2,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0
12,1,4,0,2,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0
5,1,5,1,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
5,1,5,1,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
10,1,5,0,6,0,0,0,0,1,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,17,0,1,0,1
12,1,4,0,2,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0
5,1,5,1,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
5,1,5,1,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
5,1,5,1,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
12,1,4,0,2,0,0,0,0,0,5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,16,0,0,0,0
5,1,5,1,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
5,1,5,1,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
5,1,5,1,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
5,1,5,1,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
5,1,5,1,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
6,1,8,1,6,0,0,0,0,1,4,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,19,0,0,0,0
12,1,4,1,2,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0
5,1,5,1,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
10,1,5,0,6,0,0,0,0,1,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,17,0,1,0,1
5,1,5,1,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
5,1,5,1,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
5,1,3,1,6,0,0,0,0,0,4,0,0,1,1,0,1,4,0,0,1,1,0,1,1,1,21,0,0,0,0
5,1,5,1,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
5,1,5,1,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
5,1,5,1,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
5,1,5,1,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
5,1,5,1,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
10,1,3,1,3,0,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,20,0,0,0,0
4,1,9,0,6,0,0,0,0,1,3,0,0,0,1,0,1,2,0,0,0,0,0,0,1,0,13,0,0,0,0
12,1,4,0,3,0,0,0,0,1,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,1
4,1,5,1,6,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0
