suspicious_Ljava_lang_Runtime___exec,n_urls,suspicious_getDeviceId,suspicious_getCellLocation,suspicious_getSubscriberId,n_activities,n_permissions,n_used_permissions,perm_android_permission_ACCESS_NETWORK_STATE,n_api_calls,suspicious_Ldalvik_system_PathClassLoader_,n_services,suspicious_Ljava_lang_System___load,intent_android_intent_action_MAIN,suspicious_Ldalvik_system_DexClassLoader_,perm_android_permission_READ_EXTERNAL_STORAGE,perm_android_permission_WRITE_EXTERNAL_STORAGE,intent_com_android_vending_INSTALL_REFERRER,perm_android_permission_ACCESS_COARSE_LOCATION,perm_com_android_vending_BILLING,suspicious_Ljava_lang_System___loadLibrary,n_providers,perm_android_permission_ACCESS_WIFI_STATE,n_receivers,perm_android_permission_VIBRATE,perm_android_permission_ACCESS_FINE_LOCATION,suspicious_getPackageInfo,suspicious_Base64,suspicious_getExternalStorageDirectory,perm_android_permission_READ_PHONE_STATE,label
0,28,1,0,0,2,2,11,1,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
0,28,1,0,0,3,2,10,1,18,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1
0,28,1,0,0,2,2,11,1,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
0,25,1,0,0,3,3,9,1,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
0,28,1,0,0,5,3,9,1,19,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0
0,28,1,0,0,4,2,7,1,18,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
0,29,1,0,0,2,2,10,1,18,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
0,26,1,0,0,5,3,9,1,19,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0
0,29,1,0,0,2,2,9,1,19,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0
0,28,1,0,0,2,2,11,1,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
0,26,1,0,0,5,2,8,1,18,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
0,25,1,0,0,3,3,10,1,19,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0
0,25,1,0,0,5,2,9,1,19,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
0,26,0,0,0,2,3,9,1,19,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,1,1,1,0,0
0,25,1,0,0,4,3,10,1,19,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0
0,26,1,0,0,4,3,10,1,18,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0
0,26,0,0,0,2,3,9,1,19,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,1,1,1,0,0
0,28,1,0,0,3,3,11,1,20,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0
0,25,0,0,0,3,3,9,1,18,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0
0,25,1,0,0,3,3,10,1,19,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0
0,25,1,0,0,5,2,9,1,19,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1
0,25,1,0,0,5,2,9,1,19,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
0,25,1,0,0,5,2,9,1,19,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
0,25,1,0,0,5,2,9,1,19,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
0,25,0,0,0,3,2,9,1,20,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0
0,25,1,0,0,3,3,9,1,20,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0
0,25,1,0,0,5,2,10,1,19,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
0,26,1,0,0,5,2,7,1,19,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
0,27,1,0,0,2,3,9,1,21,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0
0,26,0,0,0,3,2,7,1,18,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0
0,26,0,0,0,3,3,7,1,19,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0
0,25,1,0,0,4,2,9,1,21,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
0,25,1,0,0,5,2,10,1,19,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
0,26,1,0,0,4,4,9,1,19,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0
0,26,0,0,0,4,2,9,1,21,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0
0,26,1,0,0,3,4,9,1,19,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0
0,28,1,0,0,5,2,10,1,20,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0
0,25,0,0,0,3,3,8,1,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1
0,25,1,0,0,3,2,9,0,18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
0,25,1,0,0,4,2,10,1,18,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1
0,24,1,0,0,4,2,9,1,19,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
0,25,0,0,0,2,2,9,1,21,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1
0,24,1,0,0,4,2,9,1,19,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
0,29,1,0,0,5,3,9,1,19,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0
0,26,1,0,0,3,2,9,1,22,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
0,28,1,0,0,3,2,9,1,22,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
0,24,1,0,0,4,2,9,1,19,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
0,24,1,0,0,4,2,9,1,19,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
0,26,1,0,0,2,4,10,1,19,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0
0,27,1,0,0,4,2,9,1,22,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
0,27,1,0,0,4,2,9,1,22,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
0,26,1,0,0,5,2,7,1,18,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
0,29,1,0,0,5,2,8,1,18,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
0,27,1,0,0,3,4,9,1,20,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0
0,27,0,0,0,5,2,8,1,19,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
0,26,1,0,0,4,3,11,1,20,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,1
0,24,1,0,0,4,2,9,1,19,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
0,27,1,0,0,2,2,9,1,22,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
0,26,1,0,0,2,4,10,1,20,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0
0,26,1,0,0,5,2,7,1,18,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
0,27,1,0,0,4,2,9,1,22,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
0,25,1,0,0,4,2,7,1,18,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
0,26,1,0,0,5,2,7,1,18,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
0,25,0,0,0,3,3,10,1,19,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0
0,24,1,0,0,3,2,10,1,19,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
0,27,1,0,0,4,2,9,1,22,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
0,24,1,0,0,4,2,9,1,19,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
0,26,1,0,0,6,2,9,1,19,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
0,26,1,0,0,6,2,9,1,19,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
0,26,1,0,0,5,2,7,1,18,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
0,28,1,0,0,5,2,7,1,18,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1
0,28,1,0,0,5,2,7,1,18,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
0,25,0,0,0,2,2,9,1,21,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
0,25,1,0,0,5,2,10,1,19,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0
0,25,1,0,0,5,2,9,1,19,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0
0,26,1,0,0,5,2,7,1,18,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
0,24,0,0,0,2,2,9,1,19,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
0,27,0,0,0,5,3,9,1,21,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
0,26,1,0,0,2,2,9,1,22,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
0,26,0,0,0,2,4,9,1,20,1,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,0
0,24,1,0,0,3,3,9,1,19,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0
0,25,1,0,0,3,3,11,1,20,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0
0,26,1,0,0,5,4,9,1,19,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0
0,25,1,0,0,3,4,10,1,19,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0
0,27,1,0,0,5,2,7,1,18,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1
0,25,0,0,0,2,2,7,1,18,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
0,26,0,0,0,2,4,9,1,20,1,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,0
0,28,1,0,0,5,2,8,1,20,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
0,24,1,0,0,3,3,9,1,19,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1
0,28,1,0,0,4,2,9,1,22,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
0,24,1,0,0,2,2,9,1,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
0,25,1,0,0,2,3,10,1,19,1,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,1,0,0
0,24,0,0,0,2,2,9,1,19,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
0,26,1,0,0,5,4,9,1,19,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0
0,24,1,0,0,4,3,9,1,19,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
0,26,0,0,0,2,4,9,1,20,1,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,0
0,26,1,0,0,2,2,9,1,22,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
0,24,1,0,0,3,3,9,1,19,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0
0,25,1,0,0,2,3,9,1,21,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0
0,26,1,0,0,2,2,9,1,22,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
0,28,1,0,0,4,2,9,1,22,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
0,24,1,0,0,3,2,10,1,19,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0
0,25,1,0,0,5,3,10,1,19,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0
0,27,0,0,0,3,4,10,1,21,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0
0,29,1,0,0,3,2,7,1,20,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1
0,30,1,0,0,3,3,9,1,20,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0
0,24,0,0,0,2,2,9,1,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
0,30,1,0,0,3,3,9,1,20,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0
0,24,1,0,0,3,3,10,1,19,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1
0,27,0,0,0,3,4,10,1,21,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0
0,25,1,0,0,5,3,10,1,19,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0
0,24,1,0,0,4,3,9,1,19,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
0,26,1,0,0,6,2,9,1,19,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0
0,28,1,0,0,5,2,7,1,18,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0
0,26,1,0,0,4,2,7,1,18,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0
0,29,1,0,0,3,1,8,0,18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,27,0,0,0,3,4,10,1,21,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0
0,25,1,0,0,2,4,10,1,19,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0
0,24,1,0,0,3,3,10,1,19,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0
0,26,1,0,0,6,2,9,1,19,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1
0,27,0,0,0,3,4,10,1,21,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0
0,27,0,0,0,3,4,10,1,21,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0
0,24,1,0,0,2,3,9,1,19,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1
0,24,1,0,0,3,2,9,1,21,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
0,25,1,0,0,3,4,10,1,19,1,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0
0,25,1,0,0,3,2,9,1,22,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
0,25,1,0,0,5,2,7,1,18,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
0,25,1,0,0,5,2,11,1,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
0,24,0,0,0,2,3,9,1,19,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1
0,24,1,0,0,5,2,9,1,19,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
0,27,1,0,0,6,3,9,1,19,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0
0,28,1,0,0,2,3,9,1,22,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0
0,24,1,0,0,3,2,9,1,21,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
0,25,1,0,0,4,3,7,1,18,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0
0,27,1,0,0,2,2,6,1,18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1
0,29,1,0,0,4,3,9,1,17,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0
