n_urls,n_api_calls,n_used_permissions,perm_android_permission_READ_PHONE_STATE,suspicious_Ldalvik_system_PathClassLoader_,suspicious_Cipher,suspicious_Base64,perm_android_permission_SYSTEM_ALERT_WINDOW,perm_android_permission_MOUNT_UNMOUNT_FILESYSTEMS,perm_android_permission_GET_TASKS,suspicious_system_bin_su,intent_com_google_android_c2dm_intent_RECEIVE,suspicious_getPackageInfo,intent_android_net_conn_CONNECTIVITY_CHANGE,intent_com_google_firebase_INSTANCE_ID_EVENT,suspicious_getExternalStorageDirectory,perm_com_google_android_c2dm_permission_RECEIVE,suspicious_getSystemService,intent_android_intent_action_USER_PRESENT,perm_android_permission_ACCESS_WIFI_STATE,n_permissions,perm_android_permission_WRITE_SETTINGS,intent_android_intent_action_PACKAGE_REMOVED,perm_com_android_launcher_permission_INSTALL_SHORTCUT,n_services,perm_android_permission_WRITE_EXTERNAL_STORAGE,suspicious_getDeviceId,perm_com_google_android_finsky_permission_BIND_GET_INSTALL_REFERRER_SERVICE,intent_com_google_firebase_MESSAGING_EVENT,intent_android_intent_action_SEARCH,label
55,52,19,1,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,189,1,1,1,12,1,1,0,0,0,0
7,19,6,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,7,0,0,0,1,1,0,0,0,0,0
38,17,7,0,0,1,1,1,0,1,0,0,1,0,0,1,0,1,0,1,7,0,0,0,0,0,1,0,0,0,1
36,22,8,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,3,0,0,0,2,0,1,0,0,0,0
26,19,9,0,1,1,1,0,0,0,0,1,1,0,1,1,1,1,0,0,5,0,0,0,3,0,1,0,0,0,0
47,22,8,0,1,1,1,0,0,0,0,1,1,0,1,1,1,1,0,0,10,0,0,0,8,0,1,0,1,0,0
31,18,8,0,1,1,1,0,0,0,0,1,1,0,1,1,1,1,0,0,12,0,0,0,6,1,1,1,0,0,0
22,17,9,1,0,1,1,0,0,0,0,1,1,0,1,1,1,1,0,0,14,0,0,0,8,1,1,0,1,0,0
33,26,8,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,4,1,0,0,0,1,1,0,0,0,0
41,39,11,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,3,0,0,0,0,1,1,0,0,0,0
39,27,10,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,0,1,14,0,0,0,11,1,1,0,0,0,0
35,25,11,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,3,0,0,0,0,0,1,0,0,0,0
106,37,12,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1,1,1,17,0,0,0,5,1,1,0,0,0,0
24,22,6,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0
333,25,12,1,0,1,1,0,1,1,1,0,1,1,0,1,0,1,1,1,39,1,1,1,13,1,1,0,0,0,0
31,25,8,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,4,0,0,0,0,0,1,0,0,0,0
49,43,10,1,0,1,1,0,0,0,0,1,1,0,0,1,1,1,0,0,17,0,0,0,6,1,0,0,0,0,1
35,7,6,0,1,1,1,0,0,0,0,1,1,0,1,1,1,1,0,0,6,0,0,0,4,0,1,1,0,0,0
182,41,16,0,1,1,1,1,0,0,0,1,1,0,1,1,1,1,0,0,9,0,0,0,17,0,1,1,1,0,0
1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,6,0,0,0,0,1,1,0,0,0,0
10,12,5,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0
44,14,5,1,0,1,1,0,0,0,0,1,1,0,0,1,1,1,0,0,12,0,0,0,6,1,1,0,0,1,0
15,12,5,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,3,0,0,0,1,0,1,0,0,0,1
19,23,7,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,5,0,0,0,1,1,1,0,0,0,0
4,5,4,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,0,1,6,0,0,0,0,1,0,0,0,0,0
22,6,5,1,1,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,23,0,0,0,1,1,0,0,0,0,0
14,19,7,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,6,1,0,0,4,1,0,0,0,0,1
45,24,10,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,0,1,35,0,0,0,15,1,1,0,1,0,0
7,17,6,0,1,1,1,0,0,0,0,1,1,0,1,1,1,1,0,0,5,0,0,0,2,0,1,0,0,0,0
12,27,8,0,0,1,1,0,0,0,0,1,1,0,0,1,1,1,0,0,14,0,0,0,8,1,1,0,0,0,0
253,27,13,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,29,1,1,1,15,1,1,0,0,1,0
3,4,4,1,0,1,0,1,1,1,0,0,1,1,0,1,1,1,0,1,227,1,1,1,114,1,1,0,0,0,0
46,28,13,0,1,1,1,0,0,0,0,1,1,0,1,1,1,1,0,0,5,0,0,0,4,0,0,0,0,0,0
24,18,7,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,7,0,0,0,0,1,1,0,0,0,0
0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,1,42,1,0,1,11,1,0,0,0,0,1
91,55,15,0,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1,12,0,0,0,9,1,1,0,0,0,0
15,19,10,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0
62,42,16,1,0,1,1,1,1,1,0,0,1,0,0,1,0,1,0,1,20,0,0,0,0,1,1,0,0,0,0
5,17,6,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
67,14,8,0,1,1,1,0,0,0,0,1,1,0,1,1,1,1,0,1,11,0,0,0,9,1,1,0,1,0,0
0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,33,0,0,0,8,1,0,0,0,0,0
44,34,12,1,0,1,1,1,0,0,0,0,1,0,0,1,0,1,0,1,23,0,0,0,2,1,1,0,0,0,0
26,24,10,0,1,1,1,0,0,0,0,1,1,0,1,1,1,1,0,0,8,0,0,0,6,1,1,0,1,0,0
0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,1,27,1,1,1,19,1,0,0,0,0,0
42,23,10,1,0,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,16,0,0,0,6,1,1,0,1,1,0
62,19,7,0,1,1,1,0,0,0,0,1,1,0,1,1,1,1,0,0,6,0,0,0,8,0,1,0,1,0,0
34,26,9,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,6,0,0,0,0,1,1,0,0,0,0
18,17,7,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
15,18,7,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,8,0,0,0,2,1,0,0,0,0,0
11,16,7,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0
60,35,12,0,1,1,1,0,0,0,0,1,1,0,1,1,1,1,0,0,30,0,0,0,14,1,1,1,1,0,0
47,10,6,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,6,0,0,0,0,1,1,0,0,0,0
4,17,6,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,5,0,0,0,1,1,1,0,0,0,0
38,22,10,0,1,1,1,0,0,0,0,1,1,0,1,1,1,1,0,0,7,0,0,0,6,1,1,0,0,0,0
106,36,12,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,19,1,1,0,8,1,1,1,1,0,1
1,12,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0
30,19,9,0,1,1,1,0,0,0,0,1,1,0,1,1,1,1,0,0,5,0,0,0,3,0,1,0,0,0,0
6,18,6,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,0,1,13,0,0,0,0,1,1,0,0,0,0
4,14,6,0,1,1,1,0,0,0,0,1,1,0,0,1,1,1,0,0,7,0,0,0,3,1,0,0,0,0,0
17,26,10,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,12,0,0,0,4,1,1,0,0,1,0
202,69,21,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,124,1,1,1,56,1,1,0,0,0,0
166,26,9,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,16,0,0,0,10,1,1,0,1,1,0
26,14,6,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,6,1,0,0,25,1,1,0,0,0,0
5,13,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,5,0,0,0,0,1,1,0,0,0,0
59,37,14,1,0,0,1,1,0,0,0,1,1,0,0,1,1,1,0,1,35,0,0,0,4,1,1,0,0,0,0
51,40,19,0,1,1,1,0,0,1,1,1,1,1,0,1,1,1,0,1,29,0,0,0,22,1,1,1,1,0,0
0,18,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
23,25,10,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,25,1,0,0,3,1,1,0,0,0,1
72,11,6,0,1,1,1,0,0,0,0,1,1,0,1,1,1,1,0,1,15,0,0,0,9,1,1,1,1,0,0
1,5,3,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,3,0,0,0,0,1,0,0,0,0,0
53,14,5,0,0,1,1,0,0,0,0,1,1,0,0,1,1,1,0,0,11,0,0,0,7,1,1,0,0,1,0
5,17,6,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0
2,19,7,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,4,0,0,0,1,1,1,0,0,0,0
22,8,4,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,6,0,0,0,3,1,1,0,0,0,0
86,29,12,1,1,1,1,0,0,0,1,0,1,0,0,1,1,1,0,1,9,0,0,0,0,1,1,0,0,0,0
18,17,6,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
16,18,6,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,4,0,0,0,28,0,0,0,0,0,0
3,19,7,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,8,0,0,0,1,1,1,0,0,0,0
133,23,7,1,0,1,1,0,0,0,0,1,1,0,0,1,1,1,0,0,18,0,0,0,0,1,1,0,0,0,0
21,24,9,0,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,9,0,0,0,7,1,1,1,1,0,0
12,29,13,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,5,0,0,0,0,1,0,0,0,0,0
0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,48,1,0,1,18,1,0,0,0,0,0
49,22,10,0,1,1,1,0,0,0,0,1,1,0,0,1,1,1,0,0,23,0,0,0,7,0,1,0,0,0,0
17,17,9,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0
15,31,14,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,0,1,8,0,0,0,3,1,1,0,0,0,0
23,25,6,0,0,1,1,0,0,0,0,1,1,0,0,1,1,1,0,0,22,0,0,0,4,0,1,0,0,0,0
0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,14,0,1,0,8,0,0,0,0,0,0
35,9,4,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,4,0,0,0,0,0,1,0,0,0,0
36,44,14,1,0,1,1,0,0,1,1,0,1,1,0,1,0,1,0,1,20,0,0,0,2,1,1,0,0,0,0
14,14,6,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,4,0,0,0,0,1,1,0,0,0,0
1,46,11,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,4,0,0,0,2,0,0,0,0,0,0
16,4,3,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0
3,13,6,1,1,1,1,0,0,0,0,1,1,0,0,1,1,1,0,0,22,0,0,0,3,1,0,0,0,0,0
71,21,11,0,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,1,14,0,0,0,6,1,1,0,0,0,0
8,20,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
26,7,5,0,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,11,0,0,0,8,1,1,1,1,0,0
113,20,9,1,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,9,0,0,0,0,1,1,0,0,0,0
99,24,9,0,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,1,11,0,0,0,13,0,1,1,1,0,0
97,24,10,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,0,0,12,0,0,0,6,1,1,0,1,0,0
19,18,10,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,4,0,0,0,0,0,1,0,0,0,0
67,42,12,0,0,1,1,0,0,0,0,1,1,0,0,1,1,1,0,0,10,0,0,0,7,1,1,0,0,1,0
25,18,7,0,1,1,1,0,0,0,0,1,1,0,1,1,1,1,0,0,5,0,0,0,3,0,1,0,0,0,0
37,46,14,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,7,0,0,0,2,1,1,0,0,0,0
11,13,5,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,3,0,0,0,0,1,1,0,0,0,0
72,16,9,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,11,0,0,0,14,1,1,1,1,0,0
23,22,11,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0
10,17,6,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,4,0,0,0,1,0,0,0,0,0,0
40,6,5,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,12,0,0,0,11,1,1,0,1,1,0
75,32,11,0,0,1,1,0,0,0,1,1,1,0,0,1,1,1,0,1,7,0,0,0,4,0,1,0,1,0,0
25,10,5,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,3,0,0,0,2,1,1,0,0,0,0
35,22,12,0,1,1,1,0,0,0,0,1,1,0,1,1,1,1,0,0,27,0,0,0,13,1,1,1,1,0,0
215,44,17,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,24,0,0,0,19,1,1,1,1,1,0
32,47,14,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,0,1,26,0,0,0,7,1,1,0,1,0,0
156,85,17,1,0,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,35,0,1,0,16,1,1,0,0,0,0
7,18,9,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,3,0,0,0,2,1,1,0,0,0,0
66,35,9,1,0,1,1,0,0,0,0,1,1,0,0,1,1,1,0,0,14,0,0,0,4,1,1,0,0,0,0
1,8,6,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0
1,11,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4,0,0,0,0,0,0,0,0,0,1
50,22,12,0,1,1,1,0,0,0,0,1,1,0,1,1,1,1,0,1,25,0,0,0,13,0,1,1,1,0,0
42,17,7,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0
7,12,5,0,0,1,1,0,0,0,0,1,1,0,1,1,1,1,0,0,11,0,0,0,5,1,1,0,0,0,0
46,21,9,0,1,1,1,0,0,0,0,1,1,0,1,1,1,1,0,0,24,0,0,0,7,0,0,0,0,0,0
45,52,13,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,8,0,0,0,0,1,1,0,0,0,0
34,23,9,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,5,0,0,0,5,0,1,0,0,0,1
26,21,9,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,6,0,0,0,0,1,1,0,0,0,0
23,35,12,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,0,0,19,0,0,0,10,1,1,0,1,0,0
1,10,6,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,4,0,0,0,0,1,0,0,0,0,1
9,7,4,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0
0,14,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
46,21,7,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1,1,1,9,0,0,0,2,1,1,0,0,0,0
42,30,13,0,0,1,1,1,0,1,0,0,1,0,0,1,1,1,0,1,12,0,0,0,5,1,1,0,0,0,0
24,15,7,0,0,1,1,0,0,0,0,1,1,0,0,1,1,1,0,0,5,0,0,0,4,1,1,0,0,0,0
103,35,15,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,6,0,0,0,0,0,1,0,0,0,0
22,13,5,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,0,0,4,0,0,0,0,0,1,0,0,0,0
4,16,10,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,21,1,0,0,9,1,1,0,0,0,0
121,21,10,0,0,1,1,0,0,0,0,1,1,1,0,1,1,1,0,1,19,0,0,0,17,1,1,0,0,1,0
22,13,6,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,5,0,0,0,0,1,1,0,0,0,0
30,24,10,0,1,1,1,0,0,0,0,1,1,0,1,1,1,1,0,0,6,0,0,0,4,0,1,1,0,0,1
19,10,5,0,1,1,1,0,0,0,0,1,1,0,0,1,1,1,0,0,10,0,0,0,3,1,1,0,0,0,0
0,8,4,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,3,0,0,0,0,0,1,0,0,0,0
23,19,10,0,1,1,1,0,0,0,0,1,1,0,1,1,1,1,0,0,30,0,0,0,9,1,0,0,1,0,0
5,16,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,6,0,0,0,0,1,0,0,0,0,0
44,24,10,1,0,1,1,0,0,0,0,1,1,0,0,1,1,1,0,0,8,0,0,0,1,0,1,0,0,0,0
52,22,10,0,0,1,1,0,0,0,0,1,1,0,1,1,1,1,0,1,9,0,0,0,7,1,1,0,1,0,0
15,13,7,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,9,0,0,0,1,1,1,0,0,0,0
37,30,12,1,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,11,0,0,0,3,1,1,0,0,0,0
42,18,8,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,5,0,0,0,1,1,1,0,0,0,0
41,8,5,0,0,1,1,1,0,1,0,0,1,1,0,1,0,1,0,1,13,0,0,0,1,1,1,0,0,0,0
24,23,11,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,3,0,0,0,0,0,1,0,0,0,0
0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,1,63,1,1,1,4,1,0,0,0,0,0
40,13,5,1,1,1,1,0,0,0,0,1,1,0,0,1,1,1,0,0,10,0,0,0,2,1,1,0,0,0,0
24,21,8,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,9,0,0,0,0,1,1,0,0,0,0
45,24,11,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,4,0,0,0,2,0,1,0,0,0,0
122,37,16,0,1,1,1,0,0,0,0,1,1,0,1,1,1,1,0,1,8,0,0,0,6,1,1,1,0,0,0
0,14,6,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
279,23,12,0,1,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,9,0,0,0,5,1,1,0,0,0,0
32,20,8,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,6,0,0,0,0,1,1,0,0,0,0
4,11,6,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,6,0,0,0,3,0,1,0,0,0,0
15,34,12,1,0,1,1,1,0,1,0,0,1,1,0,1,0,1,1,1,9,0,1,1,5,1,1,0,0,0,1
0,11,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24,12,5,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0
27,23,7,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,5,0,0,0,0,1,0,0,0,0,0
176,23,11,1,0,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,9,0,0,0,5,1,1,0,0,0,0
27,19,9,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0
3,11,6,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,7,0,1,0,1,1,1,0,0,0,0
28,13,5,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,7,0,0,0,1,1,1,0,0,0,1
30,8,6,0,1,1,1,0,0,0,0,1,1,0,1,1,1,1,0,0,6,0,0,0,6,0,1,1,0,0,0
3,16,6,0,1,1,1,0,0,0,0,1,1,0,0,1,1,1,0,0,8,0,0,0,3,1,0,0,0,0,0
35,9,5,1,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,6,0,0,0,2,1,1,0,0,0,0
29,25,11,0,1,1,1,0,0,0,0,1,1,0,1,1,1,1,0,0,9,1,0,0,4,1,1,1,0,0,0
29,27,12,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,3,0,0,0,3,0,1,0,0,0,0
17,18,7,0,0,1,1,0,0,0,0,1,1,0,1,1,1,1,0,0,5,0,0,0,3,0,1,0,1,0,0
142,20,9,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,18,0,0,0,8,1,1,0,1,0,1
61,12,7,1,0,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,16,1,0,0,10,1,1,0,1,0,0
39,10,9,0,1,1,1,0,0,0,0,1,1,0,1,1,1,1,0,0,5,0,0,0,4,0,1,1,0,0,0
155,24,9,0,0,1,1,0,0,0,0,1,1,0,0,1,1,1,0,1,12,0,0,0,7,1,1,0,0,0,0
39,13,5,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,0,0,7,0,0,0,1,1,1,0,0,0,0
37,41,10,1,0,1,0,1,1,0,0,0,1,1,0,1,0,1,1,1,20,1,0,0,3,1,1,0,0,0,0
0,4,4,1,0,0,1,1,1,1,0,0,1,1,0,1,1,1,0,1,224,1,1,1,114,1,1,0,0,0,1
25,16,7,0,0,1,1,0,0,0,0,1,1,0,1,1,1,1,0,0,6,0,0,0,2,0,1,0,0,0,0
44,28,11,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,3,0,0,0,1,0,1,0,0,0,0
45,28,12,0,1,1,1,0,0,0,0,1,1,0,1,1,1,1,0,1,7,0,0,0,9,0,1,0,1,0,0
15,6,5,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,6,0,0,0,0,1,0,0,0,0,0
156,27,10,0,1,1,1,0,0,0,0,1,1,0,1,1,1,1,0,1,11,0,0,0,13,1,1,0,1,0,0
21,31,10,1,0,1,1,1,0,0,0,0,1,0,0,1,0,1,1,1,8,0,0,1,1,1,0,0,0,0,0
22,35,12,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,24,1,0,0,2,1,1,0,0,0,0
36,35,11,1,0,1,1,1,0,0,0,1,1,0,0,1,1,1,0,1,19,0,0,0,3,1,1,0,0,0,0
76,44,18,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,0,1,10,0,0,0,6,1,1,0,0,0,0
37,21,9,0,1,1,1,0,0,0,1,0,1,0,0,1,0,1,0,1,5,0,0,0,1,1,1,0,0,0,0
12,21,6,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
29,18,7,1,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,8,0,0,0,1,1,1,0,0,0,0
24,5,4,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,2,0,0,0,2,0,1,0,0,0,0
42,34,15,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,5,0,0,0,0,0,1,0,0,0,0
131,21,10,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,32,0,0,1,27,1,1,1,1,0,0
0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,1,25,0,0,0,5,1,0,0,0,0,0
