n_urls,n_api_calls,perm_android_permission_READ_PHONE_STATE,n_activities,suspicious_getDeviceId,suspicious_getExternalStorageDirectory,n_used_permissions,perm_android_permission_ACCESS_NETWORK_STATE,suspicious_getSubscriberId,suspicious_Ldalvik_system_DexClassLoader_,n_providers,suspicious_sendTextMessage,intent_android_intent_action_PACKAGE_ADDED,suspicious_Ljava_lang_System___load,suspicious_Ldalvik_system_PathClassLoader_,suspicious_Ljava_lang_System___loadLibrary,suspicious_getPackageInfo,n_services,perm_com_android_vending_BILLING,intent_com_google_android_c2dm_intent_RECEIVE,intent_android_intent_action_VIEW,n_receivers,perm_com_google_android_c2dm_permission_RECEIVE,perm_android_permission_SET_WALLPAPER,n_permissions,perm_android_permission_SEND_SMS,perm_android_permission_FLASHLIGHT,intent_com_google_android_gms_measurement_UPLOAD,intent_show_lock_set_email,perm_android_permission_READ_CELL_BROADCASTS,label
14,12,0,5,1,1,5,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0
11,12,0,3,0,1,5,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
13,11,0,4,0,1,4,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
13,11,0,5,0,1,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
12,11,0,5,0,0,5,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0
12,11,0,5,0,0,5,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0
14,12,0,4,0,1,5,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0
14,13,0,5,1,1,5,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
12,11,0,5,0,0,5,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0
12,11,0,5,0,0,5,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0
13,15,0,6,1,1,6,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
10,12,0,9,0,1,5,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0
9,11,0,3,0,1,4,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
14,12,0,4,0,1,5,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
13,15,0,4,0,1,6,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
15,12,0,5,1,1,5,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0
15,12,0,5,1,1,5,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0
8,12,0,9,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15,12,0,4,0,1,5,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
11,8,0,6,1,1,3,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,2,0,0,0,0,0,0
15,12,0,4,0,1,5,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
12,8,0,6,1,1,3,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0
7,12,0,7,1,1,5,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
14,15,0,4,0,1,5,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
13,15,0,4,1,1,6,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
9,11,0,3,1,1,4,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,4,0,0,0,0,0,0
15,13,0,4,0,1,6,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1
12,12,0,2,0,0,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12,8,0,8,0,1,5,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
16,12,0,6,1,1,5,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
14,14,0,7,0,1,7,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
10,10,0,4,0,1,4,1,0,1,2,0,0,0,0,0,1,3,0,0,0,1,0,0,2,0,0,0,0,0,0
14,15,0,4,0,1,6,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
11,16,0,4,0,1,6,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0
14,14,0,5,1,1,6,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0
14,14,0,5,1,1,6,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0
14,13,0,10,0,1,6,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
14,15,0,3,0,1,5,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
7,12,0,3,0,1,5,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
14,15,0,3,0,1,5,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
15,12,0,9,1,1,5,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,0,0,0,0,0,0
9,15,0,3,0,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
9,13,0,2,0,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
15,12,0,5,1,1,5,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0
13,15,0,2,0,1,5,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1
13,15,0,2,0,1,5,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1
13,15,0,2,0,1,5,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1
13,15,0,2,0,1,5,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1
13,15,0,2,0,1,5,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1
13,15,0,2,0,1,5,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1
13,15,0,2,0,1,5,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1
13,15,0,2,0,1,5,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1
14,15,0,4,0,1,7,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
13,15,0,2,0,1,5,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1
13,15,0,2,0,1,5,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1
13,15,0,2,0,1,5,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1
13,15,0,2,0,1,5,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1
13,15,0,2,0,1,5,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1
13,15,0,2,0,1,5,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1
13,15,0,2,0,1,5,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1
13,15,0,2,0,1,5,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1
13,15,0,2,0,1,5,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1
14,15,0,4,0,1,6,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,3,0,0,0,0,0,0
7,10,0,4,0,0,3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
13,15,0,2,0,1,5,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1
13,15,0,2,0,1,5,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1
13,15,0,2,0,1,5,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1
13,15,0,2,0,1,5,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1
13,15,0,2,0,1,5,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1
13,15,0,2,0,1,5,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1
13,15,0,2,0,1,5,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1
13,15,0,2,0,1,5,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1
13,15,0,2,0,1,5,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1
13,15,0,2,0,1,5,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1
13,15,0,2,0,1,5,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1
13,15,0,2,0,1,5,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1
13,15,0,2,0,1,5,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1
13,15,0,2,0,1,5,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1
13,15,0,2,0,1,5,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1
13,15,0,2,0,1,5,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1
11,16,0,3,0,1,7,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
13,15,0,2,0,1,5,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1
13,15,0,2,0,1,5,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1
13,15,0,2,0,1,5,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1
13,15,0,2,0,1,5,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1
13,15,0,2,0,1,5,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1
13,15,0,2,0,1,5,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1
13,15,0,2,0,1,5,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1
13,15,0,2,0,1,5,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1
13,15,0,2,0,1,5,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1
13,15,0,2,0,1,5,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1
13,15,0,2,0,1,5,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1
13,15,0,2,0,1,5,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1
13,15,0,2,0,1,5,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1
13,15,0,2,0,1,5,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1
13,16,0,4,0,1,7,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
13,15,0,2,0,1,5,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1
13,15,0,2,0,1,5,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1
13,15,0,2,0,1,5,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1
14,13,0,2,0,1,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
16,12,0,4,1,1,5,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
13,15,0,2,0,1,5,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1
13,15,0,2,0,1,5,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1
13,15,0,2,0,1,5,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1
13,13,0,6,1,1,5,1,0,1,0,0,0,0,0,0,1,1,0,0,0,3,0,0,5,0,0,0,0,0,0
13,15,0,2,0,1,5,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1
13,15,0,2,0,1,5,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1
16,12,0,6,1,1,5,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0
16,12,0,4,0,1,5,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
13,13,0,2,1,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
10,10,0,3,0,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0
16,13,0,5,0,1,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
10,12,0,9,1,1,5,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0
11,9,1,3,0,1,4,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0
13,15,0,2,0,1,5,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,1
16,13,0,4,1,1,5,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
16,13,0,8,0,1,6,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
9,7,0,6,0,1,4,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0
16,12,0,4,0,1,5,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0
13,16,0,4,1,1,7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,1
11,12,0,5,1,1,5,1,0,0,1,0,0,0,0,0,1,2,0,1,0,2,1,0,6,0,0,1,0,0,0
11,8,0,3,1,1,3,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0
16,12,0,4,0,1,5,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
14,16,0,4,1,1,7,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
10,15,0,3,0,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0
11,16,0,3,0,1,7,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
15,14,0,3,0,1,6,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
8,10,0,2,0,0,4,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
8,12,0,5,1,1,5,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0
14,13,0,9,1,1,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0
9,8,0,3,0,0,3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1
14,15,0,2,0,1,5,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1
9,8,0,3,0,0,3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
14,15,0,2,0,1,5,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1
9,8,0,3,0,0,3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1
9,8,0,3,0,0,3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1
9,8,0,3,0,0,3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1
9,8,0,3,0,0,3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1
9,8,0,3,0,0,3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1
9,8,0,3,0,0,3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1
14,15,0,2,0,1,5,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1
12,13,0,5,1,1,5,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0
13,16,0,7,0,1,5,1,0,1,1,0,0,0,0,0,1,2,0,0,0,1,1,0,4,0,0,1,0,0,0
14,16,0,3,0,1,5,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
9,8,0,3,0,0,3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1
13,15,0,2,0,1,5,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,1
12,13,1,2,1,1,6,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,1
13,15,0,2,0,1,5,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,1
13,15,0,2,0,1,5,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,1
13,15,0,2,0,1,5,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,1
13,15,0,2,0,1,5,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,1
14,16,0,4,1,1,7,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
14,16,0,4,1,1,7,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
9,16,0,3,0,1,5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
14,16,0,4,1,1,7,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
15,13,0,4,0,1,6,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,1
13,14,1,3,1,1,7,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,5,0,0,0,0,0,0
14,12,0,1,1,1,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
13,16,0,4,1,1,8,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
16,13,0,3,0,1,6,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
14,16,0,4,0,1,7,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
13,16,0,4,0,1,5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,3,1,0,0,0,0,1
16,13,0,9,0,1,6,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
12,17,0,4,1,1,6,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0
10,14,1,4,1,1,7,1,1,0,0,0,1,1,0,1,1,0,0,0,0,2,0,0,5,0,0,0,0,0,1
7,14,0,2,0,1,5,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
15,15,0,6,0,1,7,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,4,0,0,0,0,0,0
8,16,0,3,1,1,6,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
14,12,0,5,1,1,5,1,0,1,1,0,0,0,0,0,1,2,0,1,0,3,1,0,5,0,0,1,0,0,0
13,13,0,1,0,1,5,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8,16,0,6,1,1,6,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,3,0,0,0,0,0,0
11,8,0,2,1,1,5,1,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,3,0,0,0,0,0,0
16,13,0,9,1,1,6,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
12,17,0,6,1,1,6,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,4,0,0,0,0,0,0
10,12,1,3,1,1,5,0,0,0,0,0,0,1,0,1,1,3,0,0,0,1,0,0,5,0,0,0,0,0,0
11,6,0,5,1,1,5,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
13,14,0,1,0,1,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
13,17,0,6,0,1,6,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,3,0,0,0,0,0,0
10,8,0,2,1,1,5,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0
10,8,0,2,1,1,5,1,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,3,0,0,0,0,0,0
16,14,0,3,0,0,5,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1
16,14,0,3,0,0,5,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1
16,14,0,3,0,0,5,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1
16,14,0,3,0,0,5,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1
16,14,0,3,0,0,5,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1
16,14,0,3,0,0,5,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1
16,14,0,3,0,0,5,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1
16,14,0,3,0,0,5,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1
16,14,0,3,0,0,5,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1
16,14,0,3,0,0,5,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1
16,14,0,3,0,0,5,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1
16,14,0,3,0,0,5,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1
17,13,0,7,0,1,6,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
16,14,0,3,0,0,5,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1
