intent_android_net_wifi_WIFI_STATE_CHANGED,intent_android_net_conn_CONNECTIVITY_CHANGE,suspicious_sendTextMessage,suspicious_system_bin_su,perm_android_permission_READ_PHONE_STATE,suspicious_getSubscriberId,perm_android_permission_ACCESS_FINE_LOCATION,suspicious_getSimCountryIso,perm_android_permission_ACCESS_WIFI_STATE,perm_com_google_android_c2dm_permission_RECEIVE,perm_com_android_launcher_permission_INSTALL_SHORTCUT,perm_android_permission_READ_SMS,perm_android_permission_WRITE_SMS,intent_android_app_action_DEVICE_ADMIN_ENABLED,suspicious_Ldalvik_system_PathClassLoader_,intent_android_intent_action_PHONE_STATE,n_activities,perm_android_permission_SEND_SMS,suspicious_Landroid_telephony_SmsMessage___getMessageBody,n_providers,n_urls,n_services,perm_android_permission_RECEIVE_SMS,intent_com_google_android_c2dm_intent_RECEIVE,intent_android_intent_action_USER_PRESENT,suspicious_setWifiEnabled,suspicious_getSystemService,intent_android_intent_action_PACKAGE_ADDED,suspicious_Ldalvik_system_DexClassLoader_,suspicious_Base64,label
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,5,0,0,0,0,0,1,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,0,0,0,35,1,0,0,0,0,1,0,1,1,0
0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,43,0,0,1,51,2,0,0,0,0,1,0,0,1,0
0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,111,0,0,3,76,4,0,1,1,1,1,0,0,1,0
0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,27,0,0,2,69,4,0,0,0,0,1,0,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1,0,1,1,0,1,0,1,0,1,0,0,0,1,0,72,1,0,7,3,8,0,0,1,0,1,1,0,1,0
0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,10,0,0,0,15,0,0,0,0,1,1,0,1,1,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,5,0,0,1,6,0,0,0,0,0,1,0,0,1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4,0,0,0,21,0,0,0,0,0,1,0,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,0,0,1,20,0,0,0,0,0,1,0,1,1,0
0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,6,0,0,2,21,6,0,1,0,1,1,0,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18,0,0,0,25,0,0,0,0,0,1,0,1,1,0
0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,18,0,0,1,64,12,0,1,0,0,1,0,1,1,1
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,1,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,1,1,74,0,0,0,0,1,1,0,1,1,0
0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,52,0,0,5,109,18,0,1,0,0,1,0,1,1,0
0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,32,0,0,0,0,0,1,0,1,1,0
0,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,107,0,0,0,120,5,0,0,1,1,1,1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,0,0,2,24,3,0,0,0,0,1,0,1,1,0
0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,9,0,0,0,6,1,0,0,0,0,1,0,0,1,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,13,0,0,1,189,9,0,1,0,0,1,0,1,1,1
0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,4,0,0,2,26,0,0,0,0,0,1,0,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,80,0,0,0,31,0,0,0,0,0,1,0,1,1,0
0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,4,0,0,0,15,2,0,0,0,0,1,0,0,1,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,34,1,0,0,2,1,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,18,0,0,0,0,0,1,0,1,1,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,17,0,0,5,49,10,0,1,0,0,1,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,4,41,12,0,0,0,0,1,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
0,0,1,0,1,1,1,1,1,0,0,1,1,0,0,0,6,1,1,0,29,3,1,0,0,1,1,0,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,1,0,0,1,0
0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,38,0,0,2,98,6,0,1,0,0,1,0,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,19,1,0,0,0,0,1,0,1,1,0
0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,7,0,0,1,22,6,0,1,0,0,1,0,1,1,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,0,0,1,41,7,0,1,0,0,1,0,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,14,8,0,0,0,0,1,0,1,1,1
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,25,0,0,0,0,0,1,0,1,1,0
0,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,79,0,0,2,182,15,0,0,1,0,1,1,1,1,0
0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,6,0,0,0,0,0,1,0,1,1,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,18,0,0,3,75,10,0,1,0,0,1,0,1,1,1
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,1,4,3,0,1,0,0,1,0,0,1,0
0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,5,0,0,1,45,9,0,1,0,0,1,0,1,1,1
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16,0,0,0,33,0,0,0,0,0,1,0,1,1,0
0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,193,0,0,3,370,7,1,1,1,0,1,0,1,1,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,5,0,0,1,19,2,0,1,0,0,1,0,1,1,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,6,0,0,1,35,2,0,0,0,0,1,0,1,1,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,1,0,1,1,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,7,0,0,1,24,4,0,1,0,0,1,0,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,27,0,0,0,26,25,0,0,0,0,1,0,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,1,26,0,0,0,0,0,1,0,0,1,0
0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,23,0,0,1,60,4,0,0,0,0,1,0,1,1,0
0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,16,1,0,0,22,7,0,0,0,1,1,1,1,1,0
0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,10,0,0,1,12,3,0,1,0,0,1,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,26,0,0,0,0,0,1,0,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,17,0,0,0,0,0,1,0,1,1,0
0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,145,0,0,2,174,11,0,1,0,0,1,0,0,1,0
0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,1,13,1,0,2,28,8,1,1,0,0,1,0,1,1,1
0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,10,0,0,1,37,3,0,1,0,0,1,0,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,6,0,0,0,36,2,0,1,0,0,1,0,1,1,1
0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,14,0,0,5,70,14,0,1,0,0,1,0,1,1,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,1,23,1,0,1,0,0,1,0,1,1,0
0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,14,0,0,0,34,4,0,1,0,0,1,0,0,1,0
0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,92,0,0,1,69,14,0,0,1,0,1,0,1,1,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,20,0,0,0,0,0,1,0,0,0,0
0,1,0,0,1,1,1,1,1,1,0,0,0,0,1,0,37,0,0,8,65,17,0,1,0,1,1,0,0,1,0
0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,3,0,0,1,3,3,0,1,0,0,1,0,0,1,0
0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,19,0,0,1,44,0,0,0,0,0,1,0,1,1,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1,16,2,0,0,0,0,1,0,1,1,0
0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,5,0,0,0,32,0,0,0,0,0,1,0,1,1,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,7,0,0,1,23,2,0,1,0,0,1,0,1,1,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,0,0,0,39,0,0,0,0,0,1,0,1,1,0
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,12,0,0,0,20,8,0,1,0,0,1,0,1,1,1
0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,72,0,0,2,155,10,0,1,0,0,1,0,1,1,0
0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,10,0,0,2,24,2,0,1,0,0,1,0,1,1,0
0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,5,0,0,2,31,12,0,1,0,0,1,0,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,22,0,0,0,0,0,1,0,1,1,0
0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,1,0,0,0,0
0,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,7,0,0,0,16,2,0,0,1,1,1,1,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,21,0,0,0,0,0,1,0,1,1,0
0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,42,0,0,1,105,4,0,0,0,0,1,0,1,1,0
0,1,0,0,1,1,0,1,1,1,0,0,0,0,1,0,31,0,0,3,158,5,0,0,0,0,1,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,13,0,0,0,0,0,1,0,1,1,0
0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,54,0,0,2,103,20,0,1,0,0,1,0,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1,12,0,0,0,0,0,1,0,0,1,1
0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,0,0,0,33,0,0,0,0,0,1,0,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,6,0,0,0,40,0,0,0,0,0,1,0,1,1,0
0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,19,0,0,1,47,6,0,1,0,0,1,0,0,1,0
0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,36,0,0,2,84,14,0,1,0,0,1,0,1,1,0
0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,6,0,0,1,31,7,0,1,0,0,1,0,1,1,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,0,0,1,17,1,0,0,0,0,1,0,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,1,25,2,0,0,0,0,1,0,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,2,0,0,0,0,0,1,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,1,0,0,0,0,1,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,32,0,0,0,0,0,1,0,1,1,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,38,0,0,0,14,36,0,0,0,0,1,0,1,1,0
0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,4,0,1,0,20,0,0,0,0,0,1,0,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,1,0,0,0,0,1,0,0,1,1
0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,48,0,0,0,73,0,0,0,0,0,1,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,0,0,24,0,0,0,0,0,1,0,1,1,1
0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,6,0,0,0,18,0,0,0,0,0,1,0,1,1,0
0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,6,0,0,1,6,4,0,1,0,0,1,0,0,1,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,70,0,0,2,41,3,0,0,0,0,1,0,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,52,1,0,1,0,0,1,0,1,1,0
0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,51,0,0,2,43,6,0,1,0,0,1,0,0,1,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4,0,0,0,23,0,0,0,0,0,1,0,1,1,0
0,0,0,1,1,1,0,1,1,1,0,0,0,0,1,0,20,0,0,4,65,20,0,1,0,0,1,1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,15,0,0,0,0,0,1,0,1,1,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,47,0,0,3,95,13,0,1,0,0,1,0,1,1,1
0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,16,0,0,5,79,5,0,1,0,1,1,0,1,1,0
0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,169,0,0,5,115,13,0,1,0,0,1,0,1,1,1
0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,5,0,0,2,35,3,0,1,0,0,1,0,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,204,0,0,13,0,26,0,0,1,0,0,1,0,0,0
0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,6,0,0,0,23,0,0,0,0,0,1,0,1,1,0
0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,7,0,0,1,35,3,0,0,0,0,1,0,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,11,1,0,0,0,0,1,0,1,1,0
0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,18,0,0,1,0,6,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,0,0,0,20,0,0,0,0,0,1,0,1,1,0
0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,9,0,0,0,30,0,0,0,0,0,1,0,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,19,0,0,0,0,0,1,0,1,1,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,41,0,0,0,0,0,1,0,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,19,0,0,0,0,0,1,0,1,1,0
0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,36,0,0,2,75,16,0,1,0,0,1,0,1,1,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,0,0,0,2,0,0,0,0,0,1,0,1,1,1
0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,44,0,0,3,44,6,0,1,0,0,1,0,1,1,0
0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,10,0,0,2,28,4,0,1,0,0,1,0,1,1,1
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,2,0,0,0,0,0,1,0,0,0,0
0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,11,0,0,2,21,3,0,1,0,0,1,0,1,1,0
0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,36,0,1,0,106,5,0,0,0,0,1,0,1,1,0
0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,20,0,0,1,25,0,0,0,0,0,1,0,1,1,0
0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,33,0,0,2,27,6,0,1,0,0,1,0,0,1,1
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,34,0,0,7,76,9,0,1,0,0,1,0,1,1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,0,0,0,27,0,0,0,0,0,1,0,1,1,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11,0,0,0,42,0,0,0,0,0,1,0,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,34,0,0,0,0,0,1,0,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,16,0,0,0,0,0,1,0,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,1,22,0,0,0,0,0,1,0,1,1,1
0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,5,0,0,0,2,1,0,0,1,0,1,0,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,19,0,0,0,0,0,1,0,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,20,0,0,0,0,0,1,0,1,1,0
0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,4,0,0,0,12,2,0,0,0,0,0,1,0,1,0
0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,13,0,0,0,50,4,0,0,0,0,1,0,1,1,0
0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,16,0,1,0,19,11,0,1,0,0,1,1,0,1,0
0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,34,0,0,0,16,0,0,0,0,0,1,0,0,1,1
0,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,10,1,0,0,166,7,0,0,1,1,1,0,1,1,0
0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,16,0,0,3,2,7,0,1,0,0,1,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,37,0,0,0,0,0,1,0,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,19,0,0,0,0,0,1,0,1,1,0
