perm_com_android_launcher_permission_WRITE_SETTINGS,perm_android_permission_SEND_SMS,perm_com_android_launcher2_permission_READ_SETTINGS,n_permissions,perm_android_permission_MOUNT_UNMOUNT_FILESYSTEMS,perm_android_permission_READ_PHONE_STATE,perm_android_permission_CHANGE_NETWORK_STATE,perm_android_permission_READ_LOGS,perm_android_permission_GET_TASKS,intent_com_google_firebase_MESSAGING_EVENT,perm_android_permission_ACCESS_DOWNLOAD_MANAGER,perm_android_permission_WRITE_SMS,perm_android_permission_READ_SMS,intent_com_google_android_c2dm_intent_RECEIVE,perm_com_google_android_finsky_permission_BIND_GET_INSTALL_REFERRER_SERVICE,perm_android_permission_CHANGE_WIFI_STATE,perm_com_android_launcher_permission_READ_SETTINGS,perm_android_permission_WRITE_SETTINGS,n_providers,perm_android_permission_WRITE_OWNER_DATA,intent_com_google_firebase_INSTANCE_ID_EVENT,perm_android_permission_SYSTEM_ALERT_WINDOW,perm_com_android_vending_CHECK_LICENSE,perm_android_permission_BROADCAST_STICKY,perm_android_permission_RECEIVE_SMS,n_urls,perm_android_permission_DISABLE_KEYGUARD,perm_android_permission_ACCESS_WIFI_STATE,perm_android_permission_RECEIVE_MMS,n_api_calls,label
0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,27,0,0,0,18,0
0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,23,0
0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0
0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,3,0
0,0,0,22,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,21,1,1,0,38,0
0,0,0,25,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,9,0,0,0,20,0
0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,26,0
0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,18,0
0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,24,0,0,0,21,0
0,0,0,17,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,25,0,0,0,29,0
0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,12,1
0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,65,0,1,0,27,0
0,0,0,6,0,0,0,0,0,0,0,0,0,1,1,0,0,0,8,0,1,0,0,0,0,57,0,0,0,27,0
0,0,0,8,0,0,0,0,0,1,0,0,0,1,1,0,0,0,5,0,1,0,0,0,0,127,0,1,0,34,0
0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,1,0,28,0
0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13,0,0,0,23,0
0,0,0,11,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,1,0,21,0
0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,18,0
0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,24,0,0,0,14,0
0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,24,0,0,0,15,0
0,0,0,11,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,37,0,1,0,17,0
0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,105,0,0,0,17,0
0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,1,0,36,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,33,0,0,0,18,0
0,0,0,13,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,1,1,0,19,0
0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,45,0
0,0,0,27,0,0,0,0,0,1,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,33,0,0,0,31,0
0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,17,1
1,1,0,24,1,1,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,1,24,0,1,0,53,0
0,0,0,7,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,61,0,0,0,10,0
0,0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,27,0,0,0,22,0
0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,1,0,34,0
0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1,0,5,0
0,0,0,28,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0
0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,23,0
0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,22,0,1,0,20,1
0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,1,0,17,0
0,0,0,16,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,71,0,1,0,48,0
0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,5,0
0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,22,0,0,0,13,1
0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0
0,0,0,29,1,1,1,1,1,0,0,0,0,0,0,1,0,1,6,0,0,1,0,0,0,3,0,1,0,5,0
0,0,0,10,0,0,0,0,0,1,0,0,0,1,1,0,0,0,5,0,1,0,0,0,0,68,0,0,0,24,0
0,0,0,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,19,0
0,0,0,17,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,110,0,1,0,27,0
0,0,0,11,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,51,0,1,0,22,0
0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,27,0,0,0,17,0
0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,176,0,0,0,23,0
0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,35,0,1,0,20,0
0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,44,0,0,0,14,0
0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,13,0
0,1,0,25,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,22,0,1,0,25,0
0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,17,0
0,0,0,17,0,0,0,0,0,1,0,0,1,1,1,0,0,0,2,0,1,1,0,0,1,48,0,0,0,38,0
0,0,0,8,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,23,0,0,0,7,0
0,1,0,41,1,1,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,1,1,38,1,1,1,27,1
0,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,22,0,1,0,12,0
0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,1,0,25,0
0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,24,0
0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
0,0,0,18,1,1,0,1,0,1,0,0,0,1,1,0,0,1,5,0,1,0,0,0,0,46,0,1,0,23,0
0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,1,0,8,0
0,0,0,17,0,1,0,0,0,1,0,0,1,1,0,0,0,0,3,0,1,0,0,0,1,80,0,1,0,30,0
0,0,0,8,0,0,0,0,0,1,0,0,0,1,1,0,0,0,3,0,1,0,0,0,0,36,0,0,0,24,0
0,0,0,16,1,1,0,0,0,1,0,0,0,1,1,0,0,0,5,0,1,0,0,0,0,157,0,0,0,23,0
0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,13,0
0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,35,0,0,0,21,0
0,0,0,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,0,0,0,53,0,0,0,20,0
0,0,0,16,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
0,0,0,26,0,1,0,0,0,1,0,0,0,1,0,0,0,0,5,0,1,0,0,0,0,57,0,0,0,32,0
0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,18,0
0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,5,0,1,0,23,0
0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,127,0,0,0,45,0
0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,44,0,0,0,23,1
0,0,0,32,1,1,1,0,1,0,0,0,0,1,0,1,0,1,2,0,1,1,0,0,0,49,1,1,0,39,0
0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,19,0
1,0,1,52,1,1,1,1,1,0,1,0,0,0,0,1,1,1,3,0,0,1,0,1,0,212,0,1,0,39,0
0,0,0,25,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,19,0,0,0,19,0
0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,1,0,18,0
0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,105,0,1,0,47,1
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,8,0
0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,18,0
0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,38,1,1,0,16,1
0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,18,0
0,0,0,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,30,0,0,0,22,0
0,0,0,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,38,0,1,0,37,0
0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,23,0,0,0,21,0
0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,65,0,1,0,27,0
0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,1,0,23,0
0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,0
0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,32,0,0,0,23,0
0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1,0,28,0
0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,1,0,35,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,33,0,1,0,19,0
0,0,0,15,0,0,0,0,0,1,0,0,0,1,1,0,0,0,2,0,1,0,0,0,0,41,0,1,0,29,0
0,0,0,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,22,0,0,0,12,0
0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,38,0
0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0,1,0,28,0
0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,105,0,1,0,47,0
0,0,0,13,0,0,0,0,0,1,0,0,0,1,1,0,0,0,4,0,1,0,1,0,0,93,1,1,0,14,0
0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,17,0
0,0,0,12,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5,0,0,0,0,0,0,25,0,0,0,27,0
0,0,0,12,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,15,0,1,0,18,0
0,0,0,30,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0
0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,0,6,0
0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,5,0
0,1,0,14,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,19,0,1,0,40,0
1,1,1,199,0,1,1,1,1,0,0,0,1,0,0,1,1,1,2,0,0,1,0,1,1,108,0,1,0,57,0
0,0,0,11,0,0,0,0,0,1,0,0,0,1,1,0,0,0,7,0,0,0,0,0,0,195,0,1,0,22,0
0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,28,0
0,0,0,8,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,23,0,1,0,5,0
0,0,0,22,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,2,0,1,0,6,0
0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,41,0,1,0,42,0
0,1,0,36,1,1,0,1,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,1,1,0,0,0
0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,49,0,0,0,14,0
0,0,0,9,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,65,0,1,0,27,0
0,0,0,27,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,30,0,1,0,24,0
0,1,0,14,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,1,0,6,0
0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,13,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,44,0,0,0,14,0
0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,1,0,19,0
0,0,0,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,17,0
0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,1,0,36,0
0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,11,0,0,0,11,0
0,0,0,5,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,5,0,1,0,19,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0
0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,11,1
0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,17,1
0,0,0,31,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,45,0,0,0,60,0
0,0,0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,36,0,0,0,23,0
0,0,0,18,0,1,1,0,0,1,0,0,0,1,1,1,0,0,2,0,1,0,0,0,0,91,0,1,0,31,1
0,1,0,15,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,14,0
0,0,0,7,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,1,0,0,0,0,29,0,0,0,23,0
0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,27,0
0,0,0,13,0,0,0,0,0,1,0,0,0,1,1,0,0,0,3,0,1,0,0,0,0,64,0,1,0,25,1
0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19,0,1,0,26,0
0,0,0,11,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,74,0,0,0,18,0
0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,4,0
0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,4,0
0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,50,0,0,0,22,0
0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,18,0
0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,24,0
0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,1,0,25,0
0,0,0,5,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,31,0,0,0,6,0
0,0,0,9,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5,0,1,0,0,0,0,73,0,0,0,29,1
0,0,0,11,0,0,0,0,0,1,0,0,0,1,1,0,0,1,4,0,1,0,0,0,0,25,0,1,0,20,0
0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,5,0,0,0,15,0
0,1,0,50,1,1,1,1,1,0,0,1,1,0,0,0,1,0,1,1,0,1,0,1,1,22,1,1,1,41,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,32,0
0,0,0,26,0,0,0,0,0,1,0,0,0,1,1,0,0,0,5,0,1,1,0,0,0,70,0,0,0,36,0
0,0,0,16,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,22,0
0,0,0,16,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,1,1,0,0,0,135,1,1,0,11,0
0,0,0,5,0,0,0,0,0,1,0,0,0,1,1,0,0,0,2,0,1,0,0,0,0,36,0,0,0,20,0
0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,1,0,16,0
0,0,0,15,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,31,0
0,0,0,10,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,66,0,0,0,13,0
1,0,0,47,0,1,1,1,1,0,0,0,0,1,1,1,1,1,8,0,1,1,0,1,0,137,0,1,0,51,0
0,0,0,7,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,15,0,0,0,24,0
0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,26,0,1,0,20,0
0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,17,0
0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,1,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,19,0
0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12,0,1,0,26,0
0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16,0
0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,15,0
0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,40,0,0,0,24,0
0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,12,0,1,0,26,0
0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,16,0
0,1,0,42,1,1,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,1,1,0,1,1,1,0,0
0,0,0,16,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,51,0,1,0,34,0
0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,1,0,22,0
0,1,0,19,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,62,0,0,0,41,0
0,0,0,23,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,32,0,1,0,38,0
0,0,0,10,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,3,0
0,0,0,18,1,1,1,0,0,0,0,0,0,0,0,1,0,1,2,0,0,1,0,0,0,69,0,1,0,29,0
0,0,0,11,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,63,0,0,0,32,0
0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,27,0
0,0,0,20,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,83,0,1,0,42,0
1,1,1,168,1,1,1,1,1,0,1,0,1,0,1,1,1,1,16,1,0,1,1,1,1,57,1,1,0,32,0
0,0,0,13,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,25,0,1,0,22,0
0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,120,0,1,0,46,0
0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,22,1
0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,16,0
0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,19,0
0,0,0,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,29,0,1,0,26,0
0,0,0,11,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,63,0,0,0,28,0
0,0,0,22,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,42,0,1,0,34,0
