intent_android_intent_action_PACKAGE_CHANGED,intent_android_intent_action_PACKAGE_ADDED,intent_android_net_conn_CONNECTIVITY_CHANGE,intent_android_intent_action_PACKAGE_RESTARTED,intent_android_intent_action_PACKAGE_REMOVED,n_api_calls,n_providers,perm_android_permission_GET_TASKS,intent_com_google_android_c2dm_intent_RECEIVE,intent_android_intent_action_QUICKBOOT_POWERON,intent_android_intent_action_BOOT_COMPLETED,intent_android_app_action_DEVICE_ADMIN_ENABLED,suspicious_Ldalvik_system_PathClassLoader_,perm_android_permission_ACCESS_COARSE_LOCATION,intent_cryopiggy_start,intent_android_intent_action_ACTION_POWER_DISCONNECTED,intent_android_intent_action_ACTION_POWER_CONNECTED,perm_com_google_android_c2dm_permission_RECEIVE,intent_android_intent_action_EXTERNAL_APPLICATIONS_AVAILABLE,intent_com_google_firebase_INSTANCE_ID_EVENT,intent_android_intent_action_PACKAGE_REPLACED,perm_android_permission_CHANGE_NETWORK_STATE,intent_com_google_firebase_MESSAGING_EVENT,n_urls,n_activities,n_used_permissions,n_services,perm_com_android_launcher_permission_INSTALL_SHORTCUT,intent_com_android_vending_INSTALL_REFERRER,intent_com_evernote_android_job_ADD_JOB_CREATOR,label
0,0,0,0,0,18,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,64,6,7,8,0,1,0,0
0,0,1,0,0,15,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,63,7,6,8,0,1,0,0
0,0,0,0,0,19,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,64,6,9,8,0,1,0,0
0,0,0,0,0,22,2,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,57,11,9,2,0,1,0,0
0,0,0,0,0,19,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,64,6,9,8,0,1,0,0
0,1,0,0,0,19,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,54,9,6,2,0,1,0,1
0,0,0,0,0,13,3,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,1,62,10,5,15,0,1,0,0
0,0,0,0,0,19,1,0,1,0,1,0,1,1,0,1,1,1,0,1,0,0,1,62,16,7,8,0,1,0,1
0,0,0,0,0,15,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,57,12,8,5,0,1,0,0
0,0,1,0,0,14,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,62,10,7,4,0,0,0,0
0,0,0,0,0,28,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,62,13,10,11,0,1,0,0
0,0,0,0,0,17,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,59,10,4,2,0,0,0,0
0,0,0,0,0,12,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,59,7,5,7,0,1,0,0
0,0,0,0,0,16,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,53,10,7,3,0,0,0,0
0,0,0,0,0,19,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,66,8,9,10,0,1,0,0
0,0,1,0,0,27,2,0,1,1,1,0,1,0,0,0,0,1,0,1,1,0,1,55,16,12,14,0,0,1,1
0,0,0,0,0,12,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,61,8,5,7,0,1,0,0
0,0,1,1,0,16,5,0,1,1,1,0,1,0,0,0,0,1,0,1,1,0,1,54,17,9,8,0,1,0,0
0,0,0,0,0,12,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,51,11,5,9,0,0,0,0
0,0,0,0,0,24,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,53,8,9,3,0,1,0,0
0,0,0,0,0,13,4,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,56,16,7,9,0,1,0,0
0,0,0,0,0,22,2,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,47,7,9,8,0,1,0,0
0,0,0,0,0,26,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,55,16,10,6,0,0,0,0
0,0,0,0,0,17,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,53,14,7,2,0,1,0,0
0,0,1,0,0,23,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,57,17,10,3,0,1,0,0
0,0,0,0,0,17,2,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,49,6,10,6,0,1,0,0
0,0,0,0,0,15,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,55,11,10,6,0,0,0,0
0,0,0,0,0,18,2,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,46,7,7,10,0,0,0,0
0,0,0,0,0,26,5,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,56,13,10,6,0,1,0,0
0,0,0,0,0,22,3,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,58,6,13,5,0,1,0,0
0,0,0,0,0,21,2,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,50,12,12,7,0,1,0,0
0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,11,6,1,0,0,0,0
0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,11,6,1,0,0,0,0
0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,11,6,1,0,0,0,0
0,0,0,0,0,19,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,47,11,10,6,0,1,0,0
0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,11,6,1,0,0,0,0
0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,11,6,1,0,0,0,0
0,0,0,0,0,18,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,60,12,7,3,0,1,0,0
0,0,0,0,0,21,2,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,47,8,10,10,0,1,0,0
0,0,0,0,0,18,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,48,13,8,3,0,1,0,0
0,0,0,0,0,22,2,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,62,16,9,3,0,1,0,0
0,0,0,0,0,21,5,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,58,17,10,5,0,1,0,0
0,0,0,0,0,20,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,67,8,9,10,0,1,0,0
0,0,0,0,0,15,3,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,47,11,9,8,0,1,0,0
0,0,0,0,0,23,3,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,1,49,17,9,9,0,1,0,0
0,1,0,0,0,20,5,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,51,10,10,2,0,0,0,0
0,0,0,0,0,26,2,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,56,6,14,7,0,1,0,0
0,0,0,0,0,19,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,67,12,9,10,0,1,0,0
0,0,0,0,0,24,4,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,53,16,13,6,0,1,0,0
0,0,0,0,0,25,2,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,49,15,11,10,0,1,0,0
0,0,0,0,0,28,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,59,16,11,9,0,0,0,0
0,0,0,0,0,18,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,52,19,9,8,0,0,0,0
0,0,0,0,0,18,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,49,10,7,2,0,1,0,0
0,0,0,0,0,23,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,53,13,9,1,0,1,0,0
0,0,0,0,0,21,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,52,16,11,4,0,0,0,1
0,0,0,0,0,14,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,50,14,6,9,0,0,0,0
0,0,0,0,0,15,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,51,7,7,4,0,1,0,0
0,0,0,0,0,24,1,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,63,14,10,3,0,1,0,0
0,0,0,0,0,21,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,49,16,9,7,0,1,0,0
0,0,0,0,1,22,4,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,50,19,9,8,0,1,0,0
0,0,1,0,0,27,4,0,1,1,1,0,1,0,0,1,1,1,0,1,0,0,1,50,11,11,16,0,1,0,0
0,0,0,0,0,19,2,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,1,49,19,9,8,0,0,0,0
0,0,0,0,0,28,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,63,8,10,7,0,1,0,0
0,0,0,0,0,22,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,53,13,12,2,0,1,0,0
0,0,0,0,0,14,2,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,54,19,6,6,0,1,0,0
0,1,0,0,0,24,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,54,9,11,2,0,0,0,0
0,0,0,0,0,20,3,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,47,6,8,5,0,1,0,0
0,0,0,0,0,26,2,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,56,16,10,5,0,0,0,0
0,0,0,0,0,18,1,0,1,0,1,0,1,0,0,0,0,1,1,1,0,0,1,46,10,7,4,0,1,0,0
0,0,0,0,0,26,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,56,16,10,5,0,0,0,0
0,0,0,0,0,18,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,45,7,7,6,0,0,0,0
0,0,0,0,0,22,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,46,9,9,6,0,1,0,0
0,0,0,0,0,12,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,58,18,7,6,0,1,0,0
0,0,0,0,0,20,2,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,57,13,9,3,0,0,0,0
0,0,0,0,0,24,3,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,60,3,10,4,0,1,0,0
0,0,0,0,0,19,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,53,3,7,3,0,1,0,0
0,0,0,0,0,13,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,52,9,5,4,0,1,0,0
0,0,1,0,0,27,3,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,56,4,11,14,0,1,0,0
0,0,0,0,0,22,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,57,18,7,6,0,1,0,0
0,0,0,0,0,18,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,66,12,8,4,0,1,0,0
0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,9,8,1,0,0,0,0
0,0,0,0,0,24,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,55,3,11,6,0,0,0,0
0,0,0,0,0,22,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,51,12,11,2,0,0,0,1
0,0,0,0,0,20,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,68,8,9,10,0,1,0,0
0,0,0,0,0,27,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,55,11,11,2,0,0,0,0
0,0,0,0,0,20,2,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,49,4,12,5,0,1,0,0
0,0,0,0,0,22,3,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,1,45,10,8,8,0,1,0,0
0,0,0,0,0,16,4,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,54,14,12,7,0,1,0,0
0,0,0,0,0,29,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,63,6,10,8,0,1,0,0
0,0,0,0,0,18,2,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,50,21,8,8,0,1,0,0
0,0,0,0,0,28,2,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,55,3,11,6,0,1,0,0
0,0,0,0,0,22,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,58,11,11,3,0,1,0,0
0,0,0,0,0,20,2,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,44,10,10,8,0,1,0,0
0,0,0,0,0,25,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,62,13,12,3,0,1,0,0
0,0,0,0,0,29,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,63,8,10,7,0,1,0,0
0,0,0,0,0,18,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,68,9,10,10,0,1,0,0
0,0,0,0,0,23,1,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0,59,21,10,7,0,1,0,0
0,0,0,0,0,26,2,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,54,17,10,5,0,0,0,0
0,0,0,0,0,28,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,53,7,8,2,0,1,0,0
0,0,0,0,0,17,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,54,6,7,1,0,0,0,0
0,0,0,0,0,15,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,54,5,8,5,0,0,0,0
0,0,0,0,0,16,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,61,18,7,5,0,1,0,0
0,0,0,0,0,17,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,62,10,9,3,0,0,0,0
0,0,1,0,0,15,1,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,1,44,8,7,14,0,1,0,0
0,0,0,0,0,16,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,58,13,7,2,0,0,0,0
0,0,0,0,0,15,2,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,66,13,7,7,0,1,0,0
0,0,1,0,0,14,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,66,11,7,4,0,0,0,0
0,0,0,0,0,23,3,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,46,14,9,15,0,1,0,0
0,0,0,0,0,23,2,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,1,64,19,10,11,0,1,0,0
0,0,0,0,0,20,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,63,14,11,5,0,0,0,0
0,0,0,0,0,27,1,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,45,13,10,12,0,1,0,0
0,0,0,0,0,18,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,45,8,7,7,0,0,0,0
0,0,0,0,0,20,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,63,14,11,5,0,0,0,0
0,0,0,0,0,29,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,48,7,10,9,0,1,0,0
0,0,0,0,0,14,3,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,52,8,7,7,1,1,0,0
0,0,0,0,0,23,2,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,1,48,19,10,8,0,0,0,0
0,0,1,0,0,21,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,52,8,8,2,0,0,0,0
0,0,0,0,0,24,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,56,9,11,2,0,0,0,0
0,0,0,0,0,22,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,56,18,10,2,1,0,0,0
0,0,0,0,0,22,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,58,19,7,6,0,1,0,0
0,0,0,0,0,22,3,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,46,15,8,7,0,1,0,0
0,0,0,0,0,20,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,67,11,9,6,0,1,0,0
0,0,0,0,0,22,2,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,46,5,9,7,0,1,0,0
0,0,0,0,0,25,3,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,47,16,9,7,0,1,0,0
0,0,1,0,0,22,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,69,13,9,10,0,1,0,0
0,0,0,0,0,30,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,54,12,10,6,0,0,0,1
0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,11,6,1,0,0,0,0
0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,4,6,2,0,1,0,0
0,0,0,0,0,23,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,54,10,11,0,0,0,0,0
0,0,0,0,0,29,2,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,50,11,12,4,0,1,0,0
0,1,1,0,1,32,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,53,9,10,9,0,0,0,1
0,0,0,0,0,20,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,59,8,9,1,0,0,0,1
0,0,0,0,0,21,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,46,9,9,5,0,0,0,0
0,0,0,0,0,14,2,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,47,17,6,10,0,0,0,0
0,0,0,0,0,17,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,47,4,9,5,0,1,0,0
0,0,0,0,0,25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,49,7,10,4,0,1,0,0
0,0,0,0,0,26,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,55,19,10,5,0,0,0,0
0,0,0,0,0,15,1,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,1,67,11,7,11,0,1,0,0
0,0,0,0,0,26,4,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,52,15,11,13,0,1,0,0
0,0,0,0,0,17,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,50,9,9,1,0,1,0,0
0,0,0,0,0,22,2,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,1,47,19,8,8,0,0,0,0
0,0,0,0,0,22,2,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,1,47,19,8,8,0,0,0,0
0,0,0,0,0,22,2,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,1,47,19,8,8,0,0,0,0
0,0,0,0,0,22,2,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,1,47,19,8,8,0,0,0,0
0,1,0,0,0,28,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,49,6,11,4,0,1,0,0
0,0,0,0,0,22,2,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,1,47,19,8,8,0,0,0,0
0,0,0,0,0,22,2,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,1,47,19,8,8,0,0,0,0
0,0,0,0,0,12,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,66,8,5,7,0,1,0,0
0,0,0,0,0,22,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,51,8,8,1,0,0,0,0
0,0,0,0,0,29,4,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,48,9,10,11,0,1,0,0
0,0,0,0,0,20,2,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,47,6,8,8,0,1,0,0
0,0,0,0,0,16,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,62,11,7,3,0,0,0,0
0,0,0,0,0,23,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,50,9,9,3,0,1,0,0
0,0,1,0,0,23,5,0,1,0,1,0,1,0,0,1,1,1,0,1,0,0,1,45,4,11,10,0,1,0,0
0,0,0,0,0,17,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,50,11,6,0,0,1,0,0
0,1,0,0,0,18,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,52,11,7,0,0,0,0,0
0,0,0,0,0,16,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,59,6,7,1,0,0,0,0
0,1,0,0,0,22,6,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,68,14,10,10,0,1,0,0
0,0,0,0,0,27,5,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,56,7,15,4,0,1,0,0
0,0,0,0,0,24,3,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,45,4,10,7,0,1,0,0
