suspicious_getSubscriberId,suspicious_sendTextMessage,n_used_permissions,perm_android_permission_READ_PHONE_STATE,perm_android_permission_ACCESS_FINE_LOCATION,n_urls,n_permissions,suspicious_Ldalvik_system_PathClassLoader_,suspicious_Ljava_lang_Runtime___exec,perm_android_permission_WRITE_EXTERNAL_STORAGE,perm_android_permission_READ_EXTERNAL_STORAGE,n_activities,suspicious_Cipher,perm_android_permission_ACCESS_COARSE_LOCATION,suspicious_Ljava_lang_System___load,suspicious_Ldalvik_system_DexClassLoader_,n_providers,suspicious_Ljava_lang_System___loadLibrary,suspicious_Base64,suspicious_getPackageInfo,n_services,perm_android_permission_CAMERA,perm_android_permission_VIBRATE,perm_android_permission_ACCESS_NETWORK_STATE,n_api_calls,intent_android_intent_action_MAIN,perm_android_permission_SET_WALLPAPER,n_receivers,perm_telecom_mdesk_permission_WRITE_SETTINGS,perm_com_yulong_android_launcher3_WRITE_SETTINGS,label
0,0,5,0,0,12,5,0,0,0,0,5,1,0,0,1,0,0,1,1,0,0,0,1,11,1,0,0,0,0,0
0,0,5,0,0,12,5,0,0,0,0,5,1,0,0,1,0,0,1,1,0,0,0,1,11,1,0,0,0,0,0
0,0,5,0,0,12,5,0,0,0,0,5,1,0,0,1,0,0,1,1,0,0,0,1,11,1,0,0,0,0,0
0,0,5,0,0,12,5,0,0,0,0,5,1,0,0,1,0,0,1,1,0,0,0,1,11,1,0,0,0,0,1
0,0,5,0,0,12,5,0,0,0,0,5,1,0,0,1,0,0,1,1,0,0,0,1,11,1,0,0,0,0,0
0,0,5,0,0,12,3,0,0,0,0,5,1,0,0,1,0,0,1,1,0,0,0,1,11,1,0,0,0,0,0
0,0,5,0,0,12,3,0,0,0,0,5,1,0,0,1,0,0,1,1,0,0,0,1,11,1,0,0,0,0,0
0,0,5,0,0,12,3,0,0,0,0,5,1,0,0,1,0,0,1,1,0,0,0,1,11,1,0,0,0,0,0
0,0,5,0,0,12,3,0,0,0,0,6,1,0,0,1,0,0,1,1,0,0,0,1,11,1,0,0,0,0,0
0,0,5,0,0,12,3,0,0,0,0,6,1,0,0,1,0,0,1,1,0,0,0,1,11,1,0,0,0,0,0
0,0,5,0,0,12,3,0,0,0,0,6,1,0,0,1,0,0,1,1,0,0,0,1,11,1,0,0,0,0,0
0,0,5,0,0,12,3,0,0,0,0,6,1,0,0,1,0,0,1,1,0,0,0,1,11,1,0,0,0,0,0
0,0,5,0,0,12,3,0,0,0,0,6,1,0,0,1,0,0,1,1,0,0,0,1,11,1,0,0,0,0,0
0,0,5,0,0,12,3,0,0,0,0,6,1,0,0,1,0,0,1,1,0,0,0,1,11,1,0,0,0,0,0
0,0,5,0,0,12,3,0,0,0,0,6,1,0,0,1,0,0,1,1,0,0,0,1,11,1,0,0,0,0,0
0,0,5,0,0,12,3,0,0,0,0,6,1,0,0,1,0,0,1,1,0,0,0,1,11,1,0,0,0,0,0
0,0,5,0,0,12,3,0,0,0,0,6,1,0,0,1,0,0,1,1,0,0,0,1,11,1,0,0,0,0,0
0,0,5,0,0,12,3,0,0,0,0,6,1,0,0,1,0,0,1,1,0,0,0,1,11,1,0,0,0,0,1
0,0,5,0,0,12,3,0,0,0,0,6,1,0,0,1,0,0,1,1,0,0,0,1,11,1,0,0,0,0,0
0,0,5,0,0,12,3,0,0,0,0,6,1,0,0,1,0,0,1,1,0,0,0,1,11,1,0,0,0,0,0
0,0,5,0,0,12,3,0,0,0,0,6,1,0,0,1,0,0,1,1,0,0,0,1,11,1,0,0,0,0,0
0,0,5,0,0,12,3,0,0,0,0,6,1,0,0,1,0,0,1,1,0,0,0,1,11,1,0,0,0,0,0
0,0,5,0,0,12,3,0,0,0,0,6,1,0,0,1,0,0,1,1,0,0,0,1,11,1,0,0,0,0,0
0,0,5,0,0,12,5,0,0,1,1,6,1,0,0,1,0,0,1,1,0,0,0,1,12,1,0,0,0,0,0
0,0,4,0,0,11,5,0,0,1,0,4,1,0,0,1,0,0,1,1,0,0,0,1,10,1,1,0,0,0,0
0,0,5,0,0,12,5,0,0,1,1,6,1,0,0,1,0,0,1,1,0,0,0,1,12,1,0,0,0,0,0
0,0,5,0,0,12,4,0,0,1,1,5,1,0,0,1,0,0,1,1,0,0,0,1,12,1,0,0,0,0,0
0,0,5,0,1,13,5,0,0,0,0,6,1,1,0,1,0,0,1,1,0,0,0,1,12,1,0,0,0,0,0
0,0,5,0,0,12,5,0,0,1,1,6,1,0,0,1,0,0,1,1,0,0,0,1,12,1,0,0,0,0,0
0,0,5,0,0,12,5,0,0,1,1,6,1,0,0,1,0,0,1,1,0,0,0,1,12,1,0,0,0,0,0
0,0,5,0,0,13,4,0,0,1,1,5,1,0,0,1,0,0,1,1,0,0,0,1,12,1,0,0,0,0,0
0,0,4,0,0,11,4,0,0,1,0,5,1,0,0,1,0,0,1,1,0,0,0,1,10,1,1,0,0,0,0
0,0,5,0,0,13,4,0,0,1,0,5,1,0,0,1,0,0,1,1,0,0,0,1,12,1,0,0,0,0,0
0,0,5,0,1,11,5,0,0,0,0,4,0,1,0,0,0,0,1,1,0,0,0,1,12,1,0,0,0,0,0
0,0,5,0,0,14,5,0,0,0,0,5,1,0,0,1,0,0,1,1,0,0,0,1,12,1,0,0,0,0,0
0,0,5,0,0,14,5,0,0,0,0,5,1,0,0,1,0,0,1,1,0,0,0,1,12,1,0,0,0,0,1
0,0,5,0,1,12,4,0,0,0,0,4,1,0,1,1,0,1,1,1,0,0,1,1,12,1,0,0,0,0,1
0,0,5,0,0,10,4,0,0,0,0,6,1,0,0,1,0,0,1,1,0,0,0,1,12,1,0,0,0,0,0
0,0,5,1,0,12,6,0,0,1,0,5,1,1,1,1,1,1,1,1,0,0,0,1,12,1,0,0,0,0,0
0,0,5,0,0,13,6,0,0,0,0,4,1,0,0,1,0,0,1,1,0,0,0,1,12,1,0,0,0,0,0
0,0,5,0,0,11,3,0,0,0,0,6,1,0,0,1,0,0,1,1,0,0,0,1,12,1,0,0,0,0,0
0,0,4,0,0,10,5,0,0,1,0,4,1,0,0,1,0,0,1,1,0,0,0,1,10,1,1,0,0,0,0
0,0,5,0,0,12,3,0,0,0,0,6,1,0,0,1,0,0,1,1,0,0,0,1,12,1,0,0,0,0,0
0,0,5,0,0,14,5,0,0,0,0,5,1,0,0,1,0,0,1,1,0,0,0,1,12,1,0,0,0,0,0
0,0,4,0,0,12,4,0,0,1,0,5,1,0,0,1,0,0,1,1,0,1,0,1,9,1,0,0,0,0,0
0,0,5,0,0,13,6,0,0,1,0,5,1,0,0,1,0,0,1,1,0,0,0,1,12,1,0,0,0,0,0
0,0,5,0,1,14,4,0,0,0,0,4,1,1,0,1,0,0,1,1,0,0,0,1,12,1,0,0,0,0,0
0,0,5,0,0,13,3,0,0,0,0,4,0,0,0,0,0,0,1,1,0,0,0,1,12,1,0,0,0,0,1
0,0,5,0,0,11,3,0,0,0,0,4,1,0,0,1,0,0,1,1,0,0,0,1,12,1,0,0,0,0,0
0,0,5,0,0,12,3,0,0,1,0,4,1,0,0,0,0,0,1,1,0,0,0,1,12,1,0,0,0,0,0
0,0,5,0,0,13,3,0,0,0,0,4,0,0,0,0,0,0,1,1,0,0,0,1,12,1,0,0,0,0,0
0,0,5,0,0,13,3,0,0,0,0,4,0,0,0,0,0,0,1,1,0,0,0,1,12,1,0,0,0,0,0
0,0,5,0,0,14,4,0,0,1,0,4,1,0,0,1,1,0,1,1,0,0,0,1,10,1,1,0,0,0,0
0,0,5,0,1,13,5,0,0,1,0,3,0,0,1,1,1,0,1,1,0,0,0,1,11,1,0,0,0,0,1
0,0,5,0,0,13,3,0,0,0,0,5,1,0,0,1,0,0,1,1,1,0,0,1,12,1,0,0,0,0,0
0,0,4,0,0,13,3,0,0,0,0,3,1,0,0,1,0,0,1,1,0,0,0,1,11,1,0,0,0,0,0
0,0,6,0,0,13,4,0,0,0,0,4,1,0,0,1,1,0,1,1,0,0,0,1,13,1,1,0,0,0,0
0,0,5,0,1,13,5,0,0,1,0,3,0,0,1,1,1,0,1,1,0,0,0,1,11,1,0,0,0,0,0
0,0,5,0,0,11,3,0,0,0,0,3,1,0,0,1,0,0,1,1,0,0,0,1,12,1,0,0,0,0,0
0,0,4,0,0,10,5,0,0,1,0,5,1,0,1,1,0,1,1,1,0,0,0,1,11,1,0,0,0,0,0
0,0,5,0,0,10,4,0,0,1,1,4,1,0,0,1,0,0,1,1,0,0,0,1,12,1,0,0,0,0,0
0,0,5,0,0,12,4,0,0,1,1,7,1,0,0,1,0,0,1,1,0,0,0,1,12,1,0,0,0,0,0
0,0,4,0,0,11,4,1,0,1,0,4,1,0,1,0,0,1,1,1,1,0,0,1,11,1,0,0,0,0,1
0,0,4,0,1,14,4,1,0,0,0,4,1,1,0,1,0,0,1,1,0,0,0,1,11,1,0,0,0,0,0
0,0,5,0,0,12,4,0,0,0,0,5,1,0,1,1,0,1,1,1,1,0,0,1,12,1,0,1,0,0,0
0,0,5,0,0,10,4,0,0,1,0,4,1,0,0,1,0,0,1,1,0,0,0,1,12,1,0,0,0,0,0
0,0,4,0,0,13,3,0,0,1,0,5,0,0,0,0,0,0,0,1,0,0,0,1,11,1,0,0,0,0,0
0,0,5,0,0,13,4,0,0,1,0,3,1,0,0,1,0,0,1,1,0,1,0,1,12,1,0,0,0,0,0
0,0,4,0,0,10,5,0,0,1,0,5,1,0,1,1,0,1,1,1,0,0,0,1,11,1,0,0,0,0,0
0,0,5,1,0,14,6,0,0,1,0,4,1,0,0,1,0,0,1,1,0,0,0,1,12,1,0,0,0,0,1
0,0,5,0,0,12,2,0,0,0,0,5,1,0,0,1,0,0,1,1,0,0,0,1,12,1,0,0,0,0,0
0,0,5,0,0,12,4,0,0,0,0,4,1,0,1,1,1,1,1,1,0,0,1,1,13,1,0,0,0,0,0
0,0,5,0,0,11,3,0,0,1,0,3,1,0,0,1,0,0,1,1,0,0,0,1,12,1,0,0,0,0,0
0,0,5,0,0,13,3,0,0,1,0,3,1,0,0,1,0,0,1,1,0,0,0,1,12,1,0,0,0,0,0
0,0,5,0,0,10,4,0,0,1,1,6,1,0,0,0,0,0,1,1,0,0,0,1,12,1,0,0,0,0,0
0,0,5,0,0,14,3,0,0,1,0,4,1,0,0,1,0,0,1,1,0,0,0,1,12,1,0,0,0,0,0
0,0,5,1,0,10,4,0,0,0,0,5,1,0,0,1,0,0,1,1,0,0,0,1,12,1,0,1,0,0,0
0,0,5,0,1,10,5,0,0,0,0,7,1,1,0,1,0,0,1,1,0,0,0,1,12,1,0,0,0,0,0
0,0,6,0,0,13,4,0,0,1,0,5,1,0,1,1,0,1,1,1,0,0,0,1,13,1,0,0,0,0,0
0,0,6,0,0,13,4,0,0,1,0,5,1,0,1,1,0,1,1,1,0,0,0,1,13,1,0,0,0,0,1
0,0,5,0,0,12,4,0,0,0,0,5,1,0,0,1,0,0,1,1,1,0,1,1,14,1,0,0,0,0,0
0,0,5,0,0,10,4,0,0,1,0,4,1,0,0,0,0,0,1,1,0,0,0,1,12,1,0,0,0,0,1
0,0,5,0,0,12,2,0,0,0,0,5,1,0,0,1,0,0,1,1,0,0,0,1,12,1,0,0,0,0,0
0,0,5,0,1,15,5,0,0,0,0,5,1,1,0,1,0,0,1,1,0,0,0,1,12,1,0,0,0,0,0
0,0,5,0,0,11,2,0,0,0,0,5,1,0,0,1,0,0,1,1,0,0,0,1,12,1,0,0,0,0,0
0,0,5,0,0,11,2,0,0,0,0,5,1,0,0,1,0,0,1,1,0,0,0,1,12,1,0,0,0,0,0
0,0,5,0,1,12,5,1,0,0,0,3,1,1,0,0,1,0,1,1,0,0,0,1,10,1,0,0,0,0,0
0,0,5,1,0,14,6,0,0,1,0,4,1,0,0,1,1,0,1,1,0,0,0,1,12,1,0,0,0,0,0
0,0,5,0,0,11,4,0,0,0,0,2,1,0,0,1,0,0,1,1,0,0,1,1,12,1,0,0,0,0,1
0,0,5,0,0,14,3,0,0,1,0,4,1,0,0,1,1,0,1,1,0,0,0,1,12,1,0,0,0,0,0
0,0,5,0,0,12,2,0,0,0,0,5,1,0,1,1,0,1,1,1,0,0,0,1,11,1,0,0,0,0,0
0,0,5,0,0,10,4,0,0,0,0,3,1,0,0,1,0,0,1,1,0,0,0,1,12,1,0,0,0,0,0
0,0,5,0,0,12,2,0,0,0,0,3,1,0,0,1,0,0,1,1,0,0,0,1,11,1,0,0,0,0,0
0,0,5,0,0,13,2,0,0,0,0,5,1,0,0,1,0,0,1,1,0,0,0,1,12,1,0,0,0,0,0
0,0,5,0,0,14,4,1,0,0,0,5,1,0,1,1,0,1,1,1,0,0,1,1,12,1,0,0,0,0,0
0,0,4,0,0,11,6,0,0,1,0,3,1,0,1,1,0,1,1,1,0,0,0,1,10,1,0,0,0,0,0
0,0,5,0,0,10,3,0,0,0,0,4,1,0,0,1,0,0,1,1,1,0,0,1,12,1,0,0,0,0,0
0,0,5,0,0,12,2,0,0,0,0,4,1,0,0,1,0,0,1,1,0,0,0,1,12,1,0,0,0,0,0
0,0,5,0,0,14,3,0,0,1,0,6,1,0,0,1,0,0,1,1,0,0,0,1,12,1,0,0,0,0,0
0,0,5,0,1,15,5,0,0,0,0,5,1,1,0,1,0,0,1,1,0,0,0,1,12,1,0,0,0,0,0
0,0,5,0,1,15,5,0,0,0,0,5,1,1,0,1,0,0,1,1,0,0,0,1,12,1,0,0,0,0,0
0,0,4,1,0,10,4,0,0,1,0,7,1,0,0,1,0,0,1,1,0,0,0,1,11,1,0,0,0,0,0
0,0,5,0,0,11,3,0,0,1,0,3,1,0,0,1,1,0,1,1,0,0,0,1,12,1,0,0,0,0,0
0,0,5,0,0,11,3,0,0,1,0,7,1,0,0,1,0,0,1,1,0,0,0,1,12,1,0,0,0,0,0
0,0,5,0,1,15,5,0,0,0,0,5,1,1,0,1,0,0,1,1,0,0,0,1,12,1,0,0,0,0,0
0,0,5,0,0,12,2,0,0,0,0,6,1,0,0,1,0,0,1,1,0,0,0,1,12,1,0,0,0,0,0
0,0,5,0,1,14,5,0,0,1,0,3,0,0,1,1,1,0,1,1,0,0,0,1,11,1,0,0,0,0,0
0,0,5,0,0,13,2,0,0,0,0,6,1,0,0,1,0,0,1,1,0,0,0,1,12,1,0,0,0,0,0
0,0,5,0,0,13,3,0,0,0,0,5,1,0,1,1,0,1,1,1,0,0,0,1,13,1,0,0,0,0,0
0,0,5,0,0,12,4,0,0,0,0,3,1,0,0,1,0,0,1,1,1,0,0,1,12,1,0,2,0,0,0
0,0,4,0,1,13,5,0,0,1,0,3,1,1,0,1,0,0,1,1,0,0,0,1,9,1,0,0,0,0,0
0,0,5,0,0,11,2,0,0,0,0,4,1,0,0,1,0,0,1,1,0,0,0,1,12,1,0,0,0,0,0
0,0,4,1,0,11,5,0,0,1,0,3,1,0,0,1,0,0,1,1,0,0,0,1,9,1,0,0,0,0,0
0,0,5,0,0,11,2,0,0,0,0,6,1,0,0,1,0,0,1,1,0,0,0,1,12,1,0,0,0,0,0
0,0,5,0,0,14,3,0,0,0,0,6,1,0,0,1,0,0,1,1,1,0,0,1,12,1,0,0,0,0,0
0,0,5,0,0,13,2,0,0,0,0,6,1,0,0,1,0,0,1,1,0,0,0,1,12,1,0,0,0,0,0
0,0,5,0,0,13,2,0,0,0,0,5,1,0,0,1,1,0,1,1,0,0,0,1,12,1,0,0,0,0,0
0,0,4,0,0,12,2,0,0,0,0,4,1,0,1,1,0,1,1,1,0,0,0,1,11,1,0,0,0,0,0
0,0,5,0,1,14,5,0,0,1,0,3,0,0,1,1,1,0,1,1,0,0,0,1,11,1,0,0,0,0,0
0,0,5,0,1,14,5,0,0,1,0,3,0,0,1,1,1,0,1,1,0,0,0,1,11,1,0,0,0,0,0
0,0,5,0,1,14,5,0,0,1,0,3,0,0,1,1,1,0,1,1,0,0,0,1,11,1,0,0,0,0,0
0,0,5,0,0,14,5,0,0,1,1,7,1,0,0,1,0,0,1,1,0,0,0,1,12,1,1,0,0,0,0
0,0,6,0,0,13,3,0,0,0,0,4,1,0,0,1,0,0,1,1,0,0,1,1,13,1,0,0,0,0,0
0,0,4,0,0,11,6,0,0,1,0,3,1,0,1,1,1,1,1,1,0,0,0,1,12,1,0,0,0,0,0
0,0,5,0,0,13,2,0,0,0,0,5,1,0,0,1,1,0,1,1,0,0,0,1,12,1,0,0,0,0,1
0,0,5,0,0,15,5,0,0,1,0,5,1,0,1,1,0,1,1,1,0,0,0,1,12,1,0,0,0,0,0
0,0,4,0,0,11,2,0,0,0,0,4,1,0,0,1,0,0,1,1,0,0,0,1,12,1,0,0,0,0,0
0,0,5,0,0,14,3,0,0,0,0,5,1,0,1,1,0,1,1,1,0,0,0,1,12,1,0,0,0,0,0
0,0,5,0,0,11,2,0,0,0,0,4,1,0,0,1,0,0,1,1,0,0,0,1,12,1,0,0,0,0,1
0,0,5,0,0,11,2,0,0,0,0,6,1,0,0,1,0,0,1,1,0,0,0,1,12,1,0,0,0,0,0
0,0,5,0,0,11,3,0,0,1,0,4,1,0,1,1,0,1,1,1,0,0,0,1,13,1,0,0,0,0,0
0,0,5,0,0,13,6,0,0,1,1,5,1,0,0,1,0,0,1,1,0,0,0,1,14,1,0,0,0,0,0
0,0,5,0,0,10,6,0,0,1,1,7,1,0,0,1,0,0,1,1,0,0,0,1,12,1,0,0,0,0,0
0,0,4,0,0,12,2,0,0,0,0,4,1,0,1,1,1,1,1,1,0,0,0,1,11,1,0,0,0,0,0
0,0,5,0,0,13,6,0,0,1,1,5,1,0,0,1,0,0,1,1,0,0,0,1,14,1,0,0,0,0,0
0,0,5,0,0,14,3,1,0,0,0,4,1,0,1,1,0,1,1,1,0,0,1,1,12,1,0,0,0,0,0
0,0,5,0,0,13,2,0,0,0,0,4,1,0,0,1,1,0,1,1,0,0,0,1,12,1,0,0,0,0,0
0,0,4,0,0,13,2,0,0,0,0,4,1,0,1,1,0,1,1,1,0,0,0,1,11,1,0,0,0,0,0
0,0,5,0,0,12,7,0,1,1,1,5,1,1,0,1,0,0,1,1,0,0,0,1,13,1,0,0,0,0,0
0,0,5,0,0,11,2,0,0,0,0,4,1,0,1,1,0,1,1,1,0,0,0,1,12,1,0,0,0,0,0
0,0,5,0,0,12,7,0,1,1,1,5,1,1,0,1,0,0,1,1,0,0,0,1,13,1,0,0,0,0,0
0,0,5,0,0,12,2,0,0,0,0,4,1,0,1,1,0,1,1,1,0,0,0,1,12,1,0,0,0,0,0
0,0,5,0,0,12,2,0,0,0,0,4,1,0,1,1,0,1,1,1,0,0,0,1,12,1,0,0,0,0,0
0,0,4,0,0,12,3,0,0,1,0,4,1,0,0,1,1,0,1,1,0,0,0,0,9,1,1,0,0,0,0
0,0,4,0,0,11,7,0,1,0,0,3,1,0,1,1,0,1,1,1,0,0,0,1,10,1,0,0,0,0,0
0,0,4,0,0,12,2,0,0,0,0,4,1,0,0,1,0,0,1,1,0,0,0,1,9,1,0,0,0,0,0
0,0,5,0,0,12,2,0,0,0,0,4,1,0,1,1,1,1,1,1,0,0,0,1,12,1,0,0,0,0,0
0,0,5,0,0,11,2,0,0,0,0,4,1,0,1,1,0,1,1,1,0,0,0,1,12,1,0,0,0,0,0
0,1,6,1,0,14,5,0,0,1,0,4,1,0,0,1,0,0,1,1,0,0,0,1,13,1,0,0,0,0,0
0,0,5,0,0,11,2,0,0,0,0,3,1,0,0,1,0,0,1,1,0,0,0,1,12,1,0,0,0,0,0
0,0,6,0,0,10,6,0,0,1,1,4,1,0,0,1,0,0,1,1,0,1,0,1,13,1,0,0,0,0,0
0,0,6,0,0,12,4,0,0,0,0,4,1,0,1,1,0,1,1,1,0,0,0,1,14,1,0,0,0,0,0
0,0,5,0,0,14,2,0,0,0,0,4,1,0,0,1,0,0,1,1,0,0,0,1,12,1,0,0,0,0,0
0,0,6,0,0,12,5,0,0,1,0,6,1,0,1,1,0,1,1,1,0,0,0,1,14,1,0,0,0,0,0
0,0,5,0,0,14,2,0,0,0,0,5,1,0,0,1,0,0,1,1,0,0,0,1,12,1,0,0,0,0,0
0,0,5,0,0,13,4,0,0,0,0,6,0,0,0,0,0,0,1,1,2,0,0,1,13,1,0,1,0,0,0
0,0,4,0,0,12,4,0,0,1,1,2,1,0,1,1,0,1,1,1,0,0,0,1,11,1,0,0,0,0,0
0,0,5,0,1,11,6,0,0,0,0,7,1,1,0,1,0,0,1,1,1,0,1,1,13,1,0,0,0,0,0
0,0,5,0,0,12,2,0,0,0,0,3,1,0,0,1,0,0,1,1,0,0,0,1,12,1,0,0,0,0,0
0,0,5,0,0,14,2,0,0,0,0,4,1,0,0,1,0,0,1,1,0,0,0,1,12,1,0,0,0,0,0
0,0,5,0,0,15,4,0,0,1,0,4,1,0,0,1,0,0,1,1,0,1,0,1,12,1,0,0,0,0,0
0,0,5,0,0,14,2,0,0,0,0,4,1,0,0,1,0,0,1,1,0,0,0,1,12,1,0,0,0,0,0
0,0,5,0,0,10,3,0,0,0,0,3,1,0,0,1,0,0,1,1,0,0,0,1,12,1,0,0,0,0,0
0,0,5,0,0,12,2,0,0,0,0,3,1,0,0,1,0,0,1,1,0,0,0,1,12,1,0,0,0,0,0
0,0,5,0,0,12,2,0,0,0,0,7,1,0,0,1,0,0,1,1,0,0,0,1,12,1,0,0,0,0,0
0,0,5,0,0,9,5,0,0,1,0,6,1,0,1,1,0,1,1,1,0,1,0,1,11,1,0,0,0,0,0
0,0,5,0,0,10,2,0,0,0,0,5,1,0,0,1,0,0,1,1,0,0,0,1,12,1,0,0,0,0,0
0,0,5,0,0,11,2,0,0,0,0,3,1,0,0,1,0,0,1,1,0,0,0,1,12,1,0,0,0,0,0
0,0,5,0,0,14,2,0,0,0,0,4,1,0,0,1,0,0,1,1,0,0,0,1,12,1,0,0,0,0,0
0,0,6,0,0,10,5,0,0,0,0,3,1,0,0,1,0,0,1,1,0,1,1,1,13,1,0,0,0,0,0
0,0,6,0,0,13,5,0,0,1,1,4,0,0,1,0,0,1,1,1,0,1,0,1,9,1,0,0,0,0,0
0,0,4,0,0,10,2,0,0,0,0,5,1,0,0,1,0,0,1,1,0,0,0,1,10,1,0,0,0,0,0
0,0,5,0,0,11,2,0,0,0,0,4,1,0,0,1,0,0,1,1,0,0,0,1,13,1,0,0,0,0,0
0,0,4,0,0,15,4,0,0,1,0,6,1,0,1,1,0,1,1,1,0,0,0,1,11,1,0,0,0,0,0
0,0,5,0,0,14,3,0,0,0,0,5,1,0,1,1,0,1,1,1,0,1,0,1,13,1,0,0,0,0,0
0,0,5,0,0,14,3,0,0,0,0,5,1,0,1,1,0,1,1,1,0,1,0,1,13,1,0,0,0,0,0
0,0,5,0,0,14,2,0,0,0,0,4,1,0,0,1,0,0,1,1,0,0,0,1,12,1,0,0,0,0,0
0,0,4,0,0,10,3,0,0,0,0,4,1,0,1,0,0,1,1,1,1,0,1,1,11,1,0,0,0,0,0
0,0,5,0,0,14,3,0,0,1,0,5,1,0,1,1,0,1,1,1,0,0,0,1,13,1,0,0,0,0,0
0,0,5,0,0,14,3,0,0,1,0,5,1,0,1,1,0,1,1,1,0,0,0,1,13,1,0,0,0,0,0
