suspicious_getSubscriberId,suspicious_sendTextMessage,n_permissions,perm_android_permission_READ_PHONE_STATE,n_api_calls,suspicious_Ljava_lang_Runtime___exec,perm_android_permission_ACCESS_WIFI_STATE,suspicious_Landroid_telephony_SmsMessage___getMessageBody,perm_android_permission_GET_TASKS,suspicious_Base64,perm_com_android_launcher_permission_INSTALL_SHORTCUT,n_urls,perm_android_permission_SYSTEM_ALERT_WINDOW,perm_,perm_android_permission_VIBRATE,perm_android_permission_SEND_SMS,n_services,suspicious_getCellLocation,intent_android_intent_action_USER_PRESENT,n_providers,perm_android_permission_ACCESS_NETWORK_STATE,n_receivers,suspicious_Cipher,perm_com_google_android_c2dm_permission_RECEIVE,n_activities,perm_android_permission_WRITE_EXTERNAL_STORAGE,perm_android_permission_MOUNT_UNMOUNT_FILESYSTEMS,intent_android_intent_action_PACKAGE_ADDED,perm_android_permission_CAMERA,n_used_permissions,label
0,0,5,0,18,0,0,0,0,1,0,29,0,0,0,0,6,0,0,1,1,4,1,1,10,0,0,0,0,7,1
0,0,2,0,13,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0
0,0,15,0,32,0,1,0,0,1,0,64,0,0,1,0,22,0,0,5,1,10,1,1,30,0,0,0,1,13,0
0,0,4,0,18,0,0,0,0,1,0,42,0,0,0,0,1,0,0,0,1,1,1,0,7,1,0,0,0,7,0
1,1,124,1,69,1,1,1,1,1,1,202,1,0,1,1,56,1,1,17,1,18,1,0,419,1,1,1,1,21,0
0,0,3,0,27,0,0,0,0,1,0,35,0,0,0,0,0,0,0,1,1,0,1,0,2,1,0,0,0,8,0
0,0,5,0,24,0,1,0,0,1,0,36,0,0,0,0,1,1,0,0,1,0,1,0,14,1,0,0,0,10,0
0,0,3,0,3,0,0,0,0,1,0,13,0,0,0,0,2,0,0,4,0,0,0,0,8,1,0,0,0,3,1
1,0,17,1,33,1,1,0,0,1,0,121,0,0,1,0,10,1,0,5,1,7,1,1,37,1,0,0,1,15,1
0,0,9,1,23,0,0,0,0,1,0,176,1,0,0,0,5,1,0,0,1,6,1,1,19,1,0,0,0,11,0
0,0,2,0,17,0,0,0,0,1,0,18,0,0,0,0,0,0,0,0,1,0,1,0,4,0,0,0,0,7,0
0,0,9,0,21,0,0,0,0,1,0,39,0,0,0,0,7,0,0,1,1,3,1,1,33,1,0,0,0,9,0
0,0,4,0,18,0,1,0,0,1,0,14,0,0,0,0,29,0,0,0,1,1,1,0,31,0,0,0,0,6,0
0,0,6,0,19,0,1,0,0,1,0,17,0,0,0,0,7,0,0,0,1,1,1,0,8,1,0,0,0,7,0
0,0,7,0,21,1,0,0,0,1,0,14,0,0,0,0,3,0,0,0,1,2,1,0,2,1,0,0,0,9,0
0,0,18,0,30,1,0,0,0,1,1,168,0,0,0,0,4,0,0,1,1,1,1,1,7,0,0,0,0,11,0
0,0,23,0,17,1,0,0,0,1,0,19,0,0,1,0,3,0,0,0,1,4,1,1,10,0,0,0,0,6,1
0,0,8,1,7,0,1,0,0,1,0,24,0,0,0,0,3,0,0,1,1,5,1,1,9,1,0,0,0,6,0
0,0,27,0,23,1,0,0,0,1,0,39,0,0,1,0,13,0,0,3,1,7,1,1,16,1,0,0,0,10,0
0,0,7,0,17,0,1,0,0,1,0,57,0,0,0,0,1,0,0,0,1,1,1,0,18,1,0,1,0,7,0
0,0,13,1,30,1,1,0,0,0,0,2,0,0,1,0,3,0,0,1,1,2,1,0,8,1,1,0,0,9,1
0,0,6,0,27,1,1,0,0,1,0,57,0,0,0,0,1,0,0,2,1,2,1,0,10,1,0,0,0,10,0
0,0,6,0,13,1,0,0,0,1,0,31,0,0,0,0,0,0,0,2,1,0,1,0,2,1,0,0,0,6,0
0,0,8,1,6,0,1,0,0,0,0,5,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,3,0
1,1,12,1,11,0,1,0,0,0,0,1,0,0,0,1,3,0,0,0,1,2,0,0,3,0,0,0,0,6,1
0,0,2,0,6,0,0,0,0,1,0,14,0,0,0,0,0,0,0,0,1,0,1,0,3,0,0,0,0,5,0
0,0,8,1,2,0,1,0,0,0,0,5,0,0,1,0,0,0,0,0,1,2,0,0,1,1,0,0,0,1,0
0,0,13,1,38,0,1,0,0,1,0,47,0,0,1,0,1,0,0,0,1,0,1,0,18,1,0,0,0,9,0
0,0,2,0,21,0,0,0,0,1,0,24,0,0,0,0,0,0,0,0,1,0,1,0,6,0,0,0,0,12,0
0,0,4,0,15,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,1,0,1,0,2,1,0,0,0,6,0
0,0,11,0,22,1,1,0,0,1,0,69,0,0,0,0,5,0,0,3,1,3,1,1,22,1,1,0,0,9,0
0,0,2,0,17,0,0,0,0,1,0,19,0,0,0,0,0,0,0,0,1,1,1,0,2,0,0,0,0,7,1
0,0,6,0,24,0,1,0,0,1,0,118,0,0,0,0,10,0,0,2,1,5,1,1,10,0,0,0,0,10,0
0,0,3,0,14,0,0,0,0,1,0,38,0,0,0,0,1,0,0,0,1,0,1,0,7,1,0,0,0,6,0
0,0,2,0,18,0,0,0,0,1,0,20,0,0,0,0,0,0,0,0,1,0,1,0,5,0,0,0,0,7,0
0,0,15,0,17,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,4,1,0,7,0,0,0,0,9,0
0,0,4,0,9,0,1,0,0,1,0,56,0,0,0,0,0,1,0,0,1,1,1,0,14,1,0,1,0,5,0
1,0,27,1,68,1,1,0,1,1,0,139,1,0,1,0,11,1,1,3,1,2,1,0,80,1,1,0,1,16,0
0,0,2,0,13,0,0,0,0,1,0,32,0,0,0,0,0,0,0,0,1,0,1,0,4,0,0,0,0,6,0
0,0,9,0,17,0,0,0,0,1,0,12,0,0,0,0,4,0,0,2,1,8,1,1,8,1,0,0,0,6,0
0,0,15,0,25,0,0,0,0,1,0,54,0,0,1,0,6,0,0,2,1,3,1,1,22,1,0,0,1,8,0
0,0,15,1,14,0,0,0,1,1,0,2,1,0,0,1,3,0,1,0,1,3,1,0,2,1,0,0,0,6,0
0,0,7,1,23,0,0,0,0,1,0,22,0,0,0,0,0,0,0,1,1,0,1,0,8,1,0,0,0,12,0
0,0,5,0,21,0,1,0,0,1,0,30,0,0,0,0,0,1,0,0,1,0,1,0,9,0,0,0,0,8,0
0,0,2,0,21,0,0,0,0,1,0,22,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,7,0
0,0,8,0,30,0,1,0,0,1,0,60,0,0,0,0,10,1,0,2,1,4,1,1,22,1,0,0,0,15,0
0,0,18,1,28,1,1,0,1,1,0,4,0,0,1,0,0,1,0,0,1,0,1,0,25,1,0,0,1,15,0
0,0,8,0,15,0,1,0,0,1,0,26,0,0,1,0,8,0,0,7,1,7,1,1,16,0,0,0,0,7,0
0,0,5,0,18,0,0,0,0,1,0,17,0,0,0,0,7,0,0,1,1,4,1,1,4,0,0,0,0,7,0
0,0,7,0,13,1,0,0,0,1,0,15,0,0,1,0,7,0,0,1,1,3,1,1,5,0,0,0,0,5,0
1,0,27,1,36,1,1,0,0,1,0,81,0,0,1,0,2,1,0,0,1,0,1,0,44,1,1,0,1,12,0
0,0,14,0,30,0,0,0,0,1,0,41,0,0,0,0,3,0,0,0,1,2,1,1,51,1,0,0,0,9,0
0,0,7,0,14,0,0,0,0,1,0,48,0,0,0,0,6,0,0,3,1,6,1,1,45,0,0,0,0,5,0
0,0,12,1,20,0,1,0,0,1,0,5,0,0,0,0,0,0,0,1,1,2,1,0,8,1,0,0,1,8,0
0,0,22,1,21,0,1,0,1,1,1,177,0,0,1,0,2,0,0,0,1,2,1,1,15,1,0,0,1,10,0
0,0,12,0,20,0,0,0,0,1,0,21,0,0,1,0,3,0,0,2,1,5,1,1,11,1,0,0,1,10,0
0,0,2,0,22,0,0,0,0,1,0,25,0,0,0,0,0,0,0,0,1,0,1,0,6,0,0,0,0,9,0
1,1,8,1,63,1,1,1,0,1,0,106,0,0,0,0,5,1,0,0,1,5,1,0,36,1,0,0,0,17,0
0,0,28,0,10,1,0,0,0,1,0,24,0,0,1,0,3,0,0,1,1,4,1,1,19,1,0,0,1,6,0
0,0,5,0,14,0,1,0,0,1,0,26,0,0,0,0,0,0,0,1,1,0,1,0,12,1,0,0,0,7,0
1,1,9,1,14,1,1,0,0,1,0,7,0,0,0,1,3,0,0,0,1,1,1,0,3,1,1,0,0,7,0
0,0,6,0,33,1,0,0,0,1,0,30,0,0,0,0,5,0,0,1,1,6,1,1,20,1,0,0,0,9,0
1,1,124,1,69,1,1,1,1,1,1,202,1,0,1,1,56,1,1,17,1,18,1,0,419,1,1,1,1,21,0
0,0,5,1,5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,0
0,0,6,0,21,0,0,0,0,1,0,37,0,0,1,0,4,0,0,3,1,3,1,1,4,0,0,0,0,12,0
0,0,5,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,24,1,0,0,0,0,0
0,0,3,0,23,1,1,0,0,1,0,53,0,0,0,0,1,0,0,0,1,1,1,0,9,0,0,0,0,6,0
0,0,2,0,2,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0
0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
0,0,7,0,23,0,1,0,0,1,0,72,0,0,0,0,4,0,0,1,1,4,1,0,23,1,0,0,0,8,0
0,0,22,0,47,1,0,0,0,1,0,70,1,0,1,0,7,0,0,1,1,10,1,1,33,1,0,0,0,15,0
0,0,8,0,23,0,0,0,1,1,0,84,0,0,0,0,12,0,0,2,1,5,1,1,13,1,0,0,0,9,1
1,0,22,1,38,1,1,0,1,1,0,129,1,0,0,0,1,1,0,1,1,0,1,0,68,1,1,0,1,13,0
0,0,5,0,21,0,0,0,0,1,0,39,0,0,1,0,1,0,0,0,1,0,1,0,6,1,0,0,0,12,0
1,0,17,1,41,1,1,0,1,1,1,118,0,0,0,0,29,1,1,28,1,27,1,1,989,1,0,1,0,16,0
1,0,23,1,6,1,1,0,1,1,1,2,0,0,1,0,4,0,1,0,1,2,1,0,1,1,0,1,0,4,0
0,0,5,0,11,0,0,0,0,1,0,28,0,0,0,0,0,0,0,0,1,0,1,0,38,1,0,0,0,5,0
0,0,14,0,13,0,0,0,0,1,0,31,0,0,1,0,9,0,0,2,1,4,1,1,15,1,0,0,0,7,0
0,0,2,0,14,0,0,0,0,1,0,23,0,0,0,0,1,0,0,1,1,0,1,0,8,0,0,0,0,6,0
0,0,24,0,30,1,0,0,0,1,0,62,0,0,1,0,8,0,0,1,1,4,1,1,25,0,0,0,0,12,0
0,0,3,0,19,0,1,0,0,1,0,32,0,0,0,0,0,0,0,0,1,0,1,0,5,0,0,0,0,8,0
1,0,9,0,36,1,1,0,0,1,0,122,0,0,0,0,26,1,0,5,1,9,1,1,59,1,0,0,0,15,0
1,1,24,0,59,1,1,0,1,1,0,163,1,0,1,0,34,1,0,10,1,19,1,1,61,1,0,1,0,24,1
0,0,8,0,14,0,1,0,0,1,0,50,0,0,0,0,2,0,1,1,1,2,1,1,6,1,0,0,0,5,0
1,0,11,1,17,1,1,0,1,1,0,9,0,0,0,0,1,1,1,0,1,1,1,0,6,1,0,0,0,7,0
0,0,8,1,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,1,1,0,0,1,0
0,0,14,0,35,0,1,0,0,1,0,59,0,0,1,0,12,0,0,1,1,8,1,1,32,1,0,0,0,12,0
0,0,6,0,17,0,1,0,0,1,0,46,0,0,0,0,8,0,0,2,1,2,1,0,31,1,0,0,0,7,1
0,0,2,0,6,0,0,0,0,1,0,16,0,0,0,0,0,0,0,0,1,0,1,0,3,0,0,0,0,5,1
0,0,9,0,7,0,0,0,0,1,0,19,0,0,0,0,0,0,0,0,1,0,1,0,3,1,1,0,0,5,0
0,0,8,0,20,0,0,0,0,1,0,28,0,0,0,0,3,0,0,1,1,0,1,0,11,1,0,0,0,8,0
0,0,18,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,9,1,0,0,1,0,0
0,0,5,0,17,0,0,0,0,1,0,36,0,0,0,0,1,0,0,1,1,1,1,1,2,0,0,0,0,7,0
0,0,30,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,1,3,0,0,2,1,0,1,0,0,0
0,0,2,0,16,0,0,0,0,1,0,15,0,0,0,0,0,0,0,0,1,0,1,0,37,0,0,0,0,7,0
0,0,10,1,5,1,1,0,0,1,0,3,0,0,0,0,1,0,0,2,1,0,1,0,8,1,0,0,0,3,0
0,0,3,0,16,0,0,0,0,1,0,15,0,0,0,0,0,0,0,0,1,0,1,0,5,1,0,0,0,5,0
0,1,14,0,30,1,0,0,0,1,0,145,0,0,1,0,7,0,0,5,1,3,1,1,12,1,0,0,1,13,1
0,0,5,1,20,0,0,0,0,1,0,27,0,0,1,0,1,0,0,0,1,1,1,0,3,0,0,0,0,10,1
0,0,7,0,30,0,0,0,0,1,0,27,0,0,0,0,11,0,0,0,1,0,1,0,30,1,0,0,1,7,0
0,0,8,0,18,0,0,0,0,1,0,16,0,0,1,0,7,0,1,0,1,3,1,1,13,0,0,0,0,6,0
0,0,6,0,21,1,0,0,0,1,0,28,0,0,0,0,0,0,0,1,1,0,0,0,17,1,0,0,0,6,0
0,0,5,0,26,0,0,0,0,1,0,67,0,0,0,0,5,0,0,1,1,4,1,1,5,0,0,0,0,10,0
0,0,20,0,12,0,0,0,0,1,0,19,0,0,1,0,4,0,0,0,1,5,1,1,5,0,0,0,0,5,0
0,0,2,0,17,0,0,0,0,1,0,18,0,0,0,0,0,0,0,0,1,0,1,0,4,0,0,0,0,7,0
0,0,6,1,23,0,1,0,0,1,0,24,0,0,1,0,2,0,0,0,1,1,1,0,2,0,0,0,0,9,0
0,0,5,0,14,0,0,0,0,1,0,20,0,0,0,0,10,0,0,0,1,1,1,0,14,1,0,0,0,6,0
0,0,8,0,13,1,1,0,0,0,0,31,0,0,0,0,0,0,1,0,1,1,1,0,6,1,0,0,0,5,1
1,0,9,0,22,0,0,0,0,1,0,47,0,0,1,0,6,0,0,1,1,5,1,1,19,0,0,0,0,8,0
1,0,14,0,22,0,1,0,0,1,0,44,0,0,0,0,3,0,0,1,1,3,1,1,3,1,0,0,0,10,0
0,0,3,0,18,1,0,0,0,1,0,2,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,7,0
0,0,9,0,45,0,1,0,0,1,0,49,0,0,0,0,2,1,0,0,1,1,1,0,6,1,0,0,0,14,0
0,0,2,0,18,0,0,0,0,1,0,16,0,0,0,0,0,0,0,0,1,0,1,0,4,0,0,0,0,7,0
0,0,2,0,18,0,0,0,0,1,0,15,0,0,0,0,0,0,0,0,1,0,1,0,7,0,0,0,0,7,0
0,0,11,0,29,0,0,0,0,1,0,48,0,0,0,0,11,0,0,4,1,4,1,1,9,1,0,0,0,10,0
0,0,3,0,26,0,0,0,0,1,0,17,0,0,0,0,2,0,0,0,1,2,1,0,5,1,0,0,0,9,0
0,0,2,0,19,0,0,0,0,1,0,22,0,0,0,0,0,0,0,0,1,0,1,0,9,0,0,0,0,9,0
0,0,3,0,19,0,0,0,0,1,0,23,0,0,0,0,1,0,0,0,1,0,1,0,7,0,0,0,1,8,0
0,0,3,0,29,0,0,0,0,1,0,38,0,0,1,0,0,0,0,0,1,0,1,0,8,0,0,0,0,8,0
0,0,10,0,36,0,0,0,0,1,0,24,0,0,0,0,8,0,0,1,1,1,1,0,8,0,0,0,0,11,0
0,0,11,0,32,0,0,0,0,1,0,78,1,0,1,0,3,0,0,2,1,3,1,1,16,1,0,0,0,14,0
0,0,2,0,19,0,0,0,0,1,0,74,0,0,0,0,0,0,0,0,1,0,1,0,5,0,0,0,0,9,0
0,0,19,1,31,1,0,0,1,1,0,134,0,0,1,0,10,0,0,2,1,5,1,1,100,1,0,0,1,9,1
0,0,6,0,17,0,0,0,0,1,0,16,0,0,0,0,7,0,0,1,1,4,1,1,8,0,0,0,0,6,0
0,0,5,0,30,0,0,0,0,1,0,34,0,0,0,0,0,0,0,0,1,0,1,0,11,1,0,0,0,10,0
1,0,16,1,33,0,1,0,1,1,0,47,0,0,0,0,1,0,0,0,1,0,1,0,28,1,1,0,0,10,0
0,0,10,0,11,0,0,0,0,1,0,52,0,0,1,0,7,0,0,2,1,2,1,1,2,1,0,0,1,4,0
0,0,13,0,32,1,0,0,1,1,0,82,0,0,1,0,9,0,0,4,1,5,1,1,21,1,0,0,1,17,0
0,0,2,0,12,0,0,0,0,1,0,10,0,0,0,0,0,0,0,0,1,0,1,0,7,0,0,0,0,5,0
1,0,20,1,30,0,1,1,0,1,0,120,0,0,1,0,21,0,0,5,1,14,1,1,101,1,0,0,1,12,0
0,0,6,0,13,0,1,0,0,1,0,18,0,0,0,0,0,0,0,0,1,0,1,0,7,1,0,0,1,5,0
0,0,9,0,23,1,1,0,0,1,0,87,0,0,0,0,1,0,0,0,1,0,1,0,5,1,0,0,0,10,0
0,0,4,0,19,0,0,0,0,1,0,41,0,0,0,0,1,1,0,0,1,1,1,0,14,1,0,0,0,8,0
1,1,22,1,38,1,1,0,0,1,0,48,0,0,1,0,14,1,0,5,1,12,1,1,46,1,0,0,0,17,0
0,0,5,0,3,1,0,0,0,1,0,62,0,0,1,0,1,0,0,0,1,1,1,0,33,1,0,0,0,2,0
0,0,8,1,41,0,1,0,0,1,0,64,0,0,1,0,1,0,0,0,1,3,1,0,23,1,0,1,0,13,0
0,0,0,0,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,6,0
0,0,10,0,6,0,0,0,0,1,0,33,0,0,0,0,7,0,0,3,1,4,1,1,14,1,0,0,0,5,0
0,0,8,0,20,0,0,0,0,1,0,36,0,0,0,0,0,0,0,0,1,0,1,0,3,1,0,0,0,7,1
1,0,14,1,50,1,0,0,0,1,0,142,1,0,1,0,8,0,0,3,1,5,1,1,17,1,0,0,1,19,0
0,0,3,0,5,0,0,0,0,1,0,17,0,0,0,0,0,0,0,1,1,0,1,0,4,0,0,0,0,4,1
0,0,3,0,42,0,0,0,0,1,0,67,0,0,1,0,3,1,0,0,1,2,1,0,11,0,0,0,0,13,0
0,0,4,0,34,1,1,1,0,1,0,40,0,0,1,0,0,0,0,1,1,0,1,0,2,0,0,0,0,15,0
0,0,8,1,5,0,1,0,0,0,0,10,0,0,1,0,2,0,1,0,1,3,0,0,3,1,0,0,0,3,0
0,0,3,0,6,0,0,0,0,1,0,35,0,0,0,0,0,0,0,0,1,0,1,0,5,0,0,0,0,4,0
0,0,12,1,23,0,1,0,0,1,0,88,0,0,0,0,8,0,0,3,1,5,1,1,21,1,0,0,0,9,1
0,0,20,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,8,1,0,0,0,0,0
0,1,17,0,59,1,0,0,1,1,1,107,0,0,1,0,3,0,0,2,1,6,1,1,42,1,0,0,1,15,0
1,0,35,1,66,1,1,1,1,1,1,157,1,0,1,0,12,1,0,0,1,24,1,0,133,1,1,1,0,16,0
0,0,9,0,6,0,0,0,0,1,0,9,0,0,1,0,3,0,0,2,1,1,1,0,20,1,0,0,1,6,0
1,0,19,1,40,1,1,0,1,1,0,54,1,0,1,0,0,1,0,0,1,0,1,0,11,1,1,0,0,13,1
0,0,9,1,50,0,0,0,0,1,0,46,0,0,1,0,2,0,0,0,1,3,1,0,31,1,0,0,0,7,1
0,0,4,0,16,0,0,0,0,1,0,2,0,0,0,0,0,0,0,2,0,1,1,0,1,1,0,0,0,7,0
0,0,8,1,16,0,1,0,0,1,0,19,0,0,0,0,1,0,0,0,1,0,1,0,10,1,0,0,0,7,0
0,0,5,0,32,0,1,0,0,1,0,37,0,0,0,0,0,0,0,0,1,0,1,0,4,1,0,0,0,11,0
0,0,2,0,17,0,0,0,0,1,0,20,0,0,0,0,0,0,0,0,1,0,1,0,3,0,0,0,0,7,1
0,0,5,0,19,0,0,0,0,1,0,25,0,0,0,0,3,0,0,1,1,4,1,1,16,0,0,0,0,10,0
0,0,4,0,17,0,0,0,0,1,0,23,0,0,0,0,0,0,0,0,0,1,1,0,15,1,1,0,0,6,0
0,0,12,0,33,0,1,0,0,1,0,37,0,0,1,0,1,1,0,0,1,1,1,0,10,1,0,0,0,12,0
0,0,14,1,10,0,1,0,1,1,0,94,0,0,1,0,3,0,0,1,1,3,1,1,186,1,0,0,0,4,0
0,0,9,1,12,0,1,0,1,1,1,4,0,0,0,0,2,0,0,0,1,0,0,0,3,1,0,0,0,7,0
0,0,8,0,27,0,0,0,0,1,0,45,0,0,1,0,1,0,0,0,1,2,1,0,16,1,0,0,0,9,0
0,0,13,0,22,0,1,0,0,1,1,25,0,0,0,0,8,0,0,1,1,3,1,1,20,1,0,0,1,10,0
0,0,6,0,6,0,0,0,0,1,0,31,0,0,0,0,2,0,0,1,1,4,1,1,10,0,0,0,0,5,0
0,0,26,0,23,1,1,0,0,1,0,38,0,0,1,0,12,0,0,2,1,7,1,1,11,0,0,0,0,11,0
0,0,5,0,22,0,0,0,0,1,0,67,0,0,0,0,10,0,0,1,1,5,1,1,9,0,0,0,0,12,0
0,0,18,1,31,1,1,0,0,1,0,23,0,0,1,0,3,0,0,0,1,3,1,1,8,1,0,0,1,10,0
0,0,6,1,28,0,0,0,0,1,0,71,1,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0,1,12,0
0,0,2,0,12,0,0,0,0,1,0,16,0,0,0,0,0,0,0,0,1,0,1,0,42,0,0,0,0,5,0
0,1,18,1,36,0,1,0,1,1,0,19,0,0,1,1,2,0,0,0,1,1,0,1,56,1,0,0,0,10,0
0,0,2,0,15,0,0,0,0,1,0,13,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,5,0
0,0,9,1,19,0,0,0,0,1,0,41,0,0,0,0,12,1,0,5,1,10,1,1,17,1,0,0,0,8,0
0,0,7,0,20,0,1,0,0,1,0,19,0,0,1,0,0,0,0,0,1,0,1,0,9,1,0,0,0,11,0
0,0,18,0,44,1,1,0,0,1,0,234,0,0,1,0,8,1,0,5,1,5,1,1,69,0,0,0,0,17,0
0,0,17,1,15,0,1,0,1,0,1,19,1,0,0,0,3,0,1,0,1,3,0,0,6,1,1,1,0,9,0
0,0,2,0,15,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,5,0
