perm_android_permission_SYSTEM_ALERT_WINDOW,perm_android_permission_GET_TASKS,n_permissions,suspicious_getSubscriberId,perm_android_permission_WRITE_SETTINGS,suspicious_getCellLocation,intent_android_net_conn_CONNECTIVITY_CHANGE,perm_android_permission_MOUNT_UNMOUNT_FILESYSTEMS,perm_com_android_launcher_permission_INSTALL_SHORTCUT,perm_com_android_launcher_permission_READ_SETTINGS,perm_android_permission_READ_LOGS,perm_android_permission_SEND_SMS,perm_android_permission_CHANGE_WIFI_STATE,perm_android_permission_READ_PHONE_STATE,perm_android_permission_ACCESS_WIFI_STATE,suspicious_Ljava_lang_Runtime___exec,n_providers,intent_android_intent_action_PACKAGE_ADDED,intent_android_intent_action_PACKAGE_REMOVED,intent_com_google_android_c2dm_intent_RECEIVE,perm_com_google_android_c2dm_permission_RECEIVE,intent_com_google_firebase_MESSAGING_EVENT,intent_com_google_firebase_INSTANCE_ID_EVENT,n_api_calls,perm_android_permission_READ_SMS,suspicious_system_bin_su,perm_com_android_launcher_permission_WRITE_SETTINGS,perm_android_permission_BROADCAST_STICKY,intent_android_intent_action_USER_PRESENT,perm_android_permission_CHANGE_NETWORK_STATE,label
0,0,16,0,0,1,0,0,0,0,0,0,0,1,1,0,2,0,0,1,1,1,1,46,0,0,0,0,0,0,0
0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,1
0,1,13,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,18,0,0,0,0,0,0,0
0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13,0,1,0,0,0,0,0
0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0
0,0,12,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,21,0,0,0,0,0,0,0
0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,44,0,1,0,0,0,0,0
1,1,37,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,74,0,0,0,0,1,1,0
0,0,26,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0,0,1,1,1,1,29,0,1,0,0,0,0,0
0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,1,0,0,0,0,0
0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,17,0,0,0,0,0,0,0
0,0,7,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0
0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,1,1,23,0,0,0,0,0,0,0
0,0,15,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,14,0,0,0,0,0,0,0
0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,0,0,9,0,0,0,0,0,0,0
0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0
0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,16,0,0,0,0,0,0,0
0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0
1,0,31,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0,0,1,1,1,1,31,0,0,0,0,0,0,0
0,0,9,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,25,0,1,0,0,1,0,0
1,1,38,0,0,0,0,0,1,1,0,0,1,1,1,0,7,0,0,1,1,1,1,27,1,0,0,1,0,0,0
0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,20,0,0,0,0,0,0,0
1,1,38,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,0,0,0,0,54,1,0,0,0,0,1,0
0,0,10,1,0,1,0,0,0,0,0,0,0,0,1,1,2,0,0,1,1,0,0,37,0,1,0,0,0,0,0
0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0
0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,33,0,0,0,0,0,0,0
0,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,1,1,0,0,26,0,0,0,0,0,0,0
0,0,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,21,0,0,0,0,0,0,0
0,0,25,1,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1,0,0,46,0,0,0,0,0,0,0
0,0,7,0,0,0,1,0,0,0,0,0,0,0,1,0,3,0,0,1,1,0,1,10,0,0,0,0,0,0,0
0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,9,0,0,0,0,0,0,0
0,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,1,1,0,26,0,0,0,0,0,0,0
0,0,15,0,0,0,1,0,0,0,0,0,0,1,1,0,2,0,0,1,1,0,1,16,0,0,0,0,0,0,0
0,0,9,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,25,0,1,0,0,1,0,0
0,0,11,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,24,0,0,0,0,0,0,0
0,0,17,1,0,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,22,1,0,0,0,1,0,0
0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,1,7,0,0,0,0,0,0,0
0,1,30,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,37,0,1,0,1,0,0,0
0,0,16,0,0,0,1,0,0,0,0,0,1,0,1,1,6,0,0,1,1,1,1,17,0,0,0,0,0,0,0
0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,195,1,1,0,1,1,1,1,1,1,1,1,1,1,105,1,1,0,1,0,0,41,1,0,1,1,1,1,0
0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,23,0,0,0,0,0,0,1
0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,14,0,0,0,0,0,0,0
0,0,11,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0,0,1,1,1,1,32,0,0,0,0,0,0,0
1,0,12,1,0,0,1,0,0,0,0,0,0,1,1,1,3,1,1,1,1,1,1,48,0,0,0,0,1,0,0
0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0
0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0
1,1,20,0,1,0,0,0,0,0,0,0,0,1,1,1,7,0,0,1,1,0,0,57,0,0,0,0,0,0,0
0,0,12,1,0,1,1,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,45,0,0,0,0,0,0,0
0,0,12,0,0,1,1,0,0,0,0,0,0,0,1,0,10,0,0,1,1,0,1,41,0,0,0,0,0,0,0
0,0,12,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,1,1,0,1,30,0,0,0,0,0,0,0
0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
1,0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0
0,1,12,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,21,0,0,0,0,0,0,0
0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,22,0,0,0,0,0,0,0
0,1,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0
0,0,17,1,0,1,0,0,0,0,0,0,0,1,1,1,2,0,0,1,1,1,1,26,0,0,0,0,0,0,0
0,1,13,0,0,0,1,0,0,0,0,0,0,0,1,0,10,1,1,1,1,1,1,20,0,1,0,0,0,0,0
0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,22,0,0,0,0,0,0,0
0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,1,0,0,7,0,0,0,0,0,0,0
0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,1,0,1,21,0,0,0,0,0,0,0
0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,29,0,0,0,0,0,0,0
0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0
1,0,25,0,1,1,0,0,0,0,0,0,1,1,1,0,2,0,0,1,1,1,1,36,0,0,0,0,0,1,0
0,0,14,1,0,0,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,6,1,0,0,0,0,0,1
0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,49,0,0,0,0,0,0,1
0,0,15,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,24,0,0,0,0,0,0,0
0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0
0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,51,0,0,0,0,0,0,0
0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0
0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0
0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,34,0,0,0,0,0,0,0
0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,12,0,0,0,0,0,0,1
0,0,10,1,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,1,1,1,1,24,0,1,0,0,0,0,0
0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
0,1,10,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,15,0,0,0,0,0,0,0
0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,20,0,0,0,0,0,0,0
0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,16,0,0,0,0,0,0,0
0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,1
0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0
0,0,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0
0,0,8,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,25,0,0,0,0,0,0,0
0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0
0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,23,0,0,0,0,0,0,0
0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,19,0,0,0,0,0,0,1
1,0,14,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,1,1,0,0,20,0,0,0,0,0,0,0
0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
1,0,12,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,35,0,0,0,0,0,0,0
0,0,7,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,1
0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,12,0,0,0,0,0,0,1
0,0,15,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,1,1,1,22,0,0,0,0,0,0,0
0,0,21,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,58,0,0,0,0,0,0,0
0,0,12,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,1,1,0,0,14,0,0,0,0,0,0,0
0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,20,0,0,0,0,0,0,0
0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
0,0,15,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,1,1,1,29,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,9,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,27,0,1,0,0,0,0,0
0,0,13,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,1,1,0,0,14,0,0,0,0,0,0,0
0,0,16,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,38,0,0,0,1,0,0,0
0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,25,0,0,0,0,0,0,0
1,1,15,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,28,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,22,1,0,0,0,0,1,0
0,0,15,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,1,1,0,0,14,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,1,22,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,42,0,0,0,0,0,0,0
1,1,20,1,1,1,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0
0,0,14,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,19,0,0,0,0,0,0,0
0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,14,0,0,0,0,0,0,1
0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,15,0,0,0,0,0,0,0
0,1,26,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,17,0,0,0,0,0,0,0
1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1,0,9,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,23,0,1,0,0,0,0,0
0,0,10,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,1,1,1,0,18,0,0,0,0,0,0,0
0,0,21,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,0,0,45,0,0,0,0,0,0,0
0,0,13,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,26,0,0,0,0,0,0,0
0,1,22,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,29,1,0,0,0,0,0,0
0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,19,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0
0,0,10,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0
0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0
0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
0,0,31,0,1,0,1,0,0,0,0,0,0,0,1,1,5,0,0,1,1,1,0,30,0,0,0,0,0,0,0
0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,16,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,1,1,1,1,33,0,0,0,0,0,0,0
0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,17,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,12,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,1,1,1,27,0,0,0,0,0,0,0
0,1,13,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1,1,15,0,0,0,0,0,0,0
0,0,10,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,13,0,0,0,0,0,0,0
0,0,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,14,0,0,0,0,0,0,0
1,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0
0,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,1,1,1,1,17,0,0,0,0,0,0,1
0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,21,0,0,0,0,0,0,0
0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,1,23,0,0,0,0,0,0,0
1,1,18,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,29,0,0,0,0,0,1,0
0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0
0,0,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,14,0,0,0,0,0,0,0
0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,24,0,0,0,0,0,0,0
0,0,10,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,1,1,1,1,26,0,0,0,1,0,0,0
0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,1,1,0,10,0,0,0,0,0,0,0
0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,34,0,0,0,0,0,0,0
0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,18,0,0,0,0,0,0,0
0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0
0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
0,0,7,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0
0,1,33,0,0,1,1,1,1,1,1,0,1,0,1,1,3,1,1,1,1,0,1,30,0,0,0,0,1,0,0
1,0,27,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,1,1,1,31,0,0,0,0,0,0,1
0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0
0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0
0,0,12,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,1,1,0,0,14,0,0,0,0,0,0,1
0,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,1,29,0,0,0,0,0,0,0
1,1,25,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0
0,0,8,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0
0,0,8,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,47,0,0,0,0,0,0,0
0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
0,0,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,18,0,1,0,0,0,0,0
0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,1,1,9,0,0,0,0,0,0,0
0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,21,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0
0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0
1,1,168,1,1,1,1,1,1,1,1,1,1,1,1,1,16,0,1,0,1,0,0,32,1,0,1,1,1,1,0
0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0
0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,1,7,0,0,0,0,0,0,0
0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,13,0,0,0,0,0,0,0
0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,22,0,1,0,0,0,0,0
0,0,6,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
0,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,1,0,1,18,0,0,0,0,0,0,0
0,0,24,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,25,1,0,0,0,0,0,0
0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0
0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0
0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,24,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0
0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,19,0,1,0,0,0,0,0
0,0,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,14,0,0,0,0,0,0,0
0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0
0,0,9,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,21,0,0,0,0,0,0,0
0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,24,0,0,0,0,0,0,0
0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0
0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0
0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1,1,49,1,1,1,1,0,0,0,1,0,1,1,1,1,9,0,0,0,0,0,0,50,0,1,0,0,1,1,0
0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0
0,0,6,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
1,1,15,1,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,35,0,0,0,0,0,1,0
0,0,8,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
1,1,42,0,1,0,1,1,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,0
0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0
