intent_android_intent_action_PACKAGE_ADDED,perm_android_webkit_permission_PLUGIN,intent_com_google_android_c2dm_intent_RECEIVE,intent_com_google_android_c2dm_intent_REGISTRATION,suspicious_getSubscriberId,suspicious_sendTextMessage,perm_com_google_android_c2dm_permission_RECEIVE,n_permissions,intent_android_intent_action_BOOT_COMPLETED,n_receivers,perm_android_permission_READ_PHONE_STATE,perm_android_permission_CAMERA,suspicious_Ljava_lang_System___loadLibrary,suspicious_Ljava_lang_System___load,n_urls,n_used_permissions,n_services,perm_android_permission_READ_EXTERNAL_STORAGE,suspicious_Ldalvik_system_DexClassLoader_,suspicious_Ldalvik_system_PathClassLoader_,perm_android_permission_RESTART_PACKAGES,perm_android_permission_SET_WALLPAPER,perm_android_permission_GET_ACCOUNTS,suspicious_Base64,suspicious_getExternalStorageDirectory,n_activities,suspicious_getPackageInfo,perm_android_permission_ACCESS_FINE_LOCATION,perm_android_permission_ACCESS_NETWORK_STATE,intent_android_intent_action_MAIN,label
0,0,0,0,0,0,0,4,0,0,0,0,0,0,13,8,0,0,1,0,0,1,0,1,1,5,1,0,1,1,0
0,0,0,0,0,0,0,3,0,0,0,0,1,1,15,9,0,0,1,0,0,0,0,1,1,4,1,0,1,1,0
0,0,0,0,0,0,0,4,0,0,0,0,0,0,13,8,0,0,1,0,0,1,0,1,1,5,1,0,1,1,0
0,0,0,0,0,0,0,4,0,0,0,0,0,0,12,8,0,0,1,0,0,1,0,1,1,5,1,0,1,1,0
0,0,0,0,0,0,0,4,0,0,0,0,0,0,13,8,0,0,1,0,0,1,0,1,1,5,1,0,1,1,0
0,0,0,0,0,0,0,4,0,0,0,0,0,0,13,8,0,0,1,0,0,1,0,1,1,5,1,0,1,1,0
0,0,0,0,0,0,0,4,0,0,0,0,0,0,13,8,0,0,1,0,0,1,0,1,1,5,1,0,1,1,0
0,0,0,0,0,0,0,2,0,0,0,0,1,1,13,8,0,0,1,0,0,0,0,1,1,4,1,0,1,1,0
0,0,0,0,0,0,0,4,0,0,0,0,0,0,13,8,0,0,1,0,0,1,0,1,1,5,1,0,1,1,0
0,0,0,0,0,0,0,2,0,0,0,0,1,1,13,8,0,0,1,0,0,0,0,1,1,4,1,0,1,1,0
0,0,0,0,0,0,0,2,0,0,0,0,1,1,13,8,0,0,1,0,0,0,0,1,1,4,1,0,1,1,0
0,0,0,0,0,0,0,4,0,0,0,0,0,0,13,8,0,0,1,0,0,1,0,1,1,5,1,0,1,1,0
0,0,0,0,0,0,0,4,0,0,0,0,0,0,13,8,0,0,1,0,0,1,0,1,1,5,1,0,1,1,0
0,0,0,0,0,0,0,2,0,0,0,0,1,1,14,8,0,0,1,0,0,0,0,1,1,3,1,0,1,1,0
0,0,0,0,0,0,0,4,0,0,0,0,0,0,12,8,0,0,1,0,0,1,0,1,1,5,1,0,1,1,0
0,0,0,0,0,0,0,4,0,0,0,0,0,0,13,8,0,0,1,0,0,1,0,1,1,5,1,0,1,1,0
0,0,0,0,0,0,0,4,0,0,0,0,1,1,12,6,0,0,0,1,0,0,0,1,1,3,1,0,1,1,0
0,0,0,0,0,0,0,2,0,0,0,0,1,1,14,9,0,0,1,0,0,0,0,1,1,4,1,0,1,1,0
0,0,0,0,0,0,0,3,0,0,0,0,1,1,13,9,0,0,1,0,0,0,0,1,1,4,1,0,1,1,0
0,0,0,0,0,0,0,3,0,0,0,0,1,1,13,10,0,0,1,0,0,0,0,1,1,4,1,0,1,1,1
0,0,0,0,0,0,0,3,0,0,0,0,1,1,13,9,0,0,1,0,0,0,0,1,1,4,1,0,1,1,0
0,0,0,0,0,0,0,5,0,0,0,0,1,1,15,9,0,0,1,0,0,0,0,1,1,3,1,1,1,1,0
0,0,0,0,0,0,0,3,0,0,0,0,1,1,13,9,0,0,1,0,0,0,0,1,1,4,1,0,1,1,1
0,0,0,0,0,0,0,2,0,0,0,0,1,1,14,9,0,0,1,0,0,0,0,1,1,4,1,0,1,1,0
0,0,0,0,0,0,0,3,0,0,0,0,1,1,13,9,0,0,1,0,0,0,0,1,1,4,1,0,1,1,0
0,0,0,0,0,0,0,2,0,0,0,0,1,1,13,7,0,0,1,0,0,0,0,1,1,3,1,0,1,1,0
0,0,0,0,0,0,0,3,0,0,0,0,1,1,13,9,0,0,1,0,0,0,0,1,1,4,1,0,1,1,0
0,0,0,0,0,0,0,3,0,0,0,0,1,1,13,9,0,0,1,0,0,0,0,1,1,4,1,0,1,1,0
0,0,0,0,0,0,0,3,0,0,0,0,1,1,13,9,0,0,1,0,0,0,0,1,1,4,1,0,1,1,0
0,0,0,0,0,0,0,4,0,0,0,0,0,0,12,6,0,0,1,0,1,0,0,1,1,2,1,0,1,1,0
0,0,0,0,0,0,0,3,0,0,0,0,1,1,13,9,0,0,1,0,0,0,0,1,1,4,1,0,1,1,0
0,0,0,0,0,0,0,5,0,0,0,0,1,1,14,9,0,0,1,1,0,0,0,1,1,4,1,0,1,1,0
0,0,0,0,0,0,0,4,0,0,0,0,0,0,10,8,0,1,1,0,0,0,0,1,1,3,1,0,1,1,0
0,0,0,0,0,0,0,2,0,0,0,0,1,1,11,8,0,0,1,0,0,0,0,1,1,4,1,0,1,1,0
0,0,0,0,0,0,0,4,0,0,0,0,0,0,14,7,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1
0,0,0,0,0,0,0,2,0,0,0,0,1,1,11,8,0,0,1,0,0,0,0,1,1,4,1,0,1,1,1
0,0,0,0,0,0,0,2,0,0,0,0,0,0,14,8,0,0,1,1,0,0,0,1,1,4,1,0,1,1,1
0,0,0,0,0,0,0,3,0,0,0,0,0,0,12,7,0,0,1,0,0,0,0,1,1,4,1,0,1,1,0
0,0,0,0,0,0,0,3,0,0,0,0,0,0,15,7,0,0,1,0,0,0,0,1,1,4,1,0,1,1,0
0,0,0,0,0,0,0,2,0,0,0,0,0,0,14,8,0,0,1,0,0,0,0,1,1,5,1,0,1,1,0
0,0,0,0,0,0,0,5,0,0,0,0,1,1,13,6,0,0,0,1,0,0,0,1,1,4,1,0,1,1,0
0,0,0,0,0,0,0,6,0,0,0,0,1,1,11,8,0,0,1,0,0,0,0,1,1,3,1,0,1,1,0
0,0,0,0,0,0,0,2,0,0,0,0,1,1,13,8,0,0,1,0,0,0,0,1,1,5,1,0,1,1,0
0,0,0,0,0,0,0,2,0,0,0,0,0,0,15,8,0,0,1,0,0,0,0,1,1,3,1,0,1,1,0
0,0,0,0,0,0,0,4,0,0,0,0,0,0,14,7,0,0,1,0,0,1,0,1,1,4,1,0,1,1,0
0,0,0,0,0,0,0,2,0,0,0,0,0,0,15,8,0,0,1,0,0,0,0,1,1,3,1,0,1,1,0
0,0,0,0,0,0,0,2,0,0,0,0,0,0,13,8,0,0,1,0,0,0,0,1,1,5,1,0,1,1,0
0,0,0,0,0,0,0,3,0,0,0,0,0,0,15,7,0,0,1,0,0,0,0,1,1,3,1,0,1,1,0
0,0,0,0,0,0,0,3,0,1,0,0,0,0,15,8,0,0,1,0,0,0,0,1,1,2,1,0,1,1,0
0,0,0,0,0,0,0,6,0,0,0,1,1,1,12,8,0,0,0,0,0,0,0,1,1,3,1,0,1,1,0
0,0,0,0,0,0,0,3,0,0,0,0,0,0,15,8,0,0,1,0,0,0,0,1,1,5,1,0,1,1,1
0,0,0,0,0,0,0,3,0,0,0,0,0,0,15,7,0,0,1,0,0,0,0,1,1,3,1,0,1,1,0
0,0,0,0,0,0,0,3,0,0,0,0,1,1,14,7,0,0,1,1,0,0,0,1,1,4,1,0,1,1,0
0,0,0,0,0,0,0,2,0,0,0,0,0,0,12,8,0,0,1,0,0,0,0,1,1,5,1,0,1,1,0
0,0,0,0,0,0,0,4,0,0,0,0,1,1,12,10,0,0,0,0,0,0,0,1,1,2,1,0,1,1,0
0,0,0,0,0,0,0,4,0,0,0,0,0,0,16,8,0,0,1,0,0,0,0,1,1,3,1,0,1,1,0
0,0,0,0,0,0,0,2,0,0,0,0,0,0,15,8,0,0,1,1,0,0,0,1,1,4,1,0,1,1,1
0,0,0,0,0,0,0,2,0,0,0,0,0,0,13,7,0,0,1,0,0,0,0,1,1,2,1,0,1,1,0
0,0,0,0,0,0,0,3,0,0,0,0,1,1,13,10,0,0,1,0,0,0,0,1,1,4,1,0,1,1,0
0,0,0,0,0,0,0,3,0,0,0,0,1,1,13,10,0,0,1,0,0,0,0,1,1,4,1,0,1,1,1
0,0,0,0,0,0,0,2,0,0,0,0,0,0,11,8,0,0,1,0,0,0,0,1,1,3,1,0,1,1,0
0,0,0,0,0,0,0,4,0,0,0,0,1,1,10,8,0,1,1,0,0,0,0,1,1,3,1,0,1,1,0
0,0,0,0,0,0,0,3,0,0,0,0,0,0,12,7,0,0,1,0,0,0,0,1,1,4,1,0,1,1,0
0,0,0,0,0,0,0,6,0,0,1,0,0,0,13,8,0,0,1,0,0,0,0,1,1,4,1,0,1,1,0
0,0,0,0,0,0,0,5,0,0,0,0,1,1,14,6,0,0,0,0,0,0,0,1,1,3,1,1,1,1,0
0,0,0,0,0,0,0,4,0,0,0,0,0,0,12,6,0,0,1,0,1,0,0,1,1,2,1,0,1,1,0
0,0,0,0,0,0,0,4,0,0,0,0,0,0,12,6,0,0,1,0,1,0,0,1,1,2,1,0,1,1,0
0,0,0,0,0,0,0,2,0,1,0,0,0,0,13,6,0,0,1,0,0,0,0,1,1,3,1,0,1,1,0
0,0,0,0,0,0,0,3,0,0,0,0,0,0,15,8,0,0,1,0,0,0,0,1,1,5,1,0,1,1,0
0,0,0,0,0,0,0,3,0,0,0,0,0,0,13,7,0,0,1,0,0,0,0,1,1,5,1,0,1,1,0
0,0,0,0,0,0,0,3,0,0,0,0,0,0,15,8,0,0,1,0,0,0,0,1,1,4,1,0,1,1,0
0,0,0,0,0,0,0,3,0,0,0,0,0,0,15,6,0,0,1,0,0,0,0,1,1,4,1,0,0,1,0
0,0,0,0,0,0,0,4,0,0,0,0,0,0,15,6,0,0,1,0,0,0,0,1,1,4,1,0,1,1,0
0,0,0,0,0,0,0,4,0,0,0,1,0,0,15,7,0,0,0,0,0,0,0,1,1,5,1,0,1,1,0
0,0,0,0,0,0,0,6,0,0,0,0,1,1,15,9,0,0,1,0,0,0,0,1,1,3,1,1,1,1,0
0,0,0,0,0,0,0,2,0,0,0,0,0,0,15,6,0,0,1,0,0,0,0,1,1,3,1,0,0,1,0
0,0,0,0,0,0,0,2,0,0,0,0,0,0,13,7,0,0,1,0,0,0,0,1,1,4,1,0,1,1,0
0,0,0,0,0,0,0,2,0,0,0,0,0,0,15,6,0,0,1,0,0,0,0,1,1,3,1,0,0,1,0
0,0,0,0,0,0,0,2,0,0,0,0,0,0,15,6,0,0,1,0,0,0,0,1,1,3,1,0,0,1,1
0,0,0,0,0,0,0,3,0,0,0,0,0,0,14,7,0,0,1,0,0,0,0,1,1,5,1,0,1,1,0
0,0,0,0,0,0,0,2,0,0,0,0,0,0,14,7,0,0,1,0,0,0,0,1,1,4,1,0,1,1,0
0,0,0,0,0,0,0,2,0,0,0,0,0,0,13,7,0,0,1,0,0,0,0,1,1,4,1,0,1,1,0
0,0,0,0,0,0,0,7,0,0,0,1,1,1,13,7,0,1,0,0,0,0,0,1,1,3,1,0,1,1,0
0,0,0,0,0,0,0,3,0,0,0,0,1,1,15,8,0,0,1,0,0,0,0,1,1,6,1,0,1,1,0
0,0,0,0,0,0,0,2,0,0,0,0,0,0,13,6,0,0,0,0,0,0,0,1,1,3,1,0,1,1,0
0,0,0,0,0,0,0,2,0,0,0,0,0,0,15,6,0,0,1,0,0,0,0,1,1,3,1,0,0,1,0
0,0,0,0,0,0,0,2,0,0,0,0,0,0,12,6,0,0,1,0,0,0,0,1,1,2,1,0,1,1,0
0,0,0,0,0,0,0,3,0,0,0,0,1,1,13,11,0,0,1,0,0,0,0,1,1,4,1,0,1,1,0
0,0,0,0,0,0,0,2,0,0,0,0,1,1,12,10,0,0,1,0,0,0,0,1,1,4,1,0,1,1,0
0,0,0,0,0,0,0,2,0,0,0,0,0,0,13,7,0,0,1,0,0,0,0,1,1,4,1,0,1,1,0
0,0,0,0,0,0,0,3,0,0,0,0,1,1,15,8,0,0,1,0,0,0,0,1,1,6,1,0,1,1,0
0,0,0,0,0,0,0,2,0,0,0,0,0,0,15,6,0,0,1,0,0,0,0,1,1,3,1,0,0,1,0
0,0,0,0,0,0,0,2,0,0,0,0,0,0,15,6,0,0,1,0,0,0,0,1,1,3,1,0,0,1,0
0,0,0,0,0,0,0,3,0,0,0,0,1,1,15,8,0,0,1,0,0,0,0,1,1,3,1,0,0,1,0
0,0,0,0,0,0,0,2,0,0,0,0,0,0,15,6,0,0,1,0,0,0,0,1,1,3,1,0,0,1,0
0,0,0,0,0,0,0,3,0,0,0,0,1,1,15,8,0,0,1,0,0,0,0,1,1,6,1,0,1,1,0
0,0,0,0,0,0,0,2,0,0,0,0,0,0,15,6,0,0,1,0,0,0,0,1,1,3,1,0,0,1,0
0,0,0,0,0,0,0,4,0,0,0,0,0,0,16,8,0,0,1,1,0,0,1,1,1,4,1,0,1,1,0
0,0,0,0,0,0,0,5,0,0,0,0,1,1,10,8,0,1,1,0,0,0,0,1,1,3,1,0,1,1,0
0,0,0,0,0,0,0,3,0,0,0,0,1,1,15,8,0,0,1,0,0,0,0,1,1,6,1,0,1,1,0
0,0,0,0,0,0,0,2,0,0,0,0,0,0,14,7,0,0,1,0,0,0,0,1,1,4,1,0,1,1,0
0,0,0,0,0,0,0,5,0,0,1,0,0,0,12,6,0,0,1,0,1,0,0,1,1,2,1,0,1,1,0
0,0,0,0,0,0,0,2,0,0,0,0,0,0,15,7,0,0,1,1,0,0,0,1,1,4,1,0,1,1,0
0,0,0,0,0,0,0,4,0,0,0,0,1,1,16,7,0,1,1,1,0,0,0,1,1,4,1,0,1,1,0
0,0,0,0,0,0,0,4,0,0,0,0,0,0,14,9,0,0,1,0,0,1,0,1,1,5,1,0,1,1,1
0,0,0,0,0,0,0,5,0,0,1,0,1,1,14,8,1,0,1,0,0,0,0,1,1,5,1,0,1,1,0
0,0,0,0,0,0,0,2,0,0,0,0,0,0,15,8,0,0,1,0,0,0,0,1,1,5,1,0,1,1,0
0,0,0,0,0,0,0,4,0,0,0,0,0,0,15,7,0,0,1,0,0,1,0,1,1,2,1,0,1,1,0
0,0,0,0,0,0,0,2,0,0,0,0,0,0,15,8,0,0,1,0,0,0,0,1,1,5,1,0,1,1,0
0,0,0,0,0,0,0,2,0,0,0,0,0,0,15,8,0,0,1,0,0,0,0,1,1,5,1,0,1,1,0
0,0,0,0,0,0,0,4,0,0,0,0,0,0,11,9,1,0,1,0,0,0,0,1,1,4,1,0,1,1,0
0,0,0,0,0,0,0,2,0,0,0,0,1,1,10,8,0,0,1,0,0,0,0,1,1,4,1,0,1,1,0
0,0,0,0,0,1,0,3,0,0,0,0,1,1,13,10,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0
0,0,0,0,0,0,0,5,0,0,1,0,0,0,12,6,0,0,1,0,1,0,0,1,1,2,1,0,1,1,0
0,0,0,0,0,0,0,2,0,0,0,0,0,0,15,8,0,0,1,0,0,0,0,1,1,5,1,0,1,1,0
0,0,0,0,0,0,0,6,0,0,1,0,0,0,12,6,0,0,1,0,1,0,1,1,1,2,1,0,1,1,0
0,0,0,0,0,0,0,2,0,0,0,0,0,0,13,8,0,0,1,0,0,0,0,1,1,6,1,0,1,1,0
0,0,0,0,0,0,0,2,0,0,0,0,0,0,15,8,0,0,1,0,0,0,0,1,1,5,1,0,1,1,0
0,0,0,0,0,0,0,2,0,0,0,0,0,0,15,8,0,0,1,0,0,0,0,1,1,5,1,0,1,1,1
0,0,0,0,0,0,0,2,0,0,0,0,0,0,13,8,0,0,1,0,0,0,0,1,1,6,1,0,1,1,0
0,0,0,0,0,0,0,4,0,0,0,0,1,1,16,7,0,1,1,1,0,0,0,1,1,4,1,0,1,1,0
0,0,0,0,0,0,0,4,0,0,0,0,0,0,15,7,0,0,1,0,0,1,0,1,1,2,1,0,1,1,0
0,0,0,0,0,0,0,5,0,0,1,0,0,0,12,6,0,0,1,0,1,0,0,1,1,2,1,0,1,1,0
0,0,0,0,0,0,0,4,0,0,0,0,1,1,16,7,0,0,1,1,0,0,0,1,1,4,1,0,1,1,0
0,0,0,0,0,0,0,3,0,0,0,0,0,0,12,6,0,0,1,0,1,0,0,1,1,2,1,0,1,1,0
0,0,0,0,0,0,0,4,0,0,0,0,0,0,12,6,0,1,1,0,0,0,0,1,1,6,1,0,1,1,0
0,0,0,0,0,0,0,6,0,0,0,0,1,1,15,7,0,0,1,1,0,0,0,1,1,4,1,1,1,1,1
0,0,0,0,0,0,0,2,0,0,0,0,0,0,11,8,0,0,1,0,0,0,0,1,1,5,1,0,1,1,0
0,0,0,0,0,0,0,4,0,0,0,0,1,1,10,8,0,0,0,1,0,0,0,1,1,4,1,1,1,1,0
0,0,0,0,0,0,0,2,0,0,0,0,0,0,15,8,0,0,1,0,0,0,0,1,1,5,1,0,1,1,0
0,0,0,0,0,0,0,2,0,0,0,0,1,1,10,8,0,0,1,0,0,0,0,1,1,4,1,0,1,1,0
0,0,0,0,0,0,0,2,0,0,0,0,1,1,10,8,0,0,1,0,0,0,0,1,1,4,1,0,1,1,0
0,0,0,0,0,0,0,6,0,0,1,0,1,1,14,10,0,0,0,0,0,0,0,1,1,3,1,0,1,1,0
0,0,0,0,0,0,0,6,0,0,1,0,0,0,12,7,0,0,1,0,1,0,1,1,1,4,1,0,1,1,0
0,0,0,0,0,0,0,3,0,0,1,0,1,1,14,8,0,0,1,0,0,0,0,1,1,5,1,0,1,1,0
0,0,0,0,0,0,0,2,0,0,0,0,0,0,10,8,0,0,1,0,0,0,0,1,1,3,1,0,1,1,0
0,0,0,0,0,0,0,6,1,2,0,0,1,1,13,8,0,1,0,0,0,0,0,1,1,3,1,0,1,1,0
0,0,0,0,0,0,0,5,0,0,0,0,0,1,12,7,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0
0,0,0,0,0,0,0,2,0,0,0,0,0,0,10,8,0,0,1,0,0,0,0,1,1,3,1,0,1,1,0
0,0,0,0,0,0,0,6,0,0,0,0,1,1,13,6,0,0,0,0,0,0,0,1,1,3,1,1,1,1,0
0,0,0,0,0,0,0,5,0,0,0,0,1,1,13,10,0,0,1,0,0,0,0,1,1,5,1,0,1,1,0
0,0,0,0,0,0,0,2,0,0,0,0,0,0,13,6,0,0,1,0,0,0,0,1,1,4,1,0,1,1,0
0,0,0,0,0,0,0,2,0,0,0,0,0,0,10,8,0,0,1,0,0,0,0,1,1,3,1,0,1,1,0
0,0,0,0,0,0,0,4,0,0,0,0,1,1,11,8,1,0,0,1,0,0,0,1,1,5,1,0,1,1,0
0,0,0,0,0,0,0,5,0,0,1,0,1,1,10,6,0,1,0,0,0,0,0,1,1,2,1,0,0,1,0
0,0,0,0,0,0,0,4,0,0,0,0,1,1,10,9,0,1,0,0,0,0,0,1,1,2,1,0,1,1,0
0,0,0,0,0,0,0,2,0,0,0,0,0,0,13,6,0,0,1,0,0,0,0,1,1,2,1,0,1,1,0
0,0,0,0,0,0,0,2,0,0,0,0,0,0,10,8,0,0,1,0,0,0,0,1,1,3,1,0,1,1,0
0,0,0,0,0,0,0,2,0,0,0,0,0,0,13,6,0,0,1,0,0,0,0,1,1,2,1,0,1,1,0
0,0,0,0,0,0,0,3,0,2,0,0,0,0,15,8,2,0,1,0,0,0,0,1,1,3,1,0,1,1,0
0,0,0,0,0,0,0,4,0,0,0,0,1,1,12,8,0,0,0,1,0,0,0,1,1,2,1,1,1,1,1
0,0,0,0,0,0,0,2,0,0,0,0,0,0,10,8,0,0,1,0,0,0,0,1,1,3,1,0,1,1,0
0,0,0,0,0,0,0,3,0,2,0,0,0,0,15,8,2,0,1,0,0,0,0,1,1,4,1,0,1,1,0
0,0,0,0,0,0,0,4,0,0,0,0,1,1,16,7,0,0,0,0,0,0,0,1,1,2,1,0,1,1,1
0,0,0,0,0,0,0,6,0,0,1,0,0,0,11,9,0,0,1,0,0,0,0,1,1,3,1,0,1,1,0
0,0,0,0,0,0,0,4,0,0,0,0,0,0,16,7,0,0,1,1,0,0,0,1,1,4,1,0,1,1,0
0,0,0,0,0,0,0,3,0,0,1,0,0,0,16,9,0,0,1,1,0,0,0,1,1,4,1,0,1,1,0
0,0,0,0,0,0,0,3,0,2,0,0,0,0,15,8,2,0,1,0,0,0,0,1,1,4,1,0,1,1,0
0,0,0,0,0,0,0,2,0,0,0,0,1,1,14,7,0,0,1,1,0,0,0,1,1,5,1,0,1,1,0
0,0,0,0,0,0,0,2,0,0,0,0,0,0,12,7,0,0,1,0,0,0,0,1,1,5,1,0,1,1,0
0,0,0,0,0,0,0,3,0,0,0,0,0,0,13,10,0,0,1,0,0,0,0,1,1,6,1,0,1,1,0
0,0,0,0,0,0,0,4,0,1,0,0,0,0,15,8,0,0,1,0,0,1,0,1,1,6,1,0,1,1,0
0,0,0,0,0,0,0,4,0,1,0,0,0,0,15,8,0,0,1,0,0,1,0,1,1,6,1,0,1,1,0
0,0,0,0,0,0,0,6,0,0,0,0,1,1,10,8,0,1,1,0,0,0,0,1,1,3,1,0,1,1,0
0,0,0,0,0,0,0,2,0,0,0,0,0,0,14,7,0,0,1,0,0,0,0,1,1,5,1,0,1,1,0
0,0,0,0,0,0,0,6,0,0,0,1,0,0,11,8,0,0,0,0,0,0,0,1,1,4,1,0,0,1,0
