n_api_calls,suspicious_getCellLocation,suspicious_getSubscriberId,perm_android_permission_GET_TASKS,perm_android_permission_MOUNT_UNMOUNT_FILESYSTEMS,perm_android_permission_CHANGE_WIFI_STATE,perm_android_permission_WRITE_SETTINGS,perm_android_permission_SYSTEM_ALERT_WINDOW,perm_com_android_launcher_permission_INSTALL_SHORTCUT,perm_android_permission_READ_PHONE_STATE,intent_com_google_android_c2dm_intent_RECEIVE,n_permissions,n_providers,intent_com_google_firebase_MESSAGING_EVENT,perm_com_google_android_c2dm_permission_RECEIVE,intent_com_google_firebase_INSTANCE_ID_EVENT,perm_com_google_android_finsky_permission_BIND_GET_INSTALL_REFERRER_SERVICE,perm_com_android_launcher_permission_READ_SETTINGS,perm_android_permission_ACCESS_WIFI_STATE,intent_com_android_vending_INSTALL_REFERRER,suspicious_Ldalvik_system_PathClassLoader_,intent_com_facebook_sdk_ACTION_CURRENT_ACCESS_TOKEN_CHANGED,intent_android_net_conn_CONNECTIVITY_CHANGE,perm_android_permission_READ_LOGS,perm_android_permission_READ_SMS,perm_android_permission_SEND_SMS,perm_android_permission_ACCESS_COARSE_LOCATION,suspicious_system_bin_su,suspicious_Ljava_lang_Runtime___exec,n_urls,label
57,1,1,1,0,1,0,0,0,1,0,28,5,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,1,69,1
45,1,1,1,1,1,0,1,1,1,0,18,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,82,1
43,1,1,1,1,1,1,1,0,1,0,36,3,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,98,0
56,1,1,1,1,1,1,0,1,1,0,22,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,72,1
48,1,1,1,1,1,1,1,0,1,0,28,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,62,1
45,0,0,0,0,1,1,1,1,1,0,28,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,100,1
48,1,1,1,1,1,1,1,0,1,0,28,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,61,1
50,1,1,1,1,1,1,1,0,1,0,26,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1,66,1
55,1,1,1,1,1,1,1,0,1,0,30,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,1,95,0
40,1,1,1,0,1,1,1,1,1,0,31,4,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,1,98,1
22,0,0,0,0,0,1,0,0,1,1,35,3,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0,1,76,0
51,1,1,0,1,1,0,1,1,1,0,23,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,67,1
32,1,1,1,1,1,1,1,0,1,0,26,6,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,85,1
48,0,0,0,0,1,0,0,0,1,1,19,5,1,1,1,0,0,1,1,1,1,0,0,0,0,1,0,0,70,0
45,1,1,0,1,1,0,0,0,1,1,23,1,0,1,0,0,0,1,1,0,0,0,1,1,0,1,0,1,67,1
48,0,0,0,0,1,0,0,0,1,1,19,5,1,1,1,0,0,1,1,1,1,0,0,0,0,1,0,0,70,0
48,0,0,0,0,1,0,0,0,1,1,19,5,1,1,1,0,0,1,1,1,1,0,0,0,0,1,0,0,70,0
66,1,1,1,1,1,1,1,1,1,0,43,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1,0,1,89,1
51,1,1,1,1,1,1,1,1,1,0,49,0,0,0,0,0,1,1,0,1,0,1,1,1,0,1,1,1,102,1
66,1,1,1,1,1,1,1,1,1,0,43,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1,0,1,89,1
32,1,0,0,0,0,1,0,0,0,1,31,7,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,1,92,0
44,0,0,0,0,1,0,0,0,1,1,18,4,1,1,1,0,0,1,1,1,1,0,0,0,0,1,0,0,71,0
44,0,1,1,1,1,1,1,1,1,0,23,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,94,1
51,1,1,1,1,1,1,1,1,1,0,41,2,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,93,1
51,1,1,1,1,1,1,1,1,1,0,41,2,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,93,1
51,1,1,1,1,1,1,1,1,1,0,41,2,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,93,1
51,1,1,1,1,1,1,1,1,1,0,47,0,0,0,0,0,1,1,0,1,0,1,1,1,0,1,1,1,104,1
26,1,1,1,1,1,1,1,0,1,0,30,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,96,1
48,1,1,1,1,1,0,1,1,1,0,27,4,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,98,1
48,1,1,1,0,1,0,0,0,1,0,16,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,71,1
48,1,1,1,0,1,0,0,0,1,0,16,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,71,1
54,1,1,1,1,1,1,1,0,1,0,29,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,102,0
31,0,1,0,0,1,1,1,1,1,0,21,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,73,1
51,1,1,1,1,1,1,1,0,1,0,26,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1,69,1
54,1,1,1,1,1,1,1,1,1,0,41,4,0,0,0,0,1,1,0,0,0,1,1,1,1,1,0,1,103,1
43,1,1,1,1,1,0,1,0,1,0,27,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,55,1
31,0,0,1,0,1,1,1,0,1,1,34,6,0,1,1,0,0,1,1,1,0,0,0,1,1,1,0,1,72,0
29,0,0,0,0,0,0,0,0,0,1,32,9,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,91,0
72,1,1,1,1,0,1,1,1,1,0,42,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,78,1
35,0,0,1,0,0,0,0,0,0,1,16,4,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,69,0
26,0,0,0,1,1,0,0,0,1,1,29,5,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,71,0
36,0,0,0,1,1,1,1,1,1,0,21,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,62,1
44,0,0,0,0,0,1,1,1,1,1,22,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,58,1
27,0,0,1,0,1,0,1,1,1,1,38,7,1,1,1,0,1,1,1,1,0,0,0,1,0,1,0,0,58,0
33,0,0,1,0,0,0,1,0,1,1,21,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,1,1,84,1
57,1,1,1,1,1,1,1,0,1,0,28,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,103,1
56,1,1,1,1,1,1,1,0,1,0,31,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,1,101,1
38,1,1,1,1,1,1,0,0,1,0,23,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,62,1
59,1,1,1,1,0,1,1,0,1,0,30,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1,62,0
18,0,0,1,0,0,0,0,0,0,1,37,5,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,1,77,0
31,0,0,1,0,0,0,1,0,1,1,21,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,1,1,76,1
27,1,1,1,0,1,1,1,0,1,0,19,10,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,77,1
54,1,1,1,1,1,1,1,0,1,0,51,2,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,104,1
60,1,1,1,1,1,1,1,1,1,0,63,3,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,90,0
51,1,1,1,0,1,0,0,0,1,0,17,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,75,1
41,1,1,1,1,1,1,0,0,1,0,30,4,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,61,0
68,1,1,1,1,1,1,1,1,1,0,43,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1,0,1,93,1
75,1,1,1,1,1,1,1,0,1,0,35,2,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,1,82,1
50,1,1,1,1,1,1,1,0,1,0,28,2,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1,69,1
63,0,0,0,0,0,0,1,0,1,1,20,0,0,1,0,0,0,1,1,0,0,1,0,1,1,1,0,1,90,1
29,1,1,1,1,1,0,0,0,1,0,19,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,68,1
37,0,0,1,0,0,0,1,0,1,1,20,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,1,0,68,1
56,1,1,1,0,1,0,1,0,1,1,27,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,104,1
27,1,1,0,1,0,1,1,1,1,0,29,2,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,72,0
46,0,0,0,0,0,0,0,0,1,1,22,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,64,0
37,0,0,1,0,0,0,1,0,1,1,20,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,1,0,67,1
40,1,1,1,1,1,1,1,1,1,0,40,0,0,0,0,0,1,1,1,0,0,1,1,1,0,1,0,1,93,1
53,1,1,1,1,1,1,1,1,1,0,61,2,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,62,0
19,0,0,1,0,0,0,0,0,1,1,43,8,1,1,1,1,0,1,1,1,0,1,1,0,1,1,0,1,86,0
56,1,1,1,0,1,0,1,0,1,1,34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,106,1
21,0,0,0,0,0,0,0,0,0,1,24,6,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,88,0
62,1,1,1,0,0,1,1,1,1,1,24,7,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,1,69,0
38,0,0,0,1,0,0,0,0,1,0,18,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,58,0
46,1,1,1,1,1,1,1,1,1,0,54,4,0,0,0,0,1,1,0,0,0,1,1,0,1,1,0,1,76,1
30,0,0,0,0,0,0,0,0,0,1,17,6,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,1,75,0
55,1,1,1,1,1,1,0,1,1,0,26,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,1,96,1
23,0,0,0,0,0,0,1,0,1,1,23,6,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,86,0
34,0,1,0,0,0,0,1,0,1,1,42,2,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,1,75,0
26,0,0,1,0,0,0,0,0,0,1,14,7,1,1,1,1,0,1,1,1,0,1,0,0,0,1,1,1,89,0
42,1,1,1,0,1,1,1,0,1,0,29,2,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,103,0
30,0,0,0,0,0,0,0,0,1,1,20,6,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,65,0
17,0,0,1,0,0,0,1,0,1,1,25,5,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,82,0
41,1,1,1,1,1,1,1,1,1,0,27,1,0,0,0,0,1,1,0,1,0,1,1,0,0,1,0,1,66,1
41,1,1,1,1,1,1,1,1,1,0,27,1,0,0,0,0,1,1,0,1,0,1,1,0,0,1,0,1,66,1
33,0,0,0,0,0,0,0,0,0,1,16,8,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,81,0
28,1,1,1,0,1,0,1,0,1,1,19,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,1,1,73,1
42,1,1,1,1,1,1,1,1,1,0,28,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,49,1
27,0,0,0,0,0,0,0,0,1,1,20,6,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,1,73,0
34,1,1,0,0,0,0,0,0,1,1,21,5,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,76,0
27,0,0,0,0,0,0,0,0,1,1,22,6,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,59,0
38,0,1,1,1,1,0,0,0,1,1,18,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,1,90,1
42,1,1,0,1,1,1,1,0,1,0,29,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,1,91,0
60,0,0,0,0,1,0,0,0,1,1,18,2,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,92,0
30,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,86,0
29,0,1,1,1,0,1,0,0,1,0,16,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,68,0
34,1,0,0,0,0,0,0,0,1,1,10,2,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,94,1
53,1,1,0,1,1,1,1,0,1,0,20,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,61,1
29,1,0,1,0,0,0,1,0,1,1,18,1,0,1,0,0,0,1,1,1,0,1,0,0,0,1,1,0,69,1
43,0,0,0,0,0,0,0,0,0,1,12,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,67,0
56,1,1,0,0,0,0,1,0,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,80,1
23,0,1,1,1,1,1,1,1,1,1,52,6,0,1,1,0,1,1,1,0,0,1,1,0,0,0,1,1,64,0
63,1,1,1,1,1,1,0,1,1,0,50,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,1,82,1
52,1,1,1,1,1,1,1,1,1,0,28,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,112,1
32,0,0,1,0,0,0,1,0,0,1,13,3,1,1,0,1,0,1,1,1,0,0,0,0,0,0,1,1,73,0
18,0,0,0,0,1,0,0,0,0,1,34,2,1,1,1,1,0,1,1,1,0,0,0,1,0,1,0,1,100,0
63,1,1,1,1,1,1,0,1,1,0,50,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,1,75,1
27,0,0,0,0,0,0,0,0,0,1,18,3,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,82,0
28,0,0,1,0,0,0,1,0,1,1,17,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,1,1,64,1
28,0,0,1,0,0,0,1,0,1,1,17,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,1,1,64,1
28,0,0,1,0,0,0,1,0,1,1,17,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,1,1,64,1
28,0,0,1,0,0,0,1,0,1,1,17,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,1,1,64,1
43,1,1,1,1,1,1,1,0,1,0,26,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,60,1
51,1,1,1,1,1,1,0,0,1,0,43,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,0,1,92,1
30,1,1,1,1,1,0,1,0,1,0,27,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,103,1
44,1,1,0,1,1,1,1,1,1,0,28,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1,0,1,88,1
46,1,1,1,1,1,1,1,1,1,0,47,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,1,113,0
43,1,1,0,1,1,0,0,0,1,0,20,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,112,0
40,1,0,0,0,0,0,0,0,1,1,22,7,1,1,0,1,0,1,1,1,1,1,0,0,0,0,1,1,98,0
31,0,0,1,0,0,0,1,0,0,1,44,7,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,1,48,0
40,1,1,1,1,1,1,0,0,1,0,27,2,0,1,0,0,0,1,0,1,0,1,1,0,0,1,1,1,46,1
24,0,0,0,0,0,0,0,0,0,1,11,3,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,68,0
33,1,1,1,0,1,0,0,0,1,1,27,7,1,1,0,1,0,1,1,1,0,1,1,0,0,1,1,1,63,0
53,1,1,1,1,1,1,1,1,1,0,36,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,49,1
16,0,0,0,0,0,0,0,0,0,1,17,2,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,82,0
35,0,0,0,0,0,0,0,0,1,1,17,6,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,109,0
53,1,1,1,1,1,1,1,0,1,0,39,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,110,1
48,1,1,1,0,0,0,1,0,1,0,17,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,106,0
67,1,1,1,1,1,1,1,1,1,1,44,15,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,1,74,0
33,0,0,0,0,0,0,0,1,0,1,18,7,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,78,0
26,1,1,1,1,1,1,0,0,1,0,30,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,1,113,0
31,0,1,1,1,1,1,0,0,1,0,41,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,48,1
65,1,1,1,1,1,1,1,0,1,0,38,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,114,0
20,0,1,1,0,0,1,1,1,1,0,28,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,1,52,1
31,0,1,1,1,1,0,0,0,1,0,18,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,98,1
20,0,0,0,0,0,0,0,0,0,1,15,2,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,72,0
14,0,0,0,0,0,0,0,0,0,1,17,2,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,78,0
65,1,1,1,1,1,1,1,0,1,0,28,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,100,1
49,1,1,0,1,1,1,0,0,1,0,31,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,84,1
25,0,0,0,0,0,0,0,0,0,1,7,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,71,0
26,0,0,1,1,1,1,1,1,1,1,26,5,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,112,0
38,1,1,0,0,1,1,0,1,1,1,32,4,0,1,1,1,0,1,1,1,0,1,0,1,1,1,0,1,40,1
29,0,0,0,0,0,0,0,1,0,1,34,12,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,111,0
29,0,0,0,0,0,0,0,0,0,1,23,6,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,83,0
52,0,0,0,0,0,0,1,0,0,1,20,4,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,1,65,0
31,0,0,0,0,0,0,0,0,0,1,16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,69,0
65,1,1,1,1,1,1,1,1,1,0,32,0,0,0,0,0,1,1,0,1,0,1,1,0,1,1,1,1,115,1
33,0,0,0,0,0,1,1,0,0,1,19,13,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1,83,0
28,0,1,0,0,0,0,0,0,1,1,20,7,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,1,110,0
45,1,1,1,1,1,1,1,0,1,0,27,2,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,72,0
29,0,0,0,0,0,0,0,0,0,1,18,6,1,1,1,1,0,1,1,1,0,1,0,0,0,1,0,1,86,0
20,1,1,1,1,1,0,1,1,1,0,35,1,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,54,1
64,1,1,1,1,1,1,1,1,1,0,50,2,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,1,67,1
16,0,0,0,0,0,0,0,0,0,1,12,5,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,82,0
55,1,1,1,0,0,1,0,1,1,0,26,2,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,1,102,1
55,1,1,1,0,0,1,0,1,1,0,26,2,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,1,102,1
55,1,1,1,0,0,1,0,1,1,0,26,2,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,1,102,1
50,0,0,0,0,0,0,0,0,1,1,16,4,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,51,0
39,0,0,0,0,0,0,0,0,1,1,30,4,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,1,87,0
40,0,0,1,0,0,1,1,1,1,0,25,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,42,1
67,1,1,1,1,1,1,1,1,1,0,66,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,0,1,74,1
39,0,0,0,0,0,1,1,1,1,1,22,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,43,1
28,0,0,1,0,0,0,1,0,1,1,17,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,1,1,67,1
44,1,1,1,0,0,0,1,0,1,1,38,3,1,1,1,1,0,1,1,1,0,1,0,0,0,1,1,1,43,1
18,0,0,0,0,0,0,0,1,1,1,27,3,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,59,0
16,0,0,0,0,0,0,0,0,0,1,18,3,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,81,0
16,0,0,0,0,0,0,0,0,0,1,18,3,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,81,0
16,0,0,0,0,0,0,0,0,0,1,18,3,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,81,0
46,1,0,0,0,0,0,0,0,0,1,11,4,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,1,100,0
43,1,1,0,1,1,0,0,1,1,0,23,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,119,1
36,1,0,1,0,0,0,0,0,0,1,28,11,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,119,0
44,0,0,0,0,1,0,0,0,0,1,19,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,91,0
27,0,0,0,0,0,0,1,0,0,1,9,7,1,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,61,0
28,0,0,1,0,0,0,1,0,1,1,17,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,1,1,64,1
28,0,0,1,0,0,0,1,0,1,1,17,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,1,1,64,1
30,0,0,0,0,0,0,0,0,1,1,28,2,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,41,0
54,1,1,1,1,1,1,1,1,1,0,51,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,0,1,106,1
20,1,1,1,1,1,1,1,0,1,0,33,4,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,1,96,1
26,0,0,0,0,0,0,0,0,1,1,16,5,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,97,0
66,1,0,1,0,0,0,1,0,1,0,17,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,81,1
27,1,1,1,1,1,1,1,0,1,0,31,2,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,1,102,1
32,0,0,0,0,0,1,0,0,1,1,28,3,1,1,1,1,0,1,1,1,0,1,0,0,0,1,0,1,54,0
51,1,1,1,1,0,1,1,1,1,0,27,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,1,118,1
46,1,1,1,1,1,1,1,0,1,0,26,4,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,53,1
76,1,1,1,1,1,1,1,1,1,0,39,7,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,106,1
