n_urls,suspicious_getCellLocation,perm_android_permission_SYSTEM_ALERT_WINDOW,intent_com_inmobi_share_id,suspicious_getCellSignalStrength,suspicious_system_bin_su,perm_android_permission_READ_PHONE_STATE,suspicious_Ldalvik_system_PathClassLoader_,n_providers,n_services,suspicious_Ljava_lang_System___loadLibrary,perm_android_permission_RECEIVE_BOOT_COMPLETED,intent_com_google_firebase_INSTANCE_ID_EVENT,suspicious_Ljava_lang_System___load,intent_android_intent_action_BOOT_COMPLETED,perm_android_permission_MOUNT_UNMOUNT_FILESYSTEMS,intent_com_google_firebase_MESSAGING_EVENT,perm_com_google_android_finsky_permission_BIND_GET_INSTALL_REFERRER_SERVICE,n_api_calls,n_activities,suspicious_getSimCountryIso,perm_com_google_android_providers_gsf_permission_READ_GSERVICES,perm_com_android_vending_BILLING,n_used_permissions,n_permissions,n_receivers,intent_com_google_android_c2dm_intent_REGISTRATION,intent_com_google_android_gms_appinvite_ACTION_PREVIEW,perm_android_permission_VIBRATE,intent_com_google_android_gms_iid_InstanceID,label
25,0,0,0,0,0,0,1,2,8,0,0,1,0,0,0,1,1,22,57,0,1,0,9,13,4,0,0,0,0,0
82,0,0,0,0,0,0,0,2,5,1,1,0,1,1,0,0,0,16,97,0,0,0,10,17,9,1,0,1,0,0
67,0,0,0,0,0,0,1,1,9,0,0,1,0,0,0,1,0,16,11,0,0,0,7,5,7,0,1,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0,0,1,6,2,0,0,0,0,0,0
22,0,0,0,0,0,0,1,1,2,0,0,1,0,0,0,0,0,18,4,0,0,0,7,7,4,0,0,0,0,0
27,0,0,0,0,0,1,1,2,15,0,0,1,0,1,0,1,0,22,29,1,0,0,11,17,5,0,0,1,0,0
36,0,0,0,0,0,0,1,2,10,0,1,1,0,1,0,1,0,22,10,0,0,0,13,23,5,0,0,1,0,0
47,0,0,0,0,1,0,1,2,7,1,0,1,1,0,0,1,0,19,7,0,0,0,9,7,2,0,0,0,0,0
149,0,0,0,0,0,1,1,2,15,1,0,0,1,1,0,0,0,33,66,0,1,0,15,38,8,0,0,0,0,0
14,0,0,0,0,0,1,1,3,10,1,1,0,1,1,0,1,1,16,8,0,0,0,9,10,10,0,0,0,0,0
66,0,0,0,0,0,0,1,0,2,0,1,0,0,1,0,0,0,19,11,0,0,0,7,10,5,1,0,1,0,0
30,0,0,0,0,0,1,1,1,6,0,0,1,0,0,0,1,0,10,36,0,0,0,6,11,1,0,0,0,0,0
28,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,43,4,0,0,0,13,4,0,0,0,0,0,0
67,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,26,15,1,0,1,12,4,0,0,0,0,0,0
23,0,0,0,0,0,0,1,3,7,0,0,1,0,0,0,1,1,18,14,0,0,0,9,7,3,0,0,1,0,0
22,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,23,3,0,0,1,8,5,1,0,0,0,0,0
26,0,0,0,0,0,1,1,3,9,1,1,1,1,1,0,1,0,20,45,0,1,0,8,20,6,1,0,1,0,0
1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6,3,0,0,0,4,2,0,0,0,0,0,0
15,1,0,0,0,0,1,0,0,5,1,0,0,1,0,1,0,0,26,5,0,0,0,10,8,2,0,0,0,0,0
18,0,0,0,0,0,0,1,1,3,0,1,1,0,1,0,0,0,5,5,0,0,0,4,9,5,1,0,0,0,0
52,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,21,8,0,0,0,8,15,5,1,0,1,0,0
124,0,1,0,0,0,1,1,13,19,1,0,1,1,0,0,1,1,49,52,1,1,1,15,18,17,1,1,1,0,0
27,0,1,0,0,0,0,1,3,5,0,1,1,0,1,0,1,0,37,10,0,0,0,14,17,7,1,0,0,0,0
18,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,21,6,0,0,0,9,4,0,0,0,0,0,0
97,1,0,0,1,1,1,0,2,4,1,1,0,1,1,0,0,0,38,25,0,0,0,17,32,2,0,0,1,0,0
17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14,5,0,0,0,7,4,0,0,0,0,0,0
215,0,0,0,0,0,0,1,6,19,1,1,1,1,1,0,1,1,44,34,0,0,0,17,24,17,0,0,1,0,0
75,1,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,32,14,1,0,0,11,4,0,0,0,0,0,0
31,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,12,7,1,0,0,6,12,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,4,2,0,0,0,0,0,0
6,0,1,0,0,0,1,0,0,4,0,0,0,0,1,0,0,0,16,7,0,0,0,7,11,4,0,0,1,0,0
70,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,45,5,0,0,0,18,8,0,0,0,0,0,0
30,0,0,0,0,0,0,1,0,15,0,0,0,0,0,0,0,0,14,18,0,0,0,6,6,1,0,0,0,0,0
56,0,0,0,0,0,0,1,4,8,0,0,1,0,0,0,0,1,12,18,0,0,1,7,9,4,0,0,0,0,0
67,0,0,0,0,0,0,1,2,7,0,0,1,0,0,0,1,1,21,10,0,0,0,10,9,4,0,0,0,0,0
44,0,0,0,0,0,0,1,1,5,1,0,1,1,0,0,1,0,14,8,0,0,0,6,8,4,1,0,0,0,0
202,1,1,0,0,1,1,1,17,57,1,1,0,1,1,1,0,0,69,421,1,0,0,21,125,19,0,0,1,0,0
147,0,0,0,0,1,0,1,5,16,1,1,1,1,1,0,1,1,30,63,1,0,0,10,11,12,0,0,1,0,0
63,1,0,0,1,1,0,1,4,9,1,1,0,1,1,0,0,1,32,21,0,0,0,15,13,6,0,0,1,0,0
34,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,18,14,0,0,1,8,4,1,0,0,0,0,0
15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,6,1,0,0,7,4,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,1,7,0,0,0,0,0,0
14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5,0,0,0,6,5,0,0,0,0,0,0
270,0,0,0,0,0,0,1,6,13,1,1,1,1,1,0,1,1,32,54,1,0,0,12,26,12,0,0,1,0,0
22,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,19,7,0,1,0,7,7,0,0,0,0,0,0
34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2,0,0,0,7,2,0,0,0,0,0,0
105,0,0,0,0,0,0,0,1,4,1,1,0,1,1,0,0,0,47,42,1,0,0,13,8,8,0,0,1,0,0
151,0,0,0,0,0,1,1,2,16,1,0,1,1,1,0,1,0,23,64,0,1,0,10,41,11,1,1,0,0,0
18,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,33,5,0,0,0,8,3,0,0,0,0,0,0
0,0,0,0,0,0,1,0,4,4,1,1,0,1,0,1,0,0,0,44,0,0,0,0,26,2,0,0,1,0,0
20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,4,0,0,0,0,0,0
16,0,0,0,0,0,0,1,2,10,1,0,1,1,0,0,1,0,17,19,0,0,1,6,8,4,0,0,0,0,0
24,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,18,23,0,0,0,6,3,0,0,0,0,0,0
6,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,16,2,0,0,0,6,10,0,0,0,0,0,0
263,1,1,0,1,1,1,0,1,11,1,1,0,1,1,1,0,0,68,99,0,0,0,16,36,7,0,0,1,0,1
28,0,0,0,0,0,1,1,1,14,1,1,0,1,1,0,0,0,37,21,0,1,0,15,23,5,0,1,1,0,0
21,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,21,10,0,0,0,9,4,0,0,0,0,0,0
43,0,0,0,0,0,0,1,1,2,1,0,0,1,1,0,0,0,27,8,0,0,0,11,4,3,0,0,1,0,0
162,1,0,0,0,0,1,1,1,13,1,0,1,1,1,0,1,0,26,53,0,1,0,10,17,9,1,1,1,1,0
24,0,0,0,0,0,0,1,2,0,1,0,0,1,0,0,0,0,6,5,0,0,0,5,3,0,0,0,0,0,0
66,0,0,0,0,0,0,1,1,12,0,0,1,0,0,0,1,0,19,12,0,0,0,9,5,5,0,1,0,0,0
39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,5,0,0,0,7,2,0,0,0,0,0,0
18,0,0,0,0,0,0,1,1,8,0,0,1,0,1,0,1,0,26,28,0,0,0,10,10,6,1,0,0,0,0
1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,5,1,0,0,0,1,22,1,0,0,0,0,0
0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,4,1,0,0,0,3,6,1,0,0,0,0,0
71,0,0,0,0,0,0,1,5,26,1,1,1,1,1,0,1,1,32,53,1,1,0,14,17,11,0,0,1,0,0
176,1,1,1,1,1,0,0,0,5,1,1,0,1,1,0,0,0,23,20,1,0,0,11,12,6,1,0,0,0,1
62,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,22,16,1,0,1,8,8,5,0,0,1,0,0
78,0,0,0,0,1,0,1,6,35,1,1,1,1,1,0,1,1,58,59,0,1,0,15,28,7,0,0,1,0,0
0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,21,3,0,0,0,6,5,2,0,0,1,0,0
121,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,40,40,0,0,0,11,6,3,1,0,0,1,0
15,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,16,5,0,0,1,7,3,0,0,0,0,0,0
72,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,26,22,1,0,1,9,4,0,0,0,0,0,0
13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,4,0,0,0,8,3,0,0,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,3,0,0,0,0,0,0
199,0,0,0,0,1,0,0,1,5,1,0,1,1,0,0,1,0,20,11,0,0,0,8,8,5,1,0,0,0,0
20,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16,4,0,0,0,7,2,0,0,0,0,0,0
32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,5,0,0,0,8,6,0,0,0,0,0,0
4,0,0,0,0,0,0,1,2,3,1,0,0,1,0,0,0,0,18,3,0,0,0,5,24,2,0,0,1,1,0
7,0,0,0,0,0,0,1,2,4,1,0,1,1,0,0,1,0,15,33,0,0,0,7,10,2,1,0,0,0,0
87,0,0,0,0,0,1,1,5,2,1,0,0,1,0,0,0,1,26,22,0,0,0,9,12,4,0,0,0,0,0
16,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,13,4,0,0,0,5,2,0,0,0,0,0,1
32,1,1,0,0,0,0,0,0,3,0,1,0,0,1,0,0,0,32,9,0,0,0,10,13,4,0,0,1,0,0
30,0,0,0,0,0,0,1,0,25,0,0,0,0,0,0,0,0,17,27,1,0,0,7,5,1,0,0,0,0,0
192,1,1,0,0,1,1,0,2,16,1,1,0,1,1,1,0,0,57,146,0,0,0,15,35,8,0,0,1,0,1
6,0,0,0,0,0,0,1,2,4,1,0,1,1,0,0,1,0,18,2,0,0,0,8,6,5,1,0,0,0,0
29,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,12,25,0,0,0,5,7,3,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
105,0,0,0,0,0,0,0,1,4,1,1,0,1,1,0,0,0,47,42,1,0,0,13,8,8,0,0,1,0,0
14,0,0,0,0,0,1,0,0,3,1,0,0,1,0,0,0,0,21,5,1,0,1,7,15,4,0,0,1,0,0
42,0,0,0,0,0,0,1,1,10,1,0,1,1,0,0,1,1,22,7,0,0,0,10,7,4,0,0,0,0,0
5,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,17,3,0,0,0,6,7,1,0,0,1,1,0
49,0,0,0,0,1,0,1,1,10,0,1,1,1,1,0,0,0,30,6,0,0,1,11,28,7,0,0,1,0,0
39,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,30,4,0,0,1,10,4,0,0,0,0,0,0
18,0,0,0,0,0,1,1,0,4,0,1,0,0,1,0,0,0,27,7,0,0,0,10,33,5,0,0,1,0,0
46,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,22,15,1,0,0,8,4,0,0,0,0,0,0
27,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,23,10,1,0,0,8,8,2,0,0,1,0,0
24,0,0,0,0,0,0,1,2,4,1,0,1,1,0,0,0,1,8,4,0,0,0,7,5,3,0,0,0,0,0
26,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,21,11,0,0,0,9,6,0,0,0,0,0,0
28,0,1,0,0,0,1,1,7,10,1,0,1,1,0,1,1,1,43,10,0,0,0,13,18,6,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,0,0,0,8,0,0,0,0,0,0,0
29,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,23,6,0,0,0,10,4,0,0,0,0,0,0
104,0,1,0,0,1,1,1,7,17,1,1,1,1,0,0,1,1,26,36,0,0,1,11,20,7,0,0,1,0,0
15,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,16,7,0,0,0,7,4,0,0,0,0,0,0
32,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,8,3,0,0,0,3,4,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0
35,0,0,0,0,0,0,1,2,3,1,0,0,1,0,0,0,0,26,11,0,0,0,8,7,3,1,0,0,0,0
29,1,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,30,8,0,0,0,10,6,1,0,0,0,0,0
0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,3,9,0,0,0,2,5,0,0,0,0,0,0
32,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,13,3,0,0,0,5,6,0,0,0,0,0,1
27,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,16,6,1,0,0,8,4,0,0,0,0,0,0
15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,5,0,0,0,5,6,0,0,0,0,0,0
53,1,1,0,0,0,1,0,0,11,1,1,0,1,1,1,0,0,47,21,0,0,0,15,30,12,0,0,1,0,0
14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,0,0,0,5,2,0,0,0,0,0,0
19,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,30,7,0,0,0,10,4,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,0,0,0,8,3,0,0,0,0,0,0
24,0,0,0,0,0,0,1,1,3,0,0,1,0,0,0,0,0,23,3,0,0,0,10,6,3,0,0,1,0,0
14,1,0,0,1,0,0,0,0,3,0,1,0,0,1,0,0,0,16,4,0,0,0,9,7,1,0,0,0,0,0
31,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,27,6,0,0,0,8,6,1,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,0,0,0,5,3,0,0,0,0,0,0
82,1,0,1,1,1,1,1,0,5,1,0,0,1,0,0,0,0,38,49,1,0,1,13,11,5,0,0,0,0,0
24,0,0,0,0,0,0,1,3,12,0,0,1,0,0,0,1,1,20,16,0,0,0,10,8,5,0,0,0,0,0
91,1,0,0,0,0,0,1,3,14,1,0,1,1,0,0,1,0,32,17,1,0,0,12,31,8,0,1,1,0,0
90,0,0,0,0,0,1,0,0,4,1,0,0,1,0,0,0,0,30,13,0,1,0,8,18,5,1,0,1,0,1
25,0,0,0,0,0,0,1,1,10,1,1,0,1,1,0,0,0,24,9,0,1,0,14,30,5,0,0,1,0,0
64,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,37,5,0,0,0,11,5,2,0,0,0,0,1
57,0,0,0,0,1,0,1,2,5,1,0,1,1,0,0,1,1,28,18,1,0,0,11,8,2,0,0,0,0,0
5,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,29,2,1,0,0,9,10,1,0,0,0,0,0
17,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,25,4,0,0,0,9,10,3,0,0,0,0,0
97,0,0,0,0,1,0,1,4,6,1,0,1,1,0,0,0,1,35,36,1,0,1,17,8,8,0,0,1,0,0
25,0,0,0,0,0,0,0,1,3,1,1,0,1,0,0,0,0,9,58,0,1,0,4,21,5,0,0,1,0,0
22,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,12,5,0,0,0,6,9,1,1,0,1,0,0
22,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,21,6,0,0,0,8,5,1,0,0,0,0,0
258,1,1,0,0,0,1,0,0,4,1,1,0,1,1,1,0,0,47,177,0,0,0,12,28,4,0,0,1,0,0
29,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,8,0,0,0,6,5,0,0,0,0,0,1
26,0,0,0,0,0,1,1,2,6,0,0,1,0,0,0,1,0,24,5,0,0,0,10,9,3,0,0,0,0,0
22,0,0,0,0,0,1,0,0,5,0,1,0,0,1,1,0,0,21,17,0,0,0,9,13,3,0,0,1,0,0
22,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,18,12,0,0,0,7,4,0,0,0,0,0,0
0,0,1,0,0,0,1,0,0,6,1,1,0,1,1,0,0,0,0,11,0,1,0,0,22,3,0,0,0,0,0
26,0,0,0,0,0,0,1,5,9,0,0,1,0,0,0,1,1,26,8,0,0,0,10,26,5,0,0,0,0,0
25,0,0,0,0,0,0,1,1,3,0,0,1,0,0,0,0,0,19,8,0,0,0,9,7,3,0,0,0,0,0
24,0,0,0,0,0,1,1,1,2,0,1,1,0,0,0,0,0,19,6,0,0,0,7,9,4,0,0,1,0,0
211,1,1,0,0,0,1,0,6,11,1,1,0,1,0,0,0,0,29,85,0,0,0,11,42,7,0,0,1,0,0
56,0,0,0,0,0,0,1,3,12,1,0,1,1,0,0,0,0,18,49,1,1,0,6,12,9,1,0,1,0,0
172,1,1,0,1,1,1,1,4,27,1,1,1,1,1,0,1,1,54,219,1,0,1,15,33,11,0,0,1,0,0
