intent_com_yandex_metrica_IMetricaService,intent_android_intent_action_PACKAGE_ADDED,suspicious_getCellLocation,intent_ACTION_TAPCORE_SYNC,suspicious_system_bin_su,suspicious_getCellSignalStrength,perm_android_permission_READ_PHONE_STATE,intent_ACTION_TAPCORE_MESSAGE,intent_android_intent_action_DATA_SMS_RECEIVED,suspicious_setWifiEnabled,intent_com_inmobi_share_id,perm_android_permission_SET_WALLPAPER,intent_android_intent_action_PACKAGE_INSTALL,n_providers,intent_android_net_conn_CONNECTIVITY_CHANGE,suspicious_getSubscriberId,perm_com_android_launcher_permission_UNINSTALL_SHORTCUT,perm_com_samsung_android_providers_context_permission_WRITE_USE_APP_FEATURE_SURVEY,suspicious_Landroid_telephony_SmsMessage___getMessageBody,perm_android_permission_BROADCAST_STICKY,perm_android_permission_SYSTEM_ALERT_WINDOW,perm_android_permission_RECEIVE_SMS,n_services,intent_com_google_firebase_MESSAGING_EVENT,perm_android_permission_CHANGE_WIFI_STATE,perm_com_google_android_gms_permission_ACTIVITY_RECOGNITION,perm_com_google_android_c2dm_permission_RECEIVE,n_urls,n_activities,n_receivers,label
0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,1,0,0,1,77,46,6,1
0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,9,0,0,0,1,79,43,10,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,74,45,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,10,1,0,0,1,77,49,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,1,85,44,5,0
0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,9,0,0,0,1,73,46,7,0
0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,11,1,0,0,1,82,51,6,0
0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,9,0,0,0,1,79,41,10,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,1,0,0,1,76,52,1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,1,0,0,1,73,47,6,0
0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,1,75,46,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,8,1,0,0,1,73,43,4,0
0,1,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,6,0,0,0,0,73,51,7,0
0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,11,1,0,0,1,83,51,6,0
0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,11,1,0,0,1,83,51,6,0
0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,14,1,0,0,1,78,46,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,77,41,3,0
0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,11,1,0,0,1,83,52,6,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,1,1,0,1,85,50,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,1,0,0,1,80,38,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,72,40,5,0
0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,13,1,0,0,1,77,46,7,0
0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,14,1,0,0,1,83,44,6,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,1,76,38,5,0
0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,11,1,0,0,1,83,53,6,0
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,78,43,1,0
0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,7,0,0,0,1,88,44,6,0
0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,80,49,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,11,1,1,0,1,81,45,6,0
0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,11,1,0,0,1,69,47,6,0
0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,6,1,0,0,1,73,44,6,0
0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,11,1,0,0,1,85,52,6,0
0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,11,1,0,0,1,82,55,6,1
0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,1,75,39,8,0
0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,12,0,0,0,1,70,46,6,0
0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,72,45,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,83,42,3,0
0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,1,70,51,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,1,72,38,6,1
0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,10,1,0,0,1,77,42,10,0
0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,2,0,0,0,1,72,46,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7,0,0,0,1,79,37,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,1,0,0,1,68,42,5,0
0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,0,0,0,1,75,37,4,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,73,48,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,73,48,0,1
0,1,0,0,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,1,74,36,7,0
0,0,1,0,0,1,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,8,1,0,0,1,78,39,6,0
0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,5,0,0,0,1,88,49,7,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,80,47,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,9,0,0,0,1,87,45,8,0
0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,9,1,0,0,1,82,39,6,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,72,47,0,0
1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,0,0,0,1,71,41,4,0
0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,6,0,0,0,1,83,37,6,0
1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,76,48,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,13,1,1,0,1,77,40,7,0
0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,6,0,0,0,1,87,52,3,1
0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,9,0,0,0,1,78,36,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,1,73,42,8,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,77,43,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,1,0,0,1,88,51,7,0
0,0,0,0,1,1,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,14,1,0,0,1,72,43,13,0
0,0,0,0,1,1,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,14,1,0,0,1,72,43,13,0
0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,11,1,0,0,1,76,56,9,1
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,1,74,37,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,75,38,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,1,0,0,1,74,58,6,0
0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,72,53,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,14,1,0,0,1,77,51,6,0
0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,14,1,1,0,1,78,43,10,0
0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,9,1,0,0,1,80,41,14,0
0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,11,1,0,0,1,87,47,8,0
0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,0,0,0,1,70,37,6,0
0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,12,1,0,0,1,74,54,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,9,0,0,0,1,77,36,8,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,1,0,0,1,75,48,7,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,76,37,2,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,76,37,2,0
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,0,0,0,1,75,36,10,0
0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,1,0,0,1,71,49,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,13,1,0,0,1,70,48,12,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,0,0,0,1,71,39,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,13,1,0,0,1,71,42,12,0
0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,10,0,0,0,1,86,54,9,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,1,0,0,1,74,37,5,1
0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,1,0,0,1,70,46,3,1
0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,11,1,0,0,1,71,54,3,0
0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,11,1,1,0,1,73,46,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,11,1,0,0,1,84,51,6,0
0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,79,40,1,0
0,1,1,0,1,1,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,10,0,0,0,1,85,49,8,0
0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,0,0,0,1,83,47,6,1
0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,12,1,0,0,1,70,50,9,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,1,87,45,3,0
0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,9,1,0,0,1,79,39,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,1,83,45,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,9,1,0,0,1,80,41,4,1
0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,1,0,0,1,69,44,6,0
0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,12,1,0,0,1,79,35,10,0
1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,7,0,1,1,1,78,57,6,0
0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,15,1,0,0,1,77,40,14,0
0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,12,1,0,0,1,86,45,5,0
1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,7,0,1,1,1,78,57,6,0
0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,8,1,0,0,1,78,40,6,0
0,0,0,0,1,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,11,1,0,1,1,72,50,7,0
0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,15,1,0,0,1,76,47,4,0
0,0,1,0,1,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,12,1,0,0,1,83,52,13,0
0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,13,1,0,0,1,68,48,11,0
0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,13,1,0,0,1,68,48,11,1
0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,13,1,0,0,1,68,48,11,0
0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,13,1,0,0,1,68,48,11,0
0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,13,1,0,0,1,68,48,11,0
0,0,0,0,1,1,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,14,1,0,0,1,79,46,15,0
0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,13,1,0,0,1,68,48,11,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,87,39,3,0
0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,83,47,0,0
0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,83,47,0,1
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,87,39,3,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,1,69,51,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,1,0,0,1,78,36,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,1,69,51,2,0
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,71,41,3,1
0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,13,1,0,0,1,68,48,11,0
0,0,0,0,1,0,1,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,7,1,1,0,1,69,56,4,0
0,0,0,0,0,0,1,0,0,0,0,0,0,5,1,0,0,0,0,1,1,0,6,0,0,0,1,76,51,4,0
0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,13,1,0,0,1,68,48,11,0
0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,1,0,0,1,83,42,5,1
0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,13,1,0,0,1,68,48,12,0
0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,4,0,0,0,0,68,41,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,13,1,0,0,1,68,48,12,0
0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,3,0,1,0,0,81,39,9,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,1,0,0,1,72,49,4,0
0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,1,0,0,1,82,42,5,0
0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,9,1,0,0,1,84,50,10,0
0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,1,0,0,1,82,42,5,0
0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,1,0,0,1,72,45,4,1
0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,1,0,0,1,82,42,5,0
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,71,41,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,12,1,0,0,1,74,49,11,0
0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,13,1,0,0,1,68,48,11,0
0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,1,84,44,6,0
0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,13,1,0,0,1,68,48,12,0
0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,9,1,0,0,1,73,48,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,11,1,0,0,1,78,53,9,0
0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,1,70,49,5,0
0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,1,0,0,1,83,42,5,0
0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,1,0,0,1,71,43,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,9,1,0,0,1,77,33,6,0
0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,10,0,0,0,1,72,60,7,0
0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,0,0,0,1,75,36,8,0
0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,10,1,0,0,1,68,38,8,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,1,0,0,1,82,34,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,14,1,0,0,1,86,44,5,0
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,74,57,4,0
1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,77,49,3,0
1,1,1,0,1,1,1,0,1,0,0,0,0,1,1,1,1,0,1,0,0,1,5,0,0,0,1,78,49,16,0
0,0,0,0,1,1,1,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,9,1,0,0,1,75,35,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,7,0,0,0,1,79,48,5,0
0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,10,1,1,0,1,69,44,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,0,0,0,1,81,34,3,0
0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,13,1,0,0,1,68,48,12,1
0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,13,1,0,0,1,68,48,12,0
0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,13,1,0,0,1,68,48,12,0
0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,1,79,35,4,0
0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,1,76,33,6,0
0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,12,1,0,0,1,85,37,6,0
0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,73,37,2,0
0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,11,1,0,0,1,80,48,10,0
1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,69,42,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,12,0,1,0,1,82,57,9,0
0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,81,36,1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,11,1,0,0,1,82,45,9,0
0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,1,87,40,7,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,1,69,38,4,0
0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,3,0,1,0,0,78,37,9,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,87,40,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,1,0,0,1,81,34,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,1,66,56,7,0
0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,1,66,56,7,0
0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,1,66,56,7,0
0,0,1,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,11,1,0,0,1,89,52,7,0
0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,11,1,0,0,1,71,48,10,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,89,40,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,15,1,0,0,1,68,48,12,0
0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,5,0,0,0,1,86,45,8,1
0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,15,1,0,0,1,68,48,12,0
0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,15,1,0,0,1,68,48,12,0
0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,15,1,0,0,1,68,48,12,0
0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,15,1,0,0,1,68,48,12,0
0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,7,1,0,0,1,81,58,7,0
0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,12,1,0,0,1,71,48,11,0
