intent_android_intent_action_PACKAGE_CHANGED,intent_android_intent_action_PACKAGE_RESTARTED,intent_android_intent_action_PACKAGE_REMOVED,intent_android_net_conn_CONNECTIVITY_CHANGE,intent_android_intent_action_PACKAGE_ADDED,intent_android_intent_action_QUICKBOOT_POWERON,perm_android_permission_ACCESS_COARSE_LOCATION,n_urls,perm_android_permission_RECEIVE_BOOT_COMPLETED,intent_android_intent_action_BOOT_COMPLETED,n_activities,n_permissions,n_providers,n_api_calls,intent_com_google_android_c2dm_intent_RECEIVE,intent_com_android_vending_INSTALL_REFERRER,perm_com_google_android_c2dm_permission_RECEIVE,intent_com_google_firebase_INSTANCE_ID_EVENT,n_services,n_used_permissions,n_receivers,suspicious_Ldalvik_system_PathClassLoader_,intent_android_intent_action_VIEW,intent_com_google_firebase_MESSAGING_EVENT,perm_android_permission_WRITE_EXTERNAL_STORAGE,perm_android_permission_VIBRATE,perm_android_permission_READ_LOGS,perm_com_meizu_flyme_push_permission_RECEIVE,intent_com_baidu_autoupdatesdk_ACTION_NEW_UPDATE,suspicious_setWifiEnabled,label
0,0,0,0,0,0,0,48,0,0,4,8,2,7,1,1,1,1,7,6,5,1,0,0,1,0,0,0,0,0,0
0,0,0,0,0,1,0,45,1,1,15,8,4,9,1,1,1,0,5,7,7,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,49,1,1,16,10,1,10,1,1,1,1,7,6,12,1,0,1,0,1,0,0,0,0,0
0,0,0,0,0,0,0,46,0,0,11,11,2,12,1,1,1,1,5,6,5,1,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,56,0,0,14,9,1,6,1,1,1,1,4,5,5,1,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,1,53,0,0,11,7,2,7,0,1,0,0,3,5,2,1,1,0,1,0,0,0,0,0,1
0,0,0,0,0,0,0,44,1,0,9,7,4,7,1,1,1,1,6,5,3,1,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,45,0,0,8,7,6,8,1,1,1,1,7,7,5,1,1,1,0,1,0,0,0,0,0
0,0,0,0,0,0,1,46,1,1,16,13,1,11,1,1,1,1,10,6,5,0,1,1,1,0,0,0,0,0,1
0,0,0,0,0,0,0,46,0,0,15,6,3,12,1,1,1,1,8,9,3,1,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,46,0,0,10,5,4,7,1,1,1,1,4,6,3,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,51,0,0,16,10,1,14,1,0,1,1,9,6,4,0,1,1,1,0,0,0,0,0,0
0,0,0,0,0,1,0,55,1,1,7,7,0,5,1,1,1,0,6,4,6,0,0,0,0,1,0,0,0,0,0
0,0,0,0,0,1,0,45,1,1,13,12,3,10,1,1,1,1,8,8,9,1,1,0,1,1,0,0,0,0,0
0,0,0,0,0,0,0,53,0,0,8,10,2,9,1,1,1,1,4,6,3,1,1,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,55,1,1,7,7,0,5,1,1,1,0,6,4,6,0,0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,43,0,0,10,7,1,7,1,1,1,1,5,6,5,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,46,1,0,15,14,2,8,1,1,1,1,10,5,9,1,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,1,45,0,0,13,12,3,8,1,1,1,1,5,6,4,1,1,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,51,1,1,20,6,3,7,1,1,1,1,9,6,9,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,42,0,0,15,6,3,6,1,1,1,1,9,5,5,1,1,1,0,0,0,0,0,0,1
0,0,0,0,0,0,0,51,1,1,20,6,3,7,1,1,1,1,9,6,9,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,56,0,0,11,9,5,11,1,1,1,0,8,9,7,1,1,1,1,0,0,0,0,0,0
0,0,0,0,0,0,0,44,0,0,12,6,2,7,1,1,1,1,4,6,3,1,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,52,0,0,12,7,2,12,0,1,0,0,5,9,2,1,0,0,1,0,0,0,0,0,0
0,0,0,1,0,0,0,49,0,0,8,6,1,7,1,1,1,1,2,6,5,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,49,0,0,15,13,1,13,1,0,1,1,8,5,5,0,1,1,1,1,0,0,0,0,0
0,0,0,0,0,0,0,42,0,0,10,6,1,7,1,1,1,1,7,6,3,1,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,1,56,0,0,9,13,2,5,1,1,1,1,8,5,8,0,0,1,0,1,0,0,0,0,0
0,0,0,0,0,0,0,58,0,0,10,5,1,6,1,1,1,1,7,5,5,1,1,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,47,0,0,17,9,2,14,1,0,1,1,10,6,5,0,1,1,0,1,0,0,0,0,1
0,0,0,0,0,0,0,47,0,0,17,9,2,14,1,0,1,1,10,6,5,0,1,1,0,1,0,0,0,0,0
0,0,0,0,0,0,0,46,0,0,9,10,2,13,1,1,1,1,14,7,7,1,1,1,1,1,0,0,0,0,0
0,0,0,0,0,0,0,47,0,0,17,9,2,14,1,0,1,1,10,6,5,0,1,1,0,1,0,0,0,0,0
0,0,0,0,0,0,0,44,0,1,16,9,3,12,1,1,1,1,11,6,4,1,0,1,0,1,0,0,0,0,0
0,0,0,0,0,0,0,47,0,0,17,9,2,14,1,0,1,1,10,6,5,0,1,1,0,1,0,0,0,0,0
0,0,0,0,0,0,1,58,0,0,16,8,3,7,1,1,1,1,9,6,5,1,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,54,0,0,9,10,5,11,1,1,1,0,7,10,6,1,0,1,1,1,0,0,0,0,0
0,0,0,0,0,1,0,48,1,1,9,7,1,14,1,1,1,1,5,6,5,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,54,0,0,19,7,2,10,1,1,1,1,9,8,3,1,0,1,0,1,0,0,0,0,1
0,0,0,0,0,0,0,45,0,0,17,13,2,9,1,1,1,1,9,6,6,1,1,0,0,1,0,0,0,1,1
0,0,0,0,0,0,0,49,0,0,11,7,1,11,1,1,1,1,2,6,4,1,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,53,0,0,7,10,2,9,1,1,1,1,4,6,3,1,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,57,0,0,12,6,1,4,1,1,1,1,5,4,6,1,0,0,1,0,0,0,0,0,1
0,0,0,0,0,0,0,48,1,1,17,7,3,13,1,1,1,0,7,9,7,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,48,0,0,11,6,2,12,0,1,0,0,4,9,3,1,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,1,43,0,0,9,10,1,8,1,0,1,1,7,4,3,0,1,1,1,0,0,0,0,0,0
0,0,0,0,0,0,0,48,0,0,11,6,2,12,0,1,0,0,4,9,3,1,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,48,0,0,11,6,2,12,0,1,0,0,4,9,3,1,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,48,0,0,11,6,2,12,0,1,0,0,4,9,3,1,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,43,0,0,7,7,2,7,1,1,1,1,7,6,3,1,0,1,0,1,0,0,0,0,0
0,0,0,0,0,0,1,43,0,0,12,8,1,6,1,1,1,1,4,4,5,1,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,45,1,0,15,5,2,10,1,1,0,1,5,8,3,1,0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,50,0,0,14,5,2,14,0,0,0,0,9,6,1,1,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,43,0,0,12,9,4,7,1,1,1,1,5,6,3,1,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,53,0,0,7,7,1,13,1,0,1,1,7,5,3,0,1,1,1,0,0,0,0,0,0
0,0,0,0,0,0,0,44,0,0,17,8,2,12,1,0,1,1,9,5,4,1,1,1,1,0,0,0,0,0,0
0,0,0,0,0,0,0,45,0,0,14,9,5,13,1,1,1,1,9,7,3,1,0,1,1,1,0,0,0,0,0
0,0,0,0,0,0,0,43,0,0,13,8,3,9,1,1,1,0,5,7,3,1,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,51,0,0,11,9,3,14,1,1,1,1,5,8,3,1,0,0,1,0,0,0,0,0,0
0,0,1,0,1,0,0,45,0,0,9,8,3,12,1,1,1,1,5,7,4,1,0,0,1,0,0,0,0,0,1
0,0,0,0,0,0,0,49,0,0,12,10,1,14,1,0,1,0,5,6,3,0,0,0,1,1,0,0,0,0,0
0,0,0,0,0,0,0,52,0,0,12,9,1,15,1,1,1,1,6,6,3,1,0,1,1,0,0,0,0,0,0
0,0,0,0,0,0,0,47,0,0,11,9,3,15,1,1,1,1,8,9,4,1,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,43,1,1,18,9,2,9,1,1,1,1,10,7,7,1,1,0,0,1,0,0,0,0,0
0,0,0,0,0,1,0,43,1,1,16,8,5,6,1,1,1,1,7,5,5,1,1,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,56,1,1,11,10,2,14,1,1,1,1,9,7,6,1,0,1,0,1,0,0,0,0,0
0,0,0,0,0,1,0,56,1,1,5,7,2,8,1,1,1,1,12,7,4,1,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,50,0,1,17,7,1,11,0,1,0,0,4,9,3,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,47,0,0,14,6,3,9,1,1,1,0,2,5,3,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,50,0,1,17,7,1,11,0,1,0,0,4,9,3,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,50,0,1,17,7,1,11,0,1,0,0,4,9,3,1,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,44,0,0,10,9,4,9,1,1,1,1,4,8,4,1,0,0,1,1,0,0,0,0,0
0,0,0,0,0,0,0,50,0,1,17,7,1,11,0,1,0,0,4,9,3,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,50,0,1,17,7,1,11,0,1,0,0,4,9,3,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,45,1,1,7,9,0,7,1,1,1,0,4,4,5,1,0,0,0,1,0,0,0,0,0
0,0,0,0,1,1,0,54,1,1,11,8,1,15,0,1,0,0,10,6,8,1,0,0,1,1,0,0,0,0,0
0,0,0,0,0,0,1,52,0,0,11,9,1,16,1,0,1,1,9,7,4,0,1,1,1,0,0,0,0,0,0
0,0,0,0,0,1,0,45,1,1,7,9,0,7,1,1,1,0,4,4,5,1,0,0,0,1,0,0,0,0,0
0,0,0,0,0,1,0,45,1,1,16,13,4,10,1,1,1,1,8,7,8,1,0,1,1,0,0,0,0,0,0
0,0,0,0,0,0,1,52,0,0,12,15,1,8,1,1,1,1,4,5,5,0,0,0,1,0,0,0,0,0,0
0,0,0,0,1,1,0,54,1,1,11,7,1,15,0,1,0,0,9,6,8,1,0,0,1,1,0,0,0,0,0
0,0,0,0,1,1,0,54,1,1,11,7,1,15,0,1,0,0,9,6,8,1,0,0,1,1,0,0,0,0,0
0,0,0,0,1,1,0,54,1,1,11,7,1,15,0,1,0,0,9,6,8,1,0,0,1,1,0,0,0,0,0
0,0,0,0,1,1,0,54,1,1,11,7,1,15,0,1,0,0,9,6,8,1,0,0,1,1,0,0,0,0,0
0,0,0,0,0,0,0,46,0,0,5,6,2,8,1,1,1,0,5,7,4,1,0,0,0,0,0,0,0,0,0
0,0,0,0,1,1,0,54,1,1,11,7,1,15,0,1,0,0,9,6,8,1,0,0,1,1,0,0,0,0,0
0,0,0,0,0,0,0,46,0,0,7,8,1,14,1,0,1,1,10,5,4,0,1,1,1,0,0,0,0,0,1
0,0,0,1,0,0,0,43,0,0,7,6,4,7,1,1,1,1,7,6,4,1,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,1,49,0,0,20,8,4,10,1,1,1,1,8,5,3,1,1,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,42,0,0,7,9,1,6,1,1,1,1,8,4,7,1,0,1,1,1,0,0,0,0,0
0,0,0,0,0,0,0,44,0,0,8,4,1,12,1,0,1,1,9,5,4,0,1,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,45,0,0,6,6,2,9,1,1,1,0,5,8,4,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,45,0,1,14,7,0,11,0,0,0,0,5,8,2,0,0,0,1,1,0,0,0,0,0
0,0,0,0,0,0,0,45,0,1,14,7,0,11,0,0,0,0,5,8,2,0,0,0,1,1,0,0,0,0,0
0,0,0,0,0,0,0,45,0,1,14,7,0,11,0,0,0,0,5,8,2,0,0,0,1,1,0,0,0,0,0
0,0,0,0,0,0,0,45,0,1,14,7,0,11,0,0,0,0,5,8,2,0,0,0,1,1,0,0,0,0,0
0,0,0,0,0,0,0,45,0,1,14,7,0,11,0,0,0,0,5,8,2,0,0,0,1,1,0,0,0,0,1
0,0,0,0,0,0,0,45,0,1,14,7,0,11,0,0,0,0,5,8,2,0,0,0,1,1,0,0,0,0,0
0,0,0,0,0,0,0,52,0,0,3,7,1,6,1,1,1,1,8,4,4,1,1,1,0,1,0,0,0,0,0
0,0,0,0,0,0,0,58,0,0,12,8,4,7,1,1,1,1,5,6,4,1,1,1,1,0,0,0,0,0,0
0,0,0,0,0,0,0,44,0,0,10,7,2,5,1,1,1,1,3,4,4,1,1,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,42,0,0,11,6,1,12,1,0,1,1,9,5,4,0,1,1,1,0,0,0,0,0,1
0,0,0,0,0,0,0,45,0,0,8,9,1,11,1,1,1,0,4,8,5,1,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,56,0,0,16,8,4,13,1,1,1,1,9,7,3,1,0,1,1,0,0,0,0,0,0
0,0,0,0,0,0,0,41,0,0,10,6,1,7,1,1,1,1,7,6,3,1,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,52,1,1,8,12,3,13,1,1,1,1,9,11,7,1,0,0,0,1,0,0,0,0,1
0,0,0,0,0,0,1,53,0,0,6,10,2,10,1,1,1,1,4,6,4,1,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,45,0,0,17,8,2,11,1,0,1,1,5,5,3,0,1,1,1,0,0,0,0,0,0
0,0,0,0,0,0,0,45,0,0,17,8,2,11,1,0,1,1,5,5,3,0,1,1,1,0,0,0,0,0,0
0,0,0,0,0,0,0,45,0,0,17,8,2,11,1,0,1,1,5,5,3,0,1,1,1,0,0,0,0,0,0
0,0,0,0,0,0,0,53,0,0,19,11,3,10,1,1,1,1,13,5,9,1,1,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,49,1,1,6,10,1,10,0,1,0,0,4,8,3,1,1,0,1,1,0,0,0,0,0
0,0,0,0,0,0,0,45,0,0,17,8,2,11,1,0,1,1,5,5,3,0,1,1,1,0,0,0,0,0,0
0,0,0,0,0,0,0,45,0,0,17,8,2,11,1,0,1,1,5,5,3,0,1,1,1,0,0,0,0,0,0
0,0,0,0,0,0,0,44,1,0,15,5,2,10,1,1,0,1,5,8,3,1,0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,45,0,0,17,8,2,11,1,0,1,1,5,5,3,0,1,1,1,0,0,0,0,0,0
0,0,0,0,0,1,1,52,1,1,19,13,2,8,0,0,1,0,11,6,8,0,0,0,1,0,0,0,0,0,0
0,0,0,0,1,1,0,49,1,1,8,5,1,15,0,1,0,0,9,6,8,1,0,0,0,1,0,0,0,0,0
0,0,0,1,0,0,1,48,0,0,17,13,2,10,1,0,1,1,5,7,4,0,1,1,1,1,0,0,0,0,0
0,0,0,1,0,0,1,52,0,0,17,13,2,10,1,0,1,1,5,7,4,0,1,1,1,1,0,0,0,0,0
0,0,0,0,1,1,0,49,1,1,8,5,1,15,0,1,0,0,9,6,8,1,0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,44,0,0,8,5,1,12,1,0,1,1,7,5,3,0,1,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,44,0,0,10,5,4,11,1,1,1,1,6,9,3,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,41,0,0,11,5,1,8,1,1,1,1,7,6,3,1,0,1,0,0,0,0,0,0,1
0,0,0,0,0,0,0,59,0,0,10,6,1,10,1,1,1,1,7,6,5,1,1,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,52,1,0,9,12,1,13,1,1,1,0,4,5,4,0,0,0,1,1,0,0,0,0,0
0,0,0,0,0,0,0,50,0,0,9,6,7,10,1,1,1,0,4,9,4,1,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,59,0,0,15,8,2,11,1,1,1,1,9,6,5,1,0,0,1,0,0,0,0,0,1
0,0,0,0,0,0,0,52,1,0,9,12,1,13,1,1,1,0,4,5,4,0,0,0,1,1,0,0,0,0,0
0,0,0,0,0,0,1,43,0,0,9,10,4,11,1,1,1,0,8,9,4,1,1,1,1,1,0,0,0,0,0
0,0,0,0,0,0,0,45,0,0,19,8,5,10,1,1,1,1,11,5,6,0,1,1,1,0,0,0,0,0,0
0,0,0,0,0,0,0,43,0,0,15,10,4,12,1,1,1,1,8,6,3,1,1,1,1,0,0,0,0,0,0
