n_api_calls,suspicious_getSubscriberId,perm_android_permission_READ_PHONE_STATE,perm_android_permission_GET_TASKS,perm_android_permission_MOUNT_UNMOUNT_FILESYSTEMS,suspicious_getCellLocation,perm_android_permission_SYSTEM_ALERT_WINDOW,perm_android_permission_SEND_SMS,intent_android_intent_action_USER_PRESENT,intent_com_google_android_c2dm_intent_RECEIVE,perm_com_google_android_c2dm_permission_RECEIVE,suspicious_Ldalvik_system_PathClassLoader_,perm_android_permission_ACCESS_WIFI_STATE,n_providers,perm_android_permission_CHANGE_WIFI_STATE,intent_com_google_firebase_INSTANCE_ID_EVENT,intent_com_google_firebase_MESSAGING_EVENT,perm_android_permission_CHANGE_NETWORK_STATE,perm_android_permission_RECEIVE_SMS,intent_android_net_conn_CONNECTIVITY_CHANGE,perm_android_permission_ACCESS_COARSE_LOCATION,perm_android_permission_WRITE_SETTINGS,perm_com_android_launcher_permission_INSTALL_SHORTCUT,intent_com_android_vending_INSTALL_REFERRER,n_permissions,perm_android_permission_ACCESS_FINE_LOCATION,suspicious_sendTextMessage,perm_android_permission_READ_SETTINGS,n_services,n_receivers,label
29,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,0,0,0,2,2,0
12,0,0,0,0,0,0,0,0,1,1,1,0,2,0,1,1,0,0,0,0,0,0,1,11,0,0,0,6,4,0
26,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,25,0,0,0,8,5,0
25,0,1,0,0,0,1,0,0,1,1,1,0,1,0,1,1,0,0,0,1,0,0,1,11,0,0,0,5,5,0
19,1,1,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,19,1,1,0,0,2,1
17,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,22,0,0,0,3,4,0
21,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,8,0,0,0,3,2,0
27,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,8,1,0,0,1,0,0
19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
19,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,7,0,0,0,9,7,0
27,0,0,0,0,0,0,0,0,1,1,1,1,4,0,1,1,0,0,0,1,0,0,1,14,1,0,0,7,5,0
21,0,0,0,0,0,0,0,0,1,1,1,0,2,0,1,1,0,0,0,0,0,0,1,8,0,0,0,8,5,0
33,0,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,11,0,0,0,3,1,1
19,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,1,11,0,1,0,8,6,0
24,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,0,0,21,1,0,0,3,2,1
21,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0
32,0,1,0,0,0,1,0,0,1,1,1,1,5,0,1,1,0,0,0,0,0,0,1,15,0,0,0,8,4,0
18,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,9,0,0,0,2,5,0
34,1,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,16,0,0,0,1,2,0
28,0,0,0,0,0,0,0,0,1,1,1,0,2,0,1,1,0,0,0,0,0,0,1,7,1,0,0,7,6,0
23,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,6,0,0,0,10,5,0
32,1,1,1,0,1,1,0,0,0,0,1,1,3,0,0,0,0,0,1,1,1,0,0,15,1,0,0,3,1,1
28,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,3,4,0
20,0,0,0,0,0,0,0,0,1,1,1,0,2,0,1,1,0,0,0,0,0,0,1,10,0,0,0,12,6,0
35,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,21,1,0,0,2,0,1
22,0,1,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,1,0,0,1,17,1,0,0,12,5,0
22,0,1,0,0,0,0,0,0,1,1,1,1,2,1,1,1,0,0,0,0,0,0,1,18,0,0,0,12,6,0
23,0,0,0,0,0,0,0,0,1,1,1,0,4,0,1,1,0,0,0,0,0,0,1,9,0,0,0,12,7,0
16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
22,0,1,0,0,0,0,0,0,1,1,1,1,2,1,1,1,0,0,0,0,0,0,1,20,0,0,0,12,6,0
34,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,11,1,0,0,5,4,0
27,0,1,0,0,0,1,0,0,1,1,1,0,2,0,1,1,0,0,0,0,0,0,1,13,0,0,0,8,3,0
31,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,13,0,0,1,1,1,1
23,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,1,0,0,1,12,1,0,0,8,3,0
33,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,12,1,1,0,4,2,1
22,1,1,0,0,1,0,0,0,1,1,1,1,3,0,1,0,0,1,1,1,0,0,1,22,1,0,0,5,6,0
21,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,6,0,0,0,1,2,0
26,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
15,0,1,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,16,0,0,0,9,1,1
18,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,9,1,0,0,2,2,1
15,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,5,0,0,0,2,3,0
31,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,7,0,0,0,1,4,0
25,0,1,0,0,1,0,0,0,1,1,1,1,1,0,1,1,0,0,0,1,0,0,1,21,1,0,0,12,10,0
25,0,0,0,0,0,0,0,0,1,1,1,0,5,0,1,1,0,0,0,0,0,0,1,8,0,0,0,8,5,0
29,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,12,1,0,0,9,4,0
32,1,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,13,1,0,0,5,1,0
23,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,1,0,0,1,1,1,0,21,1,0,0,3,2,0
6,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0
30,1,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,20,0,0,0,8,7,1
33,0,0,0,0,0,0,0,0,1,1,1,0,7,0,1,1,0,0,0,1,0,0,1,14,1,0,0,9,6,0
32,1,0,1,1,0,0,0,0,1,1,1,1,2,1,1,1,0,0,0,0,0,1,1,21,0,0,0,6,5,0
27,0,1,0,0,0,0,0,0,1,1,1,1,4,0,1,1,0,0,0,0,0,0,1,10,0,0,0,9,5,0
32,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,11,0,0,0,2,0,1
25,0,0,0,0,0,0,0,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0,1,24,0,0,0,10,8,0
28,0,1,1,0,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,1,1,0,1,16,0,0,0,4,10,1
26,0,0,0,0,0,0,0,0,1,1,1,0,4,0,1,0,0,0,0,1,0,0,1,16,1,0,0,13,9,0
21,0,0,0,0,0,0,0,0,1,1,1,1,6,0,0,1,0,0,0,1,0,0,1,14,1,0,0,7,4,0
22,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,11,0,0,0,9,5,0
26,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,0,0,0,0,1,0,0,1,10,1,0,0,5,5,0
29,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,8,0,0,0,3,3,0
31,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,18,1,0,0,1,0,1
34,1,1,1,1,0,1,1,1,0,0,0,1,0,1,0,0,1,1,1,1,0,0,0,24,1,0,0,2,1,1
27,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,11,1,0,0,0,0,0
32,0,0,0,0,1,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,9,0,0,0,11,6,0
20,0,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,1,1,0,1,19,1,0,0,14,9,1
14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,1,1,0
26,0,0,0,0,1,0,0,0,1,1,1,0,2,0,1,1,0,0,0,0,0,0,1,7,0,0,0,6,7,1
21,0,0,0,0,0,0,0,0,1,1,1,0,2,0,1,1,0,0,0,0,0,0,1,11,0,0,0,10,6,0
20,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,0,20,1,0,0,5,4,0
26,0,1,0,0,1,0,0,0,1,1,1,1,2,0,0,0,0,0,0,0,0,0,1,27,0,0,0,9,6,0
5,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,7,0,0,0,2,4,0
18,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,2,4,0
19,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,12,1,0,0,2,2,0
21,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,11,0,0,0,2,4,0
38,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,17,1,0,0,5,1,1
29,1,0,0,0,1,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,1,0,1,7,0,0,0,7,6,0
20,0,0,0,0,0,0,0,0,1,1,1,0,2,0,1,1,0,0,0,0,0,0,1,7,0,0,0,10,5,0
18,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,2,3,0
32,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,5,0,0,0,8,6,0
25,0,1,0,0,0,0,0,0,1,1,1,1,4,0,1,0,0,0,0,0,0,0,1,12,0,0,0,10,9,0
23,0,1,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,1,8,0,0,0,7,3,0
22,0,1,1,1,0,0,0,0,1,1,1,1,2,0,1,1,0,0,0,1,0,0,1,16,1,0,0,11,10,0
23,0,0,0,0,0,0,0,0,1,1,1,1,4,1,1,1,0,0,1,0,0,0,1,8,0,0,0,12,8,0
31,1,1,1,1,1,1,0,1,0,0,0,1,1,1,0,0,1,0,1,1,1,1,0,23,1,0,0,2,5,0
16,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0
23,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,12,0,0,0,10,5,0
13,0,0,0,0,0,0,0,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0,1,13,0,0,0,7,4,0
25,1,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,1,0,1
18,0,0,0,0,0,0,0,0,1,1,1,0,2,0,1,1,0,0,0,0,0,0,1,8,0,0,0,10,5,0
37,0,0,0,0,1,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,17,0,0,0,7,9,0
39,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,1,1,1,0,0,0,18,1,0,0,2,2,1
14,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,10,0,0,0,4,7,1
18,0,0,0,0,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,12,0,0,0,6,5,0
20,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,10,0,0,0,2,2,1
33,0,1,0,0,0,1,0,0,1,1,1,1,7,0,1,1,0,0,0,0,0,0,1,29,0,0,0,8,4,0
22,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,11,1,0,0,4,0,1
24,0,1,0,0,0,0,0,0,1,1,1,0,2,0,1,0,0,0,0,0,0,0,1,12,0,0,0,5,10,0
24,0,0,0,0,0,0,0,0,1,1,1,0,6,0,0,0,0,0,1,0,0,0,1,10,0,0,0,9,14,0
12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
29,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,0,0,0,0,1,0,0,1,10,1,0,0,7,6,0
29,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,0,0,0,0,1,0,0,1,10,1,0,0,7,6,0
30,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1,2,0
32,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,1,0
26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,2,0
14,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,1
15,0,0,0,0,0,1,0,0,1,1,1,0,3,0,1,0,0,0,0,0,0,0,1,8,0,0,0,11,4,0
35,1,1,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,15,1,0,0,6,2,1
26,0,1,0,0,0,0,0,0,1,1,1,1,4,0,1,1,0,0,0,0,0,0,1,12,0,0,0,8,5,0
29,0,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,17,0,0,0,6,10,0
39,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,18,1,0,0,6,2,1
33,0,1,0,0,0,1,0,0,1,1,1,1,2,0,1,1,0,0,0,1,0,0,1,12,1,0,0,10,9,0
19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,2,5,0
22,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,1,2,0
26,0,0,0,0,0,0,0,0,1,1,1,1,3,0,1,1,0,0,0,0,0,0,1,10,0,0,0,10,4,0
21,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
32,0,0,0,0,0,0,0,0,1,1,1,1,5,0,1,1,0,0,0,0,0,0,1,18,1,0,0,6,7,0
32,1,1,1,1,1,0,1,1,0,0,0,1,0,1,0,0,1,1,1,1,1,0,0,33,1,1,1,9,6,1
23,1,0,0,0,1,0,0,1,1,1,1,0,1,0,1,1,0,0,0,1,0,0,1,12,0,0,0,9,7,0
29,1,1,1,1,1,0,1,1,0,0,0,1,0,1,0,0,1,1,1,1,1,0,0,33,1,1,1,10,7,1
30,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,3,0
8,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,6,1,0,0,4,0,0
33,1,1,1,0,0,0,0,0,0,0,0,1,2,1,0,0,1,0,1,1,0,0,0,19,1,0,0,1,2,1
32,1,1,1,1,1,0,1,1,0,0,0,1,0,1,0,0,1,1,1,1,1,0,0,33,1,1,1,9,6,1
32,1,1,1,1,1,0,1,1,0,0,0,1,0,1,0,0,1,1,1,1,1,0,0,33,1,1,1,9,6,1
32,1,1,1,1,1,0,1,1,0,0,0,1,0,1,0,0,1,1,1,1,1,0,0,33,1,1,1,9,6,1
24,0,0,0,0,0,0,0,0,1,1,1,1,4,0,1,1,0,0,0,1,0,0,1,11,1,0,0,13,8,0
36,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,1,18,1,0,0,9,10,1
24,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,11,0,0,0,6,7,0
23,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,24,0,0,0,8,10,0
19,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
24,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0,1,0,1,1,1,0,0,26,1,0,0,7,3,0
32,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,8,0,0,0,10,7,0
27,0,0,0,0,0,0,0,0,1,1,1,1,4,0,0,1,0,0,0,1,0,0,1,30,1,0,0,13,8,0
20,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,9,0,0,0,7,12,0
22,0,1,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,7,0,0,0,8,5,0
24,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,5,1,0,0,0,2,0
13,1,1,1,0,1,0,0,0,1,1,1,1,1,0,1,1,0,0,0,1,0,0,1,18,1,0,0,11,7,0
18,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0
40,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,10,1,0,0,0,2,1
34,0,0,0,0,0,0,0,0,1,1,1,0,2,0,1,0,0,0,0,0,0,0,1,13,0,0,0,5,5,0
23,1,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,18,1,0,0,2,2,1
22,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,1,2,0
22,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,27,1,0,0,10,6,0
18,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,2,1,0
12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0
33,1,1,1,1,1,0,1,1,0,0,0,1,0,1,0,0,1,1,1,1,1,0,0,33,1,1,1,10,7,1
33,1,1,1,1,1,0,1,1,0,0,0,1,0,1,0,0,1,1,1,1,1,0,0,33,1,1,1,10,7,1
33,1,1,1,1,1,0,1,1,0,0,0,1,0,1,0,0,1,1,1,1,1,0,0,33,1,1,1,10,7,1
26,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,20,0,0,0,9,9,1
20,0,0,0,0,0,0,0,0,1,1,1,0,5,0,1,1,0,0,0,0,0,0,1,26,0,0,0,15,8,0
37,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,16,1,0,0,6,6,1
34,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,2,4,0
41,1,1,1,1,1,1,0,1,0,1,1,1,3,1,0,0,1,0,1,1,1,0,1,22,1,0,0,3,6,0
35,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,16,1,0,0,2,0,1
36,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,7,0,0,0,4,0,1
30,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,15,0,0,0,0,0,0
17,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,5,0,0,0,4,4,0
21,0,1,0,1,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,11,0,0,0,8,8,0
12,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,2,0
21,0,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,16,1,1,0,2,3,0
41,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,8,0,1,0,1,2,1
34,0,0,0,0,1,0,0,0,1,1,1,0,4,0,1,1,0,0,0,0,0,0,1,10,0,0,0,13,5,0
19,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,8,0,0,0,1,1,1
7,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0
38,0,0,0,0,0,0,0,0,1,1,1,0,3,0,1,1,0,0,0,1,0,0,1,13,1,0,0,10,6,0
42,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,9,1,1,0,4,1,1
29,0,1,1,0,0,0,0,0,1,1,1,0,4,0,1,0,0,0,1,0,0,0,1,14,0,0,0,10,8,1
23,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,0,0,0,1,1,0,1,15,1,0,0,5,4,0
37,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,15,1,0,0,10,5,0
29,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,2,2,0
35,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,7,1,0,0,1,1,1
28,0,1,0,0,0,1,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,28,0,0,0,10,5,0
26,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,1
39,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,12,1,1,0,4,2,1
26,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,8,0,0,0,1,1,1
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0
35,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,16,1,0,0,2,0,1
30,0,0,0,0,1,0,0,0,1,1,1,1,2,1,1,1,0,0,0,0,0,0,1,30,1,0,0,18,9,0
35,1,1,1,1,1,0,1,1,0,0,1,1,0,1,0,0,1,1,1,1,1,0,0,35,1,1,1,8,3,1
