top_k,cumulative_ig,cumulative_mi,mean_ig,mean_mi,worst_ig_in_batch,worst_mi_in_batch,ig_gain,mi_gain,mean_ig_gain
2700,6.737234882501074,4.669895363633334,0.0024952721787041016,0.0017295908754197532,8.858936626870983e-05,6.14054694601331e-05,0.008858936626870317,0.006140546946012293,-9.256472355520734e-05
2800,6.746093819127944,4.676035910579347,0.002409319221117123,0.0016700128252069095,8.858936626870983e-05,6.14054694601331e-05,0.008858936626870317,0.006140546946013181,-8.595295758697871e-05
2900,6.754952755754816,4.68217645752536,0.0023292940537085575,0.0016145436060432275,8.858936626870983e-05,6.14054694601331e-05,0.008858936626872094,0.006140546946013181,-8.002516740856537e-05
3000,6.763811692381688,4.688317004471374,0.0022546038974605625,0.0015627723348237913,8.858936626870983e-05,6.14054694601331e-05,0.008858936626871206,0.006140546946014069,-7.46901562479951e-05
3100,6.772670629008559,4.694457551417388,0.0021847324609705026,0.0015143411456185123,8.858936626870983e-05,6.14054694601331e-05,0.008858936626871206,0.006140546946014069,-6.98714364900598e-05
3200,6.781529565635429,4.7005980983634,0.0021192279892610715,0.0014689369057385626,8.858936626870983e-05,6.14054694601331e-05,0.008858936626870317,0.006140546946012293,-6.550447170943115e-05
3300,6.790388502262301,4.7067386453094135,0.0020576934855340307,0.0014262844379725496,8.858936626870983e-05,6.14054694601331e-05,0.008858936626872094,0.006140546946013181,-6.153450372704079e-05
3400,6.7992474388891715,4.712879192255427,0.001999778658496815,0.001386140938898655,8.858936626870983e-05,6.14054694601331e-05,0.008858936626870317,0.006140546946013181,-5.791482703721568e-05
3500,6.808082182410559,4.719002969818835,0.0019451663378315884,0.0013482865628053813,8.514687711147495e-05,5.9019317857469944e-05,0.0088347435213878,0.006123777563407984,-5.4612320665226683e-05
3600,6.81512071174976,4.723881706587286,0.0018930890865971556,0.0013121893629409128,5.808724604317028e-05,4.0263010820079876e-05,0.007038529339200572,0.004878736768451297,-5.207725123443276e-05
3700,6.820568817054351,4.72765804541918,0.001843396977582257,0.0012777454176808596,5.06766053813279e-05,3.5126346175230316e-05,0.0054481053045911665,0.0037763388318943214,-4.9692109014898506e-05
3800,6.825172948594165,4.730849386216185,0.0017960981443668855,0.001244960364793733,4.429352880902515e-05,3.07019346132604e-05,0.004604131539814205,0.0031913407970050045,-4.729883321537157e-05
3900,6.8296023014750675,4.7339195796775115,0.0017511800773012994,0.001213825533250644,4.429352880902515e-05,3.07019346132604e-05,0.004429352880902293,0.0030701934613261983,-4.491806706558607e-05
4000,6.834031654355969,4.736989773138838,0.0017085079135889922,0.0011842474432847095,4.429352880902515e-05,3.07019346132604e-05,0.004429352880901405,0.0030701934613261983,-4.2672163712307275e-05
4100,6.838461007236873,4.740059966600164,0.0016679173188382617,0.0011561121869756497,4.429352880902515e-05,3.07019346132604e-05,0.004429352880904069,0.0030701934613261983,-4.0590594750730506e-05
4200,6.842890360117776,4.74313016006149,0.0016292596095518516,0.0011293167047765453,4.429352880902515e-05,3.07019346132604e-05,0.004429352880903181,0.0030701934613261983,-3.865770928641009e-05
4300,6.847319712998678,4.7462003535228146,0.0015923999332555065,0.0011037675240750731,4.429352880902515e-05,3.07019346132604e-05,0.004429352880901405,0.003070193461324422,-3.685967629634508e-05
4400,6.851749065879581,4.749270546984141,0.0015572156967908139,0.0010793796697691229,4.429352880902515e-05,3.07019346132604e-05,0.004429352880903181,0.0030701934613261983,-3.5184236464692615e-05
4500,6.856178418760482,4.752340740445467,0.0015235952041689961,0.0010560757200989927,4.429352880902515e-05,3.07019346132604e-05,0.004429352880901405,0.0030701934613261983,-3.3620492621817735e-05
4600,6.8606077716413845,4.755410933906794,0.001491436472095953,0.0010337849856319116,4.429352880902515e-05,3.07019346132604e-05,0.004429352880902293,0.0030701934613270865,-3.215873207304304e-05
4700,6.865037124522288,4.758481127368119,0.0014606461967068697,0.0010124427930570466,4.429352880902515e-05,3.07019346132604e-05,0.004429352880903181,0.00307019346132531,-3.079027538908344e-05
4800,6.86946647740319,4.761551320829445,0.001431138849458998,0.0009919898585061342,4.429352880902515e-05,3.07019346132604e-05,0.004429352880902293,0.00307019346132531,-2.9507347247871747e-05
4900,6.873895830284092,4.764621514290772,0.0014028358837314475,0.0009723717376103615,4.429352880902515e-05,3.07019346132604e-05,0.004429352880902293,0.0030701934613270865,-2.830296572755046e-05
5000,6.878325183164995,4.767691707752098,0.001375665036632999,0.0009535383415504195,4.429352880902515e-05,3.07019346132604e-05,0.004429352880903181,0.0030701934613261983,-2.7170847098448433e-05
5100,6.882754536045897,4.770761901213423,0.0013495597129501759,0.0009354435100418477,4.429352880902515e-05,3.07019346132604e-05,0.004429352880901405,0.00307019346132531,-2.6105323682823174e-05
5200,6.887183888926801,4.77383209467475,0.001324458440178231,0.0009180446335912982,4.429352880902515e-05,3.07019346132604e-05,0.004429352880904069,0.0030701934613270865,-2.5101272771944818e-05
5300,6.891613241807703,4.776902288136076,0.0013003043852467364,0.0009013023185162407,4.429352880902515e-05,3.07019346132604e-05,0.004429352880902293,0.00307019346132531,-2.4154054931494655e-05
5400,6.8960425946886055,4.779972481597402,0.0012770449249423343,0.0008851800891847041,4.429352880902515e-05,3.07019346132604e-05,0.004429352880902293,0.0030701934613261983,-2.32594603044021e-05
5500,6.900471947569507,4.783042675058728,0.0012546312631944558,0.0008696441227379506,4.429352880902515e-05,3.07019346132604e-05,0.004429352880901405,0.0030701934613261983,-2.241366174787849e-05
5600,6.904901300450409,4.786112868520053,0.0012330180893661445,0.0008546630122357238,4.429352880902515e-05,3.07019346132604e-05,0.004429352880902293,0.00307019346132531,-2.1613173828311308e-05
5700,6.909330653331312,4.7891830619813796,0.0012121632725142653,0.0008402075547335753,4.429352880902515e-05,3.07019346132604e-05,0.004429352880903181,0.0030701934613261983,-2.085481685187916e-05
5800,6.9137600062122155,4.792253255442706,0.0011920275872779682,0.0008262505612832251,4.429352880902515e-05,3.07019346132604e-05,0.004429352880903181,0.0030701934613261983,-2.0135685236297076e-05
5900,6.918189359093119,4.795323448904033,0.0011725744676429014,0.0008127666862549209,4.429352880902515e-05,3.07019346132604e-05,0.004429352880903181,0.0030701934613270865,-1.9453119635066832e-05
6000,6.922618711974021,4.798393642365358,0.0011537697853290035,0.0007997322737275597,4.429352880902515e-05,3.07019346132604e-05,0.004429352880902293,0.00307019346132531,-1.880468231389796e-05
6100,6.927048064854923,4.801463835826684,0.001135581649976217,0.000787125218987981,4.429352880902515e-05,3.07019346132604e-05,0.004429352880902293,0.0030701934613261983,-1.8188135352786416e-05
6200,6.9314774177358265,4.8045340292880105,0.0011179802286670688,0.0007749248434335501,4.429352880902515e-05,3.07019346132604e-05,0.004429352880903181,0.0030701934613261983,-1.7601421309148277e-05
6300,6.935906770616728,4.807604222749336,0.001100937582637576,0.0007631117813887834,4.429352880902515e-05,3.07019346132604e-05,0.004429352880901405,0.00307019346132531,-1.7042646029492804e-05
6400,6.94033612349763,4.810674416210662,0.0010844275192965047,0.0007516678775329159,4.429352880902515e-05,3.07019346132604e-05,0.004429352880902293,0.0030701934613261983,-1.6510063341071282e-05
6500,6.9447654763785325,4.813744609671988,0.0010684254579043896,0.0007405760937956905,4.429352880902515e-05,3.07019346132604e-05,0.004429352880902293,0.0030701934613261983,-1.600206139211512e-05
6600,6.9491948292594365,4.8168148031333144,0.001052908307463551,0.0007298204247171688,4.429352880902515e-05,3.07019346132604e-05,0.004429352880904069,0.0030701934613261983,-1.5517150440838654e-05
6700,6.953624182140337,4.819884996594641,0.0010378543555433339,0.0007193858203872598,4.429352880902515e-05,3.07019346132604e-05,0.004429352880900517,0.0030701934613261983,-1.5053951920217029e-05
6800,6.958053535021241,4.822955190055966,0.0010232431669148884,0.0007092581161847009,4.429352880902515e-05,3.07019346132604e-05,0.004429352880904069,0.00307019346132531,-1.4611188628445423e-05
6900,6.9624828879021425,4.826025383517292,0.0010090554910003105,0.0006994239686256945,4.429352880902515e-05,3.07019346132604e-05,0.004429352880901405,0.0030701934613261983,-1.418767591457792e-05
7000,6.966912240783046,4.829095576978619,0.0009952731772547207,0.0006898707967112314,4.429352880902515e-05,3.07019346132604e-05,0.004429352880903181,0.0030701934613270865,-1.3782313745589782e-05
7100,6.971341593663948,4.8321657704399446,0.0009818790976991476,0.0006805867282309781,4.429352880902515e-05,3.07019346132604e-05,0.004429352880902293,0.00307019346132531,-1.339407955557319e-05
7200,6.975770946544851,4.835235963901271,0.0009688570759090071,0.0006715605505418432,4.429352880902515e-05,3.07019346132604e-05,0.004429352880903181,0.0030701934613261983,-1.302202179014045e-05
7300,6.9802002994257535,4.838306157362597,0.0009561918218391443,0.0006627816653921366,4.429352880902515e-05,3.07019346132604e-05,0.004429352880902293,0.0030701934613261983,-1.2665254069862833e-05
7400,6.984629652306656,4.841376350823922,0.0009438688719333319,0.0006542400474086382,4.429352880902515e-05,3.07019346132604e-05,0.004429352880902293,0.00307019346132531,-1.232294990581237e-05
7500,6.989059005187558,4.84444654428525,0.0009318745340250078,0.0006459262059047,4.429352880902515e-05,3.07019346132604e-05,0.004429352880902293,0.0030701934613279747,-1.1994337908324132e-05
7600,6.993488358068461,4.847516737746575,0.0009201958365879554,0.0006378311497034966,4.429352880902515e-05,3.07019346132604e-05,0.004429352880903181,0.003070193461324422,-1.167869743705233e-05
7700,6.997917710949364,4.850586931207901,0.000908820481941476,0.0006299463547023247,4.429352880902515e-05,3.07019346132604e-05,0.004429352880903181,0.0030701934613261983,-1.1375354646479493e-05
7800,7.002347063830266,4.853657124669227,0.0008977368030551623,0.0006222637339319522,4.429352880902515e-05,3.07019346132604e-05,0.004429352880901405,0.0030701934613261983,-1.108367888631365e-05
7900,7.006776416711169,4.856727318130553,0.0008869337236343252,0.0006147756098899435,4.429352880902515e-05,3.07019346132604e-05,0.004429352880903181,0.0030701934613261983,-1.0803079420837079e-05
8000,7.0112057695920695,4.8597975115918794,0.0008764007211990087,0.000607474688948985,4.429352880902515e-05,3.07019346132604e-05,0.004429352880900517,0.0030701934613261983,-1.0533002435316558e-05
8100,7.015635122472973,4.862867705053205,0.0008661277928978979,0.0006003540376608895,4.429352880902515e-05,3.07019346132604e-05,0.004429352880903181,0.00307019346132531,-1.0272928301110758e-05
8200,7.020064475353875,4.865937898514532,0.0008561054238236433,0.0005934070607944551,4.429352880902515e-05,3.07019346132604e-05,0.004429352880902293,0.0030701934613270865,-1.0022369074254604e-05
8300,7.024493828234777,4.869008091975857,0.0008463245576186478,0.0005866274809609467,4.429352880902515e-05,3.07019346132604e-05,0.004429352880902293,0.00307019346132531,-9.780866204995458e-06
8400,7.028923181115681,4.872078285437184,0.0008367765691804383,0.0005800093196949029,4.429352880902515e-05,3.07019346132604e-05,0.004429352880904069,0.0030701934613270865,-9.547988438209586e-06
8500,7.033352533996584,4.8751484788985096,0.0008274532392937157,0.0005735468798704129,4.429352880902515e-05,3.07019346132604e-05,0.004429352880902293,0.00307019346132531,-9.323329886722531e-06
8600,7.037781886877485,4.878218672359834,0.0008183467310322657,0.0005672347293441668,4.429352880902515e-05,3.07019346132604e-05,0.004429352880901405,0.003070193461324422,-9.106508261450008e-06
8700,7.042211239758387,4.881288865821161,0.0008094495677883204,0.0005610676857265702,4.429352880902515e-05,3.07019346132604e-05,0.004429352880902293,0.0030701934613270865,-8.897163243945278e-06
8800,7.046640592639291,4.884359059282486,0.0008007546127999195,0.0005550408021911916,4.429352880902515e-05,3.07019346132604e-05,0.004429352880904069,0.00307019346132531,-8.694954988400921e-06
8900,7.051069945520193,4.887429252743813,0.0007922550500584487,0.0005491493542408778,4.429352880902515e-05,3.07019346132604e-05,0.004429352880901405,0.0030701934613261983,-8.499562741470855e-06
9000,7.055499298401095,4.89049944620514,0.0007839443664890105,0.0005433888273561267,4.429352880902515e-05,3.07019346132604e-05,0.004429352880902293,0.0030701934613270865,-8.310683569438121e-06
9100,7.059928651281998,4.893569639666465,0.0007758163353057141,0.0005377549054578533,4.429352880902515e-05,3.07019346132604e-05,0.004429352880903181,0.00307019346132531,-8.128031183296438e-06
9200,7.0643580041629,4.896639833127792,0.0007678650004524891,0.0005322434601225861,4.429352880902515e-05,3.07019346132604e-05,0.004429352880901405,0.0030701934613270865,-7.951334853224974e-06
9300,7.068787357043804,4.899710026589118,0.0007600846620477209,0.0005268505404934535,4.429352880902515e-05,3.07019346132604e-05,0.004429352880904069,0.0030701934613261983,-7.780338404768275e-06
9400,7.073216709924706,4.902780220050444,0.0007524698627579474,0.0005215723638351536,4.429352880902515e-05,3.07019346132604e-05,0.004429352880902293,0.00307019346132531,-7.614799289773445e-06
9500,7.077646062805608,4.905850413511769,0.0007450153750321693,0.0005164053066854493,4.429352880902515e-05,3.07019346132604e-05,0.004429352880902293,0.00307019346132531,-7.454487725778113e-06
9600,7.082075415686511,4.908920606973094,0.0007377161891340115,0.0005113458965596973,4.429352880902515e-05,3.07019346132604e-05,0.004429352880902293,0.00307019346132531,-7.2991858981577605e-06
9700,7.086504768567413,4.91199080043442,0.0007305675019141663,0.000506390804168497,4.429352880902515e-05,3.07019346132604e-05,0.004429352880902293,0.0030701934613261983,-7.148687219845273e-06
9800,7.090934121448315,4.9150609938957475,0.0007235647062702362,0.000501536836111811,4.429352880902515e-05,3.07019346132604e-05,0.004429352880902293,0.0030701934613270865,-7.0027956439300655e-06
9900,7.0953634743292175,4.918131187357073,0.0007167033812453755,0.0004967809280158659,4.429352880902515e-05,3.07019346132604e-05,0.004429352880902293,0.00307019346132531,-6.861325024860691e-06
10000,7.099792827210122,4.9212013808184,0.0007099792827210122,0.00049212013808184,4.429352880902515e-05,3.07019346132604e-05,0.004429352880904069,0.0030701934613270865,-6.724098524363308e-06
10100,7.104222180091023,4.924271574279726,0.0007033883346624775,0.00048755164101779464,4.429352880902515e-05,3.07019346132604e-05,0.004429352880901405,0.0030701934613261983,-6.5909480585346755e-06
10200,7.108651532971925,4.927341767741051,0.0006969266208796005,0.0004830727223275541,4.429352880902515e-05,3.07019346132604e-05,0.004429352880902293,0.00307019346132531,-6.46171378287702e-06
10300,7.113080885852828,4.930411961202378,0.0006905903772672648,0.00047868077293226967,4.429352880902515e-05,3.07019346132604e-05,0.004429352880902293,0.0030701934613261983,-6.336243612335723e-06
10400,7.117510238733732,4.933482154663705,0.0006843759844936281,0.0004743732841022793,4.429352880902515e-05,3.07019346132604e-05,0.004429352880904069,0.0030701934613270865,-6.214392773636686e-06
10500,7.121939591614633,4.93655234812503,0.0006782799611061555,0.0004701478426785743,4.429352880902515e-05,3.07019346132604e-05,0.004429352880901405,0.00307019346132531,-6.096023387472545e-06
10600,7.126368944495537,4.939622541586355,0.0006722989570278809,0.0004660021265647505,4.429352880902515e-05,3.07019346132604e-05,0.004429352880904069,0.00307019346132531,-5.981004078274674e-06
10700,7.130798297376438,4.9426927350476815,0.0006664297474183586,0.0004619339004717459,4.429352880902515e-05,3.07019346132604e-05,0.004429352880900517,0.0030701934613261983,-5.869209609522265e-06
10800,7.135227650257342,4.945762928509008,0.0006606692268756798,0.0004579410118989822,4.429352880902515e-05,3.07019346132604e-05,0.004429352880904069,0.0030701934613261983,-5.760520542678785e-06
10900,7.139657003138243,4.948833121970334,0.000655014403957637,0.0004540213873367279,4.429352880902515e-05,3.07019346132604e-05,0.004429352880901405,0.0030701934613261983,-5.654822918042856e-06
11000,7.144086356019145,4.95190331543166,0.0006494623960017405,0.00045017302867560546,4.429352880902515e-05,3.07019346132604e-05,0.004429352880902293,0.0030701934613261983,-5.552007955896498e-06
11100,7.148515708900049,4.954973508892986,0.0006440104242252296,0.00044639400981017895,4.429352880902515e-05,3.07019346132604e-05,0.004429352880903181,0.0030701934613261983,-5.45197177651089e-06
11200,7.152552736238658,4.957771763011921,0.0006386207800213087,0.0004426581931260644,3.648535979622336e-05,2.5289724297198127e-05,0.0040370273386090005,0.002798254118935084,-5.389644203920851e-06
11300,7.155816169207354,4.960033802374474,0.0006332580680714472,0.000438941044457918,3.0403825100444593e-05,2.1074325664847786e-05,0.003263432968696023,0.002262039362552315,-5.362711949861553e-06
11400,7.158692063646553,4.962027220497559,0.0006279554441795222,0.0004352655456576806,2.6349611186415878e-05,1.826415872102226e-05,0.0028758944391995556,0.0019934181230851777,-5.302623891924991e-06
11500,7.161180217343722,4.963751877218842,0.0006227113232472801,0.0004316305980190297,2.4322546992139316e-05,1.685910488685347e-05,0.0024881536971683715,0.0017246567212829689,-5.244120932242037e-06
11600,7.163352652813198,4.965257694740397,0.000617530401104586,0.0004280394564431377,2.026850412456538e-05,1.4049056501233299e-05,0.0021724354694763193,0.0015058175215552083,-5.180922142694155e-06
11700,7.165328337812582,4.966627135227584,0.0006124212254540668,0.00042449804574594733,1.965332782327689e-05,1.3622648769076031e-05,0.001975684999384164,0.0013694404871866794,-5.109175650519189e-06
11800,7.16729367059491,4.967989400104491,0.0006073977686944839,0.0004210160508563128,1.965332782327689e-05,1.3622648769076031e-05,0.001965332782328133,0.001362264876907382,-5.023456759582897e-06
11900,7.169259003377237,4.9693516649813985,0.0006024587397795998,0.00041759257688919315,1.965332782327689e-05,1.3622648769076031e-05,0.001965332782327245,0.001362264876907382,-4.939028914884079e-06
12000,7.171189203373896,4.970689577667239,0.000597599100281158,0.0004142241314722699,1.8241525449547158e-05,1.2644061945674308e-05,0.0019301999966589989,0.001337912685840159,-4.859639498441793e-06
12100,7.1729625924083384,4.971918797277227,0.0005928068258188709,0.0004109023799402667,1.6214575279616117e-05,1.123908715025307e-05,0.001773389034442019,0.0012292196099883412,-4.79227446228709e-06
12200,7.174526947632103,4.973003125690816,0.0005880759793141068,0.0004076232070238374,1.4187653613773055e-05,9.83413211165312e-06,0.0015643552237643021,0.0010843284135892972,-4.73084650476417e-06
12300,7.17594571299348,4.973986538901982,0.0005834102205685756,0.00040438914950422617,1.4187653613773055e-05,9.83413211165312e-06,0.0014187653613770834,0.0009834132111654625,-4.6657587455311905e-06
12400,7.177235919102216,4.9748808416293775,0.0005788093483146948,0.0004012000678733369,1.2160760451129793e-05,8.429196827542665e-06,0.0012902061087363137,0.0008943027273957682,-4.600872253880781e-06
12500,7.178451995147329,4.975723761312132,0.0005742761596117863,0.0003980579009049705,1.2160760451129793e-05,8.429196827542665e-06,0.0012160760451127572,0.0008429196827544061,-4.533188702908475e-06
12600,7.179668071192441,4.976566680994885,0.0005698149262851143,0.0003949656096027687,1.2160760451129793e-05,8.429196827542665e-06,0.001216076045111869,0.0008429196827535179,-4.461233326671986e-06
12700,7.180867030346852,4.977397736152827,0.0005654226008147128,0.00039192108158683683,1.1614655301861454e-05,8.050665574163606e-06,0.001198959154411483,0.0008310551579420178,-4.392325470401587e-06
12800,7.182022234335287,4.978198462540238,0.0005610954870574444,0.00038892175488595607,1.0690659042411621e-05,7.410200174254138e-06,0.0011552039884348275,0.0008007263874105774,-4.327113757268404e-06
12900,7.1830356239143995,4.97890089067034,0.0005568244669701084,0.0003859613093542899,1.013389579113122e-05,7.024281301003005e-06,0.0010133895791124559,0.0007024281301015733,-4.271020087335902e-06
13000,7.184049013493513,4.979603318800439,0.0005526191548841163,0.00038304640913849533,1.013389579113122e-05,7.024281301003005e-06,0.001013389579113344,0.000702428130099797,-4.205312085992104e-06
13100,7.185052473252359,4.9802988641035375,0.0005484772880345312,0.00038017548580943035,8.604230011810543e-06,5.963997772333746e-06,0.0010034597588459704,0.0006955453030981218,-4.1418668495851e-06
13200,7.185867190097868,4.980863582788266,0.0005443838780377172,0.00037733815021123224,8.107059632722624e-06,5.619385530576866e-06,0.0008147168455092668,0.0005647186847284047,-4.093409996813995e-06
13300,7.18667789606114,4.981425521341324,0.0005403517215083564,0.0003745432722813025,8.107059632722624e-06,5.619385530576866e-06,0.0008107059632722624,0.0005619385530577503,-4.032156529360821e-06
13400,7.187488602024411,4.981987459894381,0.0005363797464197321,0.0003717901089473419,8.107059632722624e-06,5.619385530576866e-06,0.000810705963270486,0.0005619385530577503,-3.971975088624285e-06
13500,7.188299307987682,4.982549398447439,0.000532466615406495,0.0003690777332183288,8.107059632722624e-06,5.619385530576866e-06,0.0008107059632713742,0.0005619385530577503,-3.91313101323718e-06
13600,7.189110013950957,4.983111337000496,0.0005286110304375703,0.0003664052453676835,8.107059632722624e-06,5.619385530576866e-06,0.0008107059632749269,0.0005619385530568621,-3.855584968924628e-06
13700,7.1899207199142285,4.983673275553554,0.0005248117313806006,0.0003637717719382156,8.107059632722624e-06,5.619385530576866e-06,0.0008107059632713742,0.0005619385530577503,-3.7992990569696945e-06
13800,7.190650919002286,4.98417941099269,0.000521061660797267,0.0003611724210864268,6.08025197518236e-06,4.214509515250897e-06,0.0007301990880570486,0.000506135439136024,-3.7500705833336213e-06
13900,7.191258944199804,4.984600861944215,0.0005173567585755255,0.0003586043785571378,6.08025197518236e-06,4.214509515250897e-06,0.0006080251975184581,0.00042145095152523737,-3.7049022217415344e-06
14000,7.1918669693973225,4.985022312895741,0.0005137047835283802,0.0003560730223496958,6.08025197518236e-06,4.214509515250897e-06,0.0006080251975184581,0.00042145095152612555,-3.651975047145261e-06
14100,7.192474994594841,4.985443763847265,0.0005101046095457334,0.0003535775719040613,6.08025197518236e-06,4.214509515250897e-06,0.0006080251975184581,0.000421450951523461,-3.600173982646845e-06
14200,7.193083019792359,4.98586521479879,0.0005065551422388985,0.0003511172686478021,6.08025197518236e-06,4.214509515250897e-06,0.0006080251975184581,0.00042145095152523737,-3.549467306834873e-06
14300,7.193691044989878,4.986286665750315,0.00050305531783146,0.00034869137522729475,6.08025197518236e-06,4.214509515250897e-06,0.0006080251975184581,0.00042145095152523737,-3.4998244074384895e-06
14400,7.194299070187396,4.98670811670184,0.000499604102096347,0.00034629917477096116,6.08025197518236e-06,4.214509515250897e-06,0.0006080251975184581,0.00042145095152523737,-3.4512157351130604e-06
14500,7.194907095384915,4.987129567653366,0.0004962004893368907,0.0003439399701829907,6.08025197518236e-06,4.214509515250897e-06,0.0006080251975184581,0.00042145095152523737,-3.403612759456261e-06
14600,7.1955151205824315,4.987551018604891,0.0004928435014097556,0.0003416130834660884,6.08025197518236e-06,4.214509515250897e-06,0.0006080251975166817,0.00042145095152523737,-3.3569879271351044e-06
14700,7.19612314577995,4.987972469556417,0.0004895321867877517,0.0003393178550718651,6.08025197518236e-06,4.214509515250897e-06,0.0006080251975184581,0.00042145095152612555,-3.3113146220038877e-06
14800,7.196731170977468,4.98839392050794,0.00048626561966063974,0.0003370536432775635,6.08025197518236e-06,4.214509515250897e-06,0.0006080251975184581,0.000421450951523461,-3.266567127111961e-06
14900,7.197339196174987,4.9888153714594665,0.00048304289907214674,0.00033481982358788364,6.08025197518236e-06,4.214509515250897e-06,0.0006080251975184581,0.00042145095152612555,-3.2227205884929997e-06
15000,7.197947221372504,4.989236822410993,0.0004798631480915003,0.00033261578816073283,6.08025197518236e-06,4.214509515250897e-06,0.0006080251975175699,0.00042145095152612555,-3.179750980646448e-06
15100,7.198555246570024,4.989658273362516,0.00047672551301788235,0.00033044094525579577,6.08025197518236e-06,4.214509515250897e-06,0.0006080251975193462,0.000421450951523461,-3.1376350736179418e-06
