n_urls,suspicious_getCellLocation,perm_android_permission_SYSTEM_ALERT_WINDOW,intent_com_inmobi_share_id,suspicious_getCellSignalStrength,suspicious_system_bin_su,perm_android_permission_READ_PHONE_STATE,suspicious_Ldalvik_system_PathClassLoader_,n_providers,n_services,suspicious_Ljava_lang_System___loadLibrary,perm_android_permission_RECEIVE_BOOT_COMPLETED,intent_com_google_firebase_INSTANCE_ID_EVENT,suspicious_Ljava_lang_System___load,intent_android_intent_action_BOOT_COMPLETED,perm_android_permission_MOUNT_UNMOUNT_FILESYSTEMS,intent_com_google_firebase_MESSAGING_EVENT,perm_com_google_android_finsky_permission_BIND_GET_INSTALL_REFERRER_SERVICE,n_api_calls,n_activities,suspicious_getSimCountryIso,perm_com_google_android_providers_gsf_permission_READ_GSERVICES,perm_com_android_vending_BILLING,n_used_permissions,n_permissions,n_receivers,intent_com_google_android_c2dm_intent_REGISTRATION,intent_com_google_android_gms_appinvite_ACTION_PREVIEW,perm_android_permission_VIBRATE,intent_com_google_android_gms_iid_InstanceID,label
131,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,35,8,1,0,1,12,14,4,1,0,1,0,0
129,1,1,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,34,10,1,0,1,13,13,0,0,0,0,0,1
153,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,35,4,1,0,0,10,18,0,0,0,1,0,1
124,0,1,0,0,0,0,1,0,11,0,1,0,0,1,0,0,0,13,20,1,0,0,7,15,12,1,0,1,1,0
120,0,0,0,0,1,0,1,1,4,1,0,1,1,0,0,0,0,23,17,1,0,1,10,9,5,0,0,1,0,0
157,0,0,0,0,0,1,1,5,9,1,0,1,1,0,1,1,1,23,20,0,0,0,12,16,5,0,0,0,0,0
127,0,0,0,0,0,1,0,1,3,0,0,1,0,0,0,0,0,14,29,0,0,0,7,11,3,1,0,0,0,0
128,1,0,0,0,0,0,1,0,3,1,0,1,1,0,0,1,0,28,23,1,1,0,11,10,1,1,0,1,0,0
116,0,1,0,0,1,0,1,1,6,1,0,1,1,0,0,0,1,18,4,0,0,0,12,12,5,0,0,1,0,0
119,1,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,26,7,0,0,0,10,3,1,0,0,0,0,0
164,1,1,1,1,1,1,0,0,3,1,1,0,1,1,0,0,0,23,13,0,0,0,11,9,6,1,0,0,0,1
127,0,1,0,0,0,0,1,0,9,0,1,0,0,1,0,0,0,26,18,1,0,0,9,15,13,1,0,1,1,0
127,0,1,0,0,0,0,1,0,9,0,1,0,0,1,0,0,0,26,18,1,0,0,9,15,13,1,0,1,1,0
124,1,0,0,1,1,1,1,4,12,1,1,1,1,1,0,0,1,25,4,1,0,0,11,23,6,0,0,0,0,0
126,0,1,0,0,0,1,1,1,11,0,0,1,0,0,0,1,0,24,10,0,0,0,9,28,6,1,1,1,0,0
166,0,0,0,0,0,0,1,4,5,0,0,1,0,0,0,1,1,20,6,0,1,0,11,7,3,0,0,1,0,0
121,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,23,18,1,0,1,13,4,1,0,0,1,0,0
135,0,1,0,0,0,0,1,2,12,1,1,1,1,1,0,0,0,27,18,1,0,0,10,16,16,1,0,1,1,0
165,1,1,1,1,1,1,0,0,3,1,1,0,1,1,0,0,0,23,13,0,0,0,11,10,6,1,0,0,0,1
123,1,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,32,16,0,0,0,9,12,1,0,0,1,0,1
124,0,0,0,0,0,0,1,1,2,1,0,0,1,0,0,0,0,32,10,1,0,0,15,7,2,0,0,0,0,0
165,1,1,1,1,1,1,0,0,3,1,1,0,1,1,0,0,0,23,13,0,0,0,11,9,6,1,0,0,0,1
165,1,1,1,1,1,1,0,0,3,1,1,0,1,1,0,0,0,23,13,0,0,0,11,9,6,1,0,0,0,1
165,1,1,1,1,1,1,0,0,3,1,1,0,1,1,0,0,0,23,13,0,0,0,11,9,6,1,0,0,0,1
165,1,1,1,1,1,1,0,0,3,1,1,0,1,1,0,0,0,23,13,0,0,0,11,9,6,1,0,0,0,1
143,1,0,0,0,0,1,0,1,2,1,1,0,1,1,0,0,0,19,33,1,0,0,10,15,5,0,0,1,0,1
124,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,35,14,0,0,0,8,9,1,0,0,0,0,1
117,0,0,0,0,0,0,0,1,4,1,0,0,1,0,0,0,0,16,22,0,0,0,7,13,3,0,0,1,1,0
139,0,0,0,0,0,0,1,3,20,1,0,1,1,0,0,1,0,11,27,0,0,0,6,14,7,1,0,1,0,0
154,0,0,0,0,0,0,0,1,10,0,1,1,0,1,0,1,0,34,17,0,0,0,10,9,6,1,1,1,0,0
167,1,1,1,1,1,1,0,0,3,1,1,0,1,1,0,0,0,23,12,0,0,0,11,9,6,1,0,0,0,1
167,1,1,1,1,1,1,0,0,3,1,1,0,1,1,0,0,0,23,12,0,0,0,11,9,6,1,0,0,0,1
167,1,1,1,1,1,1,0,0,3,1,1,0,1,1,0,0,0,23,12,0,0,0,11,9,6,1,0,0,0,1
146,0,0,0,0,0,1,1,2,4,1,1,0,1,0,0,0,0,27,31,1,0,1,10,14,4,1,0,1,0,0
123,0,0,0,0,1,1,1,0,3,1,0,0,1,0,0,1,1,33,14,1,0,1,16,13,2,0,0,0,0,0
148,0,0,0,0,1,0,1,1,5,1,0,1,1,0,0,1,0,41,9,0,0,0,12,12,5,1,0,1,0,0
138,0,0,0,0,0,0,0,0,7,1,0,0,1,0,0,0,0,6,35,0,0,0,5,12,2,0,0,1,1,0
142,1,1,0,1,0,1,1,3,11,1,1,0,1,1,0,0,0,37,17,1,0,0,11,19,7,0,0,0,0,1
121,0,0,0,0,0,0,1,1,3,1,0,1,1,0,0,0,0,19,27,0,0,0,9,5,4,0,0,0,0,0
126,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,36,18,1,0,1,12,16,3,1,0,1,0,0
112,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,16,15,0,0,0,7,5,1,0,0,0,0,0
140,0,0,0,0,0,1,1,2,20,1,0,1,1,0,0,1,0,23,24,1,0,0,10,20,10,0,1,0,0,0
129,0,0,0,0,0,0,1,3,9,0,0,1,0,0,0,1,1,27,27,0,0,0,14,10,7,0,0,0,0,0
137,0,0,0,0,0,1,0,0,3,1,0,0,1,0,1,0,0,42,14,1,0,0,13,16,0,0,0,0,0,0
118,0,0,0,0,0,1,0,1,9,1,1,0,1,1,0,0,0,28,16,0,0,0,10,20,4,0,0,1,0,0
118,0,0,0,0,0,0,0,1,11,1,0,0,1,0,0,0,0,21,23,1,0,1,10,8,3,0,0,0,1,0
170,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,26,3,0,0,0,7,7,1,0,0,0,0,1
155,1,0,0,0,0,0,0,1,4,1,0,0,1,0,0,0,0,38,19,0,1,0,11,15,3,1,0,1,0,0
117,0,0,0,0,0,0,1,2,12,1,1,1,1,1,0,0,1,23,17,0,1,1,10,16,10,0,0,1,0,0
117,0,0,0,0,0,0,1,2,12,1,1,1,1,1,0,0,1,23,17,0,1,1,10,16,10,0,0,1,0,0
165,0,0,0,0,0,0,1,1,10,0,0,1,0,0,0,1,0,21,22,0,0,0,12,11,6,0,1,0,0,0
149,1,0,0,1,0,1,0,2,5,1,0,0,1,0,1,0,0,39,18,1,0,0,14,20,3,0,0,1,0,1
122,0,0,0,0,1,0,1,2,2,1,0,0,1,0,0,0,0,32,21,0,0,1,14,7,4,1,0,1,0,0
129,1,1,0,0,0,1,0,0,7,1,0,0,1,1,0,0,0,32,28,0,0,0,9,19,4,0,0,1,0,1
115,0,0,0,0,0,0,1,0,10,0,1,0,0,1,0,0,0,22,4,0,0,0,10,27,6,0,0,1,0,0
141,1,1,0,0,1,1,0,0,2,1,1,0,1,0,1,0,0,35,25,1,0,0,15,25,1,0,0,0,0,1
125,0,0,0,0,0,1,1,2,6,0,0,0,0,1,0,1,1,12,35,0,1,0,7,10,5,0,0,0,0,0
108,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,18,8,1,0,1,10,14,3,1,0,1,0,0
108,0,0,0,0,0,0,1,1,2,1,0,1,1,0,0,0,0,18,12,0,0,0,7,9,5,0,0,0,0,0
158,0,1,0,0,0,0,1,5,10,1,1,1,1,1,0,1,0,27,15,0,0,0,12,32,8,0,0,1,0,0
144,1,1,0,0,0,1,0,0,5,1,0,0,1,0,1,0,0,46,8,0,0,0,11,20,0,0,0,1,0,1
119,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,11,33,0,0,0,6,8,0,0,0,0,0,0
110,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,18,19,0,0,0,8,2,1,0,0,0,0,0
115,0,0,0,0,0,1,0,2,1,1,0,0,1,0,0,0,0,33,12,1,0,0,14,19,2,0,0,1,0,1
123,1,0,0,0,0,1,1,2,15,1,0,1,1,0,0,0,0,29,27,0,1,0,11,12,5,1,0,1,1,0
134,0,0,0,0,0,0,1,1,4,1,0,0,1,0,0,0,1,25,36,0,0,1,10,22,8,1,0,1,0,0
124,1,1,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,36,8,1,0,0,16,30,1,0,0,0,0,1
116,1,0,1,1,0,0,1,2,11,1,0,1,1,0,0,1,0,19,27,1,0,1,9,13,9,0,1,0,0,0
137,1,1,0,0,0,1,0,0,6,1,1,0,1,1,0,0,0,43,21,0,0,0,12,16,9,0,0,1,0,1
144,1,0,0,1,1,1,1,1,0,1,0,0,1,0,1,0,0,39,23,1,0,0,14,27,0,0,0,1,0,0
128,0,0,0,0,0,0,1,4,8,1,0,1,1,1,0,0,0,20,35,1,0,0,9,21,9,1,0,0,0,0
126,0,0,0,0,0,0,1,2,16,1,1,1,1,1,0,1,0,24,29,1,0,0,11,16,13,1,1,1,0,0
126,0,0,0,0,0,0,1,2,16,1,1,1,1,1,0,1,0,24,29,1,0,0,11,16,13,1,1,1,0,0
105,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,15,10,0,0,0,7,10,0,0,0,0,0,0
122,1,0,0,0,0,1,1,2,15,1,0,1,1,0,0,0,0,29,27,0,1,0,11,12,5,1,0,1,1,0
119,1,0,0,0,1,1,0,0,3,1,0,0,1,1,1,0,0,39,16,0,0,1,9,12,7,0,0,0,0,1
118,0,0,0,0,0,1,1,3,13,1,1,1,1,1,0,1,0,31,15,1,0,0,13,22,9,0,1,1,0,0
139,1,0,0,0,0,1,0,1,2,1,1,0,1,0,0,0,0,24,38,1,0,0,12,23,4,0,0,1,0,1
139,1,0,0,0,0,1,0,1,2,1,1,0,1,0,0,0,0,24,38,1,0,0,12,23,4,0,0,1,0,1
115,1,0,0,1,0,1,1,1,3,1,1,0,1,1,0,0,0,21,29,1,0,1,9,16,8,1,0,1,0,1
124,0,0,0,0,1,0,1,3,12,1,1,1,1,1,0,1,0,28,26,1,0,1,10,26,10,1,1,0,0,0
155,0,1,0,0,1,1,0,0,3,1,0,0,1,0,0,0,0,42,22,1,0,1,13,9,2,0,0,0,0,1
152,1,0,0,0,0,1,0,0,5,1,0,0,1,0,0,0,0,47,6,0,0,0,12,17,0,0,0,1,0,1
118,0,0,0,0,0,1,1,4,9,1,0,1,1,0,0,1,1,19,19,0,1,0,10,33,10,1,0,1,1,0
147,1,0,1,1,0,0,1,3,12,1,1,1,1,1,0,1,1,38,27,1,0,0,13,11,9,0,0,0,0,0
175,0,0,0,0,1,0,0,0,3,1,0,0,1,0,0,0,0,21,17,1,0,1,9,10,5,0,0,1,0,0
123,1,0,0,0,0,1,0,0,2,1,1,0,1,0,1,0,0,38,25,0,0,0,9,19,0,0,0,1,0,1
124,1,1,0,0,1,1,0,1,9,1,1,0,1,1,1,0,0,32,30,1,0,0,12,17,4,0,0,0,0,1
110,1,0,0,0,0,0,1,1,5,1,0,0,1,0,0,0,0,32,10,0,0,0,10,13,1,1,0,1,1,0
108,1,1,0,0,0,1,0,1,2,1,0,0,1,0,1,0,0,24,6,1,0,0,12,23,2,0,0,1,0,1
123,1,0,0,0,0,0,1,6,17,1,0,0,1,0,0,0,0,17,32,1,1,0,9,14,8,1,0,1,1,0
121,1,1,0,0,1,1,0,0,13,1,1,0,1,1,1,0,0,24,20,0,0,0,10,33,8,0,0,1,0,1
108,0,0,0,0,0,0,1,5,8,1,0,1,1,0,0,1,1,25,11,0,0,1,12,8,5,0,0,1,0,0
124,1,0,0,0,0,1,1,4,18,1,0,1,1,0,0,1,0,33,25,0,1,0,13,12,3,0,0,1,0,0
139,1,1,0,1,1,1,1,5,9,1,0,1,1,0,0,1,0,41,14,1,0,0,17,29,6,1,1,0,0,0
108,0,0,0,0,0,1,1,2,12,1,0,1,1,0,0,1,1,22,7,1,0,0,13,18,6,0,0,0,0,0
115,0,0,0,0,0,0,1,5,9,0,0,1,0,0,0,1,1,28,25,0,0,1,11,6,5,0,0,0,0,0
112,0,0,0,0,0,1,0,2,9,1,0,1,1,0,0,1,0,14,29,1,0,0,6,9,4,1,1,0,0,0
134,0,0,0,0,0,1,0,1,6,0,0,0,0,0,0,0,0,22,41,1,0,0,10,18,5,1,0,1,0,0
108,0,0,0,0,0,1,1,2,12,1,0,1,1,0,0,1,1,22,7,1,0,0,13,20,6,0,0,0,0,0
109,0,0,0,0,0,0,0,1,7,1,0,1,1,0,0,0,0,20,21,0,0,1,8,9,12,1,0,0,0,0
128,0,0,0,0,0,0,1,3,7,1,0,1,1,0,0,0,1,28,37,0,0,1,12,15,4,0,0,0,0,0
132,1,0,0,1,1,0,1,5,13,1,0,1,1,0,0,1,1,35,31,1,1,1,13,13,7,0,0,1,0,0
117,1,0,1,1,1,0,1,0,7,1,1,0,1,1,0,0,0,31,24,1,0,0,11,24,5,0,0,1,0,0
136,0,0,0,0,0,0,1,3,9,1,0,1,1,0,0,0,0,26,40,1,1,1,8,10,8,1,1,1,0,0
122,0,1,0,0,1,0,1,2,12,1,0,0,1,0,0,0,1,34,27,1,0,1,13,15,8,0,0,0,1,0
108,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19,24,0,0,0,9,5,0,0,0,0,0,0
116,1,0,0,0,0,0,1,1,10,1,0,1,1,0,0,1,0,22,32,0,0,1,10,10,6,0,1,0,1,0
118,1,1,0,0,0,1,0,0,3,1,0,0,1,0,0,0,0,31,18,0,0,0,11,34,1,0,0,1,0,1
152,1,1,0,1,0,1,0,2,3,1,0,0,1,0,1,0,0,36,29,0,0,0,16,26,3,0,0,1,0,0
102,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,18,6,0,0,0,6,9,0,0,0,0,0,0
105,0,1,0,0,1,1,1,1,5,1,0,1,1,0,0,1,0,25,3,0,0,0,13,11,5,0,0,0,0,0
133,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,23,43,0,0,1,7,18,1,1,0,1,0,0
133,0,1,0,0,0,0,1,4,22,1,1,1,1,1,0,1,1,30,29,1,0,0,15,16,11,1,1,1,0,0
176,1,1,1,1,1,1,0,0,5,1,1,0,1,1,0,0,0,23,19,1,0,0,11,9,6,1,0,0,0,1
176,1,1,1,1,1,1,0,0,5,1,1,0,1,1,0,0,0,23,19,1,0,0,11,9,6,1,0,0,0,1
176,1,1,1,1,1,1,0,0,5,1,1,0,1,1,0,0,0,23,19,1,0,0,11,9,6,1,0,0,0,1
176,1,1,1,1,1,1,0,0,5,1,1,0,1,1,0,0,0,23,19,1,0,0,11,9,6,1,0,0,0,1
176,1,1,1,1,1,1,0,0,5,1,1,0,1,1,0,0,0,23,19,1,0,0,11,9,6,1,0,0,0,1
176,1,1,1,1,1,1,0,0,5,1,1,0,1,1,0,0,0,23,19,1,0,0,11,9,6,1,0,0,0,1
176,1,1,1,1,1,1,0,0,5,1,1,0,1,1,0,0,0,23,19,1,0,0,11,9,6,1,0,0,0,1
176,1,1,1,1,1,1,0,0,5,1,1,0,1,1,0,0,0,23,19,1,0,0,11,9,6,1,0,0,0,1
176,1,1,1,1,1,1,0,0,5,1,1,0,1,1,0,0,0,23,19,1,0,0,11,9,6,1,0,0,0,1
176,1,1,1,1,1,1,0,0,5,1,1,0,1,1,0,0,0,23,19,1,0,0,11,9,6,1,0,0,0,1
176,1,1,1,1,1,1,0,0,5,1,1,0,1,1,0,0,0,23,19,1,0,0,11,9,6,1,0,0,0,1
176,1,1,1,1,1,1,0,0,5,1,1,0,1,1,0,0,0,23,19,1,0,0,11,9,6,1,0,0,0,1
176,1,1,1,1,1,1,0,0,5,1,1,0,1,1,0,0,0,23,19,1,0,0,11,9,6,1,0,0,0,1
176,1,1,1,1,1,1,0,0,5,1,1,0,1,1,0,0,0,23,19,1,0,0,11,9,6,1,0,0,0,1
147,1,0,0,1,1,0,1,5,13,1,1,1,1,1,0,1,1,44,23,1,0,0,14,8,6,0,0,0,0,1
125,0,0,0,1,1,1,1,8,6,1,0,1,1,0,0,1,0,44,13,0,0,1,18,17,6,0,0,0,0,0
176,1,1,1,1,1,1,0,0,5,1,1,0,1,1,0,0,0,23,20,1,0,0,11,13,6,1,0,0,0,1
176,1,1,1,1,1,0,0,0,5,1,1,0,1,1,0,0,0,23,20,1,0,0,11,12,6,1,0,0,0,1
176,1,1,1,1,1,1,0,0,5,1,1,0,1,1,0,0,0,23,20,1,0,0,11,13,6,1,0,0,0,1
176,1,1,1,1,1,0,0,0,5,1,1,0,1,1,0,0,0,23,20,1,0,0,11,12,6,1,0,0,0,1
176,1,1,1,1,1,0,0,0,5,1,1,0,1,1,0,0,0,23,20,1,0,0,11,12,6,1,0,0,0,1
176,1,1,1,1,1,0,0,0,5,1,1,0,1,1,0,0,0,23,20,1,0,0,11,12,6,1,0,0,0,1
176,1,1,1,1,1,1,0,0,5,1,1,0,1,1,0,0,0,23,20,1,0,0,11,10,6,1,0,0,0,1
176,1,1,1,1,1,0,0,0,5,1,1,0,1,1,0,0,0,23,20,1,0,0,11,10,6,1,0,0,0,1
176,1,1,1,1,1,1,0,0,5,1,1,0,1,1,0,0,0,23,20,1,0,0,11,10,6,1,0,0,0,1
176,1,1,1,1,1,1,0,0,5,1,1,0,1,1,0,0,0,23,20,1,0,0,11,10,6,1,0,0,0,1
176,1,1,1,1,1,1,0,0,5,1,1,0,1,1,0,0,0,23,20,1,0,0,11,10,6,1,0,0,0,1
176,1,1,1,1,1,1,0,0,5,1,1,0,1,1,0,0,0,23,20,1,0,0,11,9,6,1,0,0,0,1
176,1,1,1,1,1,1,0,0,5,1,1,0,1,1,0,0,0,23,20,1,0,0,11,9,6,1,0,0,0,1
176,1,1,1,1,1,1,0,0,5,1,1,0,1,1,0,0,0,23,20,1,0,0,11,9,6,1,0,0,0,1
176,1,1,1,1,1,1,0,0,5,1,1,0,1,1,0,0,0,23,20,1,0,0,11,9,6,1,0,0,0,1
176,1,1,1,1,1,1,0,0,5,1,1,0,1,1,0,0,0,23,20,1,0,0,11,9,6,1,0,0,0,1
176,1,1,1,1,1,1,0,0,5,1,1,0,1,1,0,0,0,23,20,1,0,0,11,9,6,1,0,0,0,1
176,1,1,1,1,1,1,0,0,5,1,1,0,1,1,0,0,0,23,20,1,0,0,11,9,6,1,0,0,0,1
176,1,1,1,1,1,1,0,0,5,1,1,0,1,1,0,0,0,23,20,1,0,0,11,9,6,1,0,0,0,1
176,1,1,1,1,1,1,0,0,5,1,1,0,1,1,0,0,0,23,20,1,0,0,11,9,6,1,0,0,0,1
176,1,1,1,1,1,1,0,0,5,1,1,0,1,1,0,0,0,23,20,1,0,0,11,9,6,1,0,0,0,1
176,1,1,1,1,1,1,0,0,5,1,1,0,1,1,0,0,0,23,20,1,0,0,11,9,6,1,0,0,0,1
176,1,1,1,1,1,1,0,0,5,1,1,0,1,1,0,0,0,23,20,1,0,0,11,9,6,1,0,0,0,1
176,1,1,1,1,1,1,0,0,5,1,1,0,1,1,0,0,0,23,20,1,0,0,11,9,6,1,0,0,0,1
176,1,1,1,1,1,1,0,0,5,1,1,0,1,1,0,0,0,23,20,1,0,0,11,9,6,1,0,0,0,1
176,1,1,1,1,1,1,0,0,5,1,1,0,1,1,0,0,0,23,20,1,0,0,11,9,6,1,0,0,0,1
176,1,1,1,1,1,1,0,0,5,1,1,0,1,1,0,0,0,23,20,1,0,0,11,9,6,1,0,0,0,1
176,1,1,1,1,1,1,0,0,5,1,1,0,1,1,0,0,0,23,20,1,0,0,11,9,6,1,0,0,0,1
176,1,1,1,1,1,1,0,0,5,1,1,0,1,1,0,0,0,23,20,1,0,0,11,9,6,1,0,0,0,1
176,1,1,1,1,1,1,0,0,5,1,1,0,1,1,0,0,0,23,20,1,0,0,11,9,6,1,0,0,0,1
176,1,1,1,1,1,1,0,0,5,1,1,0,1,1,0,0,0,23,20,1,0,0,11,9,6,1,0,0,0,1
176,1,1,1,1,1,1,0,0,5,1,1,0,1,1,0,0,0,23,20,1,0,0,11,9,6,1,0,0,0,1
