perm_com_android_launcher_permission_INSTALL_SHORTCUT,intent_android_intent_action_USER_PRESENT,n_permissions,suspicious_Ldalvik_system_PathClassLoader_,intent_android_intent_action_QUICKBOOT_POWERON,perm_android_permission_RECEIVE_BOOT_COMPLETED,intent_android_intent_action_SEARCH,n_receivers,intent_android_intent_action_BOOT_COMPLETED,intent_android_intent_action_VIEW,n_services,suspicious_Ljava_lang_System___loadLibrary,n_activities,n_api_calls,perm_android_permission_WRITE_EXTERNAL_STORAGE,suspicious_Ljava_lang_System___load,n_urls,n_providers,perm_android_permission_ACCESS_WIFI_STATE,perm_android_permission_VIBRATE,intent_com_android_vending_INSTALL_REFERRER,perm_android_permission_DISABLE_KEYGUARD,perm_com_android_vending_BILLING,perm_android_permission_READ_PHONE_STATE,suspicious_getSimCountryIso,n_used_permissions,suspicious_Base64,suspicious_Ldalvik_system_DexClassLoader_,perm_android_permission_ACCESS_NETWORK_STATE,suspicious_getDeviceId,label
0,0,2,0,0,0,0,0,0,0,0,0,4,21,0,0,48,0,0,0,0,0,0,0,0,8,1,1,1,1,0
0,0,4,0,0,0,0,0,0,0,0,0,3,24,0,1,46,1,1,0,0,0,0,1,0,9,1,1,1,1,0
0,0,3,0,0,0,0,0,0,0,0,0,2,22,1,1,44,1,0,0,0,0,0,0,0,9,1,1,1,1,0
0,0,4,0,0,0,0,0,0,0,0,0,3,24,0,1,46,1,1,0,0,0,0,1,0,9,1,1,1,1,0
0,0,3,0,0,0,0,0,0,0,0,0,2,22,0,1,44,1,1,0,0,0,0,0,0,9,1,1,1,1,0
0,0,2,0,0,0,0,0,0,0,0,0,2,23,0,1,44,1,0,0,0,0,0,0,0,11,1,1,1,1,0
0,0,2,0,0,0,0,0,0,0,0,0,2,20,0,1,45,1,0,0,0,0,0,0,0,9,1,1,1,1,1
0,0,3,1,0,0,0,0,0,0,0,0,4,23,0,0,47,0,0,1,0,0,0,0,0,11,1,1,1,1,0
0,0,2,0,0,0,0,0,0,0,0,0,2,20,0,1,45,1,0,0,0,0,0,0,0,9,1,1,1,1,0
0,0,2,0,0,0,0,0,0,0,0,0,2,20,0,1,45,1,0,0,0,0,0,0,0,9,1,1,1,1,0
0,0,2,0,0,0,0,0,0,0,0,0,2,20,0,1,45,1,0,0,0,0,0,0,0,8,1,1,1,1,0
0,0,2,0,0,0,0,0,0,0,0,0,2,20,0,1,45,1,0,0,0,0,0,0,0,8,1,1,1,1,0
0,0,2,0,0,0,0,0,0,0,0,0,2,21,0,1,44,1,0,0,0,0,0,0,0,10,1,1,1,1,0
0,0,2,0,0,0,0,0,0,0,0,0,2,20,0,1,45,1,0,0,0,0,0,0,0,8,1,1,1,1,0
0,0,2,0,0,0,0,0,0,0,0,0,2,21,0,1,44,1,0,0,0,0,0,0,0,10,1,1,1,1,0
0,0,2,0,0,0,0,0,0,0,0,0,2,21,0,1,44,1,0,0,0,0,0,0,0,10,1,1,1,1,1
0,0,2,0,0,0,0,0,0,0,0,0,2,20,0,1,45,1,0,0,0,0,0,0,0,8,1,1,1,1,0
0,0,2,1,0,0,0,0,0,0,1,1,4,21,0,1,48,0,0,0,0,0,0,0,0,9,1,1,1,1,0
0,0,2,0,0,0,0,0,0,0,0,0,2,21,0,1,44,1,0,0,0,0,0,0,0,10,1,1,1,1,0
0,0,2,0,0,0,0,0,0,0,0,0,2,20,0,1,45,1,0,0,0,0,0,0,0,8,1,1,1,1,0
0,0,2,0,0,0,0,0,0,1,0,0,2,21,0,1,44,1,0,0,0,0,0,0,0,10,1,1,1,1,0
0,0,3,0,0,0,0,1,0,0,1,0,2,20,1,1,46,1,0,0,1,0,0,0,0,9,1,1,1,1,0
0,0,2,0,0,0,0,0,0,1,0,0,2,21,0,1,44,1,0,0,0,0,0,0,0,10,1,1,1,1,0
0,0,3,1,0,0,0,0,0,0,0,0,3,25,0,0,47,1,1,0,0,0,0,0,0,11,1,1,1,1,0
0,0,2,0,0,0,0,0,0,0,0,1,5,21,0,1,47,1,0,0,0,0,0,0,0,8,1,1,1,1,0
0,0,3,0,0,0,0,0,0,0,0,0,2,20,0,1,45,0,1,0,0,0,0,0,0,9,1,1,1,1,0
0,0,3,0,0,0,0,0,0,0,0,0,2,20,0,1,45,0,1,0,0,0,0,0,0,9,1,1,1,1,0
0,0,4,0,0,0,0,0,0,0,0,0,2,22,0,1,44,1,1,0,0,0,1,0,0,9,1,1,1,1,0
0,0,3,0,0,0,0,0,0,0,0,0,2,20,0,1,45,0,1,0,0,0,0,0,0,9,1,1,1,1,0
0,0,3,0,0,0,0,0,0,0,0,0,2,20,0,1,45,1,1,0,0,0,0,0,0,8,1,1,1,1,0
0,0,3,0,0,0,0,0,0,0,0,0,2,20,0,1,45,1,0,0,0,0,0,0,0,8,1,1,1,1,0
0,0,4,0,0,0,0,0,0,0,0,0,2,20,1,1,46,1,0,0,0,0,0,1,0,9,1,1,1,1,0
0,0,2,0,0,0,0,0,0,0,0,0,3,23,0,0,45,0,0,0,0,0,0,0,0,6,1,1,1,1,0
0,0,4,0,0,0,0,0,0,0,0,0,2,22,0,1,44,1,1,0,0,0,1,0,0,9,1,1,1,1,0
0,0,3,0,0,0,0,0,0,0,0,0,2,20,0,1,45,0,1,0,0,0,0,0,0,9,1,1,1,1,0
0,0,3,0,0,0,0,0,0,0,0,0,3,20,0,1,49,1,1,0,0,0,0,0,0,8,1,1,1,1,1
0,0,2,0,0,0,0,0,0,0,0,0,4,22,0,0,47,0,0,0,0,0,0,0,1,6,1,1,1,1,0
0,0,2,0,0,0,0,0,0,0,0,0,2,20,0,1,44,1,0,0,0,0,0,0,0,9,1,1,1,1,0
0,0,2,0,0,0,0,0,0,0,0,0,2,20,0,1,44,1,0,0,0,0,0,0,0,9,1,1,1,1,0
0,0,4,1,0,0,0,0,0,0,0,0,2,25,0,0,47,1,1,1,0,0,0,0,0,11,1,1,1,1,0
0,0,2,0,0,0,0,0,0,0,0,0,2,20,0,1,44,1,0,0,0,0,0,0,0,9,1,1,1,1,0
0,0,2,0,0,0,0,0,0,0,0,0,2,20,0,1,44,1,0,0,0,0,0,0,0,9,1,1,1,1,0
0,0,2,0,0,0,0,0,0,0,0,0,2,20,0,1,44,1,0,0,0,0,0,0,0,9,1,1,1,1,0
0,0,2,0,0,0,0,0,0,0,0,0,2,20,0,1,44,1,0,0,0,0,0,0,0,9,1,1,1,1,0
0,0,2,0,0,0,0,0,0,0,0,0,2,20,0,1,44,1,0,0,0,0,0,0,0,9,1,1,1,1,1
0,0,2,0,0,0,0,0,0,0,0,0,2,20,0,1,44,1,0,0,0,0,0,0,0,9,1,1,1,1,0
0,0,2,0,0,0,0,0,0,0,0,0,2,20,0,1,44,1,0,0,0,0,0,0,0,9,1,1,1,1,0
0,0,2,0,0,0,0,0,0,0,0,0,2,20,0,1,44,1,0,0,0,0,0,0,0,9,1,1,1,1,0
0,0,2,0,0,0,0,0,0,0,0,0,2,20,0,1,44,1,0,0,0,0,0,0,0,9,1,1,1,1,1
0,0,3,0,0,0,0,0,0,0,0,0,2,20,1,1,45,0,1,0,0,0,0,0,0,9,1,1,0,1,0
0,0,2,0,0,0,0,0,0,0,0,0,2,20,0,1,44,1,0,0,0,0,0,0,0,9,1,1,1,1,0
0,0,2,0,0,0,0,0,0,1,0,0,2,20,0,1,44,1,0,0,0,0,0,0,0,9,1,1,1,1,0
0,0,3,0,0,0,0,0,0,0,0,0,2,20,0,1,44,1,0,0,0,0,0,0,0,9,1,1,1,1,0
0,0,5,0,0,0,0,0,0,0,0,0,2,24,1,0,45,0,0,0,0,0,0,0,0,9,1,1,1,1,0
0,0,2,0,0,0,0,0,0,0,0,0,2,20,0,1,44,1,0,0,0,0,0,0,0,8,1,1,1,1,0
0,0,3,1,0,0,0,0,0,0,0,0,2,26,0,0,47,0,1,0,0,0,0,0,0,11,1,1,1,1,0
0,0,3,1,0,0,0,0,0,0,0,0,3,26,0,0,47,1,1,0,0,0,0,0,0,11,1,1,1,1,0
0,0,4,0,0,0,0,0,0,0,0,0,2,20,1,1,45,0,0,0,0,0,1,0,0,9,1,1,1,1,0
0,0,3,0,0,0,0,0,0,0,0,0,2,20,0,1,44,1,0,0,0,0,1,0,0,9,1,1,1,1,0
0,0,4,0,0,0,0,0,0,0,0,0,3,20,0,1,49,1,1,0,0,0,0,0,0,8,1,1,1,1,0
0,0,2,0,0,0,0,0,0,0,0,0,3,27,0,0,48,0,0,0,0,0,0,0,0,9,1,1,0,1,0
0,0,3,0,0,0,0,0,0,0,0,0,3,20,1,1,44,1,0,0,0,0,0,0,0,9,1,1,1,1,0
0,0,2,1,0,0,0,0,0,0,0,0,6,22,0,0,46,0,0,0,0,0,0,0,0,9,1,1,1,1,0
0,0,5,0,0,0,0,0,0,0,0,0,3,21,1,1,48,0,1,0,0,0,0,0,0,8,1,1,1,1,0
0,0,3,1,0,0,0,0,0,0,0,0,3,26,0,0,48,1,1,0,0,0,0,0,0,11,1,1,1,1,1
0,0,5,0,0,0,0,0,0,0,0,0,2,22,1,1,44,1,1,0,0,0,1,0,0,9,1,1,1,1,0
0,0,4,0,0,0,0,0,0,0,0,0,2,20,0,1,44,1,0,0,0,1,0,0,0,9,1,1,1,1,0
0,0,4,0,0,0,0,0,0,0,0,0,4,26,1,0,46,0,0,0,0,0,0,0,0,8,1,1,1,1,0
0,0,3,0,0,0,0,1,0,0,1,0,2,20,1,1,44,1,0,0,1,0,0,0,0,9,1,1,1,1,0
0,0,3,0,0,0,0,1,0,0,1,0,2,20,1,1,44,1,0,0,1,0,0,0,0,9,1,1,1,1,0
0,0,3,0,0,0,0,1,0,0,1,0,2,20,1,1,44,1,0,0,1,0,0,0,0,9,1,1,1,1,0
0,0,3,1,0,0,0,0,0,0,0,0,4,26,0,0,47,1,1,0,0,0,0,0,0,11,1,1,1,1,0
0,0,3,1,0,0,0,0,0,0,0,0,4,26,0,0,47,1,1,0,0,0,0,0,0,11,1,1,1,1,0
0,0,4,0,0,0,0,0,0,0,0,0,4,26,1,0,46,0,0,0,0,0,0,0,0,8,1,1,1,1,0
0,0,4,0,0,0,0,0,0,0,0,0,4,26,1,0,46,0,0,0,0,0,0,0,0,8,1,1,1,1,0
0,0,4,0,0,0,0,0,0,0,0,0,2,20,0,1,44,1,0,0,0,1,0,0,0,9,1,1,1,1,0
0,0,3,0,0,0,0,1,0,0,1,0,2,20,1,1,44,1,0,0,1,0,0,0,0,9,1,1,1,1,0
0,0,3,0,0,0,0,1,0,0,1,0,2,20,1,1,44,1,0,0,1,0,0,0,0,9,1,1,1,1,0
0,0,4,0,0,0,0,0,0,0,0,0,4,26,1,0,46,0,0,0,0,0,0,0,0,8,1,1,1,1,0
0,0,4,1,0,0,0,0,0,0,0,0,5,25,1,0,46,0,0,0,0,0,0,0,0,8,1,1,1,1,0
0,0,4,1,0,0,0,0,0,0,0,0,5,25,1,0,46,0,0,0,0,0,0,0,0,8,1,1,1,1,0
0,0,4,1,0,0,0,0,0,0,0,0,5,25,1,0,46,0,0,0,0,0,0,0,0,8,1,1,1,1,0
0,0,4,1,0,0,0,0,0,0,0,0,5,25,1,0,46,0,0,0,0,0,0,0,0,8,1,1,1,1,0
0,0,4,1,0,0,0,0,0,0,0,0,5,25,1,0,46,0,0,0,0,0,0,0,0,8,1,1,1,1,0
0,0,2,0,0,0,0,0,0,0,0,0,6,24,0,0,45,0,0,0,0,0,0,0,0,8,1,1,1,1,1
0,0,4,1,0,0,0,0,0,0,0,0,5,25,1,0,46,0,0,0,0,0,0,0,0,8,1,1,1,1,0
0,0,4,1,0,0,0,0,0,0,0,0,5,25,1,0,46,0,0,0,0,0,0,0,0,8,1,1,1,1,0
0,0,4,1,0,0,0,0,0,0,0,0,5,25,1,0,46,0,0,0,0,0,0,0,0,8,1,1,1,1,1
0,0,2,1,0,0,0,0,0,0,0,1,5,22,0,1,44,0,0,0,0,0,0,0,0,10,1,1,1,1,0
0,0,4,1,0,0,0,0,0,0,0,0,5,25,1,0,46,0,0,0,0,0,0,0,0,8,1,1,1,1,0
0,0,4,1,0,0,0,0,0,0,0,0,5,25,1,0,46,0,0,0,0,0,0,0,0,8,1,1,1,1,0
0,0,2,1,0,0,0,0,0,0,0,0,6,24,0,0,45,0,0,0,0,0,0,0,0,10,1,1,1,1,0
0,0,3,0,0,0,0,0,0,0,0,1,3,19,0,1,46,0,0,0,0,0,1,0,0,10,1,1,1,1,0
0,0,3,0,0,0,0,0,0,0,0,1,3,19,0,1,46,0,0,0,0,0,1,0,0,10,1,1,1,1,0
0,0,3,1,0,0,0,1,0,0,2,0,5,22,1,0,45,1,0,0,1,0,0,0,1,9,1,1,1,1,1
0,0,3,0,0,0,0,0,0,0,0,1,3,19,0,1,46,0,0,0,0,0,1,0,0,10,1,1,1,1,0
0,0,3,1,0,0,0,1,0,0,2,0,5,22,1,0,45,1,0,0,1,0,0,0,1,9,1,1,1,1,0
0,0,2,1,0,0,0,1,0,0,1,0,3,21,0,0,43,0,0,0,0,0,0,0,0,9,1,1,1,1,0
0,0,3,0,0,0,0,0,0,0,0,1,4,22,1,1,43,0,0,0,0,0,0,0,1,8,1,1,1,1,0
0,0,4,1,0,0,0,0,0,0,0,0,5,25,0,0,47,1,1,1,0,0,0,0,0,11,1,1,1,1,0
0,0,3,1,0,0,0,0,0,0,0,0,4,26,0,0,49,1,1,0,0,0,0,0,0,11,1,1,1,1,1
0,0,6,1,0,0,0,0,0,0,0,0,2,24,1,1,45,1,0,0,0,1,0,1,0,10,1,1,1,1,0
0,0,1,0,0,0,0,0,0,0,0,0,4,20,0,0,44,0,0,0,0,0,0,0,0,8,1,1,0,1,0
0,0,3,1,0,0,0,0,0,0,0,0,6,22,0,0,45,0,0,1,0,0,0,0,0,10,1,1,1,1,0
0,0,4,0,0,0,0,1,0,0,0,1,4,22,1,1,50,0,0,0,1,0,0,0,0,9,1,1,1,1,0
0,0,3,1,0,0,0,1,0,1,0,0,5,26,0,1,49,1,0,0,0,0,0,0,0,8,1,1,1,1,0
0,0,2,1,0,0,0,0,0,0,0,1,4,21,0,1,43,0,0,0,0,0,0,0,0,9,1,1,1,1,0
0,0,5,1,0,0,0,0,0,0,0,0,4,25,0,0,47,1,1,0,0,0,0,0,0,11,1,1,1,1,0
0,0,3,1,0,0,0,1,0,0,3,1,5,23,0,1,47,0,0,0,0,0,0,0,1,11,1,1,1,1,0
0,0,5,0,0,0,0,0,0,0,0,0,2,20,1,1,44,1,0,0,0,1,0,0,0,9,1,1,1,1,1
0,0,6,0,0,0,0,0,0,0,0,0,2,22,1,1,44,1,0,0,0,0,1,1,0,9,1,1,1,1,0
0,0,5,1,0,0,0,0,0,0,0,0,3,25,1,0,49,1,1,0,0,0,0,0,0,11,1,1,1,1,0
0,0,2,1,0,0,0,0,0,0,0,0,5,19,0,0,46,0,0,0,0,0,0,0,0,10,1,1,1,1,0
0,0,2,1,0,0,0,0,0,0,0,0,5,19,0,0,46,0,0,0,0,0,0,0,0,10,1,1,1,1,1
0,0,6,0,0,0,0,0,0,0,0,0,2,22,0,1,44,1,1,0,0,0,1,1,0,9,1,1,1,1,1
0,0,3,0,0,0,0,0,0,0,0,1,4,19,1,1,45,0,0,0,0,0,0,0,1,8,1,1,1,1,0
0,0,2,1,0,0,0,0,0,0,0,0,6,20,0,0,48,0,0,0,0,0,0,0,0,8,1,1,1,1,0
0,0,6,0,0,0,0,0,0,0,0,0,2,22,0,1,44,1,1,0,0,0,1,1,0,9,1,1,1,1,0
0,0,6,0,0,0,0,0,0,0,0,0,2,22,1,1,44,1,1,0,0,0,1,1,0,9,1,1,1,1,0
0,0,2,1,0,0,0,0,0,0,0,0,5,19,0,0,46,0,0,0,0,0,0,0,0,10,1,1,1,1,0
0,0,6,0,0,0,0,0,0,0,0,0,2,20,1,1,46,1,1,0,0,0,1,1,0,8,1,1,1,1,0
0,0,6,0,0,0,0,0,0,0,0,0,3,23,1,1,44,1,1,0,0,0,1,0,0,8,1,1,1,1,0
0,0,6,0,0,0,0,0,0,0,0,1,4,23,1,1,48,0,1,0,0,0,1,1,0,7,1,1,1,1,0
0,0,6,0,0,0,0,1,0,0,1,0,2,22,1,1,44,1,0,0,1,0,1,1,0,9,1,1,1,1,0
0,0,3,0,0,0,0,0,0,0,0,1,4,26,0,1,44,0,0,1,0,0,0,0,0,11,1,1,1,1,0
0,0,6,0,0,0,0,1,0,0,1,0,2,22,1,1,44,1,0,0,1,0,1,1,0,9,1,1,1,1,0
0,0,6,0,0,0,0,1,0,0,1,0,2,22,1,1,44,1,0,0,1,0,1,1,0,9,1,1,1,1,0
0,0,6,0,0,0,0,1,0,0,1,0,2,22,1,1,44,1,0,0,1,0,1,1,0,9,1,1,1,1,0
0,0,6,0,0,0,0,0,0,0,0,0,2,21,1,1,44,1,0,0,0,0,1,1,0,10,1,1,1,1,0
0,0,4,0,0,0,0,0,0,0,0,0,6,24,1,0,45,0,0,0,0,0,0,0,0,7,1,1,1,1,0
0,1,5,0,0,1,0,1,1,0,1,0,5,23,0,0,45,0,0,1,0,0,0,0,0,8,1,1,1,1,1
0,0,2,1,0,0,0,0,0,0,0,0,6,20,0,0,49,0,0,0,0,0,0,0,0,8,1,1,1,1,0
0,0,6,0,0,0,0,0,0,0,0,0,2,21,1,1,44,1,0,0,0,0,1,1,0,10,1,1,1,1,0
0,1,5,0,0,1,0,1,1,0,1,0,5,23,0,0,45,0,0,1,0,0,0,0,0,8,1,1,1,1,1
0,0,4,0,0,0,0,0,0,0,0,0,6,24,1,0,45,0,0,0,0,0,0,0,0,7,1,1,1,1,0
0,0,4,0,0,0,0,2,0,0,2,0,2,20,0,1,44,1,1,0,1,0,1,0,0,9,1,1,1,1,0
0,0,6,0,0,0,0,0,0,0,0,0,2,20,1,1,45,1,1,0,0,0,1,1,0,8,1,1,1,1,0
0,0,6,0,0,0,0,2,0,0,2,0,3,21,1,1,47,1,1,0,1,0,1,0,0,9,1,1,1,1,0
0,0,6,0,0,0,0,0,0,0,0,0,2,20,1,1,45,1,1,0,0,0,1,1,0,8,1,1,1,1,0
0,0,2,0,0,0,0,0,0,0,0,0,2,27,0,1,44,1,0,0,0,0,0,0,0,12,1,1,1,1,0
0,0,6,1,0,0,0,0,0,0,0,1,5,23,1,1,46,0,0,0,0,0,0,0,0,10,1,1,1,1,0
0,0,5,1,0,0,0,0,0,0,0,0,3,26,1,0,49,1,1,0,0,0,0,0,0,11,1,1,1,1,0
0,0,6,0,0,0,0,0,0,0,0,0,2,20,1,1,45,1,1,0,0,0,1,1,0,8,1,1,1,1,0
0,0,6,0,0,0,0,0,0,0,0,0,2,20,0,1,45,1,1,0,0,0,1,1,0,8,1,1,1,1,0
0,0,6,0,0,0,0,0,0,0,0,0,2,20,0,1,45,1,1,0,0,0,1,1,0,8,1,1,1,1,0
0,0,2,0,0,0,0,0,0,0,0,0,2,27,0,1,44,1,0,0,0,0,0,0,0,12,1,1,1,1,0
0,0,6,0,0,0,0,0,0,0,0,0,2,20,1,1,45,1,1,0,0,0,1,1,0,8,1,1,1,1,0
0,0,6,0,0,0,0,0,0,0,0,0,2,20,1,1,45,1,1,0,0,0,1,1,0,8,1,1,1,1,0
0,0,2,0,0,0,0,0,0,0,0,0,2,27,0,1,44,1,0,0,0,0,0,0,0,12,1,1,1,1,0
0,0,6,0,0,1,0,2,1,0,0,0,2,21,0,1,45,1,1,1,0,0,0,0,0,8,1,1,1,1,0
0,0,6,0,0,0,0,0,0,0,0,0,2,20,1,1,45,1,1,0,0,0,1,1,0,8,1,1,1,1,1
0,0,2,0,0,0,0,0,0,0,0,0,2,27,0,1,44,1,0,0,0,0,0,0,0,12,1,1,1,1,0
0,0,2,0,0,0,0,0,0,0,0,0,2,27,0,1,44,1,0,0,0,0,0,0,0,12,1,1,1,1,0
0,0,6,0,0,0,0,0,0,0,0,0,2,20,1,1,45,1,1,0,0,0,1,1,0,8,1,1,1,1,0
0,0,6,0,0,0,0,0,0,0,0,0,2,20,1,1,45,1,1,0,0,0,1,1,0,8,1,1,1,1,0
0,0,7,0,0,0,0,0,0,0,0,1,4,23,0,1,48,1,1,1,0,1,0,0,0,9,1,1,1,1,0
0,0,5,0,0,0,0,0,0,0,0,0,3,27,0,1,45,0,0,1,0,0,0,1,1,9,1,1,1,1,0
0,0,7,0,0,0,0,0,0,0,0,1,4,23,0,1,48,1,1,1,0,1,0,0,0,9,1,1,1,1,0
0,0,4,1,0,0,0,1,0,0,2,0,5,23,0,0,50,2,0,0,0,0,1,0,0,11,1,1,1,1,1
0,0,2,1,0,0,0,0,0,0,0,1,4,22,0,1,42,0,0,0,0,0,0,0,0,10,1,1,1,1,0
0,0,1,0,0,0,0,0,0,0,0,1,4,18,0,1,46,0,0,0,0,0,0,0,0,9,1,0,0,1,0
0,0,7,0,0,0,0,0,0,0,0,0,3,22,1,1,48,0,1,0,0,0,0,0,0,9,1,1,1,1,0
0,0,2,0,0,0,0,0,0,0,0,0,4,18,0,0,46,0,0,0,0,0,0,0,0,7,1,1,1,1,0
0,0,3,0,0,0,0,0,0,0,0,0,2,27,0,1,44,1,0,0,0,0,0,0,0,12,1,1,1,1,0
0,0,2,1,0,0,0,0,0,0,0,0,6,19,0,0,46,0,0,0,0,0,0,0,0,10,1,1,1,1,0
0,0,6,0,0,0,0,0,0,0,0,0,2,20,0,1,44,1,0,0,0,1,0,0,0,9,1,1,1,1,0
0,0,2,1,0,0,0,0,0,0,0,0,6,19,0,0,46,0,0,0,0,0,0,0,0,10,1,1,1,1,0
0,0,2,1,0,0,0,0,0,0,0,0,6,19,0,0,46,0,0,0,0,0,0,0,0,10,1,1,1,1,0
0,0,4,0,0,0,0,0,0,0,0,0,4,27,1,0,44,0,0,0,0,0,0,0,0,9,1,1,1,1,0
0,0,2,1,0,0,0,0,0,0,0,0,6,19,0,0,46,0,0,0,0,0,0,0,0,10,1,1,1,1,0
0,0,2,1,0,0,0,0,0,0,0,0,6,19,0,0,46,0,0,0,0,0,0,0,0,10,1,1,1,1,0
0,0,2,1,0,0,0,0,0,0,0,0,6,19,0,0,46,0,0,0,0,0,0,0,0,10,1,1,1,1,1
0,0,2,1,0,0,0,0,0,0,0,0,6,19,0,0,46,0,0,0,0,0,0,0,0,10,1,1,1,1,0
0,0,2,1,0,0,0,0,0,0,0,0,6,19,0,0,46,0,0,0,0,0,0,0,0,10,1,1,1,1,1
0,0,4,0,0,0,0,0,0,0,0,0,4,27,1,0,44,0,0,0,0,0,0,0,0,9,1,1,1,1,0
0,0,4,0,0,0,0,0,0,0,0,1,4,26,1,1,43,0,0,0,0,0,0,0,0,8,1,1,1,1,0
0,0,4,0,0,0,0,0,0,0,0,1,4,26,1,1,43,0,0,0,0,0,0,0,0,8,1,1,1,1,0
0,0,2,0,0,0,0,0,0,0,1,0,7,26,0,0,46,0,0,0,0,0,0,0,0,9,1,1,1,1,0
0,0,2,1,0,0,0,0,0,0,0,1,6,22,0,1,43,0,0,0,0,0,0,0,1,9,1,1,1,1,0
0,0,4,0,0,0,0,0,0,0,0,1,4,26,1,1,43,0,0,0,0,0,0,0,0,8,1,1,1,1,1
0,0,4,0,0,0,0,0,0,0,0,1,4,26,1,1,43,0,0,0,0,0,0,0,0,8,1,1,1,1,0
0,0,4,0,0,0,0,0,0,0,0,1,4,26,1,1,43,0,0,0,0,0,0,0,0,8,1,1,1,1,0
0,0,4,0,0,0,0,0,0,0,0,1,4,26,1,1,43,0,0,0,0,0,0,0,0,8,1,1,1,1,0
0,0,4,0,0,0,0,0,0,0,0,1,4,26,1,1,43,0,0,0,0,0,0,0,0,8,1,1,1,1,0
0,0,4,0,0,0,0,0,0,0,0,1,4,26,1,1,43,0,0,0,0,0,0,0,0,8,1,1,1,1,1
0,0,4,0,0,0,0,0,0,0,0,1,4,26,1,1,43,0,0,0,0,0,0,0,0,8,1,1,1,1,0
0,0,4,0,0,0,0,0,0,0,0,1,4,26,1,1,43,0,0,0,0,0,0,0,0,8,1,1,1,1,0
0,0,2,1,0,0,0,0,0,0,0,1,3,21,0,1,42,0,0,0,0,0,0,0,0,11,1,1,1,1,0
0,0,3,0,0,0,0,0,0,0,0,0,7,24,1,0,45,0,0,0,0,0,0,0,0,7,1,1,1,1,0
0,0,4,0,0,0,0,0,0,0,0,1,4,26,1,1,43,0,0,0,0,0,0,0,0,8,1,1,1,1,0
0,0,2,0,0,0,0,0,0,0,0,1,3,26,0,1,42,0,0,0,0,0,0,0,0,9,1,1,1,1,0
0,0,4,0,0,0,0,0,0,0,0,1,4,26,1,1,43,0,0,0,0,0,0,0,0,8,1,1,1,1,0
0,0,2,1,0,0,0,0,0,0,0,1,6,22,0,1,43,0,0,0,0,0,0,0,1,9,1,1,1,1,0
0,0,4,0,0,0,0,0,0,0,0,0,2,21,1,1,42,1,0,0,0,0,1,0,0,10,1,1,0,1,0
0,0,4,0,0,0,0,0,0,0,0,1,4,26,1,1,43,0,0,0,0,0,0,0,0,8,1,1,1,1,0
0,0,4,0,0,0,0,0,0,0,0,1,4,26,1,1,43,0,0,0,0,0,0,0,0,8,1,1,1,1,0
