cluster_id,anchor_index,n_samples,class_0,class_1,feature_rank,feature,conditional_entropy,entropy_reduction_ratio,base_entropy
0,32778,500,436,64,29,intent_android.intent.action.DOWNLOAD_COMPLETE,0.45070713051062444,0.1833944007905755,0.5519275534566073
0,32778,500,436,64,30,perm_android.permission.GET_ACCOUNTS,0.4614934606042423,0.16385138282369688,0.5519275534566073
0,32778,500,436,64,31,intent_com.tappx.sdk.SILP,0.471211618981629,0.14624371254790813,0.5519275534566073
0,32778,500,436,64,32,suspicious_Ldalvik/system/PathClassLoader;,0.4871813858928531,0.11730917791340986,0.5519275534566073
0,32778,500,436,64,33,intent_com.google.firebase.INSTANCE_ID_EVENT,0.5124109480698523,0.07159744995384028,0.5519275534566073
0,32778,500,436,64,34,perm_com.android.vending.BILLING,0.5150180096850087,0.06687389230786146,0.5519275534566073
0,32778,500,436,64,35,perm_com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,0.5153259859727314,0.06631589101621743,0.5519275534566073
0,32778,500,436,64,36,intent_com.google.firebase.MESSAGING_EVENT,0.5181956187476566,0.06111659854213576,0.5519275534566073
0,32778,500,436,64,37,intent_com.facebook.sdk.ACTION_CURRENT_ACCESS_TOKEN_CHANGED,0.5269987159771602,0.04516686533100759,0.5519275534566073
0,32778,500,436,64,38,perm_android.permission.ACCESS_WIFI_STATE,0.5332576805763088,0.033826673017813474,0.5519275534566073
0,32778,500,436,64,39,intent_android.intent.action.PACKAGE_ADDED,0.536543863873302,0.027872660980522587,0.5519275534566073
0,32778,500,436,64,40,perm_android.permission.READ_EXTERNAL_STORAGE,0.5386455934186695,0.024064680146435258,0.5519275534566073
0,32778,500,436,64,41,intent_android.intent.action.BOOT_COMPLETED,0.5396982931120367,0.02215736516138994,0.5519275534566073
0,32778,500,436,64,42,intent_android.intent.action.CREATE_SHORTCUT,0.5399848506463563,0.021638171052444012,0.5519275534566073
0,32778,500,436,64,43,intent_com.datouniao.AdPublisher.service.check,0.5399848506463563,0.021638171052444012,0.5519275534566073
0,32778,500,436,64,44,perm_android.permission.ACCESS_MOCK_LOCATION,0.5399848506463563,0.021638171052444012,0.5519275534566073
0,32778,500,436,64,45,perm_com.android.browser.permission.READ_HISTORY_BOOKMARKS,0.5399848506463563,0.021638171052444012,0.5519275534566073
0,32778,500,436,64,46,intent_com.google.android.gms.appinvite.ACTION_PREVIEW,0.5421900762701902,0.017642672712085583,0.5519275534566073
0,32778,500,436,64,47,perm_com.android.launcher.permission.INSTALL_SHORTCUT,0.5423845999115529,0.017290228554977697,0.5519275534566073
0,32778,500,436,64,48,intent_android.intent.action.USER_PRESENT,0.5438483071262918,0.014638236992729915,0.5519275534566073
0,32778,500,436,64,49,suspicious_adb_enabled,0.5439909577676518,0.014379777996677633,0.5519275534566073
0,32778,500,436,64,50,intent_android.intent.action.SEND,0.544673085706065,0.013143876773516854,0.5519275534566073
0,32778,500,436,64,51,perm_com.google.android.providers.gsf.permission.READ_GSERVICES,0.5454933788422645,0.011657643424480113,0.5519275534566073
0,32778,500,436,64,52,suspicious_sendTextMessage,0.5454933788422645,0.011657643424480113,0.5519275534566073
0,32778,500,436,64,53,intent_com.google.vr.vrcore.ACTION_NONE,0.5456650387906231,0.011346624437869298,0.5519275534566073
0,32778,500,436,64,54,intent_android.content.SyncAdapter,0.5459762117601168,0.010782831295916397,0.5519275534566073
0,32778,500,436,64,55,intent_com.adroid.SERVICE,0.5459762117601168,0.010782831295916397,0.5519275534566073
0,32778,500,436,64,56,perm_android.permission.EXPAND_STATUS_BAR,0.5459762117601168,0.010782831295916397,0.5519275534566073
0,32778,500,436,64,57,perm_android.permission.INTERACT_ACROSS_USERS,0.5459762117601168,0.010782831295916397,0.5519275534566073
0,32778,500,436,64,58,perm_android.permission.PACKAGE_USAGE_STATS,0.5459762117601168,0.010782831295916397,0.5519275534566073
0,32778,500,436,64,59,perm_android.permission.PROCESS_OUTGOING_CALLS,0.5459762117601168,0.010782831295916397,0.5519275534566073
0,32778,500,436,64,60,perm_android.permission.READ_SYNC_STATS,0.5459762117601168,0.010782831295916397,0.5519275534566073
0,32778,500,436,64,61,perm_android.permission.REORDER_TASKS,0.5459762117601168,0.010782831295916397,0.5519275534566073
0,32778,500,436,64,62,perm_android.permission.RESTART_PACKAGES,0.5459762117601168,0.010782831295916397,0.5519275534566073
0,32778,500,436,64,63,perm_android.permission.WRITE_SYNC_SETTINGS,0.5459762117601168,0.010782831295916397,0.5519275534566073
0,32778,500,436,64,64,perm_android.permission.WRITE_EXTERNAL_STORAGE,0.5459962063420426,0.010746604472666522,0.5519275534566073
0,32778,500,436,64,65,perm_android.permission.FOREGROUND_SERVICE,0.5467170153287237,0.009440619688672923,0.5519275534566073
0,32778,500,436,64,66,intent_com.google.android.c2dm.intent.RECEIVE,0.5471274769814222,0.008696932133797672,0.5519275534566073
0,32778,500,436,64,67,intent_com.tencent.mm.plugin.openapi.Intent.ACTION_REFRESH_WXAPP,0.5472159276539996,0.0085366743752866,0.5519275534566073
0,32778,500,436,64,68,intent_android.intent.action.QUICKBOOT_POWERON,0.5475282841719801,0.007970736842318322,0.5519275534566073
0,32778,500,436,64,69,perm_android.permission.USE_CREDENTIALS,0.5475282841719801,0.007970736842318322,0.5519275534566073
0,32778,500,436,64,70,perm_android.permission.MOUNT_UNMOUNT_FILESYSTEMS,0.5476508565249871,0.007748656331498721,0.5519275534566073
0,32778,500,436,64,71,suspicious_Landroid/telephony/SmsMessage;->getMessageBody,0.547932583790105,0.007238213858834542,0.5519275534566073
0,32778,500,436,64,72,suspicious_getSubscriberId,0.5481244082316713,0.00689066019827722,0.5519275534566073
0,32778,500,436,64,73,intent_android.provider.Telephony.SMS_RECEIVED,0.5483359987411297,0.006507293743507466,0.5519275534566073
0,32778,500,436,64,74,perm_com.android.vending.CHECK_LICENSE,0.5483359987411297,0.006507293743507466,0.5519275534566073
0,32778,500,436,64,75,perm_android.permission.SYSTEM_ALERT_WINDOW,0.548365156338973,0.006454465074852189,0.5519275534566073
0,32778,500,436,64,76,suspicious_Ljava/lang/System;->load,0.548475860264555,0.00625388816056575,0.5519275534566073
0,32778,500,436,64,77,suspicious_Ljava/lang/System;->loadLibrary,0.548475860264555,0.00625388816056575,0.5519275534566073
0,32778,500,436,64,78,perm_android.permission.CAMERA,0.5487336954632882,0.005786734098192042,0.5519275534566073
0,32778,500,436,64,79,intent_android.intent.action.PACKAGE_REPLACED,0.5487385328944303,0.005777969485677581,0.5519275534566073
0,32778,500,436,64,80,intent_android.net.wifi.WIFI_STATE_CHANGED,0.5487385328944303,0.005777969485677581,0.5519275534566073
0,32778,500,436,64,81,intent_com.google.android.gms.measurement.UPLOAD,0.5487385328944303,0.005777969485677581,0.5519275534566073
0,32778,500,436,64,82,perm_com.google.android.c2dm.permission.RECEIVE,0.5488555012972716,0.005566042391063973,0.5519275534566073
0,32778,500,436,64,83,perm_android.permission.CHANGE_WIFI_STATE,0.5493170967218846,0.004729709032234328,0.5519275534566073
0,32778,500,436,64,84,suspicious_getSimCountryIso,0.5494081996664771,0.004564645802428131,0.5519275534566073
0,32778,500,436,64,85,perm_android.permission.CALL_PHONE,0.5494429708334976,0.004501646289534314,0.5519275534566073
0,32778,500,436,64,86,perm_android.permission.GET_TASKS,0.5494593767598693,0.004471921507234523,0.5519275534566073
0,32778,500,436,64,87,perm_android.permission.MANAGE_ACCOUNTS,0.5494632304571059,0.004464939255284227,0.5519275534566073
0,32778,500,436,64,88,perm_android.permission.REQUEST_INSTALL_PACKAGES,0.5494632304571059,0.004464939255284227,0.5519275534566073
0,32778,500,436,64,89,perm_android.permission.SET_WALLPAPER,0.5495409741587257,0.004324080729318375,0.5519275534566073
0,32778,500,436,64,90,perm_android.permission.SET_WALLPAPER_HINTS,0.5495409741587257,0.004324080729318375,0.5519275534566073
0,32778,500,436,64,91,suspicious_setWifiEnabled,0.5495409741587257,0.004324080729318375,0.5519275534566073
0,32778,500,436,64,92,intent_android.accounts.AccountAuthenticator,0.5495863700384203,0.004241831022069229,0.5519275534566073
0,32778,500,436,64,93,perm_android.permission.KILL_BACKGROUND_PROCESSES,0.5495863700384203,0.004241831022069229,0.5519275534566073
0,32778,500,436,64,94,perm_android.permission.READ_CALL_LOG,0.5495863700384203,0.004241831022069229,0.5519275534566073
0,32778,500,436,64,95,suspicious_system/bin/su,0.5498659721114036,0.0037352390405087916,0.5519275534566073
0,32778,500,436,64,96,intent_com.inmobi.share.id,0.549877999454977,0.0037134475146138046,0.5519275534566073
0,32778,500,436,64,97,intent_com.google.android.gms.gcm.ACTION_TASK_READY,0.5499408888824997,0.0035995024377121596,0.5519275534566073
0,32778,500,436,64,98,perm_android.permission.READ_PROFILE,0.5499408888824997,0.0035995024377121596,0.5519275534566073
0,32778,500,436,64,99,suspicious_getWifiState,0.5501020956181069,0.0033074229164098594,0.5519275534566073
0,32778,500,436,64,100,intent_android.intent.action.SEND_MULTIPLE,0.5503399380345434,0.002876492416660422,0.5519275534566073
0,32778,500,436,64,101,perm_android.permission.READ_CALENDAR,0.5503399380345434,0.002876492416660422,0.5519275534566073
0,32778,500,436,64,102,perm_android.permission.SEND_SMS,0.5503399380345434,0.002876492416660422,0.5519275534566073
0,32778,500,436,64,103,perm_android.permission.WRITE_CONTACTS,0.5503399380345434,0.002876492416660422,0.5519275534566073
0,32778,500,436,64,104,perm_com.android.alarm.permission.SET_ALARM,0.5503399380345434,0.002876492416660422,0.5519275534566073
0,32778,500,436,64,105,perm_com.samsung.android.providers.context.permission.WRITE_USE_APP_FEATURE_SURVEY,0.5503399380345434,0.002876492416660422,0.5519275534566073
0,32778,500,436,64,106,suspicious_Ldalvik/system/DexClassLoader;,0.5505100248070288,0.0025683237604297183,0.5519275534566073
0,32778,500,436,64,107,intent_android.intent.action.SEARCH,0.5507054641944419,0.002214220425328817,0.5519275534566073
0,32778,500,436,64,108,perm_android.permission.AUTHENTICATE_ACCOUNTS,0.5507054641944419,0.002214220425328817,0.5519275534566073
0,32778,500,436,64,109,perm_com.android.launcher.permission.READ_SETTINGS,0.5507054641944419,0.002214220425328817,0.5519275534566073
0,32778,500,436,64,110,intent_android.intent.action.SENDTO,0.5507381253595686,0.00215504388137458,0.5519275534566073
0,32778,500,436,64,111,intent_org.agoo.android.intent.action.ELECTION_RESULT_V4,0.5507381253595686,0.00215504388137458,0.5519275534566073
0,32778,500,436,64,112,intent_org.agoo.android.intent.action.PING_V4,0.5507381253595686,0.00215504388137458,0.5519275534566073
0,32778,500,436,64,113,intent_org.agoo.android.intent.action.RECEIVE,0.5507381253595686,0.00215504388137458,0.5519275534566073
0,32778,500,436,64,114,intent_org.android.agoo.client.ElectionReceiverService,0.5507381253595686,0.00215504388137458,0.5519275534566073
0,32778,500,436,64,115,intent_org.android.agoo.client.MessageReceiverService,0.5507381253595686,0.00215504388137458,0.5519275534566073
0,32778,500,436,64,116,perm_android.permission.CHANGE_CONFIGURATION,0.5507381253595686,0.00215504388137458,0.5519275534566073
0,32778,500,436,64,117,perm_android.permission.DISABLE_KEYGUARD,0.5507381253595686,0.00215504388137458,0.5519275534566073
0,32778,500,436,64,118,perm_android.permission.MODIFY_AUDIO_SETTINGS,0.5507381253595686,0.00215504388137458,0.5519275534566073
0,32778,500,436,64,119,perm_android.permission.WRITE_CALENDAR,0.5507381253595686,0.00215504388137458,0.5519275534566073
0,32778,500,436,64,120,perm_com.google.android.gms.permission.ACTIVITY_RECOGNITION,0.5507381253595686,0.00215504388137458,0.5519275534566073
0,32778,500,436,64,121,intent_android.net.conn.CONNECTIVITY_CHANGE,0.5508711773212763,0.0019139760802211721,0.5519275534566073
0,32778,500,436,64,122,intent_android.bluetooth.adapter.action.STATE_CHANGED,0.5510952561227803,0.001507982938366536,0.5519275534566073
0,32778,500,436,64,123,intent_android.intent.action.ACTION_POWER_DISCONNECTED,0.5510952561227803,0.001507982938366536,0.5519275534566073
0,32778,500,436,64,124,intent_android.intent.action.PACKAGE_FULLY_REMOVED,0.5511354545780006,0.0014351500910688379,0.5519275534566073
0,32778,500,436,64,125,intent_android.intent.action.RESPOND_VIA_MESSAGE,0.5511354545780006,0.0014351500910688379,0.5519275534566073
0,32778,500,436,64,126,intent_android.media.browse.MediaBrowserService,0.5511354545780006,0.0014351500910688379,0.5519275534566073
0,32778,500,436,64,127,intent_android.net.wifi.STATE_CHANGE,0.5511354545780006,0.0014351500910688379,0.5519275534566073
0,32778,500,436,64,128,intent_android.provider.Telephony.SMS_DELIVER,0.5511354545780006,0.0014351500910688379,0.5519275534566073
0,32778,500,436,64,129,intent_android.provider.Telephony.WAP_PUSH_DELIVER,0.5511354545780006,0.0014351500910688379,0.5519275534566073
0,32778,500,436,64,130,intent_android.provider.Telephony.WAP_PUSH_RECEIVED,0.5511354545780006,0.0014351500910688379,0.5519275534566073
0,32778,500,436,64,131,intent_cn.jpush.android.intent.ACTION_RICHPUSH_CALLBACK,0.5511354545780006,0.0014351500910688379,0.5519275534566073
0,32778,500,436,64,132,intent_cn.jpush.android.intent.CONNECTION,0.5511354545780006,0.0014351500910688379,0.5519275534566073
0,32778,500,436,64,133,intent_cn.jpush.android.intent.MESSAGE_RECEIVED,0.5511354545780006,0.0014351500910688379,0.5519275534566073
0,32778,500,436,64,134,intent_cn.jpush.android.intent.NOTIFICATION_OPENED,0.5511354545780006,0.0014351500910688379,0.5519275534566073
0,32778,500,436,64,135,intent_cn.jpush.android.intent.NOTIFICATION_RECEIVED,0.5511354545780006,0.0014351500910688379,0.5519275534566073
0,32778,500,436,64,136,intent_cn.jpush.android.intent.NOTIFICATION_RECEIVED_PROXY,0.5511354545780006,0.0014351500910688379,0.5519275534566073
0,32778,500,436,64,137,intent_cn.jpush.android.intent.PUSH_TIME,0.5511354545780006,0.0014351500910688379,0.5519275534566073
0,32778,500,436,64,138,intent_cn.jpush.android.intent.PushService,0.5511354545780006,0.0014351500910688379,0.5519275534566073
0,32778,500,436,64,139,intent_cn.jpush.android.intent.REGISTER,0.5511354545780006,0.0014351500910688379,0.5519275534566073
0,32778,500,436,64,140,intent_cn.jpush.android.intent.REGISTRATION,0.5511354545780006,0.0014351500910688379,0.5519275534566073
0,32778,500,436,64,141,intent_cn.jpush.android.intent.REPORT,0.5511354545780006,0.0014351500910688379,0.5519275534566073
0,32778,500,436,64,142,intent_cn.jpush.android.ui.PushActivity,0.5511354545780006,0.0014351500910688379,0.5519275534566073
0,32778,500,436,64,143,perm_android.Manifest.permission.READ_PHONE_STATE,0.5511354545780006,0.0014351500910688379,0.5519275534566073
0,32778,500,436,64,144,perm_android.permission.ACCESS_COARSE_UPDATES,0.5511354545780006,0.0014351500910688379,0.5519275534566073
0,32778,500,436,64,145,perm_android.permission.ACCESS_GPS,0.5511354545780006,0.0014351500910688379,0.5519275534566073
0,32778,500,436,64,146,perm_android.permission.ACCESS_LOCATION_EXTRA_COMMANDS,0.5511354545780006,0.0014351500910688379,0.5519275534566073
0,32778,500,436,64,147,perm_android.permission.BROADCAST_STICKY,0.5511354545780006,0.0014351500910688379,0.5519275534566073
0,32778,500,436,64,148,perm_android.permission.CHANGE_WIFI_MULTICAST_STATE,0.5511354545780006,0.0014351500910688379,0.5519275534566073
0,32778,500,436,64,149,perm_android.permission.DOWNLOAD_WITHOUT_NOTIFICATION,0.5511354545780006,0.0014351500910688379,0.5519275534566073
0,32778,500,436,64,150,perm_android.permission.NFC,0.5511354545780006,0.0014351500910688379,0.5519275534566073
0,32778,500,436,64,151,perm_android.permission.RECEIVE_MMS,0.5511354545780006,0.0014351500910688379,0.5519275534566073
0,32778,500,436,64,152,perm_android.permission.RECEIVE_USER_PRESENT,0.5511354545780006,0.0014351500910688379,0.5519275534566073
0,32778,500,436,64,153,perm_android.permission.WRITE_PROFILE,0.5511354545780006,0.0014351500910688379,0.5519275534566073
0,32778,500,436,64,154,perm_android.permission.WRITE_SMS,0.5511354545780006,0.0014351500910688379,0.5519275534566073
0,32778,500,436,64,155,suspicious_getDeviceId,0.5511354545780006,0.0014351500910688379,0.5519275534566073
0,32778,500,436,64,156,intent_android.intent.action.PACKAGE_REMOVED,0.5512497310836625,0.0012281002618907508,0.5519275534566073
0,32778,500,436,64,157,intent_com.sina.weibo.sdk.action.ACTION_SDK_REQ_ACTIVITY,0.5512943905851201,0.0011471847482913537,0.5519275534566073
0,32778,500,436,64,158,intent_com.yandex.metrica.IMetricaService,0.5514142518919796,0.0009300161976205007,0.5519275534566073
0,32778,500,436,64,159,perm_android.permission.WRITE_SETTINGS,0.5514398332843922,0.0008836670123834379,0.5519275534566073
0,32778,500,436,64,160,intent_android.app.action.DEVICE_ADMIN_ENABLED,0.5515319293861871,0.0007168043485824215,0.5519275534566073
0,32778,500,436,64,161,intent_android.intent.action.CONFIGURATION_CHANGED,0.5515319293861871,0.0007168043485824215,0.5519275534566073
0,32778,500,436,64,162,intent_android.intent.action.PACKAGE_INSTALL,0.5515319293861871,0.0007168043485824215,0.5519275534566073
0,32778,500,436,64,163,intent_android.intent.action.PHONE_STATE,0.5515319293861871,0.0007168043485824215,0.5519275534566073
0,32778,500,436,64,164,intent_android.intent.action.SIM_STATE_CHANGED,0.5515319293861871,0.0007168043485824215,0.5519275534566073
0,32778,500,436,64,165,intent_android.net.VpnService,0.5515319293861871,0.0007168043485824215,0.5519275534566073
0,32778,500,436,64,166,intent_android.service.notification.NotificationListenerService,0.5515319293861871,0.0007168043485824215,0.5519275534566073
0,32778,500,436,64,167,intent_androidx.work.impl.background.systemalarm.UpdateProxies,0.5515319293861871,0.0007168043485824215,0.5519275534566073
0,32778,500,436,64,168,intent_cn.jpush.android.intent.DaemonService,0.5515319293861871,0.0007168043485824215,0.5519275534566073
0,32778,500,436,64,169,intent_cn.jpush.android.intent.UNREGISTRATION,0.5515319293861871,0.0007168043485824215,0.5519275534566073
0,32778,500,436,64,170,intent_com.amazon.device.messaging.intent.RECEIVE,0.5515319293861871,0.0007168043485824215,0.5519275534566073
0,32778,500,436,64,171,intent_com.amazon.device.messaging.intent.REGISTRATION,0.5515319293861871,0.0007168043485824215,0.5519275534566073
0,32778,500,436,64,172,intent_com.baidu.location.service_v2.2,0.5515319293861871,0.0007168043485824215,0.5519275534566073
0,32778,500,436,64,173,intent_com.firebase.jobdispatcher.ACTION_EXECUTE,0.5515319293861871,0.0007168043485824215,0.5519275534566073
0,32778,500,436,64,174,intent_com.ss.android.socialbase.downloader.remote,0.5515319293861871,0.0007168043485824215,0.5519275534566073
0,32778,500,436,64,175,intent_com.urbanairship.actions.SHOW_LANDING_PAGE_INTENT_ACTION,0.5515319293861871,0.0007168043485824215,0.5519275534566073
0,32778,500,436,64,176,intent_com.urbanairship.push.CHANNEL_UPDATED,0.5515319293861871,0.0007168043485824215,0.5519275534566073
0,32778,500,436,64,177,intent_com.urbanairship.push.DISMISSED,0.5515319293861871,0.0007168043485824215,0.5519275534566073
0,32778,500,436,64,178,intent_com.urbanairship.push.OPENED,0.5515319293861871,0.0007168043485824215,0.5519275534566073
0,32778,500,436,64,179,intent_com.urbanairship.push.RECEIVED,0.5515319293861871,0.0007168043485824215,0.5519275534566073
0,32778,500,436,64,180,intent_io.intercom.android.sdk.INTERCOM_PUSH_DISMISSED,0.5515319293861871,0.0007168043485824215,0.5519275534566073
0,32778,500,436,64,181,intent_io.intercom.android.sdk.INTERCOM_PUSH_OPENED,0.5515319293861871,0.0007168043485824215,0.5519275534566073
0,32778,500,436,64,182,perm_android.hardware.camera.autofocus,0.5515319293861871,0.0007168043485824215,0.5519275534566073
0,32778,500,436,64,183,perm_android.permission.ACCESS_DOWNLOAD_MANAGER,0.5515319293861871,0.0007168043485824215,0.5519275534566073
0,32778,500,436,64,184,perm_android.permission.INSTALL_PACKAGES,0.5515319293861871,0.0007168043485824215,0.5519275534566073
0,32778,500,436,64,185,perm_android.permission.INTERACT_ACROSS_USERS_FULL,0.5515319293861871,0.0007168043485824215,0.5519275534566073
0,32778,500,436,64,186,perm_android.permission.READ_APP_BADGE,0.5515319293861871,0.0007168043485824215,0.5519275534566073
0,32778,500,436,64,187,perm_android.permission.READ_INTERNAL_STORAGE,0.5515319293861871,0.0007168043485824215,0.5519275534566073
0,32778,500,436,64,188,perm_android.permission.SYSTEM_OVERLAY_WINDOW,0.5515319293861871,0.0007168043485824215,0.5519275534566073
0,32778,500,436,64,189,perm_android.permission.WRITE_CALL_LOG,0.5515319293861871,0.0007168043485824215,0.5519275534566073
0,32778,500,436,64,190,perm_android.permission.WRITE_INTERNAL_STORAGE,0.5515319293861871,0.0007168043485824215,0.5519275534566073
0,32778,500,436,64,191,perm_com.amazon.device.messaging.permission.RECEIVE,0.5515319293861871,0.0007168043485824215,0.5519275534566073
0,32778,500,436,64,192,perm_com.sonyericsson.home.permission.BROADCAST_BADGE,0.5515319293861871,0.0007168043485824215,0.5519275534566073
0,32778,500,436,64,193,perm_com.sonymobile.home.permission.PROVIDER_INSERT_BADGE,0.5515319293861871,0.0007168043485824215,0.5519275534566073
0,32778,500,436,64,194,suspicious_Cipher,0.5515319293861871,0.0007168043485824215,0.5519275534566073
0,32778,500,436,64,195,perm_android.permission.READ_LOGS,0.5515471739234722,0.0006891838081879408,0.5519275534566073
0,32778,500,436,64,196,perm_android.permission.READ_SMS,0.5516310765359496,0.0005371663704791209,0.5519275534566073
0,32778,500,436,64,197,intent_com.android.vending.INSTALL_REFERRER,0.5516744786753858,0.00045852898561874936,0.5519275534566073
0,32778,500,436,64,198,perm_android.permission.READ_CONTACTS,0.5517085274621544,0.0003968383043774107,0.5519275534566073
0,32778,500,436,64,199,suspicious_Ljava/lang/Runtime;->exec,0.5517489607566166,0.00032357996782759823,0.5519275534566073
0,32778,500,436,64,200,perm_android.permission.CHANGE_NETWORK_STATE,0.5518170320174164,0.00020024627960446562,0.5519275534566073
0,32778,500,436,64,201,perm_android.permission.RECORD_AUDIO,0.5519026079797349,4.519701311548053e-05,0.5519275534566073
0,32778,500,436,64,202,intent_android.intent.action.MY_PACKAGE_REPLACED,0.551907920560848,3.557150868131058e-05,0.5519275534566073
0,32778,500,436,64,203,perm_android.permission.RECEIVE_SMS,0.551907920560848,3.557150868131058e-05,0.5519275534566073
0,32778,500,436,64,204,perm_android.permission.RECEIVE_BOOT_COMPLETED,0.5519180087437481,1.729341613661434e-05,0.5519275534566073
0,32778,500,436,64,205,intent_,0.5519275534566073,0.0,0.5519275534566073
0,32778,500,436,64,206,intent_ACTION.TAPCORE.MESSAGE,0.5519275534566073,0.0,0.5519275534566073
0,32778,500,436,64,207,intent_ACTION.TAPCORE.SYNC,0.5519275534566073,0.0,0.5519275534566073
0,32778,500,436,64,208,intent_LOCATION_SERVICE,0.5519275534566073,0.0,0.5519275534566073
0,32778,500,436,64,209,intent_action.com.excelliance.install.plugin,0.5519275534566073,0.0,0.5519275534566073
0,32778,500,436,64,210,intent_action.qihoo360.daemon.pcdaemon.DaemonStatus,0.5519275534566073,0.0,0.5519275534566073
0,32778,500,436,64,211,intent_action_send_cancel,0.5519275534566073,0.0,0.5519275534566073
0,32778,500,436,64,212,intent_action_send_pop,0.5519275534566073,0.0,0.5519275534566073
0,32778,500,436,64,213,intent_android.Intent.ACTION_NEW_OUTGOING_CALL,0.5519275534566073,0.0,0.5519275534566073
0,32778,500,436,64,214,intent_android.accessibilityservice.AccessibilityService,0.5519275534566073,0.0,0.5519275534566073
0,32778,500,436,64,215,intent_android.easou.eyou.SEND_SMS_RESULT,0.5519275534566073,0.0,0.5519275534566073
0,32778,500,436,64,216,intent_android.fbreader.action.CLOSE,0.5519275534566073,0.0,0.5519275534566073
0,32778,500,436,64,217,intent_android.fbreader.action.PLUGIN,0.5519275534566073,0.0,0.5519275534566073
0,32778,500,436,64,218,intent_android.fbreader.action.PLUGIN_CRASH,0.5519275534566073,0.0,0.5519275534566073
0,32778,500,436,64,219,intent_android.hardware.usb.action.USB_STATE,0.5519275534566073,0.0,0.5519275534566073
0,32778,500,436,64,220,intent_android.intent.action,0.5519275534566073,0.0,0.5519275534566073
0,32778,500,436,64,221,intent_android.intent.action.ACTION_BOOT_COMPLETED,0.5519275534566073,0.0,0.5519275534566073
0,32778,500,436,64,222,intent_android.intent.action.ACTION_MEDIA_EJECT,0.5519275534566073,0.0,0.5519275534566073
0,32778,500,436,64,223,intent_android.intent.action.ACTION_PACKAGE_ADDED,0.5519275534566073,0.0,0.5519275534566073
