cluster_id,anchor_index,n_samples,class_0,class_1,base_entropy,n_features_scored,max_reduction_ratio,mean_reduction_ratio,mean_conditional_entropy
19,72528,500,495,5,0.08079313589591118,1000,0.43117188006395646,0.008932662937619257,0.08007143804527972
20,17027,500,383,117,0.7849192945250534,1000,0.6351467666191268,0.013790314364731018,0.7740950107026101
21,69153,500,499,1,0.020814071335501033,1000,1.0,0.004880677218630756,0.020712484571706904
22,66937,500,421,79,0.6295033782281994,1000,0.6444906408725072,0.010462769412070982,0.622917029537678
23,9598,500,497,3,0.05291508034484766,1000,1.0,0.03270670337100667,0.05118440250815576
24,12048,500,217,283,0.9873944843383377,1000,0.4961412883597603,0.006288498287118084,0.9811852558148664
25,62913,500,496,4,0.06722154475830686,1000,0.5463575098455457,0.021155670612519887,0.06579942789933536
26,59652,500,499,1,0.020814071335501033,1000,1.0,0.00785773655681307,0.020650519846271954
27,14205,500,499,1,0.020814071335501033,1000,0.6881808997837361,0.004501274927008716,0.020720381478069577
28,56955,500,499,1,0.020814071335501033,1000,0.44267472834938265,0.003615851583941762,0.02073881074269429
29,10481,500,40,460,0.4021791902022728,1000,0.5275234751932717,0.014973784872721477,0.3961570455278986
30,17966,500,480,20,0.24229218908241482,1000,0.7369279604229172,0.00831039116435031,0.2402786462150733
31,41557,500,497,3,0.05291508034484766,1000,0.5610466570593391,0.003017366099276403,0.05275541617527465
32,52510,500,499,1,0.020814071335501033,1000,0.8078223171466943,0.00506401166026566,0.02070866863556046
33,39439,500,490,10,0.14144054254182067,1000,0.38162711210159306,0.007316442206967313,0.14040570098659133
34,40868,500,499,1,0.020814071335501033,1000,0.5354616808782766,0.0058308196121514486,0.02069270824014928
35,21623,500,263,237,0.9980485963165613,1000,0.6252865183140801,0.00819910921941058,0.9898654868690824
36,67885,500,496,4,0.06722154475830686,1000,0.359435098830627,0.0034784823314946726,0.0669877158025693
37,58888,500,481,19,0.23304589256445052,1000,0.5351403078663958,0.007217430225222468,0.2313639000955919
38,48242,500,489,11,0.15252732850878192,1000,0.36562911757871136,0.008965780585342132,0.15115980194810383
39,57579,500,498,2,0.037622360322278434,1000,0.4361515725327497,0.002753131827347171,0.03751878100465524
40,6904,500,499,1,0.020814071335501033,1000,0.5112761703179884,0.0040369388471023955,0.02073004620236039
41,63120,500,376,124,0.8080927832245586,1000,0.21402788726734367,0.007010385045242135,0.8024277416618731
42,40969,500,422,78,0.6246538232507122,1000,0.1478129453854935,0.0043970217590645275,0.6219072067979959
43,29058,500,494,6,0.09377790984777166,1000,0.6157044990437128,0.024417467769315616,0.09148809075658988
44,33225,500,497,3,0.05291508034484766,1000,0.3575609453461595,0.0022242014076789057,0.05279738654865723
45,35666,500,447,53,0.48773158354050183,1000,0.5619780740685639,0.0054182788583154754,0.4850889178128714
46,47222,500,500,0,-0.0,1000,0.0,0.0,0.0
47,5090,500,476,24,0.2778395739583094,1000,0.28633365948736855,0.004608321772986277,0.27655919980024013
48,57020,500,451,49,0.462623491762443,1000,0.4119221454457355,0.005580464101660597,0.46004183797407777
49,17013,500,500,0,-0.0,1000,0.0,0.0,0.0
50,49029,500,492,8,0.11835001140827503,1000,0.3719953261960513,0.005175744548282573,0.11773746198193945
51,67352,500,271,229,0.9949041692998883,1000,0.5717861766807353,0.014660252998421296,0.9803186224687676
52,51201,500,492,8,0.11835001140827503,1000,0.5253082876154296,0.003941801362689573,0.11788349917203154
53,27484,500,268,232,0.9962572968375276,1000,0.4880485225172883,0.0024373073462676193,0.9938291116091725
54,33402,500,494,6,0.09377790984777166,1000,0.31325381302146027,0.00586921183522583,0.09322750742941037
55,34708,500,474,26,0.2948328193632007,1000,0.41773614703783385,0.011979677553842969,0.29130081725493917
56,69436,500,487,13,0.17391711692221742,1000,0.3660064423956827,0.006876861322368073,0.17272111302755727
57,38449,500,476,24,0.2778395739583094,1000,0.3628039784331499,0.004466348741372558,0.27659864552685726
58,55117,500,500,0,-0.0,1000,0.0,0.0,0.0
59,55722,500,394,106,0.7452883145630642,1000,0.6139226264341218,0.01669545586837467,0.7328453863980611
60,30151,500,453,47,0.4496822131225001,1000,0.3842613189097849,0.01409954554369241,0.44334189827839104
61,27780,500,500,0,-0.0,1000,0.0,0.0,0.0
62,57970,500,488,12,0.16334554318340233,1000,0.6166322458869011,0.005763451975080822,0.16240410898992133
63,5723,500,499,1,0.020814071335501033,1000,1.0,0.007577385223141302,0.020656355098930004
64,47756,500,478,22,0.26034062501245037,1000,0.5255744076559195,0.0018553232543551755,0.25985760899681143
65,51185,500,422,78,0.6246538232507122,1000,0.23150934240244161,0.006809771374892129,0.6204000735259226
66,62021,500,498,2,0.037622360322278434,1000,0.600002619316056,0.003306764481805813,0.03749795203744302
67,6437,500,484,16,0.2043246709802796,1000,0.3582400367845485,0.0057645479551791026,0.20314683161598754
68,20740,500,469,31,0.33533353587867765,1000,0.3956526659615741,0.008681432787867443,0.33242236032542904
69,7290,500,342,158,0.8999784480561683,1000,0.33848075806624295,0.022423547257123175,0.8797977387957886
70,72749,500,403,97,0.7097645542842425,1000,0.315145374476009,0.009664905660692478,0.702904746825782
71,56812,500,477,23,0.26915586965420646,1000,0.6120344913682872,0.020108965517931683,0.2637434235523811
72,3283,500,495,5,0.08079313589591118,1000,0.33866898195116985,0.005094376838395496,0.08038154521570169
73,64314,500,486,14,0.18426059333965514,1000,0.26939080798623094,0.007376619744597593,0.1829013730086746
74,52499,500,494,6,0.09377790984777166,1000,0.37558469510442605,0.008079938982174953,0.09302019005832574
75,32637,500,497,3,0.05291508034484766,1000,0.28922371905014554,0.0030264036530480167,0.0527549379523907
76,64317,500,479,21,0.2513881446901185,1000,0.9176724757866809,0.011783849084021572,0.24842582473157795
77,14588,500,493,7,0.10627369308465984,1000,0.4521544741506476,0.008232556639136917,0.1053987888870901
78,27275,500,499,1,0.020814071335501033,1000,0.5228418194979663,0.0035411155147692815,0.02074036630456938
79,4782,500,493,7,0.10627369308465984,1000,0.5804810097545972,0.012852863775729475,0.104907771784499
80,7054,500,491,9,0.13005884617909685,1000,0.5326016715151151,0.013696928931958544,0.1282774394060092
81,37486,500,491,9,0.13005884617909685,1000,0.24853034213712544,0.00490792227600659,0.1294205274707427
82,73085,500,500,0,-0.0,1000,0.0,0.0,0.0
83,32873,500,302,198,0.968562600558214,1000,0.43720025154258746,0.007938008556255519,0.9608741423477136
84,23423,500,484,16,0.2043246709802796,1000,0.3638850111609591,0.010217641625780441,0.20223695471689757
85,60350,500,489,11,0.15252732850878192,1000,0.42985032879875185,0.00719399843795462,0.1514300471457444
86,47336,500,500,0,-0.0,1000,0.0,0.0,0.0
87,50809,500,499,1,0.020814071335501033,1000,0.6531538288446131,0.005268551159780695,0.020704411335826622
88,35202,500,399,101,0.7259101060407926,1000,0.47379182425932326,0.0053941632075209,0.7219944284548199
89,58558,500,378,122,0.8016291015856118,1000,0.41341128944444727,0.004146535215849199,0.7983051182858374
90,30799,500,490,10,0.14144054254182067,1000,0.2795417396580236,0.008271944585083364,0.14027055421183057
91,26569,500,499,1,0.020814071335501033,1000,0.8078223171466943,0.009118175657024689,0.0206242849769261
92,55828,500,486,14,0.18426059333965514,1000,0.22735100830907376,0.004364854881424383,0.1834563225893624
93,9740,500,480,20,0.24229218908241482,1000,0.3663536799354572,0.009172225836502245,0.24006983040573046
94,51468,500,498,2,0.037622360322278434,1000,0.7419219352168845,0.010502980384597523,0.03722721340979128
95,24757,500,500,0,-0.0,1000,0.0,0.0,0.0
96,6684,500,495,5,0.08079313589591118,1000,0.3454854681428998,0.006131574704562257,0.08029774674754953
97,42325,500,300,200,0.9709505944546686,1000,0.7606718065257112,0.030414471605231554,0.9414196451695445
98,33742,500,496,4,0.06722154475830686,1000,0.213084159123819,0.002131668084994404,0.06707825073672155
99,62437,500,496,4,0.06722154475830686,1000,0.4406676524436433,0.002911030366729063,0.06702586080021701
