perm_android_permission_READ_PHONE_STATE,suspicious_getCellLocation,suspicious_getCellSignalStrength,perm_android_permission_ACCESS_FINE_LOCATION,perm_android_permission_ACCESS_COARSE_LOCATION,intent_com_google_android_gms_iid_InstanceID,n_receivers,n_permissions,intent_com_google_android_c2dm_intent_REGISTRATION,intent_android_intent_action_VIEW,perm_android_permission_FLASHLIGHT,intent_com_google_android_gms_analytics_ANALYTICS_DISPATCH,intent_android_intent_action_MEDIA_BUTTON,intent_android_intent_action_ACTION_VIEW_DOWNLOADS,intent_android_appwidget_action_APPWIDGET_CONFIGURE,intent_android_net_ConnectivityManager_CONNECTIVITY_ACTION,intent_android_appwidget_action_APPWIDGET_UPDATE,intent_android_intent_action_DOWNLOAD_NOTIFICATION_CLICKED,n_api_calls,n_urls,intent_android_intent_action_ACTION_POWER_CONNECTED,intent_com_tappx_sdk_SILP,perm_android_permission_BLUETOOTH_ADMIN,n_used_permissions,perm_android_permission_BLUETOOTH,perm_android_permission_GET_ACCOUNTS,perm_android_permission_VIBRATE,intent_android_intent_action_DOWNLOAD_COMPLETE,n_services,n_activities,label
0,0,0,0,0,0,8,8,0,0,1,1,1,1,1,1,1,1,47,105,0,0,0,13,0,0,1,1,4,42,0
0,0,0,0,0,0,8,8,0,0,1,1,1,1,1,1,1,1,47,105,0,0,0,13,0,0,1,1,4,42,0
0,0,0,0,0,0,8,8,0,0,1,1,1,1,1,1,1,1,47,105,0,0,0,13,0,0,1,1,4,42,0
0,0,0,0,0,0,8,8,0,0,1,1,1,1,1,1,1,1,47,105,0,0,0,13,0,0,1,1,4,42,0
0,0,0,0,0,0,8,8,0,0,1,1,1,1,1,1,1,1,47,105,0,0,0,13,0,0,1,1,4,42,0
0,0,0,0,0,0,8,8,0,0,1,1,1,1,1,1,1,1,47,105,0,0,0,13,0,0,1,1,4,42,0
0,0,0,0,0,0,8,8,0,0,1,1,1,1,1,1,1,1,47,105,0,0,0,13,0,0,1,1,4,42,0
0,0,0,0,0,0,8,8,0,0,1,1,1,1,1,1,1,1,47,105,0,0,0,13,0,0,1,1,4,42,0
0,0,0,0,0,0,8,8,0,0,1,1,1,1,1,1,1,1,47,105,0,0,0,13,0,0,1,1,4,42,0
0,0,0,0,0,0,8,8,0,0,1,1,1,1,1,1,1,1,47,105,0,0,0,13,0,0,1,1,4,42,0
0,0,0,0,0,0,8,8,0,0,1,1,1,1,1,1,1,1,47,105,0,0,0,13,0,0,1,1,4,42,0
0,0,0,0,0,0,8,8,0,0,1,1,1,1,1,1,1,1,47,105,0,0,0,13,0,0,1,1,4,42,0
0,0,0,0,0,0,8,8,0,0,1,1,1,1,1,1,1,1,47,105,0,0,0,13,0,0,1,1,4,42,0
0,0,0,0,0,0,8,8,0,0,1,1,1,1,1,1,1,1,47,105,0,0,0,13,0,0,1,1,4,42,0
0,0,0,0,0,0,8,8,0,0,1,1,1,1,1,1,1,1,47,105,0,0,0,13,0,0,1,1,4,42,1
0,0,0,0,0,0,8,8,0,0,1,1,1,1,1,1,1,1,47,105,0,0,0,13,0,0,1,1,4,42,0
0,0,0,0,0,0,8,8,0,0,1,1,1,1,1,1,1,1,47,105,0,0,0,13,0,0,1,1,4,42,0
0,0,0,0,0,0,8,8,0,0,1,1,1,1,1,1,1,1,47,105,0,0,0,13,0,0,1,1,4,42,0
0,0,0,0,0,0,8,8,0,0,1,1,1,1,1,1,1,1,47,105,0,0,0,13,0,0,1,1,4,42,0
0,0,0,0,0,0,8,8,0,0,1,1,1,1,1,1,1,1,47,105,0,0,0,13,0,0,1,1,4,42,0
0,0,0,0,0,0,8,8,0,0,1,1,1,1,1,1,1,1,47,105,0,0,0,13,0,0,1,1,4,42,0
0,0,0,0,0,0,8,8,0,0,1,1,1,1,1,1,1,1,47,105,0,0,0,13,0,0,1,1,4,42,0
0,0,0,0,0,0,8,8,0,0,1,1,1,1,1,1,1,1,47,105,0,0,0,13,0,0,1,1,4,42,0
0,0,0,0,0,0,8,8,0,0,1,1,1,1,1,1,1,1,47,105,0,0,0,13,0,0,1,1,4,42,0
0,0,0,0,0,0,8,8,0,0,1,1,1,1,1,1,1,1,47,105,0,0,0,13,0,0,1,1,4,42,0
0,0,0,0,0,0,8,8,0,0,1,1,1,1,1,1,1,1,47,105,0,0,0,13,0,0,1,1,4,42,0
0,0,0,0,0,0,8,8,0,0,1,1,1,1,1,1,1,1,47,105,0,0,0,13,0,0,1,1,4,42,0
0,0,0,0,0,0,8,8,0,0,1,1,1,1,1,1,1,1,47,105,0,0,0,13,0,0,1,1,4,42,0
0,0,0,0,0,0,8,8,0,0,1,1,1,1,1,1,1,1,47,105,0,0,0,13,0,0,1,1,4,42,0
0,0,0,0,0,0,8,8,0,0,1,1,1,1,1,1,1,1,47,105,0,0,0,13,0,0,1,1,4,42,0
0,0,0,0,0,0,8,8,0,0,1,1,1,1,1,1,1,1,47,105,0,0,0,13,0,0,1,1,4,42,0
0,0,0,0,0,0,8,8,0,0,1,1,1,1,1,1,1,1,47,105,0,0,0,13,0,0,1,1,4,42,0
0,0,0,0,0,0,8,8,0,0,1,1,1,1,1,1,1,1,47,105,0,0,0,13,0,0,1,1,4,42,0
0,0,0,0,0,0,8,8,0,0,1,1,1,1,1,1,1,1,47,105,0,0,0,13,0,0,1,1,4,42,0
0,0,0,0,0,0,8,8,0,0,1,1,1,1,1,1,1,1,47,105,0,0,0,13,0,0,1,1,4,42,0
0,0,0,0,0,0,8,8,0,0,1,1,1,1,1,1,1,1,47,105,0,0,0,13,0,0,1,1,4,42,0
0,0,0,0,0,0,8,8,0,0,1,1,1,1,1,1,1,1,47,105,0,0,0,13,0,0,1,1,4,42,0
0,0,0,0,0,0,8,8,0,0,1,1,1,1,1,1,1,1,47,105,0,0,0,13,0,0,1,1,4,42,0
0,0,0,0,0,0,8,8,0,0,1,1,1,1,1,1,1,1,47,105,0,0,0,13,0,0,1,1,4,42,0
0,0,0,0,0,0,8,8,0,0,1,1,1,1,1,1,1,1,47,105,0,0,0,13,0,0,1,1,4,42,0
0,0,0,0,0,0,8,8,0,0,1,1,1,1,1,1,1,1,47,105,0,0,0,13,0,0,1,1,4,42,0
0,0,0,0,0,0,8,8,0,0,1,1,1,1,1,1,1,1,47,105,0,0,0,13,0,0,1,1,4,42,1
0,0,0,0,0,0,8,8,0,0,1,1,1,1,1,1,1,1,47,105,0,0,0,13,0,0,1,1,4,42,0
0,0,0,0,0,0,8,8,0,0,1,1,1,1,1,1,1,1,47,105,0,0,0,13,0,0,1,1,4,42,0
0,0,0,0,0,0,8,8,0,0,1,1,1,1,1,1,1,1,47,105,0,0,0,13,0,0,1,1,4,42,1
0,0,0,0,0,0,8,8,0,0,1,1,1,1,1,1,1,1,47,105,0,0,0,13,0,0,1,1,4,42,0
0,0,0,0,0,0,8,8,0,0,1,1,1,1,1,1,1,1,47,105,0,0,0,13,0,0,1,1,4,42,1
0,0,0,0,0,0,8,8,0,0,1,1,1,1,1,1,1,1,47,105,0,0,0,13,0,0,1,1,4,42,0
0,0,0,0,0,0,8,8,0,0,1,1,1,1,1,1,1,1,47,105,0,0,0,13,0,0,1,1,4,42,0
0,0,0,0,0,0,8,8,0,0,1,1,1,1,1,1,1,1,47,105,0,0,0,13,0,0,1,1,4,42,0
0,0,0,0,0,0,8,8,0,0,1,1,1,1,1,1,1,1,47,105,0,0,0,13,0,0,1,1,4,42,0
0,0,0,0,0,0,8,8,0,0,1,1,1,1,1,1,1,1,47,105,0,0,0,13,0,0,1,1,4,42,0
0,0,0,0,0,0,8,8,0,0,1,1,1,1,1,1,1,1,47,105,0,0,0,13,0,0,1,1,4,42,1
0,0,0,0,0,0,8,8,0,0,1,1,1,1,1,1,1,1,47,105,0,0,0,13,0,0,1,1,4,42,0
0,0,0,0,0,0,8,8,0,0,1,1,1,1,1,1,1,1,47,105,0,0,0,13,0,0,1,1,4,42,0
0,0,0,0,0,0,8,8,0,0,1,1,1,1,1,1,1,1,47,105,0,0,0,13,0,0,1,1,4,42,0
0,0,0,0,0,0,8,8,0,0,1,1,1,1,1,1,1,1,47,105,0,0,0,13,0,0,1,1,4,42,0
0,0,0,0,0,0,8,8,0,0,1,1,1,1,1,1,1,1,47,105,0,0,0,13,0,0,1,1,4,42,0
0,0,0,0,0,0,8,8,0,0,1,1,1,1,1,1,1,1,47,105,0,0,0,13,0,0,1,1,4,42,1
0,0,0,0,0,0,8,8,0,0,1,1,1,1,1,1,1,1,47,105,0,0,0,13,0,0,1,1,4,42,1
0,0,0,0,0,0,8,8,0,0,1,1,1,1,1,1,1,1,47,105,0,0,0,13,0,0,1,1,4,42,0
0,0,0,0,0,0,8,8,0,0,1,1,1,1,1,1,1,1,47,105,0,0,0,13,0,0,1,1,4,42,0
0,0,0,0,0,0,8,8,0,0,1,1,1,1,1,1,1,1,47,105,0,0,0,13,0,0,1,1,4,42,1
0,0,0,0,0,0,8,8,0,0,1,1,1,1,1,1,1,1,47,105,0,0,0,13,0,0,1,1,4,42,0
0,0,0,0,0,0,8,8,0,0,1,1,1,1,1,1,1,1,47,105,0,0,0,13,0,0,1,1,4,42,0
0,0,0,0,0,0,8,8,0,0,1,1,1,1,1,1,1,1,47,105,0,0,0,13,0,0,1,1,4,42,0
0,0,0,0,0,0,8,8,0,0,1,1,1,1,1,1,1,1,47,105,0,0,0,13,0,0,1,1,4,42,0
0,0,0,0,0,0,8,8,0,0,1,1,1,1,1,1,1,1,47,105,0,0,0,13,0,0,1,1,4,42,0
0,0,0,0,0,0,8,8,0,0,1,1,1,1,1,1,1,1,47,105,0,0,0,13,0,0,1,1,4,42,0
0,0,0,0,0,0,8,8,0,0,1,1,1,1,1,1,1,1,47,105,0,0,0,13,0,0,1,1,4,42,0
0,0,0,0,0,0,8,8,0,0,1,1,1,1,1,1,1,1,47,105,0,0,0,13,0,0,1,1,4,42,0
0,0,0,0,0,0,8,8,0,0,1,1,1,1,1,1,1,1,47,105,0,0,0,13,0,0,1,1,4,42,0
0,0,0,0,0,0,8,8,0,0,1,1,1,1,1,1,1,1,47,105,0,0,0,13,0,0,1,1,4,42,0
0,0,0,0,0,0,8,8,0,0,1,1,1,1,1,1,1,1,47,105,0,0,0,13,0,0,1,1,4,42,0
0,0,0,0,0,0,8,8,0,0,1,1,1,1,1,1,1,1,47,105,0,0,0,13,0,0,1,1,4,42,0
0,0,0,0,0,0,8,8,0,0,1,1,1,1,1,1,1,1,47,105,0,0,0,13,0,0,1,1,4,42,0
0,0,0,0,0,0,8,8,0,0,1,1,1,1,1,1,1,1,47,105,0,0,0,13,0,0,1,1,4,42,0
0,0,0,0,0,0,8,8,0,0,1,1,1,1,1,1,1,1,47,105,0,0,0,13,0,0,1,1,4,42,0
0,0,0,0,0,0,8,8,0,0,1,1,1,1,1,1,1,1,47,105,0,0,0,13,0,0,1,1,4,42,0
0,0,0,0,0,0,8,8,0,0,1,1,1,1,1,1,1,1,47,105,0,0,0,13,0,0,1,1,4,42,0
0,0,0,0,0,0,8,8,0,0,1,1,1,1,1,1,1,1,47,105,0,0,0,13,0,0,1,1,4,42,0
0,0,0,0,0,0,8,8,0,0,1,1,1,1,1,1,1,1,47,105,0,0,0,13,0,0,1,1,4,42,0
0,0,0,0,0,0,8,8,0,0,1,1,1,1,1,1,1,1,47,105,0,0,0,13,0,0,1,1,4,42,0
0,0,0,0,0,0,8,8,0,0,1,1,1,1,1,1,1,1,47,105,0,0,0,13,0,0,1,1,4,42,0
0,0,0,0,0,0,8,8,0,0,1,1,1,1,1,1,1,1,47,105,0,0,0,13,0,0,1,1,4,42,0
0,0,0,0,0,0,8,8,0,0,1,1,1,1,1,1,1,1,47,105,0,0,0,13,0,0,1,1,4,42,0
0,0,0,0,0,0,8,8,0,0,1,1,1,1,1,1,1,1,47,105,0,0,0,13,0,0,1,1,4,42,0
0,0,0,0,0,0,8,8,0,0,1,1,1,1,1,1,1,1,47,105,0,0,0,13,0,0,1,1,4,42,0
0,0,0,0,0,0,8,8,0,0,1,1,1,1,1,1,1,1,47,105,0,0,0,13,0,0,1,1,4,42,0
0,0,0,0,0,0,8,8,0,0,1,1,1,1,1,1,1,1,47,105,0,0,0,13,0,0,1,1,4,42,0
0,0,0,0,0,0,8,8,0,0,1,1,1,1,1,1,1,1,47,105,0,0,0,13,0,0,1,1,4,42,1
0,0,0,0,0,0,8,8,0,0,1,1,1,1,1,1,1,1,47,105,0,0,0,13,0,0,1,1,4,42,0
0,0,0,0,0,0,8,8,0,0,1,1,1,1,1,1,1,1,47,105,0,0,0,13,0,0,1,1,4,42,0
0,0,0,0,0,0,8,8,0,0,1,1,1,1,1,1,1,1,47,105,0,0,0,13,0,0,1,1,4,42,0
0,0,0,0,0,0,8,8,0,0,1,1,1,1,1,1,1,1,47,105,0,0,0,13,0,0,1,1,4,42,0
0,0,0,0,0,0,8,8,0,0,1,1,1,1,1,1,1,1,47,105,0,0,0,13,0,0,1,1,4,42,1
0,0,0,0,0,0,8,8,0,0,1,1,1,1,1,1,1,1,47,105,0,0,0,13,0,0,1,1,4,42,0
0,0,0,0,0,0,8,8,0,0,1,1,1,1,1,1,1,1,47,105,0,0,0,13,0,0,1,1,4,42,0
0,0,0,0,0,0,8,8,0,0,1,1,1,1,1,1,1,1,47,105,0,0,0,13,0,0,1,1,4,42,0
0,0,0,0,0,0,8,8,0,0,1,1,1,1,1,1,1,1,47,105,0,0,0,13,0,0,1,1,4,42,0
0,0,0,0,0,0,8,8,0,0,1,1,1,1,1,1,1,1,47,105,0,0,0,13,0,0,1,1,4,42,0
0,0,0,0,0,0,8,8,0,0,1,1,1,1,1,1,1,1,47,105,0,0,0,13,0,0,1,1,4,42,0
0,0,0,0,0,0,8,8,0,0,1,1,1,1,1,1,1,1,47,105,0,0,0,13,0,0,1,1,4,42,0
0,0,0,0,0,0,8,8,0,0,1,1,1,1,1,1,1,1,47,105,0,0,0,13,0,0,1,1,4,42,0
0,0,0,0,0,0,8,8,0,0,1,1,1,1,1,1,1,1,47,105,0,0,0,13,0,0,1,1,4,42,0
0,0,0,0,0,0,8,8,0,0,1,1,1,1,1,1,1,1,47,105,0,0,0,13,0,0,1,1,4,42,0
0,0,0,0,0,0,8,8,0,0,1,1,1,1,1,1,1,1,47,105,0,0,0,13,0,0,1,1,4,42,0
0,0,0,0,0,0,8,8,0,0,1,1,1,1,1,1,1,1,47,105,0,0,0,13,0,0,1,1,4,42,0
0,0,0,0,0,0,8,8,0,0,1,1,1,1,1,1,1,1,47,105,0,0,0,13,0,0,1,1,4,42,0
0,0,0,0,0,0,8,8,0,0,1,1,1,1,1,1,1,1,47,105,0,0,0,13,0,0,1,1,4,42,0
0,0,0,0,0,0,8,8,0,0,1,1,1,1,1,1,1,1,47,105,0,0,0,13,0,0,1,1,4,42,1
0,0,0,0,0,0,8,8,0,0,1,1,1,1,1,1,1,1,47,105,0,0,0,13,0,0,1,1,4,42,0
0,0,0,0,0,0,8,8,0,0,1,1,1,1,1,1,1,1,47,105,0,0,0,13,0,0,1,1,4,42,0
0,0,0,0,0,0,8,8,0,0,1,1,1,1,1,1,1,1,47,105,0,0,0,13,0,0,1,1,4,42,0
0,0,0,0,0,0,8,8,0,0,1,1,1,1,1,1,1,1,47,105,0,0,0,13,0,0,1,1,4,42,0
0,0,0,0,0,0,8,8,0,0,1,1,1,1,1,1,1,1,47,105,0,0,0,13,0,0,1,1,4,42,0
0,0,0,0,0,0,8,8,0,0,1,1,1,1,1,1,1,1,47,105,0,0,0,13,0,0,1,1,4,42,0
0,0,0,0,0,0,8,8,0,0,1,1,1,1,1,1,1,1,47,105,0,0,0,13,0,0,1,1,4,42,0
0,0,0,0,0,0,8,8,0,0,1,1,1,1,1,1,1,1,47,105,0,0,0,13,0,0,1,1,4,42,1
0,0,0,0,0,0,8,8,0,0,1,1,1,1,1,1,1,1,47,105,0,0,0,13,0,0,1,1,4,42,0
0,0,0,0,0,0,8,8,0,0,1,1,1,1,1,1,1,1,47,105,0,0,0,13,0,0,1,1,4,42,0
0,0,0,0,0,0,8,8,0,0,1,1,1,1,1,1,1,1,47,105,0,0,0,13,0,0,1,1,4,42,0
0,0,0,0,0,0,8,8,0,0,1,1,1,1,1,1,1,1,47,105,0,0,0,13,0,0,1,1,4,42,0
0,0,0,0,0,0,8,8,0,0,1,1,1,1,1,1,1,1,47,105,0,0,0,13,0,0,1,1,4,42,0
0,0,0,0,0,0,8,8,0,0,1,1,1,1,1,1,1,1,47,105,0,0,0,13,0,0,1,1,4,42,0
0,0,0,0,0,0,8,8,0,0,1,1,1,1,1,1,1,1,47,105,0,0,0,13,0,0,1,1,4,42,0
0,0,0,0,0,0,8,8,0,0,1,1,1,1,1,1,1,1,47,105,0,0,0,13,0,0,1,1,4,42,0
0,0,0,0,0,0,8,8,0,0,1,1,1,1,1,1,1,1,47,105,0,0,0,13,0,0,1,1,4,42,0
0,0,0,0,0,0,8,8,0,0,1,1,1,1,1,1,1,1,47,105,0,0,0,13,0,0,1,1,4,42,0
0,0,0,0,0,0,8,8,0,0,1,1,1,1,1,1,1,1,47,105,0,0,0,13,0,0,1,1,4,42,0
0,0,0,0,0,0,8,8,0,0,1,1,1,1,1,1,1,1,47,105,0,0,0,13,0,0,1,1,4,42,0
0,0,0,0,0,0,8,8,0,0,1,1,1,1,1,1,1,1,47,105,0,0,0,13,0,0,1,1,4,42,0
0,0,0,0,0,0,8,8,0,0,1,1,1,1,1,1,1,1,47,105,0,0,0,13,0,0,1,1,4,42,0
0,0,0,0,0,0,8,8,0,0,1,1,1,1,1,1,1,1,47,105,0,0,0,13,0,0,1,1,4,42,0
0,0,0,0,0,0,8,8,0,0,1,1,1,1,1,1,1,1,47,105,0,0,0,13,0,0,1,1,4,42,0
0,0,0,0,0,0,8,8,0,0,1,1,1,1,1,1,1,1,47,105,0,0,0,13,0,0,1,1,4,42,0
0,0,0,0,0,0,8,8,0,0,1,1,1,1,1,1,1,1,47,105,0,0,0,13,0,0,1,1,4,42,0
0,0,0,0,0,0,8,8,0,0,1,1,1,1,1,1,1,1,47,105,0,0,0,13,0,0,1,1,4,42,1
0,0,0,0,0,0,8,8,0,0,1,1,1,1,1,1,1,1,47,105,0,0,0,13,0,0,1,1,4,42,0
0,0,0,0,0,0,8,8,0,0,1,1,1,1,1,1,1,1,47,105,0,0,0,13,0,0,1,1,4,42,0
0,0,0,0,0,0,8,8,0,0,1,1,1,1,1,1,1,1,47,105,0,0,0,13,0,0,1,1,4,42,1
0,0,0,0,0,0,8,8,0,0,1,1,1,1,1,1,1,1,47,105,0,0,0,13,0,0,1,1,4,42,0
0,0,0,0,0,0,8,8,0,0,1,1,1,1,1,1,1,1,47,105,0,0,0,13,0,0,1,1,4,42,0
0,0,0,0,0,0,8,8,0,0,1,1,1,1,1,1,1,1,47,105,0,0,0,13,0,0,1,1,4,42,0
0,0,0,0,0,0,8,8,0,0,1,1,1,1,1,1,1,1,47,105,0,0,0,13,0,0,1,1,4,42,0
0,0,0,0,0,0,8,8,0,0,1,1,1,1,1,1,1,1,47,105,0,0,0,13,0,0,1,1,4,42,0
0,0,0,0,0,0,8,8,0,0,1,1,1,1,1,1,1,1,47,105,0,0,0,13,0,0,1,1,4,42,0
0,0,0,0,0,0,8,8,0,0,1,1,1,1,1,1,1,1,47,105,0,0,0,13,0,0,1,1,4,42,0
0,0,0,0,0,0,8,8,0,0,1,1,1,1,1,1,1,1,47,105,0,0,0,13,0,0,1,1,4,42,0
0,0,0,0,0,0,8,8,0,0,1,1,1,1,1,1,1,1,47,105,0,0,0,13,0,0,1,1,4,42,0
0,0,0,0,0,0,8,8,0,0,1,1,1,1,1,1,1,1,47,105,0,0,0,13,0,0,1,1,4,42,0
0,0,0,0,0,0,8,8,0,0,1,1,1,1,1,1,1,1,47,105,0,0,0,13,0,0,1,1,4,42,0
0,0,0,0,0,0,8,8,0,0,1,1,1,1,1,1,1,1,47,105,0,0,0,13,0,0,1,1,4,42,0
0,0,0,0,0,0,8,8,0,0,1,1,1,1,1,1,1,1,47,105,0,0,0,13,0,0,1,1,4,42,0
0,0,0,0,0,0,8,8,0,0,1,1,1,1,1,1,1,1,47,105,0,0,0,13,0,0,1,1,4,42,0
0,0,0,0,0,0,8,8,0,0,1,1,1,1,1,1,1,1,47,105,0,0,0,13,0,0,1,1,4,42,0
0,0,0,0,0,0,8,8,0,0,1,1,1,1,1,1,1,1,47,105,0,0,0,13,0,0,1,1,4,42,1
0,0,0,0,0,0,8,8,0,0,1,1,1,1,1,1,1,1,47,105,0,0,0,13,0,0,1,1,4,42,0
0,0,0,0,0,0,8,8,0,0,1,1,1,1,1,1,1,1,47,105,0,0,0,13,0,0,1,1,4,42,1
0,0,0,0,0,0,8,8,0,0,1,1,1,1,1,1,1,1,47,105,0,0,0,13,0,0,1,1,4,42,0
0,0,0,0,0,0,8,8,0,0,1,1,1,1,1,1,1,1,47,105,0,0,0,13,0,0,1,1,4,42,0
0,0,0,0,0,0,8,8,0,0,1,1,1,1,1,1,1,1,47,105,0,0,0,13,0,0,1,1,4,42,0
0,0,0,0,0,0,8,8,0,0,1,1,1,1,1,1,1,1,47,105,0,0,0,13,0,0,1,1,4,42,0
