suspicious_getSubscriberId,perm_android_permission_GET_TASKS,perm_android_permission_RESTART_PACKAGES,suspicious_getCellLocation,perm_android_permission_MOUNT_UNMOUNT_FILESYSTEMS,perm_android_permission_CHANGE_WIFI_STATE,perm_android_permission_WRITE_SETTINGS,perm_android_permission_READ_PHONE_STATE,perm_android_permission_READ_SMS,suspicious_sendTextMessage,suspicious_getWifiState,n_permissions,intent_com_umeng_message_message_handler_action,intent_com_baidu_android_pushservice_action_media_CLICK,intent_com_umeng_messge_registercallback_action,intent_org_android_agoo_client_MessageReceiverService,intent_com_baidu_android_pushservice_action_BIND_SYNC,intent_com_baidu_android_pushservice_action_METHOD,perm_android_permission_WRITE_SMS,intent_com_baidu_android_pushservice_action_notification_SHOW,intent_com_baidu_android_pushservice_action_PUSH_SERVICE,intent_org_agoo_android_intent_action_RECEIVE,intent_com_google_android_c2dm_intent_RECEIVE,perm_com_google_android_c2dm_permission_RECEIVE,n_providers,intent_com_android_vending_INSTALL_REFERRER,suspicious_Ldalvik_system_PathClassLoader_,n_api_calls,intent_com_umeng_message_disablecallback_action,intent_com_taobao_accs_intent_action_START_FROM_AGOO,label
0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,0,0,0
0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,0,0,0
0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0
1,0,0,1,0,0,0,1,0,0,0,12,0,0,0,0,0,0,0,0,0,0,1,1,4,1,1,36,0,0,0
0,0,0,0,0,1,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,30,0,0,1
0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,1,1,4,1,1,25,0,0,1
0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,0,0,1
0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,0,0,0
0,1,0,0,0,0,0,1,0,0,0,18,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,27,0,0,1
0,0,0,0,0,1,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,22,0,0,0
0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,1,1,4,1,1,28,0,0,0
0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,0,0,0
0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,0,0,0
0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,0,0,1
0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,23,0,0,1
0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,0,0,0
0,0,0,0,0,1,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,19,0,0,0
0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0
0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,0,0,0
0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,0,0,0
0,1,0,0,1,1,0,1,0,0,0,19,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,18,0,0,0
0,0,0,0,0,1,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,22,0,0,0
0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,1,1,4,1,1,28,0,0,0
0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,1,1,4,1,1,28,0,0,0
0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,1,1,3,1,1,13,0,0,0
1,0,1,1,0,0,1,1,0,0,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,1
0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0
0,1,0,0,0,0,0,1,0,0,0,14,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,23,0,0,0
0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,18,0,0,0
0,0,0,0,0,0,0,1,0,0,0,13,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,21,0,0,0
0,0,0,0,1,0,1,1,0,0,0,17,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,29,0,0,0
0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,1,3,1,1,40,0,0,0
0,0,0,0,0,0,0,1,0,0,0,21,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,31,0,0,0
1,1,0,1,1,1,1,1,0,0,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0
0,1,0,0,0,0,0,1,0,0,0,25,0,0,0,0,0,0,0,0,0,0,1,1,3,1,1,24,0,0,0
0,0,0,0,0,1,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,36,0,0,1
0,0,0,0,0,1,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,36,0,0,0
1,1,0,1,1,1,1,1,0,0,1,26,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,38,0,0,0
0,0,0,1,0,0,0,1,0,0,0,14,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,30,0,0,0
1,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,40,0,0,0
0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,30,0,0,0
0,0,0,0,0,1,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,36,0,0,0
0,0,0,0,0,1,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,36,0,0,1
0,0,0,0,0,0,0,1,0,0,0,13,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,34,0,0,1
0,0,0,0,0,0,0,1,0,0,0,17,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,24,0,0,0
0,0,0,0,0,0,0,1,0,0,0,17,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,24,0,0,0
0,1,0,0,0,0,0,1,0,0,0,25,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,25,0,0,0
0,0,0,0,0,0,0,1,0,0,0,12,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,21,0,0,0
0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,1,7,1,1,22,0,0,0
0,0,0,1,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,1,5,1,1,36,0,0,1
0,0,0,0,1,1,1,0,0,0,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0
0,0,0,0,0,0,0,1,0,0,0,20,0,0,0,0,0,0,0,0,0,0,1,1,3,1,1,30,0,0,0
0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,40,0,0,0
0,0,0,0,0,1,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,40,0,0,0
0,0,0,0,0,1,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,40,0,0,0
0,1,0,0,0,0,0,1,0,0,0,25,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,25,0,0,0
0,1,0,0,0,0,0,1,0,0,0,25,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,25,0,0,0
0,1,0,0,0,0,0,1,0,0,0,25,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,25,0,0,0
0,1,0,0,0,0,0,1,0,0,0,25,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,25,0,0,1
0,1,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,24,0,0,0
0,1,0,0,0,0,0,1,0,0,0,25,0,0,0,0,0,0,0,0,0,0,1,1,3,1,1,24,0,0,0
0,1,0,0,0,0,0,1,0,0,0,25,0,0,0,0,0,0,0,0,0,0,1,1,3,1,1,24,0,0,0
0,1,0,0,0,0,0,1,0,0,0,25,0,0,0,0,0,0,0,0,0,0,1,1,3,1,1,24,0,0,0
0,1,0,0,0,0,0,1,0,0,0,25,0,0,0,0,0,0,0,0,0,0,1,1,3,1,1,24,0,0,0
0,1,0,0,0,0,0,1,0,0,0,25,0,0,0,0,0,0,0,0,0,0,1,1,3,1,1,24,0,0,0
0,1,0,0,0,0,0,1,0,0,0,25,0,0,0,0,0,0,0,0,0,0,1,1,3,1,1,24,0,0,1
0,1,0,0,0,0,0,1,0,0,0,25,0,0,0,0,0,0,0,0,0,0,1,1,3,1,1,24,0,0,0
0,1,0,0,0,0,0,1,0,0,0,25,0,0,0,0,0,0,0,0,0,0,1,1,3,1,1,24,0,0,0
0,1,0,0,0,0,0,1,0,0,0,25,0,0,0,0,0,0,0,0,0,0,1,1,3,1,1,24,0,0,0
0,0,0,1,0,0,0,1,0,0,0,20,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,36,0,0,0
1,1,0,0,0,0,0,1,0,0,0,23,0,0,0,0,0,0,0,0,0,0,1,1,3,1,1,34,0,0,0
0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,1,1,3,1,1,23,0,0,0
0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,1,3,1,1,23,0,0,0
0,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,1,1,5,1,1,27,0,0,0
0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,1,7,1,1,22,0,0,0
0,0,0,0,0,0,0,1,0,0,0,15,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,14,0,0,1
1,1,0,1,1,1,1,1,0,0,1,26,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,36,0,0,0
0,0,0,1,0,0,0,1,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,24,0,0,0
1,1,0,1,1,1,1,1,0,0,1,26,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,36,0,0,1
0,0,0,0,0,1,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,39,0,0,0
0,0,0,0,0,1,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,39,0,0,0
0,0,0,0,0,0,0,1,0,0,0,15,0,0,0,0,0,0,0,0,0,0,1,1,5,1,1,20,0,0,0
0,0,0,0,0,0,0,1,0,0,0,17,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,24,0,0,0
0,0,0,1,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,1,1,3,1,1,43,0,0,1
0,0,0,0,0,0,0,1,0,0,0,15,0,0,0,0,0,0,0,0,0,0,1,1,4,1,1,14,0,0,0
0,0,0,0,0,0,0,1,0,1,0,23,0,0,0,0,0,0,0,0,0,0,1,1,3,1,1,26,0,0,0
0,0,0,0,0,1,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0
0,0,0,0,0,1,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,39,0,0,1
1,1,0,1,1,0,0,1,0,0,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0
1,1,0,1,1,1,1,1,0,0,1,22,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,32,0,0,0
0,0,0,0,0,0,0,1,0,0,1,13,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,27,0,0,1
0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,1,3,1,1,23,0,0,0
0,0,0,0,0,1,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,39,0,0,0
1,0,0,1,0,0,1,0,0,1,0,19,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,19,0,0,0
0,0,0,0,0,1,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,39,0,0,1
0,0,0,0,0,1,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,39,0,0,1
0,0,0,0,0,1,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,39,0,0,0
0,0,0,0,0,1,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,39,0,0,0
0,0,0,0,0,1,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,39,0,0,0
0,0,0,0,0,1,1,1,0,0,0,19,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,19,0,0,0
0,1,0,1,0,1,0,1,0,0,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,29,0,0,0
0,1,0,1,0,1,0,1,0,0,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,29,0,0,0
0,1,0,0,0,1,0,1,0,0,0,13,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,48,0,0,0
1,1,0,1,1,1,1,1,0,0,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0
0,0,0,1,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0
0,0,0,0,0,1,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,1,1,3,1,1,28,0,0,0
0,0,0,0,0,1,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,1,1,3,1,1,28,0,0,0
0,0,0,0,0,1,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,1,1,3,1,1,28,0,0,0
0,0,0,0,0,1,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,1,1,3,1,1,28,0,0,0
0,0,0,0,0,1,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,1,1,3,1,1,28,0,0,0
0,0,0,0,0,1,1,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,1,1,3,1,1,26,0,0,1
0,1,0,0,0,0,0,1,0,0,0,18,0,0,0,0,0,0,0,0,0,0,1,1,3,1,1,29,0,0,1
0,0,0,1,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0
0,0,0,0,0,0,0,1,0,0,0,17,0,0,0,0,0,0,0,0,0,0,1,1,8,1,1,33,0,0,0
1,1,1,1,1,1,1,1,0,0,1,33,1,0,1,1,0,0,0,0,0,1,0,0,2,0,0,32,1,1,0
0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,1
0,0,0,0,0,0,0,1,0,0,0,14,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,10,0,0,0
0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,28,0,0,0
0,1,0,0,0,1,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,1,1,4,1,1,27,0,0,0
1,1,0,1,1,0,0,1,0,0,1,24,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,38,0,0,0
1,0,1,1,1,1,1,1,1,0,0,24,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,38,0,0,0
0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,23,0,0,0
1,1,0,0,1,1,1,1,1,1,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,1
1,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,32,0,0,0
1,1,0,1,1,1,1,1,1,1,1,18,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,38,0,0,0
0,0,0,1,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,1,1,4,1,1,35,0,0,0
1,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,1,1,4,1,1,35,0,0,0
1,1,0,1,0,1,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,1,1,4,1,1,41,0,0,0
1,0,0,1,0,0,0,1,0,1,0,23,0,0,0,0,0,0,0,0,0,0,1,1,4,1,1,33,0,0,0
1,1,0,1,0,0,1,1,0,0,0,16,0,0,0,0,0,0,0,0,0,0,1,1,8,1,1,33,0,0,0
0,0,0,1,0,0,1,1,0,0,0,19,0,0,0,0,0,0,0,0,0,0,1,1,7,1,1,32,0,0,0
0,0,0,1,0,0,0,1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,1,1,3,1,1,41,0,0,0
0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,20,0,0,0
1,1,0,1,1,1,1,1,1,0,1,20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,52,0,0,0
0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,1,1,9,1,1,37,0,0,0
0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,1,1,5,1,1,32,0,0,0
0,0,0,0,0,0,0,1,0,0,0,15,0,0,0,0,0,0,0,0,0,0,1,1,5,1,1,20,0,0,1
0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,1,1,9,1,1,37,0,0,0
1,1,0,1,0,0,1,1,0,0,0,15,0,0,0,0,0,0,0,0,0,0,1,1,8,1,1,34,0,0,0
1,1,0,0,0,0,0,1,0,1,0,21,0,0,0,0,0,0,0,0,0,0,1,1,4,1,1,32,0,0,0
0,1,0,1,0,0,0,1,0,0,0,17,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,29,0,0,0
0,0,0,0,0,0,0,1,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,32,0,0,0
1,1,0,1,1,1,1,1,0,0,1,21,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,35,0,0,0
0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,1,1,3,1,1,24,0,0,0
1,1,1,1,0,1,0,1,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0
1,0,0,1,0,0,1,0,0,1,0,19,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,19,0,0,0
0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,21,0,0,0
0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,1,1,9,1,1,37,0,0,0
1,0,0,1,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,38,0,0,1
0,0,0,1,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,51,0,0,0
0,0,0,1,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,1,1,6,1,1,46,0,0,0
0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,1,1,9,1,1,37,0,0,0
0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,28,0,0,0
1,0,0,1,0,0,0,1,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,45,0,0,0
0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,42,0,0,0
0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,42,0,0,0
1,1,0,0,1,1,1,1,0,1,0,25,0,1,0,0,1,1,0,1,1,0,0,0,0,1,1,44,0,0,0
1,0,0,1,0,0,0,1,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0
1,0,0,1,0,0,0,1,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0
0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,1,1,6,1,1,27,0,0,0
1,0,0,1,0,0,0,1,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,1
1,1,0,1,0,0,1,1,0,0,0,16,0,0,0,0,0,0,0,0,0,0,1,1,8,1,1,33,0,0,0
0,1,0,1,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,20,0,0,0
0,0,0,0,0,0,0,1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,1,1,3,1,1,26,0,0,0
0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,1,1,6,1,1,29,0,0,0
0,1,0,0,0,0,0,1,0,0,0,17,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,43,0,0,0
0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,1,1,3,1,1,26,0,0,0
0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,19,0,0,0
0,0,0,0,0,1,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,1,1,6,1,1,44,0,0,0
0,0,0,0,0,1,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,1,1,6,1,1,44,0,0,0
0,0,0,0,0,1,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,1,1,6,1,1,44,0,0,0
0,0,0,0,0,1,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,1,1,6,1,1,44,0,0,0
1,1,1,0,1,1,1,1,0,1,0,28,1,0,1,1,0,0,0,0,0,1,0,0,3,0,0,28,1,1,0
0,0,0,0,0,0,0,1,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,29,0,0,0
0,0,0,0,0,0,0,1,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,26,0,0,0
1,1,1,1,0,1,0,1,0,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0
0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,38,0,0,0
0,0,0,0,0,0,0,1,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,1,3,1,1,26,0,0,0
0,0,0,0,0,0,0,1,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,1,3,1,1,26,0,0,0
1,1,0,1,1,1,1,1,0,0,1,23,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,31,0,0,0
1,1,0,1,1,1,1,1,0,0,1,23,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,31,0,0,1
1,1,0,1,0,0,1,1,0,0,0,23,0,0,0,0,0,0,0,0,0,0,1,1,3,1,1,32,0,0,1
1,1,1,1,0,1,1,1,0,0,0,26,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,49,0,0,0
0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,1,1,5,1,1,29,0,0,0
0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,23,0,0,0
1,1,0,0,0,1,1,1,1,0,0,35,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,28,0,0,0
0,1,0,0,1,1,1,1,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0
0,0,0,0,0,0,0,1,0,0,0,14,0,0,0,0,0,0,0,0,0,0,1,1,3,1,1,29,0,0,0
0,0,0,0,0,0,0,1,0,0,0,20,0,0,0,0,0,0,0,0,0,0,1,1,4,1,1,30,0,0,0
1,0,0,1,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,44,0,0,1
1,0,0,1,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,44,0,0,1
1,0,0,1,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,44,0,0,0
