perm_android_permission_SEND_SMS,perm_android_permission_READ_SETTINGS,perm_android_permission_WRITE_SMS,intent_android_intent_action_USER_PRESENT,perm_android_permission_MOUNT_UNMOUNT_FILESYSTEMS,perm_android_permission_CHANGE_CONFIGURATION,intent_android_intent_action_BATTERY_CHANGED,intent_android_net_conn_CONNECTIVITY_CHANGE,intent_android_net_wifi_supplicant_CONNECTION_CHANGE,suspicious_getSubscriberId,perm_android_permission_BROADCAST_STICKY,perm_com_sec_android_provider_badge_permission_READ,perm_com_sec_android_provider_badge_permission_WRITE,perm_android_permission_READ_SMS,intent_com_google_android_c2dm_intent_RECEIVE,perm_android_permission_RECEIVE_SMS,perm_android_permission_READ_INTERNAL_STORAGE,perm_com_majeur_launcher_permission_UPDATE_BADGE,perm_com_sonyericsson_home_permission_BROADCAST_BADGE,perm_com_huawei_android_launcher_permission_CHANGE_BADGE,perm_com_anddoes_launcher_permission_UPDATE_COUNT,perm_com_sonymobile_home_permission_PROVIDER_INSERT_BADGE,n_permissions,suspicious_getCellLocation,perm_android_permission_WRITE_SETTINGS,perm_android_permission_WRITE_INTERNAL_STORAGE,perm_android_permission_INTERACT_ACROSS_USERS_FULL,n_api_calls,intent_android_net_wifi_STATE_CHANGE,perm_android_permission_UPDATE_APP_OPS_STATS,label
0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,39,0,0,0
0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,39,0,0,0
0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,39,0,0,0
0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,39,0,0,0
0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,63,1,1,0,0,35,0,0,0
0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,66,0,1,0,0,29,1,0,0
0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,39,0,0,0
0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,39,0,0,0
1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,71,1,1,0,0,32,0,0,0
0,1,0,1,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,103,0,1,0,0,62,1,0,0
0,0,1,0,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,84,1,1,0,0,51,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,1,0,0,0,39,0,0,0
0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,12,0,0,1
0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,1,1,1,1,1,65,0,1,0,0,22,0,0,0
0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,1,1,1,72,1,0,0,0,32,0,0,0
1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,62,0,0,0,0,36,0,0,0
0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,93,0,1,0,1,25,0,0,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,1,0,0,0,61,0,0,0
1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,64,0,0,0,0,44,0,0,0
0,0,0,1,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,56,0,1,0,0,29,0,0,0
1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,60,1,1,0,0,50,0,0,0
0,0,0,1,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,53,0,1,0,0,27,0,0,0
0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,60,1,1,0,0,27,0,0,0
0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,54,1,1,0,0,30,0,0,0
0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,56,1,1,0,0,38,0,0,0
0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,67,1,1,0,0,41,0,0,0
0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,54,1,1,0,0,34,0,0,0
0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,51,1,1,0,0,30,1,0,0
0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,103,0,1,0,1,13,0,1,0
1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,78,0,1,0,0,7,0,0,0
0,0,0,1,1,1,0,1,0,1,0,1,1,1,0,1,0,1,1,1,0,1,56,1,1,0,0,23,0,0,1
0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,50,0,0,0,0,32,0,0,0
0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,64,1,1,0,0,39,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,54,1,0,0,0,29,0,0,0
0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,54,1,1,0,0,55,0,0,1
0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,49,0,0,0,0,34,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,59,0,1,0,0,33,0,0,0
0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,68,0,0,0,0,38,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,55,1,0,0,0,56,0,0,0
0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,77,1,1,0,1,58,1,0,0
0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,50,1,0,0,0,48,0,0,0
0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,80,0,1,0,0,63,0,0,0
1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,46,1,1,1,1,39,0,0,0
1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,46,1,1,1,1,39,0,0,1
0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,49,0,0,0,0,30,0,0,0
1,1,1,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,54,1,1,0,1,46,0,0,1
0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,47,0,0,0,0,33,0,0,0
1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,49,1,1,1,1,38,1,1,0
1,0,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,1,1,1,1,54,1,1,0,0,46,0,0,0
0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,55,0,1,0,0,49,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,48,0,0,0,0,23,0,1,0
0,0,0,1,1,1,0,1,0,1,0,1,1,1,0,1,0,1,1,1,0,1,59,1,1,0,0,25,0,0,0
1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,46,1,1,1,1,47,1,1,0
1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,46,1,1,1,1,45,1,1,0
1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,46,1,1,1,1,45,1,1,1
0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,55,1,0,0,0,35,0,0,0
0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,18,1,0,0
0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,1,1,1,44,0,0,0,0,32,0,0,0
0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,49,0,1,0,0,11,0,0,0
0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,1,1,1,44,0,1,0,0,25,0,0,0
0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,1,1,1,43,1,1,0,0,34,0,0,0
0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,50,1,1,0,0,37,1,0,0
1,0,0,1,1,1,1,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,168,1,1,0,0,32,0,1,0
1,1,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,51,1,1,0,1,58,0,0,0
0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,44,1,1,0,0,35,0,0,0
0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,67,0,0,0,0,36,0,0,0
1,0,0,1,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,44,1,1,0,0,48,0,0,0
0,0,1,1,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,48,1,1,0,0,52,0,0,0
1,1,1,0,1,1,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,43,1,1,1,1,40,0,1,1
0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,1,1,1,46,0,1,0,0,21,0,0,0
0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,168,1,0,0,0,32,0,0,0
0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,62,1,1,0,0,20,0,0,0
1,0,1,1,1,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,122,1,1,0,0,45,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,43,0,0,0,0,32,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,49,0,1,1,0,36,0,0,0
1,1,1,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,49,1,1,0,1,54,0,0,0
1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,43,0,1,0,0,40,0,1,1
0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,57,1,1,0,0,49,0,0,0
0,0,0,1,1,0,0,1,0,1,1,1,1,0,1,0,0,1,1,1,1,1,44,0,1,0,0,45,0,0,0
0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,47,0,0,0,0,21,0,0,0
0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,44,1,1,0,0,42,0,0,0
0,0,1,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,97,1,1,0,0,62,0,0,0
0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,45,0,1,0,0,25,0,0,0
0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,61,1,1,0,0,53,0,0,1
0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,44,1,1,0,0,39,0,0,0
1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,65,0,0,0,0,54,0,0,0
0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,69,1,1,0,0,30,1,0,0
0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,57,1,1,0,0,48,0,0,0
0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,57,1,1,0,0,48,0,0,0
0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,57,1,1,0,0,48,0,0,0
0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,57,1,1,0,0,48,0,0,0
0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,45,1,0,0,0,48,0,0,0
0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,1,1,1,45,0,1,0,0,41,1,0,1
0,1,0,1,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,89,1,1,0,1,59,1,0,0
0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,1,1,1,1,1,53,1,0,0,0,39,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,44,0,0,0,0,31,0,0,0
0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,1,1,1,1,1,53,1,0,0,0,39,0,0,0
0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,57,1,1,0,0,18,0,0,0
1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,49,0,0,0,1,55,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,45,0,1,0,0,21,0,0,1
0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,46,1,1,0,0,41,0,0,0
1,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,43,1,1,0,0,32,0,0,0
1,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,47,0,1,0,0,31,0,1,0
1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,45,1,1,1,1,41,0,1,0
0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,46,0,0,0,0,37,1,0,0
0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0,0,1,1,1,1,1,44,1,1,0,0,41,0,0,0
0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,40,1,1,0,0,33,0,0,0
0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,44,1,0,0
1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,44,1,1,1,1,28,0,1,0
0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,48,0,1,0,0,51,0,0,0
0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,52,0,1,0,0,23,1,0,0
1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,47,1,1,0,0,40,0,1,0
0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,44,1,1,0,1,37,0,0,0
0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0,0,1,1,1,1,1,40,1,1,0,0,30,0,0,0
0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,49,0,1,0,1,47,0,0,0
0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,53,0,1,0,0,28,0,0,0
0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,50,0,1,0,0,25,0,0,0
1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,44,1,1,1,1,31,0,1,0
1,0,1,0,0,1,0,1,0,1,0,1,1,1,0,1,0,1,1,0,1,0,41,1,0,0,0,41,0,0,0
0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,53,1,1,0,0,40,1,0,1
1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,43,1,1,0,0,47,0,0,0
1,0,1,1,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,51,1,1,0,0,58,1,0,0
1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,43,1,1,0,0,53,0,0,0
0,1,0,1,1,1,0,1,0,1,0,1,1,1,0,1,0,1,1,1,1,1,45,0,1,0,0,38,0,0,0
0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,75,1,1,0,0,14,0,1,0
1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,41,1,0,0,0,33,0,0,0
1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,44,1,1,0,0,49,0,0,0
0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,62,1,1,0,0,55,0,0,0
0,0,0,1,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,123,0,1,0,1,90,0,1,0
0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,1,4,0,0,0
1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,44,0,0,0,0,22,0,0,0
1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,43,1,1,1,1,31,0,1,0
0,1,0,1,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,91,1,1,0,1,61,1,0,1
1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,40,1,1,1,1,39,0,1,0
0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,43,0,0,0,0,34,0,0,0
1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,43,1,1,1,1,30,0,1,0
1,0,0,0,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,45,1,1,0,0,44,0,0,0
1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,61,1,1,1,1,17,1,1,0
0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,53,1,1,0,0,15,0,0,0
1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,51,1,1,1,1,51,1,1,0
1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,50,1,1,0,0,63,0,0,0
1,0,1,0,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,173,1,1,0,0,47,1,1,0
0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,1,1,1,40,1,1,0,0,45,0,0,0
1,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,50,0,1,0,0,26,0,0,1
1,1,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,51,1,1,0,1,68,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,45,0,0,0,0,55,0,0,0
1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,40,1,1,1,0,44,1,1,0
1,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,136,1,1,0,1,47,0,1,0
0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,43,1,1,0,0,26,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,41,0,1,0,0,46,0,0,1
1,1,0,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,50,1,1,0,0,64,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,38,0,0,0,0,25,0,0,0
0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,38,0,1,0,0,48,0,0,0
0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,38,1,1,0,0,36,0,0,0
0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,38,1,1,0,0,36,0,0,0
0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,38,1,1,0,0,36,0,0,0
0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,38,1,1,0,0,36,0,0,0
0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,38,1,1,0,0,36,0,0,0
0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,42,0,1,0,0,51,1,0,1
0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,1,1,1,1,38,0,0,0,1,28,0,0,0
1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,50,1,1,0,0,62,0,0,0
0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,42,1,1,0,0,44,0,0,0
1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,50,1,1,0,0,63,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,39,0,0,0,0,50,0,0,0
0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,50,1,1,0,0,43,0,0,0
0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,42,0,0,0,0,37,0,0,0
0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,1,1,1,1,1,38,0,1,1,0,29,0,0,0
1,0,1,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,41,1,1,0,0,50,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,37,1,1,0,0,32,0,0,0
1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,1,1,47,0,1,0,0,21,0,0,0
0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,1,1,0,0,32,0,1,0
0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,39,0,1,0,0,30,0,0,1
0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,39,0,1,0,0,28,0,0,0
1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,42,1,1,1,1,30,1,1,0
0,0,0,1,1,0,0,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,47,1,1,0,0,28,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,37,1,0,0,0,29,1,0,0
0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,37,0,0,0,0,36,0,0,1
