perm_android_permission_GET_TASKS,perm_android_permission_CHANGE_WIFI_STATE,n_permissions,perm_android_permission_MOUNT_UNMOUNT_FILESYSTEMS,n_api_calls,intent_android_net_conn_CONNECTIVITY_CHANGE,perm_android_permission_WRITE_SETTINGS,perm_android_permission_SYSTEM_ALERT_WINDOW,suspicious_getWifiState,intent_android_intent_action_USER_PRESENT,perm_android_permission_CHANGE_NETWORK_STATE,perm_android_permission_READ_LOGS,perm_android_permission_READ_PHONE_STATE,perm_com_google_android_c2dm_permission_RECEIVE,suspicious_getSubscriberId,intent_com_google_android_c2dm_intent_RECEIVE,suspicious_getCellLocation,intent_com_android_vending_INSTALL_REFERRER,intent_com_google_firebase_INSTANCE_ID_EVENT,perm_android_permission_RESTART_PACKAGES,intent_android_intent_action_PACKAGE_REMOVED,suspicious_Ldalvik_system_PathClassLoader_,intent_com_google_firebase_MESSAGING_EVENT,n_providers,suspicious_sendTextMessage,n_services,perm_com_android_launcher_permission_INSTALL_SHORTCUT,perm_android_permission_RECEIVE_SMS,suspicious_setWifiEnabled,perm_android_permission_ACCESS_WIFI_STATE,label
1,1,30,1,56,1,0,0,1,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,6,0,0,0,1,1
1,1,23,1,51,1,1,1,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,11,0,0,0,1,1
1,0,24,1,35,1,1,1,0,1,0,1,1,0,1,0,1,0,0,1,1,0,0,0,1,9,0,0,0,1,1
1,1,20,0,34,1,0,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,2,1,13,0,0,1,1,1
0,0,17,0,27,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,0,13,0,0,0,1,0
0,0,17,0,32,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,1,1,4,1,9,0,1,0,1,0
1,1,32,0,44,1,1,1,1,1,1,0,1,0,1,0,1,0,0,1,1,0,0,2,1,16,1,0,0,1,1
0,0,17,0,26,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,2,0,13,0,0,0,1,0
1,0,20,0,68,1,1,0,1,1,0,1,1,0,1,0,1,0,0,0,1,1,0,1,1,12,0,0,0,1,1
1,1,31,0,59,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,17,1,1,0,1,1
0,0,17,0,26,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,2,0,13,0,0,0,1,0
0,0,17,0,26,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,2,0,13,0,0,0,1,0
0,0,11,0,44,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,5,0,12,0,0,0,1,0
1,0,21,1,49,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,7,0,0,0,1,1
0,0,28,0,37,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,1,2,0,16,0,0,0,1,0
0,0,11,0,30,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,5,0,16,0,0,0,1,0
0,0,11,0,30,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,5,0,16,0,0,0,1,0
0,0,12,0,45,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,7,0,6,0,0,0,1,0
1,1,29,1,56,1,1,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,4,0,0,0,1,1
0,0,11,0,31,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,2,0,10,0,0,0,1,0
0,0,11,0,31,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,2,0,10,0,0,0,1,0
0,1,15,0,61,1,1,1,0,1,1,1,1,0,1,0,1,0,0,0,0,1,0,3,0,13,0,0,0,1,1
1,1,21,0,57,0,1,1,1,0,1,1,1,0,1,0,1,0,0,0,1,0,0,3,0,7,1,0,1,1,1
0,0,12,0,33,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,6,0,16,0,0,0,1,0
0,0,12,0,33,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,6,0,16,0,0,0,1,0
0,0,12,0,33,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,6,0,16,0,0,0,1,0
0,0,12,0,33,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,6,0,16,0,0,0,1,0
0,0,12,0,33,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,6,0,16,0,0,0,1,0
0,0,12,0,33,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,6,0,16,0,0,0,1,0
0,0,12,0,33,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,6,0,16,0,0,0,1,0
0,0,12,0,33,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,6,0,16,0,0,0,1,0
0,0,12,0,33,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,6,0,16,0,0,0,1,0
0,0,12,0,33,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,6,0,16,0,0,0,1,0
0,0,12,0,33,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,6,0,16,0,0,0,1,0
0,0,33,0,38,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,7,0,0,0,1,0
1,1,20,1,44,1,1,1,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,1,1,4,0,0,1,1,1
0,0,21,0,58,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,10,0,0,1,0,0
0,0,13,0,33,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,1,5,0,13,0,0,0,1,0
0,0,11,0,39,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,1,5,0,12,0,0,0,0,0
0,0,2,0,33,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,6,0,0,0,0,0
0,0,12,0,28,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,2,0,10,0,0,0,1,0
1,1,23,1,64,0,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,5,0,0,0,1,1
1,1,29,1,65,0,1,1,0,0,0,1,1,0,1,0,1,1,0,1,0,0,0,0,1,2,0,0,0,1,1
0,0,7,0,64,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,6,0,0,0,0,0
1,1,31,1,46,1,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,15,1,11,1,1,1,1,1
0,0,12,0,27,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,2,0,10,0,0,0,1,0
0,0,12,0,27,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,2,0,10,0,0,0,1,0
0,0,25,0,46,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,4,0,13,0,0,0,1,0
0,0,6,0,42,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,5,0,0,0,0,0
1,1,20,0,54,1,1,1,0,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,12,0,0,0,1,1
0,0,6,0,45,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,10,0,0,0,0,0
0,0,21,0,58,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,10,0,0,1,0,0
1,1,43,1,54,1,1,1,0,1,0,1,1,0,1,0,1,0,0,0,1,1,0,0,1,13,1,1,0,1,1
1,1,25,0,23,1,0,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,1,0,9,0,0,0,1,1
0,0,4,0,37,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,3,0,1,0,0,0,0,0
1,1,26,1,36,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,2,0,3,1,0,0,1,0
1,1,23,1,48,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,4,0,0,0,1,0
0,0,30,0,46,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,1,0,20,0,0,0,1,0
1,1,31,0,63,1,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,9,0,0,0,1,1
0,0,13,1,23,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,2,0,5,0,0,0,1,1
1,1,26,1,50,0,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,5,0,0,1,1,0
0,0,9,0,29,1,0,1,0,0,0,0,1,1,0,1,0,1,1,0,0,1,1,5,0,19,0,0,0,0,0
1,1,29,1,67,1,1,1,0,1,1,0,1,0,1,0,1,1,0,1,1,0,0,7,1,10,0,0,0,1,1
1,1,29,1,65,1,1,0,1,0,1,0,1,0,1,0,1,1,0,1,1,0,0,0,0,9,1,1,0,1,1
0,0,11,0,27,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,3,0,13,0,0,0,1,0
0,0,11,0,27,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,3,0,13,0,0,0,1,0
0,0,11,0,27,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,3,0,13,0,0,0,1,0
0,0,37,0,32,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,2,0,14,0,0,1,1,0
0,0,36,0,48,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,1,6,0,24,0,0,0,1,0
0,0,11,0,36,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,1,11,0,19,0,0,0,0,0
1,1,40,1,62,1,1,1,0,1,1,1,1,0,1,0,1,0,0,1,1,0,0,1,1,18,0,0,0,1,1
0,0,10,0,58,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,10,0,0,1,0,0
0,0,17,0,26,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,2,0,13,0,0,0,1,0
0,0,17,0,26,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,2,0,13,0,0,0,1,0
0,0,38,0,33,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,2,0,17,0,0,1,1,0
0,0,8,0,46,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,2,0,5,0,0,0,1,0
0,0,17,0,27,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,0,14,0,0,0,1,0
0,0,17,0,27,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,0,14,0,0,0,1,0
0,0,40,0,33,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,2,0,15,0,0,1,1,0
0,0,40,0,33,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,2,0,16,0,0,1,1,0
0,0,28,0,38,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,1,2,0,16,0,0,0,1,0
0,0,28,0,38,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,1,2,0,16,0,0,0,1,0
0,0,26,0,52,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,4,0,25,0,0,0,0,0
1,0,35,1,72,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,0,0,0,1,5,1,1,0,1,1
