intent_android_intent_action_QUICKBOOT_POWERON,perm_com_android_launcher_permission_INSTALL_SHORTCUT,intent_android_intent_action_USER_PRESENT,n_urls,n_api_calls,perm_android_permission_RECEIVE_BOOT_COMPLETED,intent_android_intent_action_BOOT_COMPLETED,suspicious_Ldalvik_system_DexClassLoader_,n_services,suspicious_Ljava_lang_System___loadLibrary,perm_android_permission_READ_EXTERNAL_STORAGE,n_permissions,n_receivers,perm_android_permission_ACCESS_WIFI_STATE,suspicious_getSimCountryIso,n_providers,intent_com_android_vending_INSTALL_REFERRER,perm_com_google_android_c2dm_permission_RECEIVE,perm_com_android_vending_BILLING,perm_android_permission_READ_PHONE_STATE,intent_com_google_android_c2dm_intent_RECEIVE,suspicious_Ljava_lang_Runtime___exec,perm_android_permission_ACCESS_NETWORK_STATE,suspicious_getExternalStorageDirectory,suspicious_Cipher,intent_android_intent_action_MAIN,n_used_permissions,suspicious_getPackageInfo,suspicious_getDeviceId,perm_android_permission_VIBRATE,label
0,0,0,50,18,0,0,1,0,0,0,3,1,0,1,2,1,0,0,0,0,1,1,1,1,1,7,1,1,0,0
0,0,0,55,18,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,6,1,0,0,0
0,0,0,50,13,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,1,1,1,5,1,0,0,0
0,0,0,48,15,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,1,1,1,5,1,0,0,0
0,0,0,54,13,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,1,1,1,5,1,0,0,0
0,0,0,50,13,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,1,1,1,5,1,0,0,0
0,0,0,52,17,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,1,1,6,1,1,0,1
0,0,0,48,15,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,1,1,1,5,1,0,0,0
0,0,0,52,17,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,8,1,1,0,0
0,0,0,53,19,0,0,1,0,0,0,3,0,0,0,1,0,0,0,0,0,0,1,1,1,1,10,1,1,0,1
0,0,0,53,20,0,0,1,0,0,0,4,0,0,0,1,0,0,0,0,0,0,1,1,1,1,8,1,1,0,0
0,0,0,48,15,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,1,1,5,1,0,0,0
0,0,0,49,20,0,0,1,0,0,0,3,0,1,0,1,0,0,0,0,0,0,1,1,1,1,8,1,1,0,1
0,0,0,48,17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,5,1,0,0,0
0,0,0,52,20,0,0,1,0,1,0,5,0,1,0,1,0,0,0,0,0,0,1,1,1,1,8,1,1,0,0
0,0,0,52,18,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,1,1,1,1,1,9,1,1,0,0
0,0,0,49,20,0,0,1,0,0,0,4,0,1,0,1,0,0,0,0,0,0,1,1,1,1,8,1,1,0,0
0,0,0,50,19,0,0,0,1,0,1,4,0,0,0,1,0,0,0,0,0,0,1,1,1,1,9,1,1,1,0
0,0,0,48,16,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,1,1,1,1,1,7,1,1,0,0
0,0,0,50,17,0,0,1,0,0,1,5,0,1,0,0,0,0,0,0,0,1,1,1,1,1,7,1,1,0,0
0,0,0,49,18,0,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,9,1,1,0,0
0,0,0,51,19,0,0,0,1,0,0,3,0,0,1,0,0,0,0,1,0,0,1,1,1,1,8,1,1,0,0
0,0,0,50,18,0,0,1,0,0,1,6,0,1,0,0,0,0,0,0,0,0,1,1,1,1,8,1,1,0,0
0,0,0,53,19,0,0,1,0,0,0,4,0,1,0,2,0,0,0,0,0,0,1,1,1,1,10,1,1,0,0
0,0,0,49,17,0,0,1,1,0,0,4,1,0,1,0,1,0,1,0,0,0,1,1,1,1,8,1,1,0,0
0,0,0,47,16,0,0,1,0,0,0,3,0,0,0,1,0,0,1,0,0,0,1,1,1,1,6,1,1,0,0
0,0,0,56,20,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,9,1,1,0,1
0,0,0,49,19,0,0,0,2,1,0,3,0,0,0,2,0,0,0,0,0,1,1,1,1,1,10,1,1,0,0
0,0,0,48,17,0,0,1,0,0,1,5,0,1,0,0,0,0,0,0,0,0,1,1,1,1,7,1,1,0,0
0,0,0,49,13,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,1,1,1,6,1,1,1,0
0,0,0,54,19,0,0,1,1,1,0,2,1,0,0,0,0,0,0,0,0,0,1,1,1,1,8,1,1,0,0
0,0,0,57,19,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,10,1,1,0,0
0,0,0,54,19,0,0,1,0,1,0,4,0,1,1,0,0,0,0,1,0,0,1,1,1,1,10,1,1,0,0
0,0,0,54,16,0,0,0,0,0,1,4,0,0,0,1,0,0,0,0,0,1,1,1,1,1,7,1,1,0,0
0,0,0,49,13,0,0,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,1,1,5,1,1,0,0
0,0,0,48,21,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,8,1,1,0,0
0,0,0,54,21,0,0,1,0,1,0,7,1,0,0,2,0,0,1,1,0,0,1,1,1,1,9,1,1,0,0
0,0,0,53,22,0,0,1,0,0,0,2,1,0,0,0,1,0,0,0,0,0,1,1,1,1,6,1,1,0,0
0,0,0,49,20,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,8,1,1,0,0
0,0,0,48,18,0,0,1,0,1,0,4,0,1,0,0,0,0,0,0,0,0,1,1,1,1,7,1,1,0,0
0,0,0,51,21,0,1,1,2,1,0,3,1,1,0,0,0,0,0,0,0,0,1,1,1,1,8,1,1,0,0
0,0,0,50,15,0,0,1,1,1,0,6,0,1,0,0,0,0,0,0,0,0,1,1,1,1,7,1,1,0,0
0,0,0,46,16,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,6,1,1,0,0
0,0,0,47,22,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,1,1,9,1,1,0,1
0,0,0,58,15,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,7,1,1,0,0
0,0,0,52,14,0,0,1,4,1,0,6,1,1,0,3,0,0,0,1,0,1,1,1,1,1,9,1,1,0,0
0,0,0,46,20,0,0,1,1,0,0,3,1,0,0,1,1,0,0,0,0,0,1,1,1,1,9,1,1,0,0
0,0,0,48,21,0,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,9,1,1,0,0
0,0,0,46,20,0,0,1,0,0,0,4,0,0,0,1,0,0,0,1,0,0,1,1,1,1,9,1,1,0,0
0,0,0,48,18,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,10,1,1,0,0
0,0,0,47,19,0,0,0,0,1,1,6,1,0,0,1,0,0,0,0,0,0,0,1,1,1,8,1,1,0,0
0,0,0,53,19,0,0,1,3,0,0,6,3,0,0,2,1,1,0,0,1,0,1,1,1,1,9,1,1,0,0
0,0,0,53,16,0,0,1,0,0,0,3,0,1,0,0,0,0,0,0,0,1,1,1,1,1,9,1,1,0,0
0,0,0,48,14,0,0,0,1,0,1,6,1,1,0,1,0,0,0,0,0,1,1,1,1,1,6,1,1,0,0
0,0,0,51,21,0,0,0,0,0,0,6,0,0,0,2,0,0,0,0,0,0,1,1,1,1,7,1,1,0,0
0,0,0,46,18,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,7,1,1,0,0
0,0,0,52,23,0,0,1,2,1,0,2,1,0,1,3,1,0,0,0,0,0,1,1,1,1,11,1,1,0,0
0,0,0,54,18,0,0,1,2,1,0,5,4,0,0,1,1,1,0,0,1,0,1,1,1,1,7,1,1,0,0
0,0,0,46,18,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,9,1,1,0,0
0,0,0,48,20,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,8,1,1,0,0
0,0,0,48,21,0,0,1,0,0,1,5,0,1,0,0,0,0,0,0,0,0,1,1,1,1,8,1,1,0,0
0,0,0,47,21,0,0,1,0,1,0,2,0,0,0,1,0,0,0,0,0,0,1,1,1,1,8,1,1,0,0
0,0,0,52,13,0,0,1,0,1,0,5,0,1,0,0,0,0,1,0,0,0,1,1,1,1,5,1,1,0,1
0,0,0,45,20,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,1,1,8,1,1,0,0
0,0,0,45,20,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,1,1,8,1,1,0,0
0,0,0,45,20,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,1,1,8,1,1,0,0
0,0,0,45,20,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,1,1,8,1,1,0,0
0,0,0,53,13,0,0,1,0,1,0,5,0,1,0,0,0,0,1,0,0,0,1,1,1,1,5,1,1,0,0
0,0,0,45,20,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,1,1,8,1,1,0,0
0,0,0,45,20,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,1,1,9,1,1,0,1
0,0,0,45,20,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,1,1,9,1,1,0,0
0,0,0,45,20,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,1,1,9,1,1,0,0
0,0,0,46,21,0,0,1,0,0,0,3,0,0,0,1,0,0,0,0,0,0,1,1,1,1,9,1,1,0,1
0,0,0,50,14,0,0,0,2,1,0,7,2,0,0,1,0,1,0,1,1,1,1,0,0,1,6,1,1,1,0
0,0,0,45,20,0,0,1,0,0,0,3,0,1,0,1,0,0,0,0,0,0,1,1,1,1,8,1,1,0,0
0,0,0,45,20,0,0,1,0,0,0,3,0,0,0,1,0,0,0,0,0,0,1,1,1,1,8,1,1,0,0
0,0,0,50,22,0,0,1,0,1,0,4,1,0,0,0,1,0,0,0,0,1,1,1,1,1,9,1,1,0,0
0,0,0,46,19,0,0,1,0,1,0,3,0,0,0,0,0,0,1,0,0,0,1,1,1,1,10,1,1,0,0
0,1,0,54,16,0,0,1,0,0,1,5,0,1,0,0,0,0,0,0,0,0,1,1,1,1,7,1,1,0,0
0,0,0,49,19,0,0,1,3,1,0,5,4,0,0,1,1,1,0,0,1,0,1,1,1,1,8,1,1,0,1
0,0,0,46,19,0,0,1,0,1,0,3,0,0,0,0,0,0,1,0,0,0,1,1,1,1,10,1,1,0,0
0,0,0,46,19,0,0,1,0,1,0,3,0,0,0,0,0,0,1,0,0,0,1,1,1,1,10,1,1,0,0
0,0,0,47,23,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,1,1,9,1,1,0,1
0,0,0,45,16,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,6,1,1,0,0
0,0,0,49,13,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,1,1,1,1,5,1,1,0,0
0,0,0,50,17,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,7,1,1,0,0
0,0,0,45,16,0,0,1,1,0,0,4,1,1,0,1,1,0,0,0,0,0,1,1,1,1,6,1,1,0,1
0,0,0,53,16,1,0,1,2,0,0,7,2,1,0,0,0,0,0,0,0,0,1,1,1,1,7,1,1,0,0
0,0,0,53,21,0,0,1,1,1,0,7,2,0,0,0,1,1,1,0,0,1,1,1,1,1,9,1,1,0,0
0,0,0,53,16,1,0,1,2,0,0,7,2,1,0,0,0,0,0,0,0,0,1,1,1,1,7,1,1,0,0
0,0,0,57,13,0,1,1,3,0,0,2,1,0,0,0,0,0,0,0,0,0,1,1,1,1,9,1,1,0,0
0,0,0,45,15,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,7,1,1,0,0
0,0,0,53,21,0,0,1,1,1,0,7,2,0,0,0,1,1,1,0,0,1,1,1,1,1,9,1,1,0,0
0,0,0,46,20,0,0,1,0,0,0,6,0,1,0,1,0,0,1,1,0,0,1,1,1,1,8,1,1,0,0
0,0,0,50,23,0,0,1,2,0,0,4,1,0,0,2,0,0,1,0,0,0,1,1,1,1,11,1,1,0,1
0,0,0,49,17,0,0,1,1,1,0,6,0,1,0,0,0,0,0,1,0,0,1,1,1,1,8,1,1,0,0
0,0,0,53,22,0,0,1,0,1,0,5,0,1,0,0,0,0,1,0,0,0,1,1,1,1,9,1,1,0,0
0,0,0,46,19,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,10,1,1,0,0
0,0,0,46,19,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,10,1,1,0,0
0,0,0,50,18,1,1,1,0,1,0,7,2,1,0,1,0,0,1,0,0,1,1,1,1,1,7,1,1,0,0
0,0,0,46,19,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,10,1,1,0,1
0,0,0,50,20,0,0,1,2,1,0,7,0,1,0,0,0,0,0,1,0,0,1,1,1,1,8,1,1,0,0
0,0,0,49,13,0,0,1,2,1,0,7,3,1,0,1,1,0,1,0,0,0,1,1,1,1,8,1,1,1,0
0,0,0,46,16,0,1,1,2,0,0,2,1,0,0,0,0,0,0,0,0,0,1,1,1,1,7,1,1,0,0
0,0,0,45,20,0,0,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,1,1,1,9,1,1,0,0
0,0,0,45,18,0,0,1,1,1,0,4,1,0,0,1,0,0,0,0,0,0,1,1,1,1,7,1,0,1,0
0,0,0,55,16,0,0,0,0,0,0,5,0,1,0,0,0,0,0,1,0,0,1,1,1,1,6,1,1,0,0
0,0,0,48,14,0,0,1,1,1,0,5,1,0,1,0,0,0,0,1,0,0,1,1,1,1,6,1,1,1,0
0,0,0,45,20,0,0,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,1,1,1,9,1,1,0,0
0,0,0,45,20,0,0,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,1,1,9,1,1,0,0
0,0,0,45,20,0,0,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,1,1,1,9,1,1,0,0
0,0,0,45,20,0,0,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,1,1,1,9,1,1,0,0
0,0,0,47,22,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,1,1,1,6,1,1,0,0
0,0,0,48,16,0,0,1,0,0,0,6,0,1,0,0,0,0,0,0,0,0,1,1,1,1,8,1,1,0,0
0,0,0,48,16,0,0,1,0,1,0,5,2,1,0,1,1,0,0,1,0,0,1,1,1,1,7,1,1,0,1
0,0,0,48,16,0,0,1,0,1,0,5,2,1,0,1,1,0,0,1,0,0,1,1,1,1,7,1,1,0,0
0,0,0,48,16,0,0,1,0,1,0,5,2,1,0,1,1,0,0,1,0,0,1,1,1,1,7,1,1,0,0
0,0,0,44,20,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,1,1,8,1,1,0,0
0,0,0,47,20,0,0,1,2,0,0,7,2,1,0,1,1,0,1,0,0,0,1,1,1,1,8,1,1,0,0
0,0,0,44,20,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,1,1,9,1,1,0,0
0,0,0,44,20,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,1,1,9,1,1,0,0
0,0,0,57,18,0,0,1,2,1,0,7,2,0,0,0,1,1,1,0,1,0,1,1,1,1,8,1,1,1,0
0,0,0,47,21,0,0,1,2,0,0,6,2,1,0,1,1,0,1,0,0,0,1,1,1,1,9,1,1,0,0
0,0,0,57,13,0,0,1,0,1,1,5,0,0,1,1,0,0,1,0,0,0,1,1,1,1,6,1,1,0,0
0,0,0,44,20,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,1,1,9,1,1,0,1
0,0,0,45,20,0,0,1,0,0,0,4,0,0,0,0,0,0,1,0,0,0,1,1,1,1,9,1,1,0,0
0,0,0,44,20,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,1,1,9,1,1,0,0
0,0,0,44,20,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,1,1,9,1,1,0,0
0,0,0,45,19,0,0,1,0,1,0,3,0,0,1,0,0,0,0,0,0,0,1,1,1,1,8,1,1,0,0
0,0,0,44,20,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,1,1,9,1,1,0,0
0,0,0,44,20,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,1,1,9,1,1,0,0
0,0,0,44,20,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,1,1,9,1,1,0,0
0,0,0,44,20,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,1,1,9,1,1,0,1
0,0,0,44,20,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,1,1,9,1,1,0,0
0,0,0,44,20,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,1,1,9,1,1,0,0
0,0,0,44,20,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,1,1,9,1,1,0,0
0,0,0,47,17,0,0,1,3,1,0,5,4,0,0,1,1,1,0,0,1,0,1,1,1,1,9,1,1,0,1
0,0,0,59,21,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,7,1,1,0,0
0,0,0,54,14,0,0,1,5,1,0,5,4,0,0,2,1,1,0,0,1,0,1,1,1,1,8,1,1,0,0
0,0,0,45,16,0,0,1,1,1,0,3,1,0,1,2,0,0,0,0,0,0,1,1,1,1,7,1,1,0,0
0,0,0,46,19,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,10,1,1,0,0
0,0,0,46,19,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,10,1,1,0,0
0,0,0,46,19,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,10,1,1,0,1
0,0,0,46,19,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,10,1,1,0,0
0,0,0,49,20,0,0,1,3,1,0,5,4,0,0,2,1,1,0,0,1,0,1,1,1,1,9,1,1,0,1
0,0,0,46,19,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,10,1,1,0,0
0,0,0,44,20,0,0,1,0,0,0,3,0,0,0,1,0,0,0,0,0,0,1,1,1,1,9,1,1,0,0
0,0,0,46,19,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,10,1,1,0,1
0,0,0,46,19,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,10,1,1,0,0
0,0,0,44,20,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,1,1,9,1,1,0,0
0,0,0,46,19,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,10,1,1,0,0
0,0,0,58,18,0,0,1,1,1,0,4,0,0,0,0,0,1,0,0,0,0,1,1,1,1,8,1,0,0,0
0,0,0,47,20,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,1,1,1,9,1,1,0,0
0,0,0,44,20,0,0,1,0,0,0,3,0,0,0,1,0,0,1,0,0,0,1,1,1,1,9,1,1,0,0
0,0,0,51,21,0,0,1,0,1,0,5,1,1,0,0,0,0,0,0,0,0,1,1,1,1,9,1,1,0,0
0,0,0,47,16,1,1,1,0,0,0,4,1,0,0,0,0,0,0,0,0,0,1,1,1,1,8,1,1,0,0
0,0,0,50,17,0,0,1,2,0,1,7,1,0,1,1,0,1,0,1,0,0,1,1,1,1,7,1,1,0,0
0,0,0,54,18,0,0,1,2,0,0,8,1,0,0,1,0,1,0,0,0,1,1,1,1,1,8,1,1,1,0
0,0,0,58,16,0,0,1,1,1,0,4,0,0,0,0,0,1,0,0,0,0,1,1,1,1,7,1,0,0,0
0,0,0,45,17,0,0,1,1,1,0,3,0,0,0,1,0,0,0,0,0,0,0,1,1,1,8,1,1,1,0
0,0,0,60,15,0,0,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,7,1,1,0,1
0,0,0,56,18,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,1,1,1,1,7,1,1,1,0
0,0,0,51,10,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,1,4,1,1,0,0
0,0,0,51,23,1,1,1,0,0,0,8,1,1,0,2,0,0,0,0,0,1,1,1,1,1,10,1,1,1,1
0,0,0,45,20,0,0,1,0,0,0,6,0,1,0,1,0,0,1,1,0,0,1,1,1,1,8,1,1,0,0
0,0,0,45,20,0,0,1,0,0,0,6,0,1,0,1,0,0,1,1,0,0,1,1,1,1,8,1,1,0,0
0,0,0,45,20,0,0,1,0,0,0,6,0,1,0,1,0,0,1,1,0,0,1,1,1,1,8,1,1,0,0
0,0,0,45,20,0,0,1,0,0,0,6,0,1,0,1,0,0,1,1,0,0,1,1,1,1,8,1,1,0,0
0,0,0,45,20,0,0,1,0,0,0,6,0,1,0,1,0,0,1,1,0,0,1,1,1,1,8,1,1,0,0
0,0,0,45,20,0,0,1,0,0,0,6,0,1,0,1,0,0,1,1,0,0,1,1,1,1,8,1,1,0,0
0,0,0,45,20,0,0,1,0,0,0,6,0,1,0,1,0,0,1,1,0,0,1,1,1,1,8,1,1,0,1
0,0,0,45,20,0,0,1,0,0,0,6,0,1,0,1,0,0,1,1,0,0,1,1,1,1,8,1,1,0,0
0,0,0,45,20,0,0,1,0,0,0,6,0,1,0,1,0,0,1,1,0,0,1,1,1,1,8,1,1,0,0
0,0,0,45,20,0,0,1,0,0,0,6,0,1,0,1,0,0,1,1,0,0,1,1,1,1,8,1,1,0,0
0,0,0,44,20,0,0,1,1,0,0,3,1,0,0,1,1,0,0,0,0,0,1,1,1,1,9,1,1,0,0
0,0,0,44,20,0,0,1,1,0,0,3,1,0,0,1,1,0,0,0,0,0,1,1,1,1,9,1,1,0,0
0,0,0,44,20,0,0,1,0,0,0,3,0,0,0,1,0,0,0,0,0,0,1,1,1,1,9,1,1,0,0
0,0,0,44,20,0,0,1,1,0,0,3,1,0,0,1,1,0,0,0,0,0,1,1,1,1,9,1,1,0,0
0,0,0,44,20,0,0,1,1,0,0,3,1,0,0,1,1,0,0,0,0,0,1,1,1,1,9,1,1,0,0
0,0,0,44,20,0,0,1,1,0,0,3,1,0,0,1,1,0,0,0,0,0,1,1,1,1,9,1,1,0,0
0,0,0,44,20,0,0,1,0,0,0,4,0,0,0,1,0,0,0,0,0,0,1,1,1,1,9,1,1,0,0
0,0,0,44,20,0,0,1,0,0,0,4,0,0,0,1,0,0,0,0,0,0,1,1,1,1,9,1,1,0,0
0,0,0,50,10,0,0,1,0,0,0,6,0,1,1,1,0,0,0,1,0,0,1,1,1,1,6,1,1,0,0
0,0,0,48,24,0,0,1,0,1,0,3,0,1,0,0,0,0,0,0,0,0,1,1,1,1,8,1,1,0,0
0,0,0,46,14,0,0,1,0,1,0,6,1,1,0,0,0,0,0,0,0,0,1,1,1,1,6,1,1,0,0
0,0,0,46,14,0,0,1,0,1,0,6,1,1,0,0,0,0,0,0,0,0,1,1,1,1,6,1,1,0,0
0,0,0,46,13,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,4,0,0,0,0
0,0,0,57,18,0,0,1,0,0,1,5,0,1,0,0,0,0,0,0,0,0,1,1,1,1,7,1,1,0,0
0,0,0,47,19,0,0,1,0,1,0,4,0,0,1,0,0,0,0,0,0,0,1,1,1,1,8,1,1,0,0
0,0,0,47,19,0,0,1,0,1,0,4,0,0,1,0,0,0,0,0,0,0,1,1,1,1,8,1,1,0,0
0,0,0,47,19,0,0,1,0,1,0,4,0,0,1,0,0,0,0,0,0,0,1,1,1,1,8,1,1,0,1
