perm_android_permission_READ_PHONE_STATE,n_api_calls,suspicious_getCellLocation,perm_android_permission_GET_TASKS,intent_android_net_conn_CONNECTIVITY_CHANGE,suspicious_getSubscriberId,perm_android_permission_MOUNT_UNMOUNT_FILESYSTEMS,intent_android_intent_action_PACKAGE_REMOVED,intent_android_intent_action_ACTION_POWER_CONNECTED,perm_com_android_launcher_permission_INSTALL_SHORTCUT,intent_android_intent_action_USER_PRESENT,suspicious_Ldalvik_system_PathClassLoader_,intent_com_google_firebase_INSTANCE_ID_EVENT,intent_com_google_firebase_MESSAGING_EVENT,perm_com_google_android_finsky_permission_BIND_GET_INSTALL_REFERRER_SERVICE,perm_android_permission_READ_LOGS,perm_android_permission_CHANGE_WIFI_STATE,n_providers,perm_com_google_android_c2dm_permission_RECEIVE,perm_android_permission_ACCESS_COARSE_LOCATION,perm_android_permission_WRITE_SETTINGS,intent_android_intent_action_PACKAGE_ADDED,n_services,intent_com_google_android_c2dm_intent_RECEIVE,perm_android_permission_ACCESS_WIFI_STATE,perm_android_permission_SYSTEM_ALERT_WINDOW,n_permissions,n_used_permissions,suspicious_getCellSignalStrength,n_urls,label
0,33,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,6,1,0,0,0,16,1,1,0,12,16,0,136,0
0,33,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,6,1,0,0,0,16,1,1,0,12,16,0,136,0
0,33,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,6,1,0,0,0,16,1,1,0,12,16,0,136,0
0,33,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,6,1,0,0,0,16,1,1,0,12,16,0,136,0
0,33,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,6,1,0,0,0,16,1,1,0,12,16,0,136,0
0,34,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,4,1,0,0,0,6,1,1,0,11,15,1,96,0
0,25,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,4,1,1,0,0,9,1,1,1,12,13,0,102,0
1,43,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,9,0,1,0,23,13,1,112,1
1,35,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,9,0,1,1,24,16,1,130,1
1,35,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,2,0,0,1,0,10,0,1,1,27,15,0,120,1
0,17,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,0,0,11,1,0,0,6,8,0,93,0
0,22,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,10,1,0,0,10,10,0,116,0
1,39,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,5,0,1,1,27,10,0,118,1
0,33,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,1,1,0,0,6,1,0,0,15,14,0,94,0
0,33,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,4,1,0,0,0,6,0,1,0,9,12,0,101,0
0,17,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,6,1,1,0,0,17,1,0,0,14,9,0,123,0
0,28,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,3,1,1,0,0,7,1,0,0,15,12,0,128,0
1,33,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1,5,1,1,0,0,10,1,1,0,17,15,0,124,0
1,22,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,6,1,1,0,18,10,0,134,0
0,17,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,0,0,11,1,0,0,6,8,0,92,0
0,17,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,0,0,11,1,0,0,6,8,0,92,0
1,40,0,1,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,1,1,1,5,0,1,0,25,13,0,110,1
1,21,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,5,1,0,0,0,8,1,1,1,15,10,0,88,0
1,12,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,2,1,0,0,0,6,1,0,0,10,7,0,125,0
1,31,1,1,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0,0,10,1,1,1,22,11,1,117,0
0,28,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,2,1,1,0,0,8,1,1,0,10,10,0,89,0
0,20,0,1,1,1,0,1,0,1,0,1,1,0,0,0,0,4,1,0,1,1,8,1,1,0,21,9,0,128,0
0,23,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,3,1,0,0,0,24,1,0,0,17,11,0,90,0
1,31,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,7,1,1,0,0,25,1,1,0,13,10,1,127,0
1,36,1,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1,5,0,1,1,21,11,1,104,0
1,28,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,7,1,1,0,0,20,1,1,0,20,15,0,110,0
1,40,0,1,0,0,0,0,0,0,1,1,1,1,1,0,1,6,1,0,0,1,13,1,1,1,18,17,1,113,0
0,23,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,7,1,0,0,0,14,1,0,1,14,12,0,88,0
1,36,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,1,0,12,11,1,116,0
1,33,1,0,0,1,0,0,0,0,0,1,1,1,1,0,1,5,1,1,0,0,13,1,1,0,18,15,0,128,0
1,40,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,20,13,1,108,0
0,40,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,10,0,0,0,5,17,1,99,0
0,26,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,1,0,0,0,9,1,0,0,10,8,0,136,0
1,20,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,0,0,1,1,21,0,1,1,31,9,0,137,1
1,41,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,7,0,1,1,19,14,0,103,1
1,21,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,11,1,0,0,22,10,0,95,0
1,39,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,4,1,1,0,0,27,1,1,1,27,15,1,114,0
0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,10,1,0,0,7,11,0,120,0
0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,9,1,0,0,6,11,0,121,0
0,39,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,5,1,0,0,0,12,1,0,0,11,15,0,130,0
0,27,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,6,1,1,0,12,11,0,90,0
1,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,18,7,0,133,0
0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,7,1,1,0,13,7,0,141,0
0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,10,1,0,0,6,11,0,120,0
0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,9,1,0,0,7,11,0,121,0
0,32,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,6,1,1,1,0,32,1,1,1,19,16,0,118,0
0,18,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,2,1,1,0,0,10,1,1,0,34,9,0,100,0
0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,10,1,0,0,6,11,0,121,0
1,44,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,0,0,1,1,4,0,1,1,20,16,0,121,1
0,31,1,0,1,0,0,0,1,0,0,1,1,1,1,0,1,7,1,1,0,0,20,1,1,0,19,11,1,117,0
0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,10,1,0,0,9,11,0,115,0
0,31,1,0,1,0,0,0,1,0,0,1,1,1,1,0,1,7,1,1,0,0,20,1,1,0,19,11,1,118,0
0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,9,1,0,0,6,11,0,121,0
0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,9,1,0,0,6,11,0,121,0
0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,9,1,0,0,6,11,0,121,0
0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,10,1,0,0,6,11,0,122,0
1,20,1,1,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,2,0,1,0,37,9,0,111,0
1,40,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,7,1,0,0,0,15,1,1,0,22,20,0,98,0
0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,10,1,0,0,7,11,0,118,0
1,35,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,6,1,0,0,0,13,1,1,0,17,17,0,109,0
0,28,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,3,1,1,0,0,15,1,0,0,13,11,0,144,0
0,23,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,3,1,0,1,0,9,1,1,0,17,9,0,93,0
1,9,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,3,1,0,0,0,13,1,1,0,29,7,0,123,1
1,16,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,7,0,1,1,18,9,0,103,1
1,35,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,23,13,1,98,0
0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,10,1,0,0,6,11,0,118,0
1,44,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,1,20,13,1,114,1
0,22,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,5,1,1,0,0,11,1,0,0,10,11,0,87,0
0,27,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0,1,0,7,11,1,92,0
0,25,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,5,1,1,0,0,5,1,1,0,11,11,0,100,0
0,39,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,3,1,1,0,0,15,1,1,0,20,12,0,97,0
1,45,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,3,0,0,0,0,17,0,1,0,14,17,1,112,1
0,26,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,4,1,0,0,0,14,1,1,0,11,14,0,85,0
1,45,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,3,0,0,0,0,12,0,1,0,14,17,1,111,1
1,46,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,2,1,1,0,1,12,1,1,0,13,16,1,111,0
0,19,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,2,1,1,0,0,11,1,1,0,13,9,1,116,0
0,21,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,5,1,1,0,0,18,1,1,0,14,8,1,114,0
1,14,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,1,0,0,0,9,1,1,0,9,6,0,112,0
1,21,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,3,1,1,0,16,9,1,115,1
0,28,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,9,1,0,0,0,15,1,1,0,14,10,1,138,0
0,37,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,5,1,0,0,0,15,1,1,0,27,19,0,97,0
1,38,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,1,22,13,1,129,0
0,20,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,2,1,0,0,0,9,1,1,1,13,11,0,87,0
0,24,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,2,1,1,0,0,16,1,0,0,16,11,0,126,0
0,24,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,2,1,1,0,0,16,1,0,0,16,11,0,126,0
1,44,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,9,0,1,0,21,14,1,129,1
1,14,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,5,1,1,0,0,17,1,0,0,38,6,0,123,0
1,21,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,2,0,1,0,16,10,0,109,0
0,29,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,6,1,1,0,0,13,1,1,0,15,14,0,136,0
0,46,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,4,1,0,0,1,18,1,1,0,11,17,1,100,0
0,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,1,0,0,7,1,1,0,10,7,0,88,0
1,34,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,1,13,13,1,98,1
1,38,1,1,1,1,1,1,0,0,1,1,0,0,0,1,1,2,0,1,1,0,20,0,1,1,38,16,0,119,0
1,35,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,4,0,1,1,27,11,1,137,0
0,35,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,7,1,1,0,0,15,1,0,0,24,17,0,133,0
1,27,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,4,0,1,0,10,10,1,93,1
1,36,0,0,1,1,1,1,0,0,1,1,1,0,1,1,0,6,1,0,0,1,25,1,1,1,18,18,0,103,0
0,41,1,1,1,0,0,1,1,1,0,1,0,1,1,1,1,6,1,0,0,1,17,1,1,1,27,17,1,126,0
0,40,1,0,1,0,0,0,1,0,1,1,1,1,1,0,0,8,1,1,0,0,22,1,1,0,14,16,1,118,0
