suspicious_getSubscriberId,perm_android_permission_READ_PHONE_STATE,perm_android_permission_GET_TASKS,perm_android_permission_ACCESS_WIFI_STATE,perm_android_permission_READ_LOGS,intent_android_intent_action_PACKAGE_ADDED,perm_com_android_launcher_permission_INSTALL_SHORTCUT,perm_android_permission_SYSTEM_ALERT_WINDOW,n_permissions,perm_android_permission_WRITE_EXTERNAL_STORAGE,n_urls,suspicious_Ljava_lang_Runtime___exec,suspicious_getCellLocation,perm_android_permission_INSTALL_PACKAGES,intent_android_intent_action_PACKAGE_REMOVED,suspicious_Ljava_lang_System___load,suspicious_Ldalvik_system_PathClassLoader_,perm_android_permission_MOUNT_UNMOUNT_FILESYSTEMS,perm_android_permission_RESTART_PACKAGES,suspicious_Ljava_lang_System___loadLibrary,suspicious_adb_enabled,intent_android_net_conn_CONNECTIVITY_CHANGE,n_providers,perm_android_permission_KILL_BACKGROUND_PROCESSES,n_services,perm_android_permission_SEND_SMS,suspicious_sendTextMessage,intent_co_ronash_pushe_ACTION_TASK_READY,intent_com_google_firebase_INSTANCE_ID_EVENT,perm_com_google_android_c2dm_permission_RECEIVE,label
0,0,0,1,0,0,0,0,4,1,33,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,15,1,54,0,0,0,0,1,1,0,0,1,0,0,4,0,5,0,0,0,1,1,0
0,1,0,0,0,0,0,0,30,1,3,1,0,0,0,0,1,0,0,0,0,0,1,0,3,0,0,0,0,1,1
0,1,0,1,0,0,0,0,5,0,35,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,2,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,10,1,39,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,1,0
0,0,0,0,0,1,0,0,7,1,119,1,1,0,0,1,1,0,0,1,0,0,1,0,11,0,0,0,1,1,0
0,1,0,0,0,0,0,1,6,1,8,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,0,0,1,0,0,0,0,11,1,138,0,0,0,0,0,1,0,0,0,0,0,1,0,8,0,0,0,1,1,0
0,0,0,0,0,0,0,0,2,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,7,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,6,0,46,0,0,0,0,0,0,0,0,0,0,0,1,0,9,0,0,0,1,1,0
0,0,0,0,0,0,0,0,3,0,31,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
0,0,0,0,0,0,0,0,2,0,23,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,2,0,22,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,1,0,0,0,0,41,1,164,1,1,0,0,1,1,0,0,1,0,0,2,0,20,0,0,0,1,1,0
0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,0,1,30,1,188,1,1,0,1,1,0,0,1,1,1,1,0,1,11,0,0,0,0,0,0
0,0,0,0,0,0,0,0,2,0,27,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,8,0,23,1,0,0,0,1,1,0,0,1,0,0,2,0,14,0,0,0,1,1,0
0,1,0,0,0,0,0,0,8,1,42,0,0,0,0,1,1,0,0,1,0,0,2,0,7,0,0,0,1,1,0
0,0,0,0,0,0,0,0,5,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
0,0,0,0,0,0,0,0,3,0,23,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
0,0,0,1,0,0,0,0,7,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,0,1,0,0,0,0,24,1,5,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0
0,0,0,1,0,0,0,0,4,0,53,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,1,1,0,0,0,1,32,1,39,0,1,0,0,1,0,0,0,1,0,1,0,0,10,0,0,0,0,1,1
0,0,0,1,0,0,0,0,7,1,31,1,0,0,0,0,1,0,0,0,0,0,0,0,8,0,0,0,0,0,0
0,0,0,1,0,0,0,0,3,0,20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,0,0,0,1,21,1,54,1,1,0,0,1,0,1,0,1,0,1,1,0,3,0,0,0,0,0,0
0,0,1,0,0,0,0,1,15,1,4,0,0,0,0,0,0,0,0,0,0,1,7,0,4,0,0,0,1,1,1
0,0,0,0,0,0,0,0,7,0,78,0,0,0,0,0,1,0,0,0,0,0,4,0,4,0,0,0,1,1,1
0,0,0,1,0,0,0,0,3,0,36,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1,1,1,0,0,0,1,44,1,189,1,0,0,0,1,1,0,0,1,0,0,5,1,12,1,0,0,0,1,0
0,0,0,0,0,0,0,0,8,1,27,0,0,0,0,0,1,0,0,0,0,0,1,0,3,0,0,0,1,1,1
0,0,0,0,0,0,0,1,4,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,4,1,42,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,0,0,0,0,13,1,58,1,1,0,0,1,0,0,0,1,0,0,1,0,4,0,0,0,0,1,0
0,0,0,0,0,0,0,0,2,0,25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,5,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,5,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0,0,0,1,0,1,0,0,15,1,165,1,0,0,0,1,1,0,0,1,0,0,6,0,6,0,1,0,1,1,0
0,1,1,0,0,0,1,1,15,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,11,1,18,0,0,0,0,1,1,0,0,1,0,0,6,0,5,0,0,0,1,1,0
0,0,0,0,0,0,0,0,6,1,48,0,0,0,0,0,1,0,0,0,0,0,2,0,4,0,0,0,0,0,0
0,1,0,1,0,0,0,1,15,1,183,0,0,0,0,1,1,0,0,1,0,0,4,0,8,0,0,0,1,1,0
0,0,0,0,0,0,0,1,6,0,20,0,0,0,0,1,1,0,0,1,0,0,1,0,2,0,0,0,0,0,1
0,0,0,0,0,0,0,0,2,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,30,1,20,1,1,0,1,1,0,1,1,1,0,1,0,0,3,1,1,0,0,0,0
0,0,0,0,0,0,0,0,24,0,77,0,0,0,0,0,1,0,0,0,0,0,5,0,11,0,0,0,1,1,0
0,0,0,0,0,0,0,0,24,0,83,1,0,0,0,1,1,0,0,1,0,0,6,0,12,0,0,0,1,1,0
0,0,0,0,0,0,0,0,2,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,24,0,26,1,0,0,0,1,0,0,0,1,0,0,1,0,4,0,0,0,0,1,0
0,0,0,1,0,1,0,0,24,0,44,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0
0,0,0,0,0,0,0,0,7,0,43,0,0,0,0,0,1,0,0,0,0,0,4,0,5,0,0,0,0,1,1
0,1,0,0,0,0,0,0,7,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1,1,0,0,0,0,0,0,7,1,16,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,6,1,7,0,0,0,0,0,1,0,0,0,0,0,2,0,5,0,0,0,1,1,0
0,0,0,0,0,0,0,0,2,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
1,1,1,1,1,0,1,0,27,1,236,1,1,0,0,1,0,1,0,1,0,1,0,0,4,1,0,0,0,0,0
1,1,1,1,0,0,0,1,14,1,11,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,1,0,0,0,0,6,0,18,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
0,0,0,1,0,0,0,0,11,1,71,1,0,0,0,1,1,1,0,1,0,0,1,0,6,0,0,0,1,1,0
0,0,0,1,0,0,0,0,5,1,30,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0,0,0,1,0,0,0,0,5,0,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,2,0,23,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,1,0,1,0,0,0,1,25,0,120,1,0,0,0,1,1,0,0,1,1,0,3,0,12,0,0,0,1,1,0
0,0,0,0,0,0,0,0,7,1,23,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,1,1,0
0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,3,0,17,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,6,1,21,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,5,0,48,0,0,0,0,0,0,0,0,0,0,0,1,0,9,0,0,0,1,1,0
0,1,0,1,0,0,0,0,12,1,26,0,0,0,0,1,0,0,0,1,0,0,2,0,4,0,0,0,0,1,0
0,1,0,1,0,0,0,1,31,1,17,1,0,0,0,1,1,0,0,1,0,0,3,0,6,0,0,0,1,1,0
0,0,0,1,0,0,0,0,11,1,72,1,0,0,0,0,1,0,0,0,0,1,4,0,14,0,0,0,1,1,0
0,0,0,1,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,7,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
1,0,0,1,0,0,0,0,4,0,37,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,1,0,1,0,0,0,0,8,1,14,1,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0
1,0,1,1,0,0,1,1,74,1,420,1,1,0,1,1,1,1,0,1,1,1,11,1,49,0,0,0,0,1,0
1,0,0,1,0,0,0,0,12,1,97,1,1,0,0,0,1,0,0,0,0,0,2,0,9,0,0,0,1,1,0
0,0,0,0,0,0,0,0,2,0,29,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,0,0,1,0,0,0,0,3,0,29,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
0,1,0,1,0,0,0,0,12,1,43,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
0,1,1,1,1,1,0,1,27,1,0,1,0,0,1,1,0,1,0,1,0,1,1,0,5,0,0,0,0,0,0
0,1,1,0,0,0,0,1,13,0,29,0,0,0,0,0,1,0,0,0,0,0,1,0,10,0,0,0,1,1,0
0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,1,0,0,0,0,9,1,41,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0
0,0,0,1,0,0,0,0,12,1,22,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,1,1,0
0,0,0,1,0,0,0,0,12,1,60,0,1,0,0,1,1,0,0,1,1,1,11,0,25,0,0,0,1,1,0
0,0,0,1,0,0,0,0,12,1,22,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,1,1,0
0,0,0,0,0,0,0,0,6,1,5,1,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,2,0,19,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0,0,0,1,0,0,0,0,10,0,48,0,0,0,0,1,1,0,0,1,0,0,5,0,17,0,0,0,1,1,0
0,0,0,0,0,0,0,1,8,1,176,0,1,0,0,1,0,0,0,1,0,0,0,0,5,0,0,0,0,1,0
0,1,1,1,1,0,1,1,12,1,4,0,0,0,0,0,0,1,0,0,0,0,1,0,3,0,0,0,0,0,0
0,0,0,0,0,0,0,0,8,1,23,0,0,0,0,0,1,0,0,0,0,0,1,0,3,0,0,0,1,1,1
0,1,1,0,0,0,0,1,14,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,6,1,132,0,0,0,0,0,0,0,0,0,0,0,2,0,10,0,0,0,0,1,0
0,0,0,0,0,0,0,0,2,0,23,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,0,0,1,1,1,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,1,0,0,0,0,5,1,32,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1,0,1,0,0,0,0,12,1,65,0,0,0,0,1,1,0,0,1,0,0,4,0,10,0,0,0,1,1,0
0,0,1,0,0,0,0,1,9,0,20,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,2,0,21,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,2,0,16,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0
0,1,0,0,0,0,0,1,34,0,41,1,0,0,0,1,1,0,0,1,0,0,3,0,9,1,0,0,1,1,1
0,0,0,1,0,0,0,0,3,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,2,0,25,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,3,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,2,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,7,0,33,0,0,0,0,0,1,0,0,0,0,0,2,0,4,0,0,0,1,1,0
0,0,0,1,0,0,0,0,8,1,25,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
1,1,1,1,0,0,0,0,7,1,16,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,1,0,1,0,1,0,1,25,1,154,1,1,0,1,1,0,1,0,1,0,1,0,0,4,0,0,0,0,1,0
0,1,0,0,0,0,0,0,32,1,21,1,0,0,0,0,1,0,0,0,0,0,7,0,22,0,0,0,1,1,0
0,0,0,0,0,0,1,1,12,0,8,0,0,0,0,0,1,0,0,0,0,0,1,0,11,0,0,0,1,1,1
0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,11,1,18,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,1,0
0,0,0,0,0,0,0,0,2,0,23,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,39,1,77,1,0,0,1,1,1,1,0,1,0,1,5,0,32,0,0,0,1,1,0
0,0,0,1,0,0,0,0,8,1,63,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
0,0,0,0,0,0,1,0,30,1,76,1,0,0,0,1,1,0,0,1,1,0,4,0,190,0,0,0,0,1,0
0,1,0,1,0,1,0,0,12,1,100,1,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0
0,0,0,0,0,0,0,0,2,0,16,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,9,1,53,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0
0,1,1,1,1,0,0,0,27,1,0,1,0,0,1,1,0,1,0,0,0,1,1,0,19,0,0,0,0,0,0
0,0,0,1,0,0,0,0,8,1,105,0,0,0,0,1,0,0,0,1,0,1,1,0,4,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,1,0,0,0,0,0,1,0,5,0,0,0,1,1,0
0,1,0,0,0,0,0,0,3,0,20,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,7,1,26,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
0,1,1,1,1,1,1,1,20,1,46,1,0,0,1,1,1,1,0,1,0,1,0,1,9,0,0,0,0,0,0
0,0,0,1,0,0,0,0,11,1,32,0,0,0,0,1,1,0,0,1,0,0,4,0,8,0,0,0,0,1,1
0,1,0,0,0,0,1,1,10,0,31,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0
0,0,0,0,0,0,0,0,2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,14,1,89,1,0,0,0,1,1,0,0,1,0,0,4,0,9,0,0,0,1,1,0
0,1,0,0,0,0,0,0,26,1,48,1,0,0,0,1,1,0,0,1,0,0,0,0,5,0,0,0,0,0,0
0,1,0,1,0,0,0,0,14,1,16,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,1,0
0,0,0,0,0,0,0,0,3,1,20,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,12,1,48,1,0,0,0,1,0,0,0,1,1,0,3,0,8,0,0,0,0,1,0
0,1,1,0,0,1,1,1,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
0,0,0,0,0,0,0,0,7,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,1,0
0,1,0,1,0,0,1,0,23,1,47,0,0,0,0,0,1,0,0,0,0,1,6,0,15,1,1,0,1,1,0
0,0,0,0,0,0,0,0,4,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,8,1,24,0,0,0,0,0,1,0,0,0,0,0,1,0,3,0,0,0,1,1,0
0,1,1,1,1,1,1,1,22,1,0,1,0,0,0,1,0,1,1,1,0,0,1,1,9,0,0,0,0,0,0
0,0,0,0,0,0,0,0,2,0,21,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
