intent_com_baidu_location_service_v2_2,perm_com_android_launcher_permission_WRITE_SETTINGS,intent_com_dzbook_service_PerpareDataService,perm_com_android_launcher3_permission_READ_SETTINGS,intent_com_igexin_sdk_action_pushmanager,perm_android_permission_WRITE_SETTINGS,intent_com_igexin_sdk_action_7fjUl2Z3LH6xYy7NQK4ni4,intent_com_igexin_sdk_action_64kVIzqls49c7TJxrBbWG4,perm_com_android_launcher_permission_READ_SETTINGS,perm_com_android_launcher_permission_INSTALL_SHORTCUT,perm_com_android_launcher2_permission_READ_SETTINGS,intent_com_igexin_sdk_action_refreshls,suspicious_getWifiState,n_api_calls,n_permissions,perm_android_permission_ACCESS_DOWNLOAD_MANAGER,perm_android_permission_RECEIVE_MMS,intent_com_google_android_c2dm_intent_RECEIVE,perm_android_permission_MOUNT_UNMOUNT_FILESYSTEMS,suspicious_system_bin_su,perm_android_permission_ACCESS_SUPERUSER,suspicious_getSubscriberId,perm_android_permission_RECORD_VIDEO,perm_android_permission_UPDATE_APP_OPS_STATS,perm_com_google_android_c2dm_permission_RECEIVE,perm_ANDROID_PERMISSION_WRITE_APN_SETTINGS,n_receivers,perm_android_permission_WRITE_SMS,n_providers,suspicious_getCellLocation,label
0,0,0,0,0,0,0,0,0,0,0,0,0,25,12,0,0,1,0,1,0,0,0,0,1,0,6,0,4,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,12,30,0,0,1,0,0,0,0,0,0,1,0,8,0,1,0,0
0,0,0,0,0,1,0,0,0,0,0,0,1,32,28,0,0,0,1,0,0,1,0,0,0,0,3,0,2,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,30,20,0,0,1,0,0,0,0,0,0,1,0,9,0,6,0,0
0,0,0,0,0,1,0,0,0,0,0,0,1,50,29,0,0,0,1,1,0,1,0,0,0,0,8,0,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,12,30,0,0,1,0,0,0,0,0,0,1,0,8,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,22,13,0,0,1,0,0,0,0,1,0,1,0,11,0,8,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,42,17,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0
0,0,0,0,0,1,0,0,0,1,0,0,0,54,29,0,0,1,0,0,0,0,0,0,1,0,8,0,3,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,33,26,0,0,1,0,1,0,1,0,0,1,0,9,0,4,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,32,20,0,0,1,0,0,0,0,0,0,1,0,6,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,32,20,0,0,1,0,0,0,0,0,0,1,0,6,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,32,20,0,0,1,0,0,0,0,0,0,1,0,6,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,12,30,0,0,1,0,0,0,0,0,0,1,0,8,0,1,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,36,40,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,12,30,0,0,1,0,0,0,0,0,0,1,0,8,0,1,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,24,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,28,12,0,0,1,0,1,0,0,0,0,1,0,9,0,7,0,0
0,0,0,0,0,1,0,0,0,0,0,0,1,53,20,0,0,0,1,1,0,1,0,0,0,0,3,0,0,1,0
0,0,0,0,0,1,0,0,0,0,0,0,0,31,27,1,0,0,1,1,0,1,0,0,0,0,5,0,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,0,0,1,0,0,0,0,0,0,1,0,5,0,2,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,20,19,0,1,1,0,1,0,0,0,0,1,0,10,0,4,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,20,19,0,1,1,0,1,0,0,0,0,1,0,10,0,4,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,25,29,0,0,1,1,0,0,0,0,0,1,0,7,0,7,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,43,27,0,0,0,1,0,0,1,0,0,0,0,3,0,0,1,1
0,0,0,0,0,1,0,0,0,0,0,0,1,50,29,0,0,0,1,1,0,1,0,0,0,0,8,0,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,32,19,0,0,1,0,0,0,0,0,0,1,0,6,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,44,18,0,0,1,0,0,0,0,0,0,1,0,10,0,4,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,44,18,0,0,1,0,0,0,0,0,0,1,0,10,0,4,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,44,18,0,0,1,0,0,0,0,0,0,1,0,10,0,4,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,44,18,0,0,1,0,0,0,0,0,0,1,0,10,0,4,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,44,18,0,0,1,0,0,0,0,0,0,1,0,10,0,4,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,23,18,0,0,1,0,1,0,0,0,0,1,0,3,0,4,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,23,13,0,0,1,0,1,0,0,0,0,1,0,9,0,7,0,0
0,0,0,0,0,1,0,0,0,0,0,0,1,47,32,0,0,0,1,1,0,1,0,0,0,0,3,0,5,1,0
0,1,0,0,0,1,0,0,1,0,0,0,0,28,44,0,0,1,0,0,0,0,0,0,1,0,37,0,4,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,24,31,0,0,1,0,0,0,0,0,0,1,0,4,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,38,21,0,0,0,1,1,0,1,0,0,0,0,6,0,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,25,15,0,0,1,0,0,0,1,0,0,1,0,6,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,33,18,0,0,1,0,0,0,0,0,0,1,0,7,0,1,0,0
0,0,0,0,0,1,0,0,1,1,0,0,0,35,37,0,0,0,1,1,0,1,0,0,1,0,3,0,2,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,25,21,0,0,1,0,0,0,1,0,0,1,0,22,0,7,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,29,25,0,0,1,0,0,0,0,0,0,1,0,4,0,6,0,1
0,0,0,0,0,1,0,0,1,1,0,0,0,25,47,0,0,1,1,0,0,1,0,0,1,0,28,0,6,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,28,18,0,0,1,0,0,0,1,0,0,1,0,7,0,4,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,20,22,0,0,1,0,0,0,0,0,0,1,0,7,0,3,0,0
0,0,0,0,0,1,0,0,1,1,0,1,1,56,43,0,0,0,1,1,0,1,0,0,0,0,7,0,4,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,17,15,0,0,1,0,0,0,0,0,0,1,0,9,0,6,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,48,29,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,15,19,0,0,1,0,0,0,1,0,0,1,0,19,0,5,1,0
0,0,0,0,0,0,0,0,0,1,0,0,0,28,17,0,0,0,0,0,0,1,0,0,0,0,25,0,5,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,28,17,0,0,0,0,0,0,1,0,0,0,0,25,0,5,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,21,15,0,0,1,0,0,0,0,0,0,1,0,5,0,3,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,47,17,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,47,17,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,47,17,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,47,17,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,47,17,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,47,17,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,19,13,0,0,1,0,0,0,0,0,0,1,0,10,0,8,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,28,26,0,0,1,0,0,0,0,0,0,1,0,13,0,5,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,43,21,0,0,1,0,0,0,0,0,0,1,0,8,0,5,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,35,28,0,0,1,0,0,0,0,0,0,1,0,19,0,7,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,20,11,0,0,1,0,0,0,0,0,0,1,0,10,0,6,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,22,22,0,0,1,0,0,0,0,0,0,1,0,15,0,11,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,20,11,0,0,1,0,0,0,0,0,0,1,0,10,0,6,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,20,11,0,0,1,0,0,0,0,0,0,1,0,10,0,6,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,20,11,0,0,1,0,0,0,0,0,0,1,0,10,0,6,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,28,16,0,0,1,0,0,0,1,0,0,1,0,5,0,3,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,48,19,0,0,1,0,0,0,0,0,0,1,0,9,0,5,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,48,19,0,0,1,0,0,0,0,0,0,1,0,9,0,5,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,20,19,0,0,1,0,0,0,0,0,0,1,0,22,0,10,0,0
0,1,0,0,0,1,0,0,1,1,0,0,0,51,37,0,0,1,1,1,0,1,0,0,1,0,9,0,4,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,20,13,0,0,1,0,0,0,0,0,0,1,0,9,0,6,0,0
0,1,0,0,0,1,0,0,1,1,0,0,0,42,28,0,0,0,1,1,1,1,0,0,0,0,5,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,19,13,0,0,1,0,0,0,0,0,0,1,0,9,0,6,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,61,23,0,0,0,1,0,0,1,0,0,0,0,5,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,19,17,0,0,1,0,0,0,0,0,0,1,0,8,0,2,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,31,16,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,31,16,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,48,19,0,0,1,0,0,0,0,0,0,1,0,9,0,5,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,48,19,0,0,1,0,0,0,0,0,0,1,0,9,0,5,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,17,20,0,0,1,0,0,0,0,0,0,1,0,16,0,8,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,36,20,0,0,1,0,0,0,0,0,0,1,0,2,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,48,19,0,0,1,0,0,0,0,0,0,1,0,9,0,5,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,48,19,0,0,1,0,0,0,0,0,0,1,0,9,0,5,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,48,19,0,0,1,0,0,0,0,0,0,1,0,9,0,5,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,48,19,0,0,1,0,0,0,0,0,0,1,0,9,0,5,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,48,19,0,0,1,0,0,0,0,0,0,1,0,9,0,5,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,28,18,0,0,1,0,0,0,0,0,0,1,0,10,0,5,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,48,19,0,0,1,0,0,0,0,0,0,1,0,9,0,5,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,48,19,0,0,1,0,0,0,0,0,0,1,0,9,0,5,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,48,19,0,0,1,0,0,0,0,0,0,1,0,9,0,5,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,20,11,0,0,1,0,0,0,0,0,0,1,0,10,0,6,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,47,19,0,0,1,0,0,0,0,0,0,1,0,9,0,5,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,45,26,0,0,1,0,0,0,0,0,0,1,0,6,0,6,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,47,19,0,0,1,0,0,0,0,0,0,1,0,9,0,5,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,47,19,0,0,1,0,0,0,0,0,0,1,0,9,0,5,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,47,19,0,0,1,0,0,0,0,0,0,1,0,9,0,5,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,18,14,0,0,1,0,0,0,0,0,0,1,0,4,0,1,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,22,18,0,0,1,0,0,0,0,0,0,1,0,18,0,7,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,36,18,0,0,1,0,0,0,0,0,0,1,0,6,0,5,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,18,25,0,0,1,0,0,0,1,0,0,1,0,14,0,3,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,18,25,0,0,1,0,0,0,1,0,0,1,0,14,0,3,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,45,21,0,0,0,0,0,0,1,0,0,0,0,3,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,35,28,0,0,1,0,0,0,0,0,0,1,0,19,0,7,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,12,17,0,0,1,0,0,0,0,0,0,1,0,6,0,6,0,1
0,0,0,0,0,0,0,0,0,1,0,0,0,22,19,0,0,1,0,0,0,0,0,0,1,0,27,0,2,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,35,12,0,0,1,0,0,0,0,0,0,1,0,4,0,2,0,0
0,0,0,0,0,1,0,0,0,0,0,0,1,55,36,1,0,0,1,0,0,1,0,0,0,0,5,0,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,26,20,0,0,1,1,0,0,0,0,0,1,0,4,0,6,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,27,19,0,0,1,0,0,0,1,0,0,1,0,11,0,4,1,0
1,1,1,1,1,1,1,1,1,1,1,1,1,43,41,1,1,0,1,1,0,1,1,1,0,0,7,1,2,1,0
1,1,1,1,1,1,1,1,1,1,1,1,1,43,41,1,1,0,1,1,0,1,1,1,0,0,7,1,2,1,0
1,1,1,1,1,1,1,1,1,1,1,1,1,43,41,1,1,0,1,1,0,1,1,1,0,0,7,1,2,1,0
1,1,1,1,1,1,1,1,1,1,1,1,1,43,41,1,1,0,1,1,0,1,1,1,0,0,7,1,2,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,43,41,1,1,0,1,1,0,1,1,1,0,0,7,1,2,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,18,25,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,16,11,0,0,1,0,0,0,0,0,0,1,0,10,0,6,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,16,11,0,0,1,0,0,0,0,0,0,1,0,10,0,6,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,19,15,0,0,1,0,0,0,0,0,0,1,0,2,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,41,30,0,0,1,0,1,0,1,0,0,1,0,18,0,8,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,39,13,0,0,1,0,1,0,1,0,0,1,0,15,0,9,1,0
0,0,0,0,0,1,0,0,1,1,0,0,1,48,36,0,0,1,1,0,0,0,0,0,1,0,18,0,10,1,0
0,0,0,0,0,1,0,0,0,0,0,0,0,33,25,0,0,0,1,0,0,1,0,0,0,0,8,0,2,1,0
0,0,0,0,0,1,0,0,0,0,0,0,0,19,15,0,0,1,0,0,0,0,0,0,1,0,2,0,1,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,17,16,0,0,1,0,0,0,0,0,0,1,0,7,0,5,0,1
0,0,0,0,0,1,0,0,0,0,0,0,0,31,34,0,1,1,0,0,0,0,0,0,1,0,25,1,6,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,27,18,0,0,1,0,0,0,0,0,0,1,0,10,0,3,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,13,25,0,0,1,0,0,0,0,0,0,1,0,13,0,5,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,46,20,0,0,1,0,0,0,0,0,0,1,0,9,0,4,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,46,20,0,0,1,0,0,0,0,0,0,1,0,9,0,4,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,18,25,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,0,0,1,0,0,0,0,0,0,1,0,7,0,3,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,51,27,0,0,1,0,1,0,1,0,0,1,0,6,0,4,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,44,37,0,0,1,0,0,0,0,0,0,1,0,13,0,4,1,0
0,0,0,0,0,0,0,0,0,1,0,0,0,53,20,0,0,1,0,0,0,0,0,0,1,0,12,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,16,18,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,1
0,0,0,0,0,1,0,0,0,0,0,0,0,27,31,0,0,0,1,0,0,1,0,0,0,0,3,0,0,1,0
1,0,0,0,0,0,0,0,0,0,0,0,1,51,17,0,0,0,0,1,0,1,0,0,0,1,2,0,0,1,0
0,0,0,0,0,0,0,0,1,1,0,0,0,27,38,0,0,1,0,0,0,0,0,0,1,0,5,0,7,0,0
0,1,0,0,0,1,0,0,1,1,0,0,0,50,45,0,0,1,1,1,0,1,0,0,1,0,10,0,5,0,0
0,0,0,0,0,1,0,0,1,1,0,0,1,38,27,0,0,1,1,0,0,1,0,0,1,0,13,0,3,0,0
0,1,0,0,0,1,0,0,1,1,0,0,0,50,45,0,0,1,1,1,0,1,0,0,1,0,10,0,5,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,17,18,0,0,1,0,0,0,0,0,0,1,0,4,0,3,0,0
0,1,0,0,0,1,0,0,1,1,0,0,0,50,45,0,0,1,1,1,0,1,0,0,1,0,10,0,5,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,31,21,0,0,0,1,0,0,1,0,0,0,0,4,0,1,1,0
0,0,0,0,0,1,0,0,0,0,0,0,1,34,25,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
0,0,0,0,0,1,0,0,0,1,0,0,1,38,32,0,0,1,0,0,0,1,0,0,1,0,7,1,4,1,0
