intent_ACTION_TAPCORE_MESSAGE,intent_ACTION_TAPCORE_SYNC,perm_com_google_android_gms_permission_ACTIVITY_RECOGNITION,perm_android_permission_BROADCAST_STICKY,intent_com_yandex_metrica_IMetricaService,intent_com_inmobi_share_id,perm_android_permission_GET_TASKS,perm_android_permission_SYSTEM_ALERT_WINDOW,perm_android_permission_READ_PHONE_STATE,intent_android_net_conn_CONNECTIVITY_CHANGE,n_permissions,suspicious_system_bin_su,suspicious_setWifiEnabled,n_providers,intent_android_intent_action_DATA_SMS_RECEIVED,intent_com_google_android_c2dm_intent_REGISTRATION,perm_android_permission_ACCESS_COARSE_UPDATES,perm_android_permission_ACCESS_COARSE_LOCATION,intent_android_intent_action_PACKAGE_ADDED,perm_android_permission_UPDATE_DEVICE_STATS,n_api_calls,n_services,suspicious_getSubscriberId,intent_android_intent_action_MEDIA_UNMOUNTED,perm_android_permission_WRITE_APN_SETTINGS,intent_safiap_framework_ACTION_NETWORK_ERROR_FRAMEWORK,intent_com_google_firebase_MESSAGING_EVENT,n_activities,n_urls,perm_android_permission_ACCESS_WIFI_STATE,label
0,0,0,0,0,0,0,0,0,0,15,0,0,2,0,0,0,1,0,0,33,6,0,0,0,0,0,75,82,0,0
0,0,0,0,0,0,0,0,0,0,15,0,0,3,0,0,0,1,0,0,34,7,0,0,0,0,1,56,68,1,0
0,0,0,0,0,0,0,0,0,0,15,0,0,3,0,0,0,1,0,0,34,7,0,0,0,0,1,56,68,1,0
0,0,0,0,0,0,0,0,1,1,13,1,0,1,0,0,0,1,0,0,32,5,1,0,0,0,0,51,76,1,0
0,0,0,0,0,0,0,0,0,1,10,0,0,5,0,0,0,0,1,0,29,9,0,0,0,0,1,56,81,0,0
0,0,0,0,0,0,0,0,0,0,13,0,0,1,0,0,0,0,0,0,21,12,0,0,0,0,1,66,79,0,1
0,0,0,0,0,0,0,0,1,0,11,1,0,2,0,0,0,1,0,0,32,5,0,0,0,0,0,59,62,1,0
0,0,0,0,0,0,0,0,0,0,13,1,0,4,0,0,0,1,1,0,19,9,0,0,0,0,1,62,81,0,0
0,0,0,0,0,0,0,1,0,0,20,1,0,2,0,0,0,1,0,0,27,9,1,0,0,0,0,65,79,1,0
0,0,0,0,0,0,0,0,0,0,7,0,0,2,0,0,0,0,0,0,23,3,0,0,0,0,0,52,65,0,0
0,0,0,0,0,0,1,0,0,0,11,0,0,2,0,0,0,0,0,0,31,3,0,0,0,0,0,56,62,1,0
0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,24,5,0,0,0,0,1,61,59,0,0
0,0,0,0,0,0,0,0,0,0,9,0,0,4,0,0,0,0,0,0,21,11,0,0,0,0,1,54,71,0,0
0,0,0,0,0,0,1,0,1,0,21,0,0,0,0,1,0,0,0,0,25,2,0,0,0,0,0,71,70,1,0
0,0,0,0,0,0,0,0,1,0,13,0,0,3,0,0,0,1,0,0,27,8,0,0,0,0,1,56,66,1,0
0,0,0,0,0,0,0,0,0,0,7,1,0,2,0,0,0,0,0,0,14,1,0,0,0,0,0,61,85,1,1
0,0,0,0,0,0,0,1,0,0,20,1,0,2,0,0,0,1,0,0,28,9,1,0,0,0,0,68,80,1,0
0,0,0,0,1,0,0,0,1,1,10,1,0,0,0,0,0,1,1,0,26,4,1,0,0,0,0,48,76,1,0
0,0,0,0,0,0,0,0,1,1,13,0,0,2,0,0,0,0,0,0,18,4,1,0,0,0,0,67,87,1,0
0,0,0,0,0,0,0,0,0,0,9,0,0,1,0,0,0,1,0,0,20,1,0,0,0,0,0,59,60,1,0
0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,1,0,0,0,0,19,7,0,0,0,0,1,66,61,0,1
0,0,0,0,0,0,1,0,0,0,11,0,0,1,0,0,0,0,0,0,31,3,0,0,0,0,0,56,61,1,0
0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,30,0,0,0,0,0,0,48,82,1,0
0,0,0,0,0,0,0,0,0,0,9,0,0,2,0,1,0,0,0,0,26,4,0,0,0,0,0,49,70,1,0
0,0,0,0,0,0,0,0,1,0,12,1,0,2,0,0,0,1,0,0,19,14,0,0,0,0,1,68,79,1,0
0,0,0,0,0,0,0,0,0,0,11,0,0,4,0,0,0,0,0,0,19,12,0,0,0,0,1,65,67,0,0
0,0,0,0,0,0,0,0,1,1,20,1,0,1,0,1,0,1,0,0,32,4,0,0,0,0,0,62,83,0,0
0,0,0,0,0,0,0,1,1,0,11,1,0,1,0,0,0,1,1,0,22,6,1,0,0,0,0,51,73,1,0
0,0,0,0,0,0,0,0,0,0,10,0,0,2,0,1,0,0,0,0,16,10,0,0,0,0,0,60,72,0,0
1,1,1,1,1,1,1,1,1,1,17,1,1,0,0,1,0,1,0,0,28,7,0,0,0,0,0,60,64,1,0
1,1,1,1,1,1,1,1,1,1,17,1,1,0,0,1,0,1,0,0,28,7,0,0,0,0,0,60,64,1,0
0,0,0,0,0,0,0,0,0,0,8,0,0,3,0,0,0,0,0,0,27,11,0,0,0,0,1,53,78,0,0
1,1,1,1,1,1,1,1,1,1,17,1,1,0,0,1,0,1,1,0,21,7,0,0,0,0,0,57,78,1,0
1,1,1,1,1,1,1,1,1,1,17,1,1,0,0,1,0,1,1,0,21,7,0,0,0,0,0,57,78,1,0
0,0,0,0,0,0,0,0,0,0,11,0,0,2,0,1,0,1,0,0,20,6,0,0,0,0,1,65,61,1,0
0,0,0,0,0,0,0,0,0,1,7,0,0,3,0,0,0,0,0,0,38,5,0,0,0,0,0,52,83,0,0
0,0,0,0,0,0,0,0,0,0,11,0,0,5,0,0,0,0,0,0,28,11,0,0,0,0,1,57,68,0,0
0,0,0,0,0,0,1,0,1,0,17,1,0,1,0,0,0,1,0,0,37,0,1,0,0,0,0,62,63,1,0
0,0,0,0,0,0,0,1,0,0,12,0,0,5,0,0,0,0,0,0,25,8,0,0,0,0,1,62,61,1,0
0,0,0,0,0,0,0,0,0,1,11,0,0,9,0,0,0,0,0,0,24,8,0,0,0,0,1,59,71,0,0
0,0,0,0,0,0,0,0,1,0,21,0,0,3,0,1,0,1,0,0,25,7,0,0,0,0,1,62,70,0,1
0,0,0,0,0,0,0,0,1,0,11,0,0,4,0,1,0,0,0,0,27,6,0,0,0,0,1,54,65,0,1
0,0,0,0,0,0,0,0,1,0,11,0,0,4,0,1,0,0,0,0,27,6,0,0,0,0,1,54,65,0,1
0,0,0,0,0,0,0,0,0,0,14,0,0,2,0,0,0,1,0,0,21,13,0,0,0,0,1,72,72,0,0
0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,0,0,1,1,0,36,2,0,0,0,0,0,48,72,0,0
0,0,0,0,0,0,1,1,1,1,20,0,0,3,0,0,0,1,0,0,31,3,1,0,0,0,0,60,66,1,0
0,0,0,0,0,0,0,0,1,0,11,0,0,2,0,0,0,1,0,0,21,2,0,0,0,0,0,49,80,0,0
0,0,0,0,0,0,0,0,0,0,12,0,0,2,0,1,0,1,0,0,43,7,0,0,0,0,0,70,67,0,0
0,0,0,0,0,0,0,0,0,0,9,0,0,1,0,1,0,0,0,0,23,3,1,0,0,0,0,59,92,0,0
0,0,0,0,0,0,0,0,0,0,14,0,0,4,0,0,0,1,0,0,31,9,0,0,0,0,0,55,73,1,0
0,0,0,0,0,0,0,0,1,0,15,0,0,0,0,1,0,0,0,0,44,5,0,0,0,0,0,66,70,0,0
0,0,0,0,0,0,0,0,1,0,15,0,0,0,0,1,0,0,0,0,44,5,0,0,0,0,0,66,70,0,0
0,0,0,0,0,0,0,0,1,0,15,0,0,0,0,1,0,0,0,0,44,5,0,0,0,0,0,66,70,0,0
0,0,0,0,0,0,1,1,0,1,17,0,0,2,0,1,0,1,0,0,25,9,1,0,0,0,1,56,75,0,0
0,0,0,0,0,0,0,0,1,0,15,0,0,0,0,1,0,0,0,0,44,5,0,0,0,0,0,66,70,0,0
0,0,0,0,0,0,0,0,0,0,11,0,0,5,0,0,0,0,0,0,22,10,1,0,0,0,1,57,65,1,0
0,0,0,1,0,0,0,0,0,0,14,0,0,1,0,0,0,0,0,0,21,2,0,0,0,0,0,51,69,1,0
0,0,0,0,0,0,0,1,0,0,12,0,0,6,0,0,0,0,0,0,32,8,0,0,0,0,1,51,73,0,0
0,0,0,1,0,0,0,0,0,0,14,0,0,1,0,0,0,0,0,0,21,2,0,0,0,0,0,51,69,1,0
0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,55,66,1,0
1,1,1,1,1,1,1,1,1,1,17,1,1,0,0,1,0,1,0,0,28,9,0,0,0,0,0,70,64,1,0
1,1,1,1,1,1,1,1,1,1,17,1,1,0,0,1,0,1,0,0,28,9,0,0,0,0,0,70,64,1,0
1,1,1,1,1,1,1,1,1,1,17,1,1,0,0,1,0,1,0,0,28,9,0,0,0,0,0,70,64,1,0
1,1,1,1,1,1,1,1,1,1,17,1,1,0,0,1,0,1,0,0,28,9,0,0,0,0,0,70,64,1,0
0,0,0,0,0,0,1,0,0,0,10,0,0,2,0,0,0,1,0,0,28,8,0,0,0,0,1,56,89,1,0
0,0,0,0,0,0,0,0,1,0,13,0,0,2,0,1,0,0,0,0,28,14,0,0,0,0,0,58,68,1,1
0,0,0,0,0,0,0,0,0,0,12,0,0,5,0,0,0,1,0,0,35,12,1,0,0,0,1,58,75,1,0
0,0,0,0,0,0,0,0,0,0,11,0,0,4,0,0,0,0,0,0,22,8,0,0,0,0,1,60,61,0,0
0,0,0,0,0,0,1,0,1,0,17,1,0,0,0,1,0,1,0,0,28,1,0,0,0,0,0,53,65,0,0
0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,48,73,1,1
0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,48,73,1,0
0,0,0,0,0,0,1,0,1,0,13,1,0,1,0,1,0,0,0,0,20,5,0,0,0,0,0,51,70,1,0
0,0,0,0,0,0,1,0,1,0,12,0,0,0,0,0,0,1,0,0,22,0,0,0,0,0,0,61,58,0,0
0,0,0,0,0,0,0,0,0,0,11,0,0,4,0,0,0,1,0,0,24,4,0,0,0,0,1,49,71,1,0
0,0,0,0,0,0,1,0,1,0,12,0,0,0,0,0,0,1,0,0,22,0,0,0,0,0,0,61,58,0,1
0,0,0,0,0,0,0,0,1,1,12,1,0,2,0,0,0,0,0,0,31,8,0,0,0,0,1,79,71,1,0
0,0,0,0,0,0,0,0,0,0,12,0,0,5,0,0,0,1,0,0,35,12,1,0,0,0,1,58,77,1,0
0,0,0,0,0,0,0,0,0,0,12,1,0,3,0,0,0,1,1,0,25,7,0,0,0,0,1,68,91,0,0
0,0,0,0,0,0,0,0,1,0,14,0,0,0,0,0,0,1,0,0,35,4,0,0,0,0,0,78,66,0,0
0,0,0,0,0,0,0,0,1,0,9,0,1,0,0,0,0,1,0,0,19,0,0,0,0,0,0,55,61,1,1
0,0,0,0,0,0,0,0,1,0,9,0,1,0,0,0,0,1,0,0,19,0,0,0,0,0,0,55,61,1,1
0,0,0,0,0,0,0,1,0,0,20,1,0,2,0,0,0,1,0,0,32,10,1,0,0,0,0,68,82,1,0
0,0,0,0,0,0,0,0,0,1,6,1,0,2,0,0,0,1,1,0,31,3,0,0,0,0,0,50,63,0,0
0,0,0,0,0,0,0,0,0,0,13,0,0,6,0,0,0,0,0,0,28,14,1,0,0,0,1,74,75,0,1
0,0,0,0,1,1,0,0,0,0,7,1,0,0,0,0,0,1,1,0,37,4,0,0,0,0,0,48,79,1,1
0,0,0,0,1,1,0,0,0,0,7,0,0,2,0,0,0,1,0,0,24,3,0,0,0,0,0,67,56,0,0
0,0,0,0,0,0,0,0,0,0,13,0,0,4,0,0,0,1,0,0,24,8,0,0,0,0,1,52,66,0,0
0,0,0,0,0,0,1,1,1,0,14,0,0,0,0,0,1,1,0,0,36,2,1,0,0,0,0,49,70,1,0
0,0,0,0,0,0,1,1,1,0,14,0,0,0,0,0,1,1,0,0,36,2,1,0,0,0,0,49,70,1,0
0,0,0,0,0,0,0,0,0,0,15,0,0,2,0,0,0,1,0,0,20,13,0,0,0,0,1,72,72,0,0
0,0,0,0,0,0,0,1,0,0,15,0,0,6,0,1,0,0,0,0,25,10,0,0,0,0,0,73,83,1,0
0,0,0,0,0,0,1,0,0,0,12,0,0,4,0,0,0,0,0,0,31,5,0,0,0,0,0,68,59,1,0
0,0,0,0,0,0,0,0,0,0,14,0,0,1,0,0,0,0,0,0,27,8,0,0,0,0,1,49,72,1,0
0,0,0,0,0,0,0,0,1,0,14,0,0,0,0,0,0,0,0,0,35,0,1,0,0,0,0,66,92,1,0
0,0,0,0,0,0,1,0,0,0,11,0,0,4,0,0,0,0,0,0,27,8,0,0,0,0,1,52,65,0,1
0,0,0,0,0,0,1,0,0,0,17,0,0,7,0,0,0,0,0,0,34,6,0,0,0,0,1,65,86,1,0
0,0,0,0,0,0,0,0,0,0,11,0,0,2,0,0,0,1,0,0,16,3,0,0,0,0,0,56,66,1,0
0,0,0,0,0,0,0,0,0,0,11,0,0,2,0,0,0,1,0,0,16,3,0,0,0,0,0,56,66,1,0
0,0,0,0,0,0,0,0,0,0,11,0,0,2,0,0,0,1,0,0,16,3,0,0,0,0,0,56,66,1,0
0,0,0,0,1,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,29,6,0,0,0,0,0,51,88,0,0
0,0,0,0,0,0,0,0,0,0,12,1,0,4,0,0,0,0,0,0,23,9,0,0,0,0,1,58,61,1,0
0,0,0,0,1,1,0,0,0,0,5,1,0,0,0,0,0,1,1,0,35,3,0,0,0,0,0,46,78,1,0
0,0,0,0,0,0,1,0,1,1,19,0,0,0,0,0,0,1,0,0,29,5,1,0,1,0,0,77,68,1,0
0,0,0,0,0,0,0,0,1,0,16,1,0,1,0,1,0,1,1,0,38,4,0,0,0,0,0,67,62,0,0
0,0,0,1,0,0,1,0,1,0,21,0,0,2,0,0,0,1,0,0,27,10,1,0,0,0,1,58,72,1,0
0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,0,0,20,4,0,0,0,0,1,50,85,1,0
0,0,0,0,0,0,0,0,1,0,20,0,0,6,0,0,0,1,0,0,27,10,0,0,0,0,1,66,73,1,0
0,0,0,0,0,0,1,1,1,0,21,0,0,1,0,1,0,1,0,0,22,6,1,0,0,0,1,63,68,1,0
0,0,0,0,0,0,0,0,0,1,14,0,0,6,0,0,0,1,0,0,30,11,0,0,0,0,0,67,75,1,0
0,0,0,0,0,0,0,0,0,0,12,0,0,4,0,0,0,0,0,0,25,10,0,0,0,0,0,55,65,1,0
0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,27,11,0,0,0,0,1,50,70,0,0
0,0,0,0,0,0,0,0,1,1,23,0,1,0,0,0,0,1,1,0,34,4,1,0,0,0,0,68,72,1,0
0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,47,72,1,0
0,0,0,0,0,0,1,1,1,0,14,0,0,0,0,0,1,1,0,0,36,2,1,0,0,0,0,48,71,1,0
0,0,0,0,0,0,0,0,0,0,9,0,0,3,0,0,0,0,0,0,13,9,0,0,0,0,1,58,74,0,0
0,0,0,0,0,0,0,0,1,1,8,1,1,2,0,0,0,0,0,0,25,1,0,0,0,0,0,82,85,1,0
0,0,0,0,0,0,0,0,1,0,17,0,0,5,0,0,0,0,0,0,23,11,0,0,0,0,1,57,79,1,0
0,0,0,0,0,0,1,0,1,0,14,1,1,4,0,0,0,0,0,0,16,7,0,0,0,0,1,56,69,1,0
0,0,0,0,0,0,0,0,0,0,13,0,0,4,0,1,0,0,0,0,28,9,0,0,0,0,0,54,66,1,0
0,0,0,0,0,0,0,1,1,0,20,0,0,2,0,0,0,1,0,0,24,7,0,0,0,0,1,76,74,0,0
0,0,0,0,0,0,0,0,0,0,15,0,0,3,0,0,0,0,0,0,24,15,0,0,0,0,1,62,81,1,0
0,0,0,0,0,0,0,0,1,0,16,0,0,3,0,0,0,0,0,0,35,10,0,0,0,0,1,55,71,1,1
0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,1,0,0,0,0,33,1,0,0,0,0,0,46,78,0,0
0,0,0,0,0,0,0,0,0,0,8,0,0,6,0,0,0,0,0,0,20,4,0,0,0,0,0,69,92,0,0
0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,0,0,0,0,0,21,18,0,0,0,0,1,70,76,0,0
0,0,0,1,0,0,1,0,0,0,16,0,0,10,0,0,0,1,0,0,40,6,0,0,0,0,0,57,74,1,0
0,0,0,0,1,0,0,0,0,0,6,1,0,0,0,0,0,0,1,0,39,11,0,0,0,0,0,52,76,1,0
0,0,0,0,0,0,0,0,0,0,12,0,0,2,0,1,0,0,0,0,19,8,0,0,0,0,1,51,79,0,0
0,0,0,0,0,0,0,0,0,0,13,0,0,4,0,0,0,1,0,0,20,8,0,0,0,0,1,73,62,1,0
0,0,0,0,0,0,0,0,0,0,6,1,0,2,0,0,0,0,0,0,20,3,0,0,0,0,0,46,75,0,0
0,0,0,0,1,1,1,0,0,0,8,1,0,0,0,0,0,0,1,0,28,4,0,0,0,0,0,50,88,1,0
0,0,0,0,1,1,0,0,1,0,12,1,0,0,0,0,0,1,1,0,36,5,0,0,0,0,0,49,82,1,0
0,0,0,0,0,0,1,1,1,0,17,0,0,1,0,0,0,0,0,0,22,3,0,0,0,0,0,53,66,1,0
0,0,0,0,0,0,0,0,1,0,15,0,0,1,0,1,0,1,0,0,30,2,0,0,0,0,0,75,60,0,0
0,0,0,0,0,0,0,0,0,0,13,0,0,3,0,0,0,1,0,0,23,19,0,0,0,0,0,67,77,0,0
0,0,0,0,0,0,0,0,0,0,14,0,0,4,0,0,0,0,0,0,29,9,0,0,0,0,1,70,89,0,0
0,0,0,0,0,0,0,0,1,0,9,0,1,0,0,0,0,1,0,0,41,0,0,0,0,0,0,55,61,1,0
0,0,0,0,0,0,0,0,1,0,9,0,1,0,0,0,0,1,0,0,41,0,0,0,0,0,0,55,61,1,1
0,0,0,0,0,0,0,0,1,0,9,0,1,0,0,0,0,1,0,0,41,0,0,0,0,0,0,55,61,1,0
0,0,0,0,0,0,0,0,1,0,9,0,1,0,0,0,0,1,0,0,41,0,0,0,0,0,0,55,61,1,0
0,0,0,0,0,0,0,0,1,0,18,0,1,2,0,0,0,0,0,0,29,3,0,0,0,0,0,81,76,1,0
0,0,0,0,0,0,0,0,0,0,14,0,0,2,0,0,0,1,0,0,31,9,0,0,0,0,0,51,73,1,0
0,0,0,0,0,0,0,0,0,0,14,0,0,5,0,0,0,0,0,0,29,9,0,0,0,0,1,70,89,0,0
0,0,0,0,0,0,0,0,0,0,14,0,0,5,0,0,0,0,0,0,29,9,0,0,0,0,1,70,89,0,0
0,0,0,0,0,0,0,0,0,0,11,1,0,4,0,0,0,0,0,0,26,14,1,0,0,0,0,58,85,1,0
0,0,0,0,0,0,0,0,0,0,14,0,0,4,0,0,0,0,0,0,29,9,0,0,0,0,1,71,89,0,1
