n_api_calls,perm_android_permission_GET_TASKS,perm_android_permission_READ_PHONE_STATE,perm_android_permission_MOUNT_UNMOUNT_FILESYSTEMS,n_urls,perm_android_permission_SYSTEM_ALERT_WINDOW,n_used_permissions,perm_com_android_launcher_permission_INSTALL_SHORTCUT,perm_android_permission_CHANGE_WIFI_STATE,perm_android_permission_SEND_SMS,n_permissions,suspicious_getSubscriberId,intent_android_intent_action_USER_PRESENT,perm_android_permission_CHANGE_NETWORK_STATE,perm_android_permission_WRITE_SETTINGS,perm_android_permission_READ_SMS,perm_android_permission_WRITE_SMS,suspicious_getSystemService,intent_android_net_conn_CONNECTIVITY_CHANGE,perm_android_permission_READ_LOGS,suspicious_Base64,perm_android_permission_RECEIVE_SMS,suspicious_Ldalvik_system_PathClassLoader_,suspicious_getPackageInfo,intent_android_intent_action_PACKAGE_ADDED,perm_android_permission_READ_CALENDAR,perm_com_baiqi_weather_permission_READ_SETTINGS,intent_com_excelliance_kxqp_action_swpmain,intent_show_encourage,intent_com_excelliance_kxqp_action_swpsrv,label
22,0,0,0,47,0,8,0,0,0,10,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0
22,0,0,0,47,0,8,0,0,0,10,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,1
22,0,0,0,47,0,8,0,0,0,10,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0
22,0,0,0,47,0,8,0,0,0,10,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,1
22,0,0,0,47,0,8,0,0,0,10,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0
22,0,0,0,47,0,8,0,0,0,10,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0
22,0,0,0,47,0,8,0,0,0,10,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0
22,0,0,0,47,0,8,0,0,0,10,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0
22,0,0,0,47,0,8,0,0,0,10,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0
22,0,0,0,47,0,8,0,0,0,10,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0
22,0,0,0,47,0,8,0,0,0,10,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0
22,0,0,0,47,0,8,0,0,0,10,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0
22,0,0,0,47,0,8,0,0,0,10,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0
22,0,0,0,47,0,8,0,0,0,10,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0
22,0,0,0,47,0,8,0,0,0,10,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0
22,0,0,0,47,0,8,0,0,0,10,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,1
22,0,0,0,47,0,8,0,0,0,10,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0
22,0,0,0,47,0,8,0,0,0,10,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,1
22,0,0,0,47,0,8,0,0,0,10,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,1
22,0,0,0,47,0,8,0,0,0,10,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,1
22,0,0,0,47,0,8,0,0,0,10,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0
22,0,0,0,47,0,8,0,0,0,10,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0
22,0,0,0,47,0,8,0,0,0,10,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0
22,0,0,0,47,0,8,0,0,0,10,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0
22,0,0,0,47,0,8,0,0,0,10,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0
22,0,0,0,47,0,8,0,0,0,10,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0
22,0,0,0,47,0,8,0,0,0,10,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0
22,0,0,0,47,0,8,0,0,0,10,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0
22,0,0,0,47,0,8,0,0,0,10,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,1
22,0,0,0,47,0,8,0,0,0,10,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,1
22,0,0,0,47,0,8,0,0,0,10,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0
22,0,0,0,47,0,8,0,0,0,10,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0
22,0,0,0,47,0,8,0,0,0,10,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0
22,0,0,0,47,0,8,0,0,0,10,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0
22,0,0,0,47,0,8,0,0,0,10,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0
22,0,0,0,47,0,8,0,0,0,10,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0
22,0,0,0,47,0,8,0,0,0,10,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0
22,0,0,0,47,0,8,0,0,0,10,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0
22,0,0,0,47,0,8,0,0,0,10,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0
22,0,0,0,47,0,8,0,0,0,10,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,1
22,0,0,0,47,0,8,0,0,0,10,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0
22,0,0,0,47,0,8,0,0,0,10,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0
23,0,0,0,48,0,10,0,0,0,9,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0
23,0,0,0,48,0,10,0,0,0,9,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0
22,0,0,0,47,0,8,0,0,0,9,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,1
22,0,0,0,47,0,8,0,0,0,9,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0
22,0,0,0,47,0,8,0,0,0,9,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0
22,0,0,0,47,0,8,0,0,0,9,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0
22,0,0,0,47,0,8,0,0,0,9,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,1
22,0,0,0,47,0,8,0,0,0,9,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0
22,0,0,0,47,0,8,0,0,0,9,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,1
22,0,0,0,47,0,8,0,0,0,9,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0
22,0,0,0,47,0,8,0,0,0,9,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0
22,0,0,0,47,0,8,0,0,0,9,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0
22,0,0,0,47,0,8,0,0,0,9,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0
22,0,0,0,47,0,8,0,0,0,9,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0
22,0,0,0,47,0,8,0,0,0,9,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0
22,0,0,0,47,0,8,0,0,0,9,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0
22,0,0,0,47,0,8,0,0,0,9,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0
22,0,0,0,47,0,8,0,0,0,9,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0
22,0,0,0,47,0,8,0,0,0,9,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0
22,0,0,0,47,0,8,0,0,0,9,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,1
22,0,0,0,47,0,8,0,0,0,9,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0
22,0,0,0,47,0,8,0,0,0,9,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0
22,0,0,0,47,0,8,0,0,0,9,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0
19,0,0,0,49,0,9,0,0,0,9,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0
19,0,0,0,49,0,9,0,0,0,9,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0
19,0,0,0,49,0,9,0,0,0,9,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0
19,0,0,0,49,0,9,0,0,0,9,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0
19,0,0,0,49,0,9,0,0,0,9,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0
19,0,0,0,49,0,9,0,0,0,9,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0
19,0,0,0,49,0,9,0,0,0,9,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0
19,0,0,0,49,0,9,0,0,0,9,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0
19,0,0,0,49,0,9,0,0,0,9,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0
23,0,0,0,49,1,9,0,0,0,9,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1
20,0,1,0,48,0,9,0,0,0,10,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
22,0,0,0,48,0,10,0,0,0,7,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
23,0,0,0,49,0,9,0,1,0,9,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
21,0,0,0,45,0,9,0,0,0,7,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
26,0,0,0,49,0,10,0,0,0,10,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0
20,0,1,0,49,0,9,0,0,0,8,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1
24,0,0,0,47,0,10,0,0,0,11,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1
21,0,0,0,47,0,9,0,0,0,10,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
21,0,0,0,47,0,9,0,0,0,10,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
23,0,0,0,44,0,9,0,0,0,10,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
22,0,0,0,45,0,11,0,0,0,12,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
21,0,0,0,49,0,10,0,0,0,7,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
18,0,1,0,46,0,8,0,0,0,8,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
20,0,0,0,47,0,8,0,0,1,8,0,0,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0
24,0,0,0,47,0,9,0,0,0,11,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1
25,0,0,0,47,0,9,0,0,0,8,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
21,0,0,0,49,0,9,0,0,0,11,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
21,0,0,0,48,0,7,0,0,0,13,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
24,0,0,0,51,0,8,0,0,0,9,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
21,0,0,0,46,0,10,0,0,0,12,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
19,0,0,0,48,0,7,0,0,0,11,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
22,0,0,0,46,0,8,0,0,0,9,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
22,0,0,0,48,0,9,0,0,0,8,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0
21,0,0,0,43,0,8,0,0,0,8,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
21,0,0,0,47,0,10,0,0,0,7,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
21,0,1,0,47,0,9,0,0,0,9,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
18,0,0,0,50,0,8,0,0,0,9,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
24,0,0,0,46,0,9,0,0,0,11,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
23,0,0,0,51,0,9,0,0,0,6,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
20,0,0,0,49,0,10,0,0,0,9,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1
20,0,0,0,46,0,9,0,0,0,14,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
21,1,1,0,51,1,7,0,0,0,10,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
21,0,0,0,48,0,8,0,0,0,10,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1
22,0,0,0,48,0,9,0,0,0,12,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
22,1,0,0,48,0,9,1,0,0,11,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
22,0,0,0,48,0,9,0,0,0,12,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1
19,0,0,0,46,0,9,0,0,0,6,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1
23,0,1,0,50,0,9,0,0,0,12,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
23,0,1,0,50,0,9,0,0,0,12,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
23,0,1,0,50,0,9,0,0,0,12,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
23,0,0,0,45,0,9,0,0,0,8,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
21,0,0,0,46,0,8,0,0,0,12,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
21,0,0,0,46,0,8,0,0,0,12,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
20,0,0,0,50,0,9,0,0,0,7,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
22,0,1,0,48,0,8,0,0,0,9,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
19,0,0,0,50,0,9,0,0,0,8,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
25,0,0,0,45,0,12,0,0,0,13,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1
18,0,0,0,51,0,8,0,0,0,9,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1
20,0,0,0,48,0,7,0,0,0,12,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0
22,0,0,0,49,0,9,0,0,0,12,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1
25,0,0,0,45,0,12,0,0,0,13,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
21,0,1,0,45,0,8,0,0,0,10,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
22,0,0,0,51,1,12,0,0,0,8,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
23,0,0,0,45,0,11,0,0,0,8,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0
24,0,0,0,44,0,10,0,0,0,8,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
21,0,0,0,47,0,9,0,0,0,5,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
25,0,0,0,45,0,11,0,0,0,10,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0
23,0,0,0,51,0,9,0,0,0,7,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1
22,0,1,0,47,0,13,0,0,0,12,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
25,0,1,0,45,0,11,0,0,0,9,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
20,0,0,0,48,0,10,0,0,0,5,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
23,0,0,0,42,0,9,0,0,0,13,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
24,0,0,0,49,0,10,0,0,0,10,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
19,0,0,0,45,0,9,0,0,0,8,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
21,0,0,0,52,0,8,0,0,0,8,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
24,0,0,0,50,0,9,0,0,0,9,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
21,0,0,0,44,0,11,0,0,0,7,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
22,0,0,0,47,0,10,0,0,0,8,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0
21,0,0,0,48,0,10,0,0,0,7,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1
21,1,1,0,52,1,7,0,0,0,10,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
21,0,0,0,43,0,9,0,0,0,8,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
23,0,0,0,43,0,9,0,0,0,8,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
24,0,1,0,45,0,10,0,0,0,10,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
19,0,0,0,50,0,7,0,0,0,11,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
23,0,1,0,46,0,13,0,0,0,12,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0
19,0,0,0,45,0,7,1,0,0,11,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
25,0,0,0,43,0,8,0,0,0,13,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
22,0,0,0,48,0,10,0,0,0,14,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0
21,1,0,0,43,0,8,0,0,0,10,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
22,0,0,0,50,1,9,0,0,0,11,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
24,0,0,0,46,0,10,0,0,0,10,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
23,1,0,0,52,0,10,0,0,0,12,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
20,0,1,0,47,0,9,0,0,0,8,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0
23,0,1,0,52,0,9,0,0,0,8,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
21,0,0,0,41,0,8,0,0,0,10,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
21,0,0,0,47,1,9,0,0,0,13,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
23,0,1,0,48,0,9,0,0,0,13,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
23,0,0,0,45,0,13,0,0,0,8,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
19,0,0,0,50,0,9,0,0,0,9,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1
19,0,0,0,50,0,9,0,0,0,9,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
19,0,0,0,46,0,9,0,0,0,10,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
19,0,0,0,50,0,9,0,0,0,9,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
25,0,0,0,45,0,10,0,0,0,10,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1
23,0,1,0,48,0,11,0,0,0,15,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
21,0,0,0,43,0,12,0,0,0,7,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1
24,0,0,0,50,0,10,0,0,0,10,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
20,0,1,0,50,0,10,0,0,0,13,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1
21,0,0,0,46,0,10,0,0,0,6,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
21,0,0,0,49,0,11,0,1,0,13,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
22,0,0,0,50,0,8,0,0,0,13,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
21,0,0,0,45,0,9,0,0,0,10,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
19,0,1,0,49,0,9,0,0,0,13,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
25,0,1,0,47,0,11,0,0,0,15,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
25,0,0,0,45,1,12,0,0,0,13,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
21,0,0,0,43,0,10,0,0,0,8,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
22,0,0,0,47,0,12,0,0,0,8,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
24,0,0,0,47,0,10,0,0,0,6,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
25,0,0,0,49,0,11,0,0,0,9,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
22,0,0,0,44,0,12,0,0,0,8,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
19,0,0,0,42,0,7,0,0,0,9,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
21,0,0,0,43,0,10,0,0,0,8,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
20,0,0,0,53,0,9,0,0,0,9,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
21,0,0,0,44,0,9,0,0,0,8,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
20,0,0,0,52,0,8,0,0,0,10,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
23,0,0,0,53,0,9,0,0,0,11,0,0,0,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0
23,0,0,0,42,0,9,0,0,0,8,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
23,0,0,0,42,0,8,0,0,0,9,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
17,0,0,0,49,0,6,0,0,0,10,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0
25,0,1,0,45,0,11,0,0,0,9,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
25,0,1,0,43,0,12,0,0,0,12,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
24,0,1,0,50,0,11,0,0,0,13,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
18,0,1,0,49,0,8,0,0,0,10,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0
23,0,0,0,52,0,9,0,0,0,10,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0
