suspicious_getSubscriberId,suspicious_sendTextMessage,perm_android_permission_SEND_SMS,perm_android_permission_READ_PHONE_STATE,perm_android_permission_ACCESS_NETWORK_STATE,n_activities,n_permissions,suspicious_Base64,n_api_calls,n_urls,n_used_permissions,suspicious_getPackageInfo,perm_android_permission_WRITE_EXTERNAL_STORAGE,suspicious_getDeviceId,n_providers,suspicious_Ljava_lang_System___load,suspicious_Ljava_lang_System___loadLibrary,perm_android_permission_READ_EXTERNAL_STORAGE,n_services,n_receivers,perm_android_permission_CAMERA,perm_android_permission_ACCESS_WIFI_STATE,suspicious_Ldalvik_system_PathClassLoader_,suspicious_Ljava_lang_Runtime___exec,intent_android_intent_action_VIEW,suspicious_Cipher,intent_android_intent_action_MAIN,intent_co_ronash_pushe_RECEIVE,perm_com_aspire_mm_permission_READ_SETTINGS,perm_com_fx_launcher_permission_READ_SETTINGS,label
0,0,0,0,1,5,4,0,18,2,7,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
0,0,0,0,0,5,1,1,18,3,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
0,0,0,0,0,5,3,1,17,4,6,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
0,0,0,0,1,4,2,1,18,3,9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
0,0,1,1,0,5,4,1,18,1,8,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
0,0,0,0,1,5,4,1,19,1,9,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
0,0,0,0,0,6,2,0,17,3,6,0,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0
0,0,0,0,1,5,2,1,18,4,9,1,0,1,1,0,0,0,2,0,0,0,1,0,0,1,1,0,0,0,0
0,0,0,0,0,5,3,1,19,5,9,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
0,0,0,0,0,6,1,1,16,3,8,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0
0,0,0,0,0,6,1,1,17,4,8,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
0,0,0,0,0,4,3,1,19,1,7,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0
0,0,0,0,0,4,1,1,18,2,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
0,0,0,0,1,5,3,1,18,3,7,1,0,1,0,0,0,0,2,1,0,0,0,1,0,1,1,0,0,0,0
0,0,0,0,0,5,1,0,18,2,7,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
0,0,1,0,0,4,3,1,18,1,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
0,0,0,0,0,4,1,1,18,2,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
0,0,0,1,1,3,4,1,18,3,9,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
0,0,0,0,0,4,2,1,18,3,8,1,0,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0
0,0,0,0,0,4,1,1,18,2,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
0,0,0,0,1,6,3,1,20,1,7,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0
0,0,0,0,0,5,2,1,17,3,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
0,0,0,0,0,4,1,1,18,2,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
0,0,0,0,1,6,2,1,18,4,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
0,0,0,0,1,6,3,0,16,3,7,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
0,0,0,0,1,7,4,1,17,5,7,1,1,1,2,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
0,0,0,0,1,5,2,0,17,2,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
0,0,0,0,1,4,3,1,20,2,7,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
0,0,0,0,1,5,2,0,17,1,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
0,0,0,0,1,6,3,1,19,5,7,1,0,1,1,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0
0,0,0,0,1,3,2,1,18,2,7,1,0,1,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0
0,0,0,0,0,7,1,1,18,4,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
0,0,0,0,1,4,4,1,20,2,7,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
0,0,0,0,1,3,3,1,18,2,8,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
0,0,0,0,1,4,2,0,17,1,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
0,0,0,0,1,6,2,1,19,5,8,1,0,1,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0
0,0,0,0,0,6,0,1,18,2,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
0,0,0,0,0,6,1,0,19,1,6,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0
0,0,0,0,0,6,2,1,19,4,9,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0
0,0,0,0,1,5,2,0,17,1,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
0,0,0,0,0,4,2,0,18,2,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
0,0,0,0,1,3,3,1,18,2,8,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
0,0,0,0,0,4,1,1,17,2,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
0,0,0,0,0,4,0,1,17,2,8,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
0,0,0,0,0,4,1,1,19,1,8,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
0,0,0,0,1,5,2,0,17,1,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
0,0,0,0,1,3,4,1,18,1,6,1,1,0,2,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
0,0,0,0,0,4,2,1,19,1,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
0,0,0,0,0,6,1,1,20,2,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
0,0,0,0,0,8,4,1,18,1,6,1,1,0,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0
0,0,0,0,0,4,3,1,18,4,9,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
0,0,0,0,1,3,3,1,18,1,8,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
0,0,0,0,1,8,3,1,18,2,6,1,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0
0,0,0,0,1,8,2,1,18,4,9,1,0,1,1,0,0,0,2,0,0,0,1,0,0,1,1,0,0,0,0
0,0,0,0,0,5,3,1,21,4,9,1,1,1,2,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0
0,0,0,0,1,8,2,1,18,4,9,1,0,1,1,0,0,0,2,0,0,0,1,0,0,1,1,0,0,0,0
0,0,0,0,0,3,1,1,17,3,8,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
0,0,0,0,1,4,4,1,17,3,6,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,1
0,0,0,0,0,7,2,0,17,3,6,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
0,0,0,0,0,7,1,0,18,1,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
0,0,0,0,0,6,1,1,17,2,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
0,0,0,0,0,3,3,1,17,2,8,1,1,1,1,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0
0,0,0,0,0,4,1,1,17,2,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
0,0,0,0,0,5,4,1,20,1,7,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0
0,0,0,0,0,7,2,1,18,6,8,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
0,0,0,0,0,6,3,1,17,4,6,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0
0,0,0,0,1,8,3,1,20,3,7,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
0,0,0,0,0,4,1,0,18,2,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
0,0,0,0,1,4,4,1,20,4,8,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0
0,0,0,0,0,4,4,0,16,3,8,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
0,0,0,0,0,4,1,1,18,1,8,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
0,0,0,0,1,5,4,0,18,2,6,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
0,0,0,0,0,6,0,0,16,2,8,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
0,0,0,0,1,4,4,1,17,3,6,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,1
0,0,0,0,0,3,2,0,17,1,6,0,1,1,2,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
0,0,0,0,0,6,1,1,18,3,9,1,0,1,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0
0,0,0,0,0,5,2,1,16,3,6,0,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0
0,0,0,0,0,5,0,1,18,1,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
0,0,0,0,0,7,0,1,18,1,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
0,0,0,0,0,5,1,1,19,3,9,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
0,0,0,0,0,5,0,1,18,1,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
0,0,0,0,1,4,3,1,17,3,6,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
0,0,0,0,0,5,2,1,17,4,6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,4,2,0,20,2,7,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
0,0,0,0,0,4,4,1,19,4,7,1,0,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1
0,0,0,0,1,4,2,1,18,4,9,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
0,0,0,0,0,5,0,1,18,1,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
0,0,0,0,1,4,4,1,18,4,9,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
0,0,0,0,0,6,0,1,17,1,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
0,0,0,0,0,6,0,1,17,1,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
0,0,0,0,1,5,5,0,18,2,9,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0
0,0,0,0,1,4,4,1,17,4,7,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
0,0,0,0,0,3,2,1,17,2,8,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
0,0,0,0,0,5,0,1,18,1,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
0,0,0,0,0,5,1,1,20,3,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
0,0,0,0,1,5,5,0,18,2,9,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0
0,0,0,0,0,7,2,1,18,5,8,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
0,0,0,0,0,5,1,1,20,3,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
0,0,0,0,1,4,4,1,20,4,8,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0
0,0,0,0,1,4,5,1,19,4,7,1,1,1,2,1,1,1,0,2,0,1,0,0,0,1,1,0,0,0,0
0,0,0,0,1,6,6,1,17,2,8,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0
0,0,0,0,0,7,0,1,17,1,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
0,0,0,0,1,4,2,0,17,3,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
0,0,0,0,1,3,4,1,19,3,7,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
0,0,0,0,0,9,1,1,20,2,7,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
0,0,0,0,1,3,4,0,17,3,7,0,1,1,1,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0
0,0,0,0,0,8,3,1,17,1,6,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
0,0,0,0,0,7,0,1,19,2,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
0,0,0,0,0,3,1,1,20,2,8,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1
0,0,0,0,1,4,5,0,17,2,7,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
0,0,0,0,0,6,1,0,17,3,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
0,0,0,0,0,9,1,1,18,4,8,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
0,0,0,0,0,7,2,0,16,3,6,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
0,0,0,0,0,4,1,1,17,2,8,1,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0
0,0,0,0,1,5,4,1,18,5,8,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
0,0,0,0,1,9,4,0,18,3,8,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
0,0,0,0,1,5,2,1,18,4,9,1,0,1,0,0,0,0,2,0,0,0,1,0,0,1,1,0,0,0,1
0,0,0,0,0,5,0,1,17,1,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
0,0,0,0,1,3,4,1,18,1,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
0,0,0,0,1,5,2,1,18,4,9,1,0,1,0,0,0,0,2,0,0,0,1,0,0,1,1,0,0,0,0
0,0,0,0,1,5,2,1,18,5,9,1,0,1,1,0,0,0,2,0,0,0,1,0,0,1,1,0,0,0,0
0,0,0,0,0,7,1,0,18,2,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
0,0,0,0,1,3,2,1,19,1,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
0,0,0,0,1,4,5,1,19,4,7,1,1,1,2,1,1,1,0,2,0,1,0,0,0,1,1,0,0,0,0
0,0,0,0,1,7,4,1,19,4,10,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
0,0,0,0,1,4,6,1,17,3,7,1,1,1,2,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0
1,1,0,0,0,7,2,1,17,2,6,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0
0,0,0,0,0,5,1,0,17,1,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
0,0,0,1,0,5,5,1,19,0,7,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
0,0,0,0,0,3,1,1,18,4,8,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
0,0,0,0,1,4,3,1,18,4,6,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
0,0,0,0,1,4,3,1,19,4,7,1,0,1,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0
0,0,0,0,0,2,2,1,19,2,7,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
0,0,0,0,0,7,5,1,20,2,7,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
0,0,0,0,0,3,1,1,17,2,6,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
0,0,0,0,0,7,1,0,17,1,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
0,0,0,0,1,3,4,0,18,4,7,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
0,0,0,0,0,2,3,1,18,2,9,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
0,0,0,0,0,3,1,1,18,2,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
0,0,0,1,0,7,3,1,17,4,6,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0
0,0,0,0,0,6,1,1,21,2,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
0,0,0,0,0,5,0,1,18,1,8,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
0,0,0,0,0,4,1,0,17,3,7,0,0,1,1,1,1,0,0,1,1,0,0,0,1,1,1,0,0,0,1
0,0,0,0,1,3,4,1,18,3,8,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
0,0,0,0,0,3,1,1,18,2,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
0,0,0,0,0,3,2,1,18,3,9,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0
0,0,0,0,1,4,2,1,21,2,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
0,0,0,0,0,5,0,1,17,1,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
0,0,0,0,0,3,1,1,18,2,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
0,0,0,0,0,5,1,1,20,2,7,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0
0,0,0,0,0,4,6,0,18,1,8,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0
0,0,0,0,0,5,0,0,18,3,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
0,0,0,0,0,3,1,1,18,2,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
0,0,0,0,1,4,5,1,18,3,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
0,0,0,0,0,2,3,1,17,1,8,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
0,0,0,0,0,7,4,0,18,1,6,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0
0,0,0,0,1,7,3,1,20,6,7,1,1,1,2,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
0,0,0,0,1,6,3,1,17,5,6,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
0,0,0,0,1,4,5,0,17,2,6,0,1,0,1,1,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0
0,0,0,0,0,2,4,1,18,1,8,1,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0
0,0,0,0,0,7,4,1,18,5,8,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
0,0,0,0,1,3,2,1,17,3,7,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
0,0,0,0,0,3,1,1,17,2,8,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
0,0,0,0,0,4,0,1,18,1,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
0,0,0,0,1,9,3,1,18,4,9,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
0,0,0,0,0,8,4,1,19,5,9,1,1,1,1,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0
0,0,0,0,1,5,2,0,15,3,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
0,0,0,0,1,2,3,1,18,2,8,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
0,0,0,0,0,4,0,1,18,1,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
0,0,0,0,0,8,3,1,17,4,6,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1
0,0,0,0,0,4,0,1,18,3,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
0,0,0,1,1,4,5,1,17,2,6,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
0,0,0,0,0,4,0,1,19,2,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
0,0,0,0,0,6,1,0,17,4,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
0,0,0,0,0,3,1,1,18,1,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
0,0,0,0,1,3,2,1,17,4,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
0,0,0,0,1,8,4,0,15,1,7,1,1,0,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0
0,0,0,0,0,5,0,1,17,1,8,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
0,0,0,0,0,4,0,1,18,3,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
