intent_ACTION_TAPCORE_MESSAGE,perm_android_permission_ACCESS_SUPERUSER,perm_com_android_launcher_permission_WRITE_SETTINGS,intent_ACTION_TAPCORE_SYNC,intent_com_inmobi_share_id,intent_com_yandex_metrica_IMetricaService,perm_com_google_android_gms_permission_ACTIVITY_RECOGNITION,perm_com_android_launcher_permission_READ_SETTINGS,perm_android_permission_SYSTEM_ALERT_WINDOW,n_services,intent_android_intent_action_PACKAGE_ADDED,intent_android_intent_action_CHINAMOBILE_OMS_GAME,intent_android_net_conn_CONNECTIVITY_CHANGE,perm_android_permission_WRITE_SETTINGS,perm_android_permission_READ_PHONE_STATE,perm_com_android_launcher_permission_INSTALL_SHORTCUT,perm_android_permission_ACCESS_WIFI_STATE,suspicious_setWifiEnabled,perm_android_permission_GET_TASKS,n_api_calls,n_activities,n_permissions,perm_android_permission_BROADCAST_STICKY,n_urls,suspicious_Ljava_lang_Runtime___exec,suspicious_getCellLocation,perm_android_permission_ACCESS_COARSE_LOCATION,intent_android_intent_action_PACKAGE_REMOVED,perm_android_permission_SEND_SMS,suspicious_Ldalvik_system_DexClassLoader_,label
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,25,72,11,0,19,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,71,0,0,15,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,23,69,12,0,13,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,23,69,12,0,13,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,23,69,12,0,13,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,23,69,12,0,13,0,0,1,0,0,0,1
0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,23,69,12,0,13,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,20,70,7,0,4,1,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,4,0,0,1,0,1,0,1,0,1,23,65,15,0,13,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,4,0,0,0,1,1,0,1,1,0,16,63,11,0,10,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,61,4,0,21,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18,75,10,0,9,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,26,68,13,0,11,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,26,66,13,0,11,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,26,66,13,0,11,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,26,66,13,0,11,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,26,66,13,0,11,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,68,1,0,5,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,26,65,13,0,11,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,17,66,14,0,7,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,67,3,0,15,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,63,2,0,16,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,25,74,12,0,14,0,0,1,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,16,59,7,0,7,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,70,2,0,19,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,63,5,0,24,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,23,74,13,0,6,1,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,17,77,5,0,14,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,74,2,0,21,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,69,2,0,19,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,1,5,0,0,0,0,1,0,1,1,1,20,61,15,0,16,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,61,2,0,16,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,18,57,4,0,19,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,20,59,4,0,22,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,57,2,0,18,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,72,2,0,16,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,65,2,0,23,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,12,65,9,0,18,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,1,16,58,8,0,19,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,18,67,5,0,25,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,75,2,0,16,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,67,2,0,24,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,1,18,67,16,0,9,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,21,78,12,0,17,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,23,65,12,0,23,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,12,73,14,0,11,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,71,3,0,25,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,13,66,10,0,2,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,32,58,12,0,10,0,0,1,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,59,2,0,23,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,17,63,12,0,25,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,17,63,12,0,25,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,17,63,12,0,25,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,17,63,12,0,25,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,17,63,12,0,25,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,17,63,12,0,25,0,0,1,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,20,55,4,0,4,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,20,55,4,0,4,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,80,2,0,14,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,19,81,12,0,13,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,26,55,11,0,20,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,22,60,3,0,26,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,15,68,7,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,15,68,7,0,0,1,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,23,65,11,0,25,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,77,2,0,20,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,67,4,0,27,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,17,61,12,0,25,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,17,61,12,0,25,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,17,55,4,0,4,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,17,61,13,0,17,0,0,1,0,0,0,0
0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,0,1,27,65,18,0,23,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,21,79,17,0,14,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,55,2,0,14,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,20,53,9,0,15,0,0,1,0,0,0,0
0,0,0,0,0,1,0,0,0,5,0,0,1,0,1,0,1,0,0,21,79,8,0,22,0,0,1,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,22,54,10,0,4,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,69,2,0,27,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,52,2,0,14,0,0,0,0,0,1,0
1,0,0,1,1,1,1,0,1,9,0,0,1,0,1,0,1,1,1,28,70,17,1,15,1,0,1,0,0,1,0
0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,35,66,10,0,20,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,79,2,0,17,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,22,64,15,0,21,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,18,82,4,0,17,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,1,0,0,23,70,16,0,24,0,0,1,0,1,0,0
0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,12,58,14,0,10,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,18,82,9,0,12,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,16,60,13,0,17,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,53,2,0,20,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,15,63,13,0,26,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,23,68,7,0,30,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,79,2,0,15,0,0,0,0,0,1,1
0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,0,0,0,0,32,66,15,0,10,1,0,1,0,0,0,1
1,0,0,1,1,1,1,0,1,8,0,0,1,0,1,0,1,0,1,18,55,14,0,12,0,0,1,0,0,1,0
0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,11,62,15,0,16,0,0,1,0,0,0,1
0,1,1,0,0,0,0,1,1,10,0,0,0,1,1,1,1,1,0,26,76,16,0,10,1,0,1,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,69,2,0,28,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,1,0,0,20,81,13,0,8,1,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,80,3,0,3,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,70,2,0,29,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,9,56,7,0,10,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,22,72,17,0,20,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,1,2,1,0,1,1,1,0,1,0,1,27,73,21,0,14,1,1,1,1,0,0,1
0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,1,0,0,24,57,15,0,23,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,20,77,15,0,22,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,13,58,16,0,18,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,17,82,8,0,10,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,9,0,0,0,0,1,0,0,0,0,32,66,16,0,11,1,0,1,0,0,0,1
0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,1,0,0,29,63,14,0,14,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,17,82,8,0,9,0,0,0,0,0,0,0
0,1,1,0,0,0,0,1,1,10,0,0,0,1,1,1,1,1,0,21,77,16,0,7,1,0,1,0,0,1,0
1,0,0,1,1,1,1,0,1,9,1,0,1,0,1,0,1,1,1,20,67,17,1,3,0,1,1,0,0,1,0
0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,19,61,6,0,28,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,18,62,2,0,29,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,11,60,11,0,21,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,1,0,0,26,54,16,0,6,1,0,1,0,1,0,1
0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,25,73,10,0,26,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,1,28,64,18,0,3,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18,51,4,0,20,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,22,59,22,0,19,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,26,55,11,0,25,1,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11,61,5,0,26,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,37,65,14,0,6,1,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,37,65,14,0,6,1,0,1,0,0,0,1
0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,18,83,9,0,15,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16,52,14,0,8,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,20,62,12,0,26,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,22,63,12,0,29,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,82,3,0,3,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,11,59,9,0,23,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,52,2,0,23,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,53,2,0,24,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,29,55,19,0,12,0,0,1,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,52,3,0,23,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,23,83,12,0,12,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,82,9,0,11,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,56,4,0,14,0,0,0,0,0,1,1
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,15,81,17,0,10,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,85,6,0,9,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,21,51,2,0,22,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,21,68,13,0,26,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,52,1,0,22,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,13,0,0,0,0,0,0,1,0,0,21,65,14,0,21,0,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,22,57,13,0,25,0,0,1,0,0,0,0
1,0,0,1,1,1,1,0,1,8,0,0,1,0,1,0,1,0,1,30,67,19,1,5,1,1,1,0,0,1,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,22,57,22,0,19,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,22,57,22,0,19,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,22,80,19,0,16,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,6,57,9,0,11,1,0,1,0,0,0,0
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,29,50,8,0,7,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,0,0,0,1,17,54,13,0,15,1,0,0,0,0,0,0
1,0,0,1,1,1,1,0,1,7,0,0,1,0,1,0,1,0,1,18,54,12,0,23,0,0,1,0,0,1,0
0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,0,0,0,0,19,59,11,0,27,1,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,9,0,0,0,0,1,0,1,0,0,23,80,14,0,5,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,62,1,0,4,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,77,2,0,26,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,22,50,10,0,4,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,21,66,19,0,25,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,55,2,0,26,0,0,0,0,0,0,1
0,1,1,0,0,0,0,1,1,10,0,1,0,1,1,1,1,1,0,27,77,19,0,10,1,0,1,0,1,1,0
0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,1,1,0,21,62,12,0,28,1,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,20,69,12,0,29,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,61,2,0,8,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,77,6,0,30,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,5,65,12,0,18,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,1,0,1,28,56,18,0,9,0,1,0,1,0,0,0
0,0,0,0,0,0,0,0,0,16,0,0,0,0,1,0,0,0,0,14,62,13,0,12,1,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,17,48,7,0,14,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,77,5,0,30,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,73,2,0,31,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,27,55,10,0,25,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,18,48,7,0,17,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,9,0,0,1,0,0,0,0,0,0,18,65,12,0,28,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,1,1,25,62,15,0,30,1,1,1,0,1,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,20,48,13,0,13,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,1,6,0,0,0,1,1,0,1,0,1,15,74,23,0,14,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,30,49,10,0,11,0,0,1,0,0,0,1
0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,1,19,85,12,0,9,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,16,53,13,0,15,0,0,1,0,0,0,0
0,1,1,0,0,0,0,1,1,10,0,0,0,1,1,1,1,1,0,28,78,17,0,6,1,0,1,0,0,1,0
0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,20,79,7,0,26,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,6,0,0,0,0,1,0,1,0,1,26,59,17,0,26,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15,49,10,0,8,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,47,4,0,14,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15,49,10,0,8,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15,49,10,0,8,0,0,1,0,0,0,0
