intent_android_intent_action_PACKAGE_ADDED,intent_android_intent_action_PACKAGE_CHANGED,intent_android_net_conn_CONNECTIVITY_CHANGE,intent_android_intent_action_PACKAGE_RESTARTED,intent_android_intent_action_PACKAGE_REMOVED,perm_android_permission_ACCESS_COARSE_LOCATION,perm_android_permission_GET_TASKS,n_providers,intent_com_google_android_c2dm_intent_RECEIVE,suspicious_Ldalvik_system_PathClassLoader_,perm_com_google_android_c2dm_permission_RECEIVE,intent_com_google_firebase_MESSAGING_EVENT,intent_android_intent_action_QUICKBOOT_POWERON,suspicious_getSubscriberId,n_services,intent_com_google_firebase_INSTANCE_ID_EVENT,n_api_calls,perm_android_permission_SYSTEM_ALERT_WINDOW,intent_com_android_vending_INSTALL_REFERRER,intent_android_intent_action_ACTION_POWER_DISCONNECTED,intent_android_intent_action_ACTION_POWER_CONNECTED,perm_android_permission_CHANGE_NETWORK_STATE,perm_com_android_launcher_permission_INSTALL_SHORTCUT,intent_android_intent_action_VIEW,intent_android_app_action_DEVICE_ADMIN_ENABLED,intent_cryopiggy_start,n_used_permissions,n_activities,intent_com_google_android_gms_appinvite_ACTION_PREVIEW,n_urls,label
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,13,0,0,0,0,0,0,0,0,0,5,6,0,19,1
0,0,1,0,0,1,0,2,1,1,1,0,1,0,12,1,23,0,1,0,0,0,0,1,0,0,10,17,0,118,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,18,0,42,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,2,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,7,8,0,22,0
0,0,0,0,0,0,0,4,1,1,1,0,0,0,12,1,20,0,1,0,0,0,0,1,0,0,10,60,0,32,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,2,0,0,0
0,0,0,0,0,0,0,0,1,1,1,0,1,1,2,0,19,0,0,0,0,0,0,1,0,0,7,11,0,66,0
0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,19,1,1,0,0,0,0,0,0,0,7,8,0,34,0
0,0,0,0,0,0,0,2,1,1,1,1,0,0,4,1,17,0,0,0,0,0,0,0,0,0,8,34,0,7,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,8,20,0,51,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,3,0,10,0
0,0,0,0,0,1,0,2,1,1,1,1,0,0,9,1,19,0,1,0,0,0,0,0,0,0,10,8,0,34,0
0,0,0,0,0,0,0,1,1,1,1,0,0,0,6,0,21,0,1,0,0,0,0,1,0,0,7,7,0,15,0
1,1,1,0,1,0,0,13,1,1,1,1,1,0,25,1,41,1,1,1,1,1,1,1,0,0,22,130,0,125,0
0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,0,35,0,0,0,0,0,0,0,0,0,12,2,0,25,0
0,0,0,0,0,1,0,0,1,0,1,0,0,0,5,0,14,0,1,0,0,0,0,1,0,0,7,9,0,28,0
0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,17,0,0,0,0,0,0,0,0,0,5,2,0,1,0
0,0,0,0,0,0,0,1,1,1,1,0,0,0,2,1,6,0,1,0,0,0,0,0,0,0,5,7,0,24,0
0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,29,0,0,0,0,0,0,0,0,0,11,4,0,38,0
0,0,0,0,0,1,0,2,1,1,1,1,0,0,13,1,23,1,1,0,0,0,0,1,0,0,9,32,1,79,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,25,0,1,0,0,0,0,0,0,0,11,9,0,41,0
0,0,0,0,0,0,0,1,1,1,1,1,0,0,9,1,18,0,1,0,0,0,0,1,0,0,7,9,1,194,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,26,0,0,0,0,0,0,0,0,0,10,3,0,29,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,2,0,20,0
0,0,0,0,0,1,0,0,1,0,1,0,0,0,3,0,42,0,0,0,0,0,0,0,0,0,10,24,0,41,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,6,26,0,30,0
0,0,1,0,0,0,0,5,1,1,1,1,1,1,16,1,28,1,1,0,0,0,0,1,0,0,12,12,0,85,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,2,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,8,7,0,5,0
0,0,1,0,1,1,1,1,0,0,0,0,0,1,20,0,57,0,0,0,0,1,0,1,0,0,18,142,0,237,0
0,0,0,0,1,0,0,1,1,0,1,0,0,0,5,0,20,0,1,0,0,0,0,1,0,0,10,6,0,81,0
0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,3,21,0,2,0
0,0,0,0,0,1,0,1,1,1,1,0,0,0,6,1,20,0,1,0,0,0,0,0,0,0,7,4,0,29,0
1,0,1,0,1,1,1,1,0,0,0,0,0,1,7,0,31,1,0,0,0,1,1,1,0,0,13,129,0,73,0
1,0,1,0,1,1,0,4,1,1,1,0,1,0,16,1,41,0,1,0,0,0,0,0,0,0,13,17,0,87,0
0,0,0,0,0,1,0,2,1,1,1,0,0,0,17,0,33,0,1,0,0,1,0,1,0,0,15,67,0,149,0
1,0,0,0,1,1,1,0,0,0,0,0,0,1,2,0,43,1,0,0,1,0,1,1,0,0,14,69,0,131,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,11,0,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,24,0,0,0,0,0,0,0,0,0,11,4,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,24,0,1,0,0,0,0,0,0,0,10,3,0,22,0
0,0,0,0,0,1,0,1,1,0,1,0,0,0,6,0,37,0,1,0,0,0,0,0,0,0,10,21,0,101,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,8,2,0,38,0
0,0,0,0,0,0,0,6,1,1,1,1,0,0,7,1,13,0,1,0,0,0,0,0,0,0,7,22,0,37,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,7,3,0,11,0
0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,21,0,0,0,0,0,0,0,0,0,12,6,0,33,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,14,0,0,0,0,0,0,0,0,0,6,11,0,44,0
0,0,0,0,0,1,0,2,1,1,1,1,0,0,6,1,21,0,1,0,0,0,0,0,0,0,8,2,0,7,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,2,0,0,0
0,0,1,0,0,1,1,0,0,0,0,0,0,1,5,0,75,0,0,0,0,1,1,1,0,0,17,130,0,120,0
1,0,1,0,1,1,1,17,0,1,0,0,0,1,56,0,69,1,0,0,0,1,1,1,0,0,21,419,0,202,0
0,0,0,0,0,0,0,1,1,0,1,0,0,0,3,0,21,0,0,0,0,1,0,1,0,0,10,12,0,16,0
0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,12,3,0,16,0
1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,15,0,0,0,0,0,0,1,0,0,7,11,0,20,1
1,0,0,0,1,1,1,0,0,0,0,0,1,1,5,0,58,0,0,0,0,0,1,1,0,0,14,258,0,210,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,7,6,0,20,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,1,0
0,0,0,0,0,0,0,1,1,1,1,1,1,0,14,1,18,0,1,0,0,1,0,0,0,0,9,35,0,23,0
0,0,0,0,0,0,0,1,1,1,1,0,0,0,5,1,5,0,1,0,0,0,0,0,0,0,5,3,0,12,0
0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,10,3,0,24,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,1,0,9,0
0,0,0,0,0,0,0,1,1,0,1,0,0,0,5,0,14,0,0,0,0,0,0,0,0,0,6,3,0,17,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,17,0,0,0,0,0,0,0,0,0,9,2,0,42,1
0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,37,0,0,1,1,0,0,0,0,0,16,8,0,30,0
0,0,0,0,0,1,0,2,1,0,1,0,0,0,4,1,16,0,0,0,0,0,0,1,0,0,9,33,0,136,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
0,0,0,0,0,1,0,2,1,1,1,0,0,1,12,1,28,0,1,0,0,0,0,1,0,0,9,51,0,133,1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,9,19,0,30,0
0,0,0,0,0,0,1,1,1,1,1,0,0,0,4,0,20,0,0,0,0,0,0,0,0,0,9,17,0,19,0
0,0,0,0,0,0,0,2,1,1,1,1,0,0,10,1,22,0,1,0,0,0,0,0,0,0,11,12,0,53,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,25,0,0,0,0,0,0,0,0,0,7,8,0,29,0
0,0,0,0,0,0,0,1,1,1,1,0,0,0,4,1,22,0,1,0,0,0,0,0,0,0,10,6,0,32,0
0,0,0,0,0,0,0,1,1,1,1,0,0,0,2,1,7,0,1,0,0,0,0,0,0,0,5,7,0,26,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,8,8,0,20,0
0,0,0,0,0,0,0,5,1,1,1,0,0,0,12,0,20,0,1,0,0,0,0,1,0,0,9,23,0,56,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,9,5,0,24,0
0,0,0,0,0,1,0,3,1,1,1,1,0,0,4,1,26,0,1,0,0,0,0,0,0,0,12,7,0,25,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,5,632,0,1,0
0,0,0,0,0,0,0,1,1,1,1,0,0,0,2,1,18,0,1,0,0,0,0,0,0,0,7,8,0,51,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,7,6,0,18,1
0,0,0,0,0,0,0,1,1,1,1,0,0,0,3,0,55,0,0,0,0,0,0,0,0,0,17,3,0,9,0
1,0,0,0,0,1,1,0,0,1,0,0,0,1,2,0,35,1,1,0,0,0,0,0,0,0,11,6,0,181,0
0,0,1,0,0,0,0,6,1,1,1,1,0,0,10,1,30,0,1,1,1,0,0,1,0,0,12,15,0,41,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,6,1,0,2,0
0,0,0,0,0,0,0,1,1,1,1,1,0,0,10,1,21,0,1,0,0,0,0,1,0,0,9,9,1,64,0
0,0,0,0,0,1,0,1,1,1,1,0,0,0,3,0,12,0,0,0,0,0,0,0,0,0,5,3,0,3,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,16,0,1,0,0,0,0,0,0,0,7,4,0,21,0
1,0,1,0,1,1,1,0,0,0,0,0,0,0,9,0,0,1,0,0,0,1,0,1,0,0,0,76,0,0,0
0,0,0,0,0,0,0,2,1,1,1,1,1,0,10,1,20,0,0,0,0,0,0,0,0,0,7,6,0,11,0
0,0,0,0,0,0,0,2,1,1,1,0,0,0,4,1,14,0,1,0,0,0,0,0,0,0,7,9,0,29,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,9,2,0,32,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,5,5,0,22,0
0,0,1,0,1,1,1,1,0,0,0,0,0,1,8,0,61,1,0,0,0,1,0,1,0,0,17,35,0,225,0
0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,30,0,0,0,0,0,0,0,0,0,10,8,0,22,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,9,0,14,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,9,5,0,14,0
1,0,0,0,1,0,1,2,0,1,0,0,0,1,3,0,26,1,1,0,0,0,0,0,0,0,11,37,0,78,0
0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,17,2,0,43,0
1,0,1,0,1,1,1,2,0,0,0,0,0,0,6,0,0,1,0,0,0,1,0,1,0,0,0,73,0,0,0
0,0,0,0,0,0,0,1,1,0,1,1,0,0,5,1,22,1,0,0,0,0,1,1,0,0,10,114,0,19,0
0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,6,11,0,31,0
0,0,0,0,0,1,0,2,1,1,1,1,1,0,9,1,12,0,0,0,0,0,0,0,0,0,5,4,0,8,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,33,0,0,0,0,0,0,0,0,0,8,7,0,28,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,7,11,0,29,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,9,2,0,20,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,15,0,19,0
0,0,0,0,0,1,0,1,1,1,1,1,0,0,7,1,22,0,1,0,0,0,0,1,0,0,9,72,1,120,0
0,0,1,0,0,1,0,3,1,1,1,1,0,0,8,1,8,0,1,0,0,0,0,1,0,0,5,18,0,35,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,1,0,1,0,0,0,0,0,3,3,0,10,0
0,0,0,0,0,1,0,2,1,1,1,1,0,0,9,1,20,0,1,0,0,0,0,0,0,0,8,15,0,33,0
0,0,0,0,0,0,0,1,1,0,1,1,0,0,5,1,21,0,0,0,0,0,0,0,0,0,8,9,0,17,1
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,7,3,0,20,0
0,0,1,0,0,1,0,1,1,0,1,0,0,0,6,0,41,0,0,0,0,0,0,0,0,0,11,89,0,344,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,1,0,0,8,14,0,11,0
0,0,0,0,0,1,1,1,0,0,0,0,0,0,5,0,0,1,0,0,0,0,1,0,0,0,0,10,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,0,16,0,0,0,0,0,0,0,0,0,7,11,0,29,0
0,0,0,0,0,0,0,2,1,1,1,0,0,0,5,1,23,1,1,0,0,0,0,0,0,0,14,5,0,32,0
0,0,0,0,0,1,1,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,35,0,0,0,0,0,0,0,0,0,10,7,0,73,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,12,8,0,47,0
0,0,1,0,0,1,0,1,1,0,1,0,0,0,3,0,15,0,0,0,0,0,0,1,0,0,7,10,0,7,1
0,0,0,0,0,1,0,2,1,1,1,0,0,0,11,1,29,0,1,1,1,0,0,1,0,0,12,26,0,22,0
0,0,0,0,0,0,0,5,1,1,1,1,0,0,12,1,19,1,1,0,0,0,0,1,0,0,13,25,0,15,0
0,0,0,0,0,0,0,1,1,0,1,1,0,0,6,1,5,0,1,0,0,0,0,0,0,0,4,5,0,18,0
0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,7,4,0,18,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0
0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,33,0,0,0,0,0,0,0,0,0,12,11,0,33,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,7,8,0,14,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,4,0,35,0
0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,43,0,0,0,0,0,0,1,0,0,11,16,0,146,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,11,9,0,42,0
0,0,0,0,0,0,0,0,1,1,1,0,1,0,4,0,12,0,0,0,0,0,0,0,0,0,5,5,0,22,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,6,5,0,1,1
0,0,0,0,0,1,0,1,1,0,1,0,0,0,5,0,14,0,0,0,0,0,0,0,0,0,6,3,0,18,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,8,6,0,30,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,3,0,16,0
0,0,0,0,0,1,0,10,1,1,1,0,0,0,35,0,36,1,1,0,0,0,1,1,0,0,15,27,0,46,0
0,0,0,0,0,1,0,1,0,1,0,0,0,0,3,0,53,0,0,0,0,0,0,0,0,0,22,13,0,77,0
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,23,1,0,0,0,0,0,0,0,0,7,3,0,29,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,11,11,0,25,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,0,0,0,0,0,0,0,0,0,7,3,0,3,0
0,0,0,0,0,0,0,4,1,1,1,1,0,0,9,1,28,0,1,0,0,0,0,1,0,0,15,20,0,51,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,0,0,0,0,0,0,0,0,0,6,5,0,26,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,23,0,0,0,0,0,0,0,0,0,10,8,0,36,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,2,0,20,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,10,2,0,32,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,5,3,0,16,0
0,0,0,0,0,0,1,1,0,0,1,0,0,0,2,0,18,1,0,0,0,0,0,0,0,0,7,8,1,34,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,1,0,0,0,0,0,0,0,4,2,0,12,0
0,0,1,0,0,0,0,2,0,0,0,0,0,0,3,0,19,0,0,0,0,0,0,1,0,0,6,20,0,113,0
1,0,1,0,1,0,0,1,1,1,1,1,0,0,11,1,14,1,1,0,0,0,1,0,0,0,9,20,0,109,0
0,0,0,0,0,0,0,2,1,1,1,0,0,0,5,1,11,0,1,0,0,0,0,0,0,0,9,4,0,48,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,7,5,0,12,1
0,0,0,0,0,1,0,5,1,1,1,0,0,0,4,1,13,0,1,0,0,0,0,0,0,0,7,2,0,17,0
0,0,0,0,0,1,0,1,1,0,1,0,0,0,5,1,22,0,0,0,0,0,0,0,0,0,6,17,0,27,0
