suspicious_sendTextMessage,intent_android_intent_action_ACTION_POWER_DISCONNECTED,intent_android_intent_action_PACKAGE_ADDED,intent_android_net_conn_CONNECTIVITY_CHANGE,perm_android_permission_GET_TASKS,intent_android_intent_action_ACTION_POWER_CONNECTED,perm_com_android_launcher_permission_INSTALL_SHORTCUT,perm_android_permission_WRITE_EXTERNAL_STORAGE,perm_android_permission_MOUNT_UNMOUNT_FILESYSTEMS,suspicious_getSubscriberId,n_providers,perm_android_permission_ACCESS_COARSE_LOCATION,n_services,intent_android_intent_action_DOWNLOAD_COMPLETE,perm_android_permission_ACCESS_WIFI_STATE,perm_android_permission_SYSTEM_ALERT_WINDOW,perm_android_webkit_permission_PLUGIN,perm_android_permission_NFC,perm_android_permission_SEND_SMS,perm_android_permission_GET_PACKAGE_SIZE,perm_android_permission_READ_LOGS,perm_com_android_launcher_permission_UNINSTALL_SHORTCUT,intent_android_net_wifi_WIFI_STATE_CHANGED,intent_com_google_firebase_INSTANCE_ID_EVENT,intent_com_android_vending_INSTALL_REFERRER,suspicious_Ldalvik_system_PathClassLoader_,perm_android_permission_RESTART_PACKAGES,intent_com_google_firebase_MESSAGING_EVENT,perm_android_permission_KILL_BACKGROUND_PROCESSES,n_api_calls,label
0,0,0,0,0,0,0,1,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,17,0
0,0,0,0,0,0,0,1,0,0,1,0,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0
0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,32,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,34,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0
1,0,1,1,1,0,0,1,1,1,0,1,2,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,42,0
0,0,1,0,1,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0
0,0,0,0,0,0,0,1,0,0,1,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0
0,0,0,0,0,0,0,1,0,0,0,1,6,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,36,0
0,0,0,0,0,0,0,1,0,0,1,1,9,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,19,0
0,0,0,0,1,0,0,1,0,1,5,0,13,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,40,1
0,0,0,0,0,0,0,1,0,0,1,1,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,22,0
0,0,0,0,0,0,0,1,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0
0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,26,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,0
0,0,0,0,0,0,0,1,0,0,3,0,12,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,20,0
0,1,1,0,1,1,1,1,0,1,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,23,0
0,0,0,0,0,0,0,1,0,1,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0
0,0,0,0,0,0,0,1,0,1,4,0,6,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,25,0
0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0
0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,24,0
0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0
0,0,0,0,0,0,0,1,0,0,1,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0
0,1,0,0,0,1,0,1,0,1,3,0,10,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,30,0
0,0,0,0,0,0,0,0,0,0,0,0,36,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17,0
0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,27,0
0,0,0,0,1,0,0,1,1,0,0,1,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0
0,0,0,0,0,0,0,1,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,21,0
0,0,0,0,0,0,0,1,0,0,2,0,9,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,25,0
0,0,0,1,1,0,0,1,1,1,3,1,10,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,28,0
0,0,0,0,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0
1,0,0,0,0,0,0,1,0,0,3,0,7,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,22,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1
0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,22,0
0,0,0,0,0,0,0,1,0,0,3,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1
0,0,0,0,0,0,0,0,0,0,2,0,7,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,50,0
0,0,0,0,0,0,0,1,0,0,3,0,9,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,27,1
1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0
0,0,0,0,1,0,0,1,0,0,1,0,6,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,17,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0
0,0,0,0,0,0,0,0,0,0,2,0,3,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,22,0
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0
0,0,0,0,0,0,0,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18,0
0,0,0,0,0,0,0,1,0,0,2,1,9,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,12,0
0,0,0,0,0,0,0,1,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,22,0
0,0,0,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,28,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0
0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0
0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,32,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17,0
0,0,0,0,0,0,0,1,0,0,2,1,18,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,23,0
0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0
0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,19,0
0,0,0,0,0,0,0,1,0,1,2,0,5,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,20,0
0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,38,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0
0,0,0,1,1,0,1,1,0,0,0,0,11,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,28,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0
0,0,0,0,1,0,0,1,0,1,0,0,5,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,40,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17,0
0,0,0,1,0,0,0,1,0,0,5,0,19,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,0,29,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,0
0,0,0,0,0,0,0,1,0,0,5,0,12,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,9,0
0,0,0,1,0,0,0,1,0,0,1,1,18,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,24,0
0,1,0,1,0,0,0,1,0,0,1,0,4,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,47,0
0,0,0,1,0,0,0,1,0,0,2,0,21,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,52,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,19,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
0,0,0,0,0,0,0,1,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,9,0
0,0,0,0,0,0,0,1,0,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,55,0
0,0,0,0,0,0,0,1,0,0,3,1,4,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,26,0
0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,18,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0
0,0,0,0,0,0,0,1,0,0,3,1,10,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,25,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
0,0,0,0,0,0,0,1,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,0
0,0,0,0,0,0,0,0,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,28,0
0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0
0,0,0,0,0,0,0,1,0,0,3,1,9,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,25,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0
0,0,0,0,0,0,0,1,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0
0,0,0,0,0,0,0,1,0,0,4,0,15,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,26,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0
0,0,0,1,1,0,0,1,1,1,1,1,12,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0
0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0
0,0,0,0,0,0,0,1,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,11,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17,0
0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14,0
1,0,1,0,1,0,0,1,0,0,15,1,49,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,79,0
0,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0
0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,19,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18,0
0,0,0,0,0,0,0,1,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0
0,0,1,1,0,0,0,1,0,1,2,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0
0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,23,0
0,0,0,0,0,0,0,0,0,0,4,1,13,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,29,1
0,0,0,0,0,0,0,1,0,0,1,0,10,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,21,0
0,0,0,0,0,0,0,1,0,0,3,1,6,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,19,0
0,0,0,0,0,0,0,1,0,0,2,0,7,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,20,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18,0
0,1,0,0,0,0,0,1,0,0,5,0,16,1,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,32,0
0,0,0,0,1,0,0,1,0,1,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31,0
0,0,0,0,0,0,0,1,0,0,1,0,12,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,18,0
0,1,0,0,0,0,0,1,0,0,6,0,17,1,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,33,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0
0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1
0,0,0,0,1,0,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,31,0
1,0,1,1,1,0,1,1,1,1,1,1,7,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,31,0
0,0,1,0,0,0,1,1,0,0,3,0,9,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,47,0
0,1,0,1,0,1,0,0,0,0,4,0,16,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,27,0
0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0
0,0,0,0,0,0,0,1,0,0,3,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0
0,0,1,1,1,0,1,1,1,0,0,1,12,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0
0,0,0,0,0,0,0,0,0,0,2,0,8,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,7,0
0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1
0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0
0,0,0,0,0,0,0,1,0,0,5,0,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,19,0
0,0,0,0,0,0,0,1,0,0,2,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16,0
0,0,0,1,0,0,0,1,0,0,4,1,10,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,25,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0
0,0,0,0,0,0,0,0,0,0,2,1,9,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,20,0
0,0,0,0,0,0,0,1,0,0,1,0,5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,21,1
1,0,1,1,1,0,1,1,1,1,17,1,56,0,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,69,0
0,0,0,0,0,0,0,1,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,23,0
0,0,0,0,0,0,0,1,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,18,0
0,0,0,0,0,0,0,1,0,0,2,1,8,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,25,0
0,0,0,0,1,0,1,1,0,1,16,0,25,0,1,1,0,0,1,0,0,1,0,1,1,1,1,0,1,35,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,19,0
0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0
0,0,0,0,0,0,0,0,0,0,1,0,9,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,28,0
0,0,0,0,0,0,0,1,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,19,0
0,0,0,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20,0
0,0,1,1,1,0,0,1,1,0,0,1,9,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,19,0
1,0,0,0,0,0,0,1,0,0,1,0,3,0,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0,39,0
0,0,0,0,0,0,0,1,0,0,2,0,13,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,25,0
0,0,0,1,1,0,1,1,1,0,0,1,11,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0
0,0,0,0,0,0,0,0,0,0,1,0,7,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,45,0
0,0,1,0,0,0,1,1,0,1,6,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,24,1
0,1,0,1,1,1,0,1,0,1,4,1,10,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1
0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0
0,0,0,0,0,0,0,0,0,0,2,0,6,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,17,1
0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0
0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,18,0
0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,24,0
0,0,0,0,0,0,0,0,0,0,3,0,10,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,26,0
0,0,0,0,0,0,0,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,25,0
0,0,0,0,0,0,0,0,0,0,4,0,4,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,29,0
0,0,0,0,0,0,0,1,0,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0
0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0
1,0,0,0,0,0,0,1,0,0,1,1,12,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,22,0
0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0
0,0,0,1,1,0,0,1,1,1,1,1,20,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,57,0
0,0,0,0,0,0,0,0,0,0,2,1,10,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,12,0
