suspicious_getSubscriberId,perm_android_permission_SYSTEM_ALERT_WINDOW,perm_android_permission_GET_TASKS,perm_com_android_launcher_permission_INSTALL_SHORTCUT,n_permissions,perm_android_permission_ACCESS_WIFI_STATE,perm_android_permission_MOUNT_UNMOUNT_FILESYSTEMS,perm_android_permission_READ_PHONE_STATE,perm_android_permission_CHANGE_WIFI_STATE,intent_android_net_conn_CONNECTIVITY_CHANGE,intent_android_intent_action_PACKAGE_ADDED,suspicious_getCellLocation,perm_android_permission_CHANGE_NETWORK_STATE,perm_com_android_launcher_permission_UNINSTALL_SHORTCUT,perm_android_permission_RESTART_PACKAGES,perm_android_permission_RECORD_AUDIO,perm_android_permission_READ_LOGS,perm_com_android_browser_permission_READ_HISTORY_BOOKMARKS,perm_android_permission_WRITE_EXTERNAL_STORAGE,intent_android_intent_action_PACKAGE_REMOVED,perm_android_permission_ACCESS_COARSE_LOCATION,perm_android_permission_WRITE_SETTINGS,intent_com_google_android_c2dm_intent_RECEIVE,perm_com_google_android_c2dm_permission_RECEIVE,n_urls,suspicious_Ljava_lang_Runtime___exec,perm_android_permission_REQUEST_INSTALL_PACKAGES,suspicious_Ldalvik_system_PathClassLoader_,n_services,n_api_calls,label
0,0,0,0,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,38,1,0,1,3,18,0
0,0,0,0,16,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,46,0,0,1,9,17,0
0,1,0,0,17,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,44,0,0,1,12,23,0
0,0,0,0,11,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,42,1,0,0,5,17,0
0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,37,0,0,1,4,21,0
0,0,0,0,14,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,39,0,0,1,8,25,0
0,0,1,1,17,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,35,0,0,1,9,14,0
0,0,0,0,9,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,43,1,0,1,10,23,0
0,0,0,0,14,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,37,1,0,1,10,22,0
0,0,0,0,11,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,51,0,0,1,5,23,0
0,0,1,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,41,0,0,0,4,31,0
0,0,0,0,20,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,34,0,0,0,8,26,0
0,0,0,0,13,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,37,0,0,1,7,22,0
0,0,0,0,16,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,29,0,0,0,1,28,0
0,0,0,0,14,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,34,0,0,1,8,25,0
0,0,0,0,15,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,37,1,0,1,11,13,0
0,0,0,0,15,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,52,0,0,1,6,23,0
0,0,0,0,14,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,38,0,0,0,9,27,0
0,0,1,0,19,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,32,0,1,1,10,24,0
0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,49,0,0,1,8,18,0
0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,42,0,0,0,1,20,0
0,1,0,0,14,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,42,0,0,1,4,24,0
0,0,0,0,13,1,0,1,0,1,1,0,0,0,0,1,0,0,1,1,1,0,1,1,47,0,0,0,3,15,1
0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,43,0,0,0,0,16,0
0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,45,0,0,1,0,23,0
0,0,0,0,15,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,45,1,0,1,9,29,0
0,0,0,0,15,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,46,0,0,0,7,12,0
0,0,0,0,15,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,46,0,0,0,7,12,0
0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,40,1,0,0,6,22,0
0,0,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,42,0,0,1,9,19,0
1,0,1,0,16,1,1,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,47,0,0,0,1,33,1
0,0,0,0,17,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,28,0,0,0,4,17,0
1,0,0,0,18,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,29,1,0,0,6,16,0
1,0,0,0,17,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,30,1,0,0,0,17,1
0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,46,0,0,1,5,18,0
0,0,0,0,12,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,33,0,0,1,9,18,0
1,0,0,0,12,1,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,33,1,0,0,2,30,1
0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,50,0,0,0,2,17,0
0,0,0,0,14,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,50,1,0,0,2,15,0
0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,48,0,0,1,4,18,0
0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,49,0,0,1,8,24,0
0,0,0,0,22,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,31,1,0,1,4,20,0
1,1,0,0,12,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,53,1,0,0,2,20,1
0,0,0,0,9,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,47,0,0,0,2,11,1
0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,39,0,0,1,12,21,0
0,0,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,35,0,0,1,10,13,0
0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,37,0,0,1,0,27,0
0,0,0,0,14,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,50,1,0,1,7,25,0
1,1,1,1,19,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,39,0,0,0,1,16,1
0,1,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,41,1,0,1,12,22,0
0,0,0,0,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,54,1,0,1,3,26,0
1,1,1,0,24,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0,1,1,0,0,53,0,0,0,2,23,0
0,0,1,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,46,0,0,0,4,13,0
0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,47,0,0,1,4,18,0
0,1,0,0,8,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,1,19,0
0,0,0,0,13,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,29,0,0,0,6,18,0
0,0,0,1,19,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,41,1,0,1,12,22,0
0,1,1,0,9,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,1,4,25,0
0,0,1,0,18,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,33,0,0,1,5,23,0
0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,46,1,0,1,7,15,0
0,0,0,0,29,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,36,1,0,1,6,21,0
0,0,0,0,12,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,43,0,0,0,3,13,0
0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,48,0,0,1,7,15,0
0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,48,0,0,0,2,34,0
0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,48,0,0,0,2,34,0
1,1,0,0,18,1,1,1,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,38,1,0,0,1,25,1
0,0,0,0,11,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,45,0,0,1,1,18,0
0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,37,0,0,1,11,16,0
0,0,0,0,11,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,31,0,0,1,9,16,0
0,0,0,1,11,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,45,1,0,1,2,28,0
0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,37,0,0,1,5,16,0
0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,53,0,0,1,5,20,0
0,0,0,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,40,1,0,1,8,15,0
0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,31,0,0,0,3,14,0
0,0,0,0,15,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,31,0,0,1,6,10,0
0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,32,0,0,0,5,25,0
0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,48,1,0,1,10,21,0
0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,1,0,1,2,17,0
0,0,0,0,13,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,48,0,0,1,6,23,0
0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,31,1,0,1,3,24,0
1,1,1,1,22,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,0,0,53,1,0,0,6,20,0
0,1,0,0,14,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,54,1,0,1,5,21,0
0,0,0,0,13,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,49,0,0,1,7,21,0
0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,48,1,0,0,10,21,0
0,1,0,0,18,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,47,1,0,1,14,20,0
1,1,0,0,6,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,42,1,0,0,0,28,0
0,0,0,0,27,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,49,1,0,1,4,23,0
0,0,0,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,44,0,0,1,9,16,0
0,0,0,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,42,0,0,1,5,28,0
0,1,1,0,7,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,34,0,0,0,8,13,1
0,0,0,0,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,49,1,0,0,1,15,0
0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,32,0,0,1,7,25,0
0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,1,0,17,0
1,0,0,0,12,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,55,1,0,0,4,22,1
1,1,1,1,17,1,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,30,0,0,1,5,24,1
0,0,0,0,15,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,44,0,0,0,6,14,0
0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,46,1,0,1,12,23,0
1,0,0,0,13,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,56,1,0,0,4,23,1
1,0,1,0,14,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,55,1,0,0,0,20,0
0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,28,1,0,1,9,22,0
1,0,0,0,24,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,1,36,1,0,0,9,32,0
0,0,0,0,15,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,47,0,0,1,8,25,0
0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,37,0,0,0,5,14,0
0,0,0,0,11,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,48,1,0,1,10,26,0
1,0,1,0,14,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,31,1,0,0,2,32,0
1,1,1,1,13,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,27,0,0,1,2,16,1
1,1,0,1,20,1,1,1,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,32,1,0,0,0,24,1
1,0,1,1,23,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,47,1,0,1,4,16,0
0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,40,0,0,0,2,13,0
0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,36,1,0,1,3,21,0
0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,38,0,0,1,1,18,0
0,0,0,0,10,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,39,0,0,1,4,19,0
0,1,1,1,21,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,42,1,0,1,8,23,0
0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,42,0,0,1,9,23,0
0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,45,0,0,1,1,29,0
0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,33,1,0,1,10,23,0
0,0,0,0,13,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,39,0,0,1,10,23,0
0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,29,0,0,1,5,14,0
1,0,1,0,15,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,45,1,0,1,3,23,1
0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,33,0,0,0,2,18,0
0,0,0,0,12,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,44,0,0,0,6,14,0
0,0,1,0,17,1,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,27,0,0,0,1,19,0
0,0,0,0,18,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,46,1,0,0,10,22,0
1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,47,0,0,1,6,22,0
1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,47,0,0,1,6,22,0
1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,47,0,0,1,6,22,0
0,0,0,0,21,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,37,0,0,1,11,21,0
1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,47,0,0,1,6,22,0
1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,47,0,0,1,6,22,0
0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,32,0,0,1,8,22,0
0,0,0,0,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,1,2,23,0
1,0,0,0,19,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,36,1,1,0,0,16,1
0,0,0,0,12,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,38,1,0,1,3,21,0
0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,46,1,0,1,8,30,0
0,0,1,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,52,0,0,0,4,26,0
1,1,1,1,16,1,1,1,0,1,1,0,0,1,1,0,0,0,1,1,1,0,0,0,25,0,0,0,3,21,1
0,0,0,0,12,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,50,0,0,1,11,23,0
0,0,0,0,13,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,1,53,0,0,0,1,30,1
0,0,0,0,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,45,1,0,1,7,23,0
1,1,1,1,13,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,34,1,0,0,2,26,1
1,1,1,1,13,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,34,1,0,0,2,26,1
0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,34,0,0,0,0,18,0
0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,43,1,0,0,4,18,0
0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,34,1,0,1,7,19,0
0,0,0,0,21,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,1,37,1,0,1,11,28,0
0,0,1,1,12,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,45,1,0,1,5,28,0
0,0,0,0,5,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,48,0,0,1,1,24,0
0,1,0,0,9,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,32,0,0,0,5,31,0
0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,40,0,0,0,0,20,0
0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,34,0,0,1,6,29,0
0,0,1,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,39,0,0,1,2,24,0
1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,47,1,0,1,8,22,0
1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,47,1,0,1,8,22,0
1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,47,1,0,1,8,22,0
1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,47,1,0,1,8,22,0
1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,47,1,0,1,8,22,0
0,0,0,0,9,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,41,1,0,1,15,20,0
1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,47,1,0,1,8,22,0
0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,39,0,0,1,3,23,0
