n_permissions,n_api_calls,perm_android_permission_MOUNT_UNMOUNT_FILESYSTEMS,perm_android_permission_READ_LOGS,perm_android_permission_WRITE_SETTINGS,perm_com_android_launcher_permission_INSTALL_SHORTCUT,perm_android_permission_GET_TASKS,perm_android_permission_CHANGE_WIFI_STATE,perm_android_permission_SYSTEM_ALERT_WINDOW,perm_android_permission_READ_PHONE_STATE,intent_com_google_firebase_INSTANCE_ID_EVENT,intent_android_net_conn_CONNECTIVITY_CHANGE,perm_com_google_android_c2dm_permission_RECEIVE,intent_com_google_android_c2dm_intent_RECEIVE,intent_com_android_vending_INSTALL_REFERRER,intent_com_google_firebase_MESSAGING_EVENT,suspicious_setWifiEnabled,perm_com_google_android_finsky_permission_BIND_GET_INSTALL_REFERRER_SERVICE,intent_com_igexin_sdk_action_refreshls,suspicious_getSubscriberId,perm_android_permission_BATTERY_STATS,perm_android_permission_DISABLE_KEYGUARD,perm_com_android_launcher_permission_UNINSTALL_SHORTCUT,n_urls,n_activities,perm_android_permission_CHANGE_NETWORK_STATE,suspicious_getWifiState,intent_android_intent_action_USER_PRESENT,perm_android_permission_CHANGE_CONFIGURATION,n_providers,label
37,31,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,1,1,1,1,337,176,1,1,1,0,4,1
34,38,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,345,163,1,1,1,1,2,1
34,38,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,348,164,1,1,1,1,2,1
40,30,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,1,0,1,1,277,196,1,0,1,0,0,1
39,25,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,1,1,1,1,333,149,1,1,1,0,4,1
31,30,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,303,129,1,1,1,1,1,1
24,39,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,270,178,0,0,0,0,9,0
46,65,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,305,221,1,1,1,1,25,1
36,55,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,250,166,1,1,1,0,6,0
26,64,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,358,162,1,1,1,0,5,0
58,59,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,1,305,183,1,1,1,1,17,0
35,74,0,0,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,248,143,1,1,1,0,3,1
36,67,1,0,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,0,1,0,273,114,1,1,1,0,1,1
32,34,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,0,1,1,316,122,0,1,1,1,3,1
32,34,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,0,1,1,316,122,0,1,1,1,3,1
10,23,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,304,139,0,0,0,0,1,0
55,82,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,1,1,1,1,291,107,1,1,0,1,3,1
42,58,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,1,1,1,354,128,1,1,1,0,4,1
38,45,0,0,1,0,0,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,299,111,0,0,0,0,10,0
38,51,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,298,110,1,1,1,0,7,1
51,77,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,1,1,255,212,1,1,1,0,3,1
22,48,0,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,257,142,0,0,0,0,5,0
32,24,1,0,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,0,1,1,293,123,0,1,1,1,2,1
32,24,1,0,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,0,1,1,293,123,0,1,1,1,2,1
32,24,1,0,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,0,1,1,290,123,0,1,1,1,2,1
32,24,1,0,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,0,1,1,289,123,0,1,1,1,2,1
57,89,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,1,1,1,1,323,107,1,1,0,1,3,1
29,24,1,0,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,0,1,1,288,123,0,1,1,1,2,1
29,24,1,0,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,0,1,1,287,123,0,1,1,1,2,1
27,50,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,342,114,1,0,1,1,2,1
42,53,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,0,1,0,253,124,1,1,1,0,7,0
40,25,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,1,1,1,1,339,127,1,1,1,0,4,1
42,60,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,313,99,1,0,1,0,1,1
16,61,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,322,102,0,1,0,0,0,1
47,80,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,260,112,1,0,1,0,1,1
42,53,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,0,1,0,249,124,1,1,1,0,7,0
42,53,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,0,1,0,249,124,1,1,1,0,7,0
32,49,1,0,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,1,1,283,101,0,1,1,0,4,0
47,80,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,258,112,1,0,1,0,1,1
38,60,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,332,100,0,1,0,0,0,0
20,51,0,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,246,136,0,0,0,0,4,0
47,60,1,1,1,0,1,1,1,1,0,1,0,0,0,0,1,0,1,1,1,0,0,344,229,1,1,1,0,4,0
46,59,1,1,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,290,95,1,0,1,0,0,1
46,59,1,1,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,290,95,1,0,1,0,0,1
34,38,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,252,122,1,1,0,0,3,1
32,45,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,243,211,1,0,1,1,3,0
46,59,1,1,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,279,95,1,0,1,0,0,1
36,68,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,263,99,1,1,1,0,1,1
63,68,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,377,187,1,1,1,1,12,0
39,40,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,244,212,0,1,0,1,7,0
37,86,0,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,1,0,1,1,268,99,1,1,1,0,2,1
38,69,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,221,159,1,1,1,0,1,1
30,62,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,341,95,0,1,1,0,1,1
36,68,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,259,98,1,1,1,0,1,1
29,29,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,315,98,1,1,1,0,3,1
42,52,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,0,1,0,236,124,1,1,1,0,8,0
36,68,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,259,97,1,1,1,0,1,1
36,68,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,259,97,1,1,1,0,1,1
40,61,1,1,1,0,1,1,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0,220,175,1,1,1,0,0,0
36,70,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,255,98,1,1,1,0,1,1
36,52,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,356,233,1,1,1,0,4,0
40,87,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,222,146,1,1,0,0,1,1
50,76,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,250,103,1,1,1,1,3,1
50,76,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,250,103,1,1,1,1,3,1
45,80,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,1,256,97,1,0,1,0,3,1
33,39,0,0,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,1,1,269,97,1,1,1,0,3,1
36,68,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,252,98,1,1,1,0,1,1
21,25,0,0,1,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,237,143,0,0,0,0,4,0
29,62,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,353,96,0,1,0,1,1,1
52,96,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,1,1,1,274,90,1,1,0,1,3,1
32,68,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,251,97,1,1,1,0,1,1
61,65,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,0,1,1,228,139,1,1,1,0,7,1
105,61,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,1,1,1,306,113,1,1,1,1,2,1
24,71,1,1,1,0,1,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,218,146,0,1,1,0,7,1
107,63,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,1,1,1,284,118,1,1,1,1,2,1
104,61,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,1,1,1,305,110,1,1,1,1,2,1
31,35,1,0,1,1,1,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,258,102,1,1,1,0,6,1
35,28,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,231,136,1,1,1,0,3,1
29,56,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,387,203,1,1,1,1,1,1
16,29,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,282,94,0,0,0,0,4,0
106,63,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,1,1,1,279,117,1,1,1,1,2,1
106,63,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,1,1,1,279,117,1,1,1,1,2,1
106,63,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,1,1,1,279,117,1,1,1,1,2,1
106,63,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,1,1,1,279,117,1,1,1,1,2,1
106,63,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,1,1,1,279,117,1,1,1,1,2,1
104,61,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,1,1,1,305,110,1,1,1,1,2,1
34,55,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,223,128,0,1,1,0,0,1
21,92,1,1,1,1,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,221,138,1,1,0,1,0,1
13,21,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,240,134,0,0,0,0,2,0
46,80,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,235,109,1,0,1,0,1,1
112,70,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,1,1,1,296,120,1,1,1,1,2,1
21,33,0,0,0,0,0,1,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,262,154,0,1,0,0,3,0
106,63,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,1,1,1,332,117,1,1,1,1,2,1
106,63,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,1,1,1,332,117,1,1,1,1,2,1
106,63,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,1,1,1,332,117,1,1,1,1,2,1
106,63,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,1,1,1,332,117,1,1,1,1,2,1
106,63,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,1,1,1,332,117,1,1,1,1,2,1
106,63,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,1,1,1,332,117,1,1,1,1,2,1
46,74,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,294,77,1,0,1,0,1,0
38,64,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,215,140,1,0,0,0,0,1
56,54,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,227,217,0,1,0,0,2,0
37,70,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,220,125,1,1,1,0,0,1
38,64,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,214,140,1,0,0,0,0,1
38,54,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,274,80,1,1,0,0,0,0
74,70,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,1,1,0,276,251,1,1,1,0,2,1
47,73,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,285,76,1,0,1,0,1,0
47,73,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,285,76,1,0,1,0,1,0
22,54,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,210,180,0,1,1,0,1,1
33,69,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,231,104,1,1,1,0,2,1
120,49,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,1,1,1,273,149,1,1,1,1,4,1
120,49,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,1,1,1,273,149,1,1,1,1,4,1
39,42,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,211,181,0,0,1,0,4,0
30,58,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,265,80,1,0,1,0,0,1
120,49,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,1,1,1,271,148,1,1,1,1,4,1
120,49,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,1,1,1,271,148,1,1,1,1,4,1
21,48,0,1,0,1,0,0,0,1,1,1,1,1,1,1,0,1,0,1,0,0,0,271,94,0,0,0,0,9,0
112,69,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,1,1,1,256,129,1,1,1,1,2,1
112,69,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,1,1,1,256,129,1,1,1,1,2,1
112,69,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,1,1,1,256,129,1,1,1,1,2,1
112,69,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,1,1,1,256,129,1,1,1,1,2,1
112,69,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,1,1,1,256,129,1,1,1,1,2,1
112,69,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,1,1,1,256,129,1,1,1,1,2,1
112,69,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,1,1,1,256,129,1,1,1,1,2,1
112,69,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,1,1,1,256,129,1,1,1,1,2,1
120,49,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,1,1,1,271,141,1,1,1,1,4,1
120,49,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,1,1,1,271,141,1,1,1,1,4,1
120,49,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,1,1,1,271,141,1,1,1,1,4,1
120,49,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,1,1,1,271,141,1,1,1,1,4,1
68,55,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,1,210,163,1,1,1,0,3,1
27,57,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,238,109,0,0,0,0,7,1
36,49,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,315,268,1,0,1,1,4,0
46,59,1,1,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,245,87,1,0,1,0,0,1
35,30,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,220,124,1,0,1,0,4,0
42,54,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,213,218,1,1,1,0,5,0
44,79,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,1,1,0,205,206,1,1,1,1,4,1
49,59,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,210,163,0,1,0,0,2,1
16,30,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,226,113,0,1,0,0,1,0
55,81,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,233,91,1,1,1,1,2,1
46,68,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,347,267,1,1,1,0,0,0
52,74,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,1,1,231,95,1,1,0,1,6,1
13,22,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,212,163,0,0,0,0,2,0
31,45,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1,1,0,204,151,1,1,1,0,15,1
24,50,0,1,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,266,267,0,0,0,0,1,0
43,79,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,201,134,1,1,1,1,0,1
35,61,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1,1,1,205,122,0,1,1,0,1,1
29,55,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,222,98,0,1,1,0,1,1
44,82,1,0,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,195,156,1,1,1,1,0,1
18,68,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,282,66,0,0,0,0,5,1
18,33,0,0,0,0,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,297,69,0,1,0,0,4,0
21,36,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,207,138,0,1,0,0,5,0
21,65,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,307,59,0,1,0,1,0,1
17,53,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,227,93,0,1,1,0,0,1
52,58,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,316,59,1,1,1,0,0,1
40,57,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,197,134,0,1,1,0,0,0
19,63,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,289,58,0,0,1,0,1,0
47,47,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,1,194,156,1,1,1,0,3,1
47,47,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,1,194,156,1,1,1,0,3,1
45,69,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,1,1,391,215,1,1,1,1,17,1
23,25,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,242,86,0,0,0,0,14,0
46,48,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,1,191,155,1,1,1,0,3,1
46,48,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,1,191,155,1,1,1,0,3,1
46,48,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,1,191,155,1,1,1,0,3,1
46,48,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,1,191,155,1,1,1,0,3,1
46,48,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,1,191,155,1,1,1,0,3,1
46,48,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,1,191,155,1,1,1,0,3,1
20,52,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,292,56,1,1,0,0,1,0
9,45,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,261,68,0,0,0,0,3,0
10,17,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,247,88,0,0,0,0,1,0
33,29,1,0,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,249,74,1,1,1,1,1,1
47,37,1,1,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,222,92,1,0,1,0,6,1
20,53,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,279,56,1,1,0,0,1,0
62,65,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,413,207,1,1,1,1,7,1
59,70,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,187,163,1,1,0,1,2,0
46,53,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,1,212,96,1,1,1,0,4,1
46,53,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,1,212,96,1,1,1,0,4,1
46,53,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,1,212,96,1,1,1,0,4,1
46,53,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,1,212,96,1,1,1,0,4,1
46,53,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,1,212,96,1,1,1,0,4,1
49,88,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,418,165,1,1,1,1,1,1
21,69,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,261,58,0,1,1,0,1,1
45,58,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,186,163,1,1,1,1,7,0
28,72,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,243,64,0,1,1,1,0,1
27,41,1,0,1,0,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,226,81,1,1,1,1,0,0
32,54,1,0,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,240,67,1,0,1,0,0,0
22,46,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,420,194,0,1,0,0,2,0
12,38,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,231,81,0,1,0,0,1,0
17,31,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,243,73,1,1,0,0,1,0
38,39,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,186,184,1,1,1,0,2,0
20,47,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,210,95,0,0,0,0,1,0
22,37,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,187,182,0,0,0,0,3,0
34,74,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,183,198,1,1,1,1,0,1
13,49,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,215,87,0,0,0,0,0,1
32,33,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,185,174,0,1,0,0,6,0
14,46,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,215,87,0,0,0,0,8,0
24,39,0,1,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,193,120,1,0,0,0,0,1
38,60,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,185,125,1,0,0,0,0,1
