suspicious_getSubscriberId,perm_android_permission_READ_PHONE_STATE,perm_android_permission_ACCESS_WIFI_STATE,perm_android_permission_GET_TASKS,perm_android_permission_MOUNT_UNMOUNT_FILESYSTEMS,suspicious_Ljava_lang_Runtime___exec,n_permissions,suspicious_getCellLocation,intent_android_net_conn_CONNECTIVITY_CHANGE,intent_android_intent_action_USER_PRESENT,intent_android_intent_action_PACKAGE_ADDED,perm_android_permission_SEND_SMS,perm_com_google_android_c2dm_permission_RECEIVE,suspicious_Ldalvik_system_PathClassLoader_,n_providers,intent_com_google_android_c2dm_intent_RECEIVE,perm_com_android_launcher_permission_INSTALL_SHORTCUT,suspicious_sendTextMessage,perm_android_permission_WRITE_EXTERNAL_STORAGE,n_api_calls,intent_com_google_firebase_INSTANCE_ID_EVENT,intent_com_google_firebase_MESSAGING_EVENT,perm_com_google_android_finsky_permission_BIND_GET_INSTALL_REFERRER_SERVICE,intent_com_android_vending_INSTALL_REFERRER,perm_android_permission_READ_SMS,intent_android_intent_action_VIEW,intent_com_facebook_sdk_ACTION_CURRENT_ACCESS_TOKEN_CHANGED,suspicious_Ldalvik_system_DexClassLoader_,perm_android_permission_SYSTEM_ALERT_WINDOW,intent_android_intent_action_PACKAGE_REMOVED,label
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,1,1,1,28,0,1,1,1,0,0,1,4,0,0,0,1,5,0,0,0,0,0,1,0,0,1,1,0
0,1,1,0,0,1,12,1,1,0,1,0,1,1,7,1,0,0,1,42,0,0,1,1,0,0,1,1,0,0,0
0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,16,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,5,0,0,0,0,0,1,0,1,0,0,0,1,12,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,18,0,0,0,0,0,0,0,0,0,0,0
0,1,1,0,0,1,9,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
0,0,0,0,0,0,11,0,0,0,0,0,1,1,2,1,0,0,1,26,1,0,1,1,0,0,0,0,0,0,0
0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,9,0,0,0,0,0,1,1,1,1,0,0,1,18,1,1,0,1,0,0,0,0,0,0,0
0,1,1,1,1,0,28,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1
0,0,0,0,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,12,0,0,0,0,0,1,0,1,0,0,0
0,1,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,1,0,0,0,0,0,0,0
1,1,1,1,0,1,20,1,0,0,0,0,0,0,0,0,0,0,1,29,0,0,0,0,0,1,0,0,1,0,0
0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,26,0,0,0,0,0,0,0,1,0,0,0
0,1,1,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,1,43,0,0,0,0,0,0,0,0,0,0,1
0,1,1,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,5,0,0,0,0,0,1,1,3,1,0,0,0,9,0,1,1,1,0,0,0,1,0,0,0
0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,1,21,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,1,20,0,0,0,0,0,1,0,1,1,0,0,1,32,0,0,0,0,0,1,0,1,1,0,0
0,0,0,0,0,1,7,0,0,0,0,0,1,0,1,1,0,0,1,17,0,0,0,1,0,0,0,1,0,0,1
1,1,1,1,1,1,124,1,1,1,1,1,0,1,17,0,1,1,1,69,0,0,0,0,1,1,0,1,1,1,0
1,0,1,0,0,1,17,1,0,0,0,0,1,1,1,1,0,0,1,42,1,0,0,1,0,0,0,1,1,0,0
0,1,1,1,0,1,23,1,0,0,1,0,1,1,1,1,0,0,1,39,1,0,0,1,1,1,0,1,0,0,0
0,1,1,0,0,0,17,0,0,0,0,0,0,1,1,0,0,0,1,24,0,0,0,0,0,1,0,0,0,0,0
0,0,1,1,0,1,14,0,0,0,0,0,1,1,5,1,0,0,1,29,1,1,1,1,0,1,1,0,0,0,0
0,0,1,0,0,0,16,0,0,0,0,0,1,0,0,1,0,0,1,23,0,0,0,1,0,1,0,1,0,0,0
0,1,1,1,0,1,23,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0
1,0,0,0,0,0,9,1,0,0,0,0,1,0,1,1,0,0,0,34,1,1,0,1,0,0,0,0,0,0,0
0,0,1,0,0,0,11,0,0,0,0,0,0,1,1,0,0,0,1,21,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,5,0,0,0,0,0,1,1,1,1,0,0,0,21,1,1,0,1,0,1,0,1,0,0,0
0,1,0,0,0,0,10,0,0,0,0,0,1,1,2,1,0,0,1,20,1,1,0,1,0,1,0,0,0,0,0
0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,20,0,0,0,0,0,1,1,4,1,0,0,1,28,1,1,1,1,0,1,1,0,0,0,0
0,0,1,0,0,0,9,0,0,0,0,0,1,1,1,1,0,0,0,18,1,1,0,1,0,0,0,0,0,0,1
0,0,1,0,0,1,15,0,1,0,0,0,0,0,6,0,0,0,1,25,0,0,0,1,0,1,0,0,0,0,0
0,1,1,0,0,0,12,0,0,0,0,0,1,0,2,1,0,0,1,33,1,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,5,0,0,0,0,0,1,0,1,0,0,0,0,12,0,0,0,0,0,0,0,1,0,0,0
1,1,1,1,0,1,67,1,0,1,1,0,1,1,4,1,1,0,1,41,1,1,1,1,1,0,0,0,1,1,0
0,0,0,0,0,0,5,0,0,0,0,0,1,0,1,1,0,0,0,14,1,0,0,0,0,0,0,1,0,0,0
0,0,1,0,0,0,25,0,0,0,0,0,1,1,2,1,0,0,0,31,0,0,0,1,0,1,1,1,0,0,0
0,0,0,0,0,0,18,0,0,1,0,0,1,1,3,1,0,0,1,27,1,1,1,1,0,0,0,1,0,0,0
0,0,1,0,1,1,11,0,0,0,0,0,1,1,1,1,0,0,1,24,1,0,1,1,0,0,0,1,0,0,0
1,1,1,1,1,1,55,0,1,1,1,0,1,1,4,0,1,0,1,60,0,0,0,1,1,1,0,1,1,1,0
0,1,0,0,0,0,12,0,0,0,0,0,1,0,1,1,0,0,1,9,0,0,0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,18,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,1,10,1,0,0,0,0,1,1,1,1,0,0,0,19,1,0,0,1,0,0,0,1,0,0,0
0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,15,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,20,0,0,0,0,0,0,1,1,0,0,0,1,17,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,18,0,0,0,0,0,0,0,1,0,0,0
0,0,1,0,0,0,6,0,0,0,0,0,0,1,2,0,0,0,0,20,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,1,24,0,0,0,0,0,1,0,1,1,0,0,1,4,0,0,0,0,0,0,0,1,0,0,0
1,1,1,1,1,0,14,1,0,0,0,0,0,0,0,0,0,0,1,18,0,0,0,0,0,0,0,1,0,0,0
1,0,1,0,0,1,6,0,0,0,0,0,0,0,0,0,0,1,1,11,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1,0,0,0,1,29,0,0,0,0,0,1,1,1,1,0,0,1,26,1,1,0,0,0,0,0,1,1,0,0
1,1,1,1,0,1,16,0,0,1,0,1,0,0,0,0,0,1,1,43,0,0,0,0,1,1,0,1,1,0,0
0,1,0,0,0,0,21,0,0,0,0,0,1,0,0,1,0,0,1,58,0,0,0,1,0,1,0,1,0,0,0
0,1,0,0,0,0,14,0,1,0,0,0,1,0,0,1,0,0,1,34,0,0,0,0,0,1,0,1,1,0,0
1,1,1,1,1,1,23,1,1,1,0,1,0,0,0,0,0,1,1,36,0,0,0,0,1,0,0,1,0,0,0
0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,1,18,0,0,0,0,0,0,0,1,0,0,0
0,1,0,0,0,0,5,1,0,0,0,0,0,1,0,0,0,0,0,33,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1,1,1,1,0,17,0,1,1,1,0,0,0,0,0,1,0,1,15,0,0,0,0,0,0,0,0,1,1,0
0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0,1,1,1,1,0,42,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,1,1
0,0,0,0,0,0,7,0,0,0,0,0,1,0,2,1,0,0,1,18,1,1,0,0,0,1,0,1,0,0,0
0,0,0,0,0,0,6,0,0,0,0,0,1,0,1,1,0,0,1,45,0,0,0,0,0,1,0,1,0,0,0
0,1,1,1,1,1,52,0,1,1,0,1,0,0,2,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0
0,0,0,0,0,0,2,0,0,0,0,0,0,1,2,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,1,6,0,0,0,0,0,0,0,1,0,0,0,1,25,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,1,10,1,0,0,0,0,1,0,1,1,0,1,0,20,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,13,0,0,0,0,0,1,1,1,1,0,0,1,25,1,1,0,1,0,0,0,0,1,0,1
0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,18,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,3,0,0,0,0,0,0,1,1,0,0,0,0,19,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,20,0,0,0,0,0,1,1,2,1,0,0,1,27,1,1,0,1,0,0,0,0,1,0,1
1,1,1,1,1,1,25,1,1,1,0,0,0,0,1,0,1,0,1,49,0,0,0,0,0,0,0,1,0,1,0
0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,15,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,1,14,0,0,0,0,0,0,0,1,0,0,0
