perm_android_permission_GET_TASKS,perm_android_permission_READ_PHONE_STATE,suspicious_getSubscriberId,perm_android_permission_MOUNT_UNMOUNT_FILESYSTEMS,perm_com_android_launcher_permission_INSTALL_SHORTCUT,perm_android_permission_SYSTEM_ALERT_WINDOW,suspicious_Ljava_lang_Runtime___exec,perm_com_android_launcher_permission_READ_SETTINGS,perm_com_google_android_c2dm_permission_RECEIVE,intent_com_google_android_c2dm_intent_RECEIVE,perm_android_permission_ACCESS_WIFI_STATE,n_providers,intent_android_intent_action_USER_PRESENT,intent_com_google_android_c2dm_intent_REGISTRATION,intent_com_google_firebase_INSTANCE_ID_EVENT,suspicious_Ldalvik_system_PathClassLoader_,perm_com_sec_android_provider_badge_permission_READ,perm_com_anddoes_launcher_permission_UPDATE_COUNT,perm_com_majeur_launcher_permission_UPDATE_BADGE,n_receivers,intent_com_google_firebase_MESSAGING_EVENT,perm_com_sec_android_provider_badge_permission_WRITE,perm_com_sonyericsson_home_permission_BROADCAST_BADGE,perm_com_google_android_providers_gsf_permission_READ_GSERVICES,perm_com_htc_launcher_permission_UPDATE_SHORTCUT,intent_android_intent_action_PACKAGE_ADDED,intent_android_intent_action_PACKAGE_REMOVED,perm_android_permission_CHANGE_CONFIGURATION,n_services,perm_android_permission_CHANGE_WIFI_STATE,label
0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,1,4,0,1,1,0,1,0,0,0,3,0,0
1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,3,1,1
1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,1
0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,2,1,1
0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,1
1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,4,1,1
0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,2,0,1,1,0,1,0,0,0,3,0,0
1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,6,1,1
1,1,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,1,1,0,3,0,1
1,1,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,1,1,0,3,0,1
1,1,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,1,1,0,3,0,1
1,1,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,1,1,0,3,0,1
1,1,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,1,1,0,3,0,1
1,1,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,1,1,0,3,0,1
1,1,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,1,1,0,3,0,1
1,1,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,1,1,0,3,0,1
1,1,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,1,1,0,3,0,1
1,1,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,1,1,0,3,0,1
1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
1,1,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,1,1,0,3,0,1
1,1,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,1,1,0,3,0,1
1,1,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,1,1,0,3,0,1
1,1,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,1,1,0,3,0,1
1,1,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,1,1,0,3,0,1
1,1,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,1,1,0,3,0,1
0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,1,0,0
1,1,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,1,1,0,3,0,1
1,1,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,1,1,0,3,0,1
1,1,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,1,1,0,3,0,1
1,1,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,1,1,0,3,0,1
1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,1,1
1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,1,1
1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,5,0,0,0,1,0,0,0,0,3,0,0
1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,1
1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,2,0,1
1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,1,1,1
0,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,3,0,1
1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,1,1
1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,1,4,0,1,1,0,1,0,0,0,3,0,0
1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1
1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1
1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,1,3,0,1,1,0,1,0,0,0,3,0,0
1,1,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,1,1
1,1,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,2,1,1
1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
0,0,0,0,0,0,0,0,1,1,1,2,0,1,1,1,0,0,0,4,1,0,0,0,0,0,0,0,5,0,0
0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,4,0,1,1,0,1,0,0,0,3,0,0
0,0,0,0,0,0,0,0,1,1,1,2,0,1,1,1,0,0,0,4,1,0,0,0,0,0,0,0,5,0,0
1,1,1,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,3,0,0,0,1,0,0,0,0,4,1,0
0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,1,1,0,1,1,0,1,0,0,0,1,0,0
0,1,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,1,0,0
1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1,1,1,0,1,1,1,1,0,0,1,0,1,0,0,1,0,0,0,3,0,0,0,0,0,1,1,0,3,1,1
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,2,0,1,1,0,1,0,0,0,0,0,0
1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1,1,1,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,1
1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2,0,1
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,1,1,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,1
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
1,1,1,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,1
1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1
1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1
0,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1
1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1
0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,3,0,1
1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1
1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1
1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1
1,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,7,0,1
0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1
1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
0,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1
0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,2,0,0
0,1,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3,1,1
0,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
0,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
0,1,0,0,0,0,0,0,1,1,1,3,0,0,1,1,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0
1,1,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,3,1,1
1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
1,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0
1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,1
0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1
1,1,1,1,1,1,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1
1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1
0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0
1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1
0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,5,0,0,0,1,0,0,0,0,1,0,0
0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,5,0,0,0,1,0,0,0,0,1,0,0
0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,5,0,0,0,1,0,0,0,0,1,0,0
0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,5,0,0,0,1,0,0,0,0,1,0,0
1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,5,0,0,0,0,0,1,1,0,4,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0
0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,4,0,1,1,0,1,0,0,0,4,0,0
1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,1
0,0,0,0,0,0,0,0,1,1,1,3,0,1,1,1,0,0,0,6,1,0,0,0,0,0,0,0,5,0,0
1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,1,1,0,3,0,1
1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,2,0,1
1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,4,0,1
1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,2,0,1
1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,0,1
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0
0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0
0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
0,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1
1,1,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,1,1,1
1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,3,0,1
0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1
0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,1
1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1
0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,1,2,0,1,1,0,1,0,0,0,3,0,0
0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0
0,1,1,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,3,0,0,0,0,0,1,1,0,3,0,0
1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,4,0,1
1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,1,5,1,1
0,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,2,1,1
1,1,1,0,0,1,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,4,1,1
1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1
1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,1,3,1,1
1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,1,1
0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,1,1,1,2,0,1,1,0,1,0,0,0,3,0,0
0,0,0,0,0,0,0,0,1,1,0,2,0,0,1,1,0,0,0,3,1,0,0,1,0,0,0,0,5,0,0
1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1
0,0,0,0,0,0,0,0,1,1,0,2,0,0,1,1,0,0,0,3,1,0,0,1,0,0,0,0,5,0,0
1,1,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,1,1
1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1
0,0,0,0,0,0,1,0,1,1,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,7,0,1,1,0,1,0,0,0,3,0,0
1,1,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,4,0,0,0,0,0,1,1,0,3,1,1
1,1,1,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,1,1
1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,5,0,0,0,1,0,0,0,0,3,0,0
0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,5,0,0,0,1,0,0,0,0,3,0,0
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,6,0,1,1,0,1,0,0,0,6,0,0
0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0
0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0
0,1,0,0,0,0,0,0,1,1,0,4,0,1,1,1,0,0,0,2,1,0,0,1,0,0,0,0,5,0,0
1,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,1,1,0,6,0,1
