intent_android_intent_action_BATTERY_CHANGED,intent_android_intent_action_ACTION_POWER_DISCONNECTED,intent_android_intent_action_ACTION_POWER_CONNECTED,perm_com_android_launcher_permission_UNINSTALL_SHORTCUT,perm_android_permission_BATTERY_STATS,intent_android_intent_action_PACKAGE_INSTALL,suspicious_getCellSignalStrength,intent_android_intent_action_PACKAGE_ADDED,suspicious_getCellLocation,perm_android_permission_READ_LOGS,intent_android_intent_action_DOWNLOAD_COMPLETE,intent_android_appwidget_action_APPWIDGET_UPDATE,intent_android_intent_action_BOOT_COMPLETED,intent_com_inmobi_share_id,perm_com_google_android_c2dm_permission_RECEIVE,n_providers,intent_com_google_android_c2dm_intent_RECEIVE,perm_com_android_launcher_permission_INSTALL_SHORTCUT,perm_android_permission_WRITE_SETTINGS,perm_android_permission_RECEIVE_BOOT_COMPLETED,perm_com_android_vending_BILLING,n_api_calls,n_services,n_used_permissions,suspicious_getSimCountryIso,perm_android_permission_ACCESS_COARSE_LOCATION,perm_android_permission_SYSTEM_ALERT_WINDOW,n_receivers,suspicious_Base64,suspicious_Cipher,label
0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,20,9,8,1,0,1,6,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,0,0,1,0,17,4,8,0,0,0,8,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,1,13,6,7,1,0,0,7,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,1,21,9,8,1,0,0,4,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,0,0,1,0,17,4,8,0,0,0,8,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,19,7,7,0,1,1,5,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,0,1,1,19,7,6,1,0,0,3,1,1,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,0,0,0,1,18,8,7,0,0,0,6,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,1,7,0,0,0,1,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,1,0,0,19,5,10,0,0,0,3,1,1,0
0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,21,7,8,0,0,0,5,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,22,11,9,0,0,0,6,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,20,11,11,0,0,0,6,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,1,18,7,7,0,0,0,5,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,14,5,8,1,0,0,1,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,18,11,9,0,0,0,6,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,18,4,8,1,0,0,6,1,1,0
0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,18,2,9,0,0,0,4,1,1,0
0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,20,6,9,1,1,1,4,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5,1,0,0,0,1,18,10,8,1,0,0,8,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,19,7,10,0,0,0,5,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,19,7,10,0,0,0,5,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,21,9,12,0,0,0,5,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,1,18,6,8,1,0,0,5,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1,0,0,0,0,21,7,10,0,0,0,5,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,0,0,0,1,21,9,11,0,0,0,4,1,1,0
0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,22,4,8,0,1,0,4,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,16,2,7,0,1,0,1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,21,3,11,0,0,0,2,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,20,10,11,0,1,0,5,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,19,8,9,1,1,0,6,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,19,10,10,0,0,0,5,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,19,10,9,0,0,1,5,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,19,12,10,0,0,0,5,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,18,5,7,0,0,0,4,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,17,7,9,0,0,0,5,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,15,4,7,1,0,0,5,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,20,3,11,1,0,0,1,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,24,5,12,1,0,1,4,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,20,1,8,1,0,0,3,1,1,1
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,20,1,8,1,0,0,3,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,1,0,0,1,0,17,7,9,0,1,0,4,1,1,0
0,1,1,1,0,1,1,1,1,0,0,1,1,1,0,0,0,1,0,1,0,18,7,9,1,1,0,9,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,0,0,1,1,18,9,8,1,1,0,6,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,22,11,9,0,0,0,6,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,1,20,5,9,1,0,0,3,1,1,0
0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,22,3,9,0,0,0,3,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,21,10,9,1,0,0,5,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,16,3,7,1,0,0,2,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,21,10,9,1,0,0,5,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,20,6,11,0,0,0,2,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,16,3,7,1,0,0,2,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,21,10,9,1,0,0,5,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,20,5,11,0,0,0,3,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,13,4,5,0,1,0,2,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,21,10,9,1,0,0,5,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,0,0,0,0,14,10,10,1,0,1,5,1,1,1
0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,21,2,8,1,0,0,2,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,23,8,9,1,1,0,4,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,19,10,10,0,0,0,5,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,20,5,11,0,0,0,3,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,23,10,11,1,1,0,6,1,1,0
0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,22,2,9,0,0,0,2,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,23,6,11,0,0,0,6,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,20,5,11,0,0,0,3,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,20,5,11,0,0,0,3,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,20,10,10,1,0,0,8,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,19,10,10,0,0,0,5,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,21,12,10,1,1,0,5,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,20,10,10,0,1,0,5,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,20,10,8,0,0,0,6,1,1,0
0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,19,10,8,0,0,0,6,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,7,1,0,0,1,1,18,9,9,1,1,0,6,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,18,7,7,0,0,0,5,1,1,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,15,2,7,0,0,0,5,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,22,2,9,1,0,0,3,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,20,10,8,0,0,0,6,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,19,8,9,1,0,1,5,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,20,10,8,0,0,0,6,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,4,6,1,0,0,4,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,22,10,9,0,0,0,5,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,19,5,9,0,0,0,2,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,1,15,9,9,0,0,0,3,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,22,3,8,1,0,0,4,1,1,0
0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,23,2,10,1,0,0,2,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,21,5,11,0,0,0,3,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,1,13,8,10,1,0,0,4,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,1,0,1,18,9,10,1,0,0,3,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,4,7,1,0,0,4,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,19,13,10,0,0,0,5,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1,0,0,0,1,24,7,11,1,0,0,4,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,0,0,0,1,17,8,6,1,0,0,7,1,1,0
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,19,1,6,0,1,0,0,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,23,6,9,0,0,0,3,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,21,5,7,0,0,0,3,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,21,7,10,0,0,0,4,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,16,1,8,0,0,0,2,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,24,3,9,0,0,0,4,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,0,0,1,0,22,9,9,1,0,0,7,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,21,10,11,0,0,0,5,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,22,10,9,0,0,0,5,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17,7,7,0,0,1,1,1,1,1
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,17,0,6,0,1,0,2,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,14,9,6,1,1,0,5,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,4,7,1,0,0,4,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,1,0,1,20,7,11,1,0,0,4,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,22,2,11,0,0,0,3,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,1,22,6,9,0,0,0,4,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,0,1,13,8,6,1,0,0,5,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,1,22,0,8,1,0,0,3,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,18,7,7,0,0,0,5,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,1,17,6,10,1,0,0,5,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,20,10,11,0,0,0,5,1,1,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,15,3,7,0,1,0,1,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,17,4,7,0,1,0,3,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,18,12,7,1,0,0,6,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,1,16,10,6,1,1,0,4,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,18,1,9,0,0,0,2,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,12,8,5,0,1,0,6,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,15,12,6,0,0,0,5,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,23,1,11,0,0,0,3,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,19,10,9,0,0,0,5,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,12,8,5,0,1,0,6,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,21,10,9,1,1,0,5,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,1,19,8,8,1,0,0,7,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,19,9,7,0,1,0,6,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,1,0,0,1,1,23,6,13,0,0,0,5,1,1,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,1,0,0,1,1,18,8,10,0,0,0,5,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,0,21,4,10,0,0,0,3,1,1,0
0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,0,18,1,8,0,1,0,3,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,1,19,0,8,1,0,0,5,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,22,8,9,1,0,0,5,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,20,2,10,1,0,0,7,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,1,12,4,5,0,0,0,3,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,0,20,8,9,0,0,0,6,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,24,6,9,0,0,0,6,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,18,7,7,0,1,0,6,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,0,0,1,0,20,11,11,0,0,0,7,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,19,7,7,0,1,0,5,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,1,19,10,9,1,0,0,5,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,22,12,8,1,1,0,6,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,20,10,10,1,0,0,5,1,1,0
